Home Team,Away Team,Game Time
BAL,NYA,April 7 @ 1:05PM
PHI,MIN,April 7 @ 1:05PM
DET,KCA,April 7 @ 1:10PM
CLE,TOR,April 7 @ 1:10PM
NYN,WAS,April 7 @ 1:10PM
ATL,FLO,April 7 @ 1:20PM
PIT,CIN,April 7 @ 1:35PM
CHA,SEA,April 7 @ 2:10PM
MIL,CHN,April 7 @ 2:10PM
HOU,OAK,April 7 @ 2:10PM
SLN,SDN,April 7 @ 2:15PM
SFN,TBA,April 7 @ 4:05PM
ANA,TEX,April 7 @ 4:07PM
ARI,BOS,April 7 @ 4:10PM
COL,LAN,April 7 @ 8:37PM
