Home Team,Away Team,Game Time
BAL,TEX,September 6 @ 7:05PM
PIT,SLN,September 6 @ 7:05PM
FLO,KCA,September 6 @ 7:10PM
BOS,NYA,September 6 @ 7:10PM
CIN,ARI,September 6 @ 7:10PM
TBA,TOR,September 6 @ 7:10PM
NYN,PHI,September 6 @ 7:10PM
ATL,WAS,September 6 @ 7:20PM
HOU,SEA,September 6 @ 8:10PM
MIL,CHN,September 6 @ 8:10PM
MIN,CLE,September 6 @ 8:10PM
CHA,ANA,September 6 @ 8:10PM
DET,OAK,September 6 @ 8:15PM
OAK,DET,September 6 @ 10:07PM
LAN,SFN,September 6 @ 10:10PM
SDN,COL,September 6 @ 10:10PM
