Home Team,Away Team,Game Time
CIN,PIT,March 28 @ 5:00PM
KCA,CHA,March 28  @ 3:00PM
LAN,ARI,March 28  @ 12:00PM
FLO,COL,March 28  @ 8:00PM
MIL,SLN,March 28  @ 6:00PM
MIN,CLE,March 28  @ 3:30PM
NYA,BAL,March 28  @ 8:00PM
OAK,ANA,March 28 @ 5:00PM
PHI,ATL,March 28  @ 5:00PM
SDN,SFN,March 28  @ 5:00PM
SEA,BOS,March 28  @ 6:00PM
TBA,HOU,March 28  @ 5:00PM
TEX,CHN,March 28  @ 5:00PM
TOR,DET,March 28 @ 5:00PM
WAS,NYN,March 28  @ 5:00PM
