Home Team,Away Team,Game Time
NYA,TOR,September 21 @ 1:05PM
CHN,SLN,September 21 @ 2:20PM
CIN,NYN,September 21 @ 4:10PM
FLO,WAS,September 21 @ 6:10PM
TBA,BOS,September 21 @ 6:10PM
DET,CHA,September 21 @ 6:10PM
BAL,SEA,September 21 @ 7:05PM
MIL,PIT,September 21 @ 7:10PM
HOU,ANA,September 21 @ 7:10PM
MIN,KCA,September 21 @ 7:10PM
CLE,PHI,September 21 @ 7:10PM
ATL,SFN,September 21 @ 7:20PM
SDN,ARI,September 21 @ 8:40PM
OAK,TEX,September 21 @ 9:07PM
LAN,COL,September 21 @ 9:10PM
