Home Team,Away Team,Game Time
BAL,TBA,July 13 @ 1:05PM
BAL,TBA,July 13 @ 7:05PM
NYA,TOR,July 13 @ 1:05PM
CHN,PIT,July 13 @ 2:20PM
OAK,CHA,July 13 @ 4:07PM
FLO,NYN,July 13 @ 6:10PM
CLE,MIN,July 13 @ 7:10PM
SLN,ARI,July 13 @ 7:15PM
PHI,WAS,July 13 @ 7:15PM
BOS,LAN,July 13 @ 7:15PM
KCA,DET,July 13 @ 7:15PM
MIL,SFN,July 13 @ 7:15PM
TEX,HOU,July 13 @ 8:05PM
COL,CIN,July 13 @ 8:10PM
SDN,ATL,July 13 @ 8:40PM
ANA,SEA,July 13 @ 9:07PM
