Home Team,Away Team,Game Time
WAS,NYN,September 4 @ 1:05PM
NYA,TEX,September 4 @ 6:35PM
CIN,PHI,September 4 @ 6:40PM
PIT,FLO,September 4 @ 7:05PM
BOS,MIN,September 4 @ 7:10PM
CLE,CHA,September 4 @ 7:10PM
SLN,SFN,September 4 @ 7:45PM
KCA,DET,September 4 @ 8:15PM
ARI,SDN,September 4 @ 9:40PM
OAK,ANA,September 4 @ 10:07PM
LAN,COL,September 4 @ 10:10PM
