Home Team,Away Team,Game Time
ATL,PIT,June 13 @ 12:10PM
MIN,SEA,June 13 @ 1:10PM
WAS,ARI,June 13 @ 7:05PM
BAL,TOR,June 13 @ 7:05PM
BOS,TEX,June 13 @ 7:10PM
TBA,ANA,June 13 @ 7:10PM
NYN,SLN,June 13 @ 7:10PM
KCA,DET,June 13 @ 8:05PM
CHA,NYA,June 13 @ 8:10PM
COL,SDN,June 13 @ 8:40PM
LAN,CHN,June 13 @ 10:10PM
