Home Team,Away Team,Game Time
TEX,CLE,June 20 @ 2:05PM
ARI,COL,June 20 @ 3:40PM
WAS,PHI,June 20 @ 7:05PM
NYA,HOU,June 20 @ 7:05PM
TOR,ANA,June 20 @ 7:07PM
SLN,FLO,June 20 @ 7:15PM
CHN,NYN,June 20 @ 8:05PM
MIL,CIN,June 20 @ 8:10PM
KCA,MIN,June 20 @ 8:15PM
OAK,TBA,June 20 @ 10:07PM
SEA,BAL,June 20 @ 10:10PM
LAN,SFN,June 20 @ 10:10PM
