Home Team,Away Team,Game Time
CLE,CHA,May 9 @ 1:10PM
DET,ANA,May 9 @ 1:10PM
CHN,FLO,May 9 @ 2:20PM
COL,SFN,May 9 @ 3:10PM
OAK,CIN,May 9 @ 3:37PM
NYA,SEA,May 9 @ 6:35PM
SLN,PIT,May 9 @ 7:45PM
HOU,TEX,May 9 @ 8:10PM
ARI,ATL,May 9 @ 9:40PM
LAN,WAS,May 9 @ 10:10PM
