Home Team,Away Team,Game Time
BAL,SFN,June 2 @ 1:05PM
CIN,WAS,June 2 @ 1:10PM
TBA,MIN,June 2 @ 1:10PM
ATL,DET,June 2 @ 1:20PM
PIT,MIL,June 2 @ 1:35PM
CHA,CLE,June 2 @ 2:10PM
SLN,CHN,June 2 @ 2:15PM
TEX,KCA,June 2 @ 3:05PM
COL,TOR,June 2 @ 3:10PM
OAK,HOU,June 2 @ 4:07PM
ARI,NYN,June 2 @ 4:10PM
SEA,ANA,June 2 @ 4:10PM
LAN,PHI,June 2 @ 4:10PM
SDN,FLO,June 2 @ 6:10PM
NYA,BOS,June 2 @ 7:05PM
