Home Team,Away Team,Game Time
NYA,BAL,August 12 @ 1:05PM
NYA,BAL,August 12 @ 7:05PM
WAS,CIN,August 12 @ 7:05PM
TOR,TEX,August 12 @ 7:07PM
CLE,BOS,August 12 @ 7:10PM
CHA,HOU,August 12 @ 8:10PM
COL,ARI,August 12 @ 8:40PM
ANA,PIT,August 12 @ 10:07PM
SDN,TBA,August 12 @ 10:10PM
