Home Team,Away Team,Game Time
NYA,BAL,May 13 @ 6:35PM
PHI,MIL,May 13 @ 7:05PM
DET,HOU,May 13 @ 7:10PM
MIN,ANA,May 13 @ 7:40PM
CHA,CLE,May 13 @ 8:10PM
ARI,PIT,May 13 @ 9:40PM
SEA,OAK,May 13 @ 10:10PM
