Home Team,Away Team,Game Time
NYA,DET,April 2 @ 6:35PM
CIN,MIL,April 2 @ 6:40PM
WAS,PHI,April 2 @ 7:05PM
TOR,BAL,April 2 @ 7:07PM
FLO,NYN,April 2 @ 7:10PM
TBA,COL,April 2 @ 7:10PM
TEX,HOU,April 2 @ 8:05PM
KCA,MIN,April 2 @ 8:15PM
OAK,BOS,April 2 @ 10:07PM
SEA,ANA,April 2 @ 10:10PM
SDN,ARI,April 2 @ 10:10PM
LAN,SFN,April 2 @ 10:10PM
