Home Team,Away Team,Game Time
BAL,CLE,June 28 @ 7:05PM
TOR,KCA,June 28 @ 7:07PM
CIN,CHN,June 28 @ 7:10PM
FLO,PHI,June 28 @ 7:10PM
TBA,TEX,June 28 @ 7:10PM
DET,WAS,June 28 @ 7:10PM
NYN,ATL,June 28 @ 7:10PM
HOU,SEA,June 28 @ 8:10PM
CHA,MIN,June 28 @ 8:10PM
MIL,PIT,June 28 @ 8:10PM
COL,LAN,June 28 @ 8:40PM
ANA,OAK,June 28 @ 10:07PM
SDN,SLN,June 28 @ 10:10PM
SFN,ARI,June 28 @ 10:15PM
