Home Team,Away Team,Game Time
BAL,TEX,September 8 @ 1:05PM
FLO,KCA,September 8 @ 1:10PM
CIN,ARI,September 8 @ 1:10PM
TBA,TOR,September 8 @ 1:10PM
NYN,PHI,September 8 @ 1:10PM
ATL,WAS,September 8 @ 1:20PM
PIT,SLN,September 8 @ 1:35PM
HOU,SEA,September 8 @ 2:10PM
MIL,CHN,September 8 @ 2:10PM
MIN,CLE,September 8 @ 2:10PM
CHA,ANA,September 8 @ 2:10PM
OAK,DET,September 8 @ 4:07PM
LAN,SFN,September 8 @ 4:10PM
SDN,COL,September 8 @ 4:10PM
BOS,NYA,September 8 @ 8:05PM
