Home Team,Away Team,Game Time
CLE,OAK,May 21 @ 6:10PM
PIT,COL,May 21 @ 7:05PM
CHN,PHI,May 21 @ 7:05PM
BAL,NYA,May 21 @ 7:05PM
TOR,BOS,May 21 @ 7:07PM
TBA,LAN,May 21 @ 7:10PM
DET,FLO,May 21 @ 7:10PM
NYN,WAS,May 21 @ 7:10PM
MIL,CIN,May 21 @ 7:40PM
TEX,SEA,May 21 @ 8:05PM
HOU,CHA,May 21 @ 8:10PM
SLN,KCA,May 21 @ 8:15PM
SFN,ATL,May 21 @ 9:45PM
ANA,MIN,May 21 @ 10:07PM
SDN,ARI,May 21 @ 10:10PM
