Home Team,Away Team,Game Time
WAS,NYN,May 16 @ 1:05PM
PHI,MIL,May 16 @ 1:05PM
DET,OAK,May 16 @ 1:10PM
KCA,TEX,May 16 @ 1:15PM
CLE,BAL,May 16 @ 6:10PM
CIN,CHN,May 16 @ 6:40PM
ATL,SLN,May 16 @ 7:20PM
CHA,TOR,May 16 @ 8:10PM
SEA,MIN,May 16 @ 10:10PM
SDN,PIT,May 16 @ 10:10PM
