Home Team,Away Team,Game Time
NYA,KCA,April 21 @ 1:05PM
BAL,MIN,April 21 @ 1:05PM
FLO,WAS,April 21 @ 1:10PM
DET,CHA,April 21 @ 1:10PM
PIT,SFN,April 21 @ 1:35PM
TBA,BOS,April 21 @ 2:10PM
MIL,LAN,April 21 @ 2:10PM
SLN,NYN,April 21 @ 2:15PM
CHN,ARI,April 21 @ 2:20PM
TEX,HOU,April 21 @ 3:05PM
COL,PHI,April 21 @ 3:10PM
ANA,SEA,April 21 @ 4:07PM
OAK,TOR,April 21 @ 4:07PM
SDN,CIN,April 21 @ 4:10PM
CLE,ATL,April 21 @ 7:05PM
