Home Team,Away Team,Game Time
CHA,SEA,April 5 @ 2:10PM
COL,LAN,April 5 @ 4:10PM
SLN,SDN,April 5 @ 4:15PM
SFN,TBA,April 5 @ 4:35PM
PIT,CIN,April 5 @ 7:05PM
PHI,MIN,April 5 @ 7:05PM
CLE,TOR,April 5 @ 7:10PM
ARI,BOS,April 5 @ 7:10PM
ATL,FLO,April 5 @ 7:20PM
MIL,CHN,April 5 @ 8:10PM
HOU,OAK,April 5 @ 8:10PM
ANA,TEX,April 5 @ 10:07PM
