Home Team,Away Team,Game Time
BOS,BAL,April 15 @ 11:05PM
PHI,NYN,April 15 @ 7:05PM
FLO,CHN,April 15 @ 7:10PM
MIN,TOR,April 15 @ 7:40PM
MIL,SLN,April 15 @ 7:40PM
TEX,ANA,April 15 @ 8:05PM
CHA,KCA,April 15 @ 8:10PM
SEA,CLE,April 15 @ 10:10PM
LAN,CIN,April 15 @ 10:10PM
SDN,COL,April 15 @ 10:10PM
