Home Team,Away Team,Game Time
CHA,TBA,April 8 @ 2:10PM
CHN,PIT,April 8 @ 2:20PM
BAL,OAK,April 8 @ 7:05PM
PHI,WAS,April 8 @ 7:05PM
HOU,NYA,April 8 @ 7:10PM
SLN,LAN,April 8 @ 7:45PM
KCA,SEA,April 8 @ 8:15PM
COL,ATL,April 8 @ 8:40PM
SFN,SDN,April 8 @ 9:45PM
ANA,MIL,April 8 @ 10:07PM
