Home Team,Away Team,Game Time
ATL,ARI,April 18 @ 12:10PM
WAS,SFN,April 18 @ 1:05PM
DET,CHA,April 18 @ 1:10PM
MIN,TOR,April 18 @ 1:10PM
NYA,KCA,April 18 @ 6:35PM
TBA,BAL,April 18 @ 7:10PM
MIL,LAN,April 18 @ 8:10PM
COL,PHI,April 18 @ 8:40PM
ANA,SEA,April 18 @ 10:07PM
SDN,CIN,April 18 @ 10:10PM
