Home Team,Away Team,Game Time
PHI,ATL,September 9 @ 7:05PM
FLO,MIL,September 9 @ 7:10PM
BOS,NYA,September 9 @ 7:10PM
NYN,ARI,September 9 @ 7:10PM
HOU,OAK,September 9 @ 8:10PM
SFN,PIT,September 9 @ 9:45PM
ANA,CLE,September 9 @ 10:07PM
SDN,CHN,September 9 @ 10:10PM
