Home Team,Away Team,Game Time
PHI,NYN,June 27 @ 1:05PM
DET,TEX,June 27 @ 1:10PM
MIN,TBA,June 27 @ 1:10PM
HOU,PIT,June 27 @ 2:10PM
MIL,SEA,June 27 @ 2:10PM
CHN,ATL,June 27 @ 2:20PM
FLO,WAS,June 27 @ 7:10PM
COL,LAN,June 27 @ 8:40PM
SFN,ARI,June 27 @ 9:45PM
ANA,OAK,June 27 @ 10:07PM
