Home Team,Away Team,Game Time
CIN,SDN,August 21 @ 12:35PM
TBA,SEA,August 21 @ 1:10PM
MIN,CHA,August 21 @ 1:10PM
ARI,COL,August 21 @ 3:40PM
PIT,WAS,August 21 @ 7:05PM
BAL,KCA,August 21 @ 7:05PM
TEX,ANA,August 21 @ 7:05PM
BOS,PHI,August 21 @ 7:10PM
NYN,CLE,August 21 @ 7:10PM
ATL,FLO,August 21 @ 7:20PM
SLN,MIL,August 21 @ 7:45PM
CHN,SFN,August 21 @ 8:05PM
HOU,DET,August 21 @ 8:10PM
OAK,NYA,August 21 @ 10:07PM
LAN,TOR,August 21 @ 10:10PM
