Home Team,Away Team,Game Time
MIN,BAL,April 27 @ 2:10PM
SLN,CIN,April 27 @ 2:15PM
TOR,OAK,April 27 @ 3:07PM
BOS,TBA,April 27 @ 4:05PM
WAS,SDN,April 27 @ 4:05PM
SFN,NYA,April 27 @ 4:05PM
HOU,CLE,April 27 @ 4:05PM
PHI,FLO,April 27 @ 6:05PM
NYN,MIL,April 27 @ 7:10PM
CHA,DET,April 27 @ 7:10PM
KCA,ANA,April 27 @ 7:15PM
ATL,COL,April 27 @ 7:20PM
ARI,CHN,April 27 @ 8:10PM
SEA,TEX,April 27 @ 9:10PM
LAN,PIT,April 27 @ 9:10PM
