Home Team,Away Team,Game Time
TOR,BOS,May 20 @ 1:07PM
CLE,OAK,May 20 @ 6:10PM
BAL,NYA,May 20 @ 7:05PM
NYN,WAS,May 20 @ 7:10PM
CHN,PHI,May 20 @ 8:05PM
TEX,SEA,May 20 @ 8:05PM
HOU,CHA,May 20 @ 8:10PM
SFN,ATL,May 20 @ 9:45PM
ANA,MIN,May 20 @ 10:07PM
SDN,ARI,May 20 @ 10:10PM
