Home Team,Away Team,Game Time
CHA,KCA,May 28 @ 5:40PM
NYA,SDN,May 28 @ 6:35PM
CIN,PIT,May 28 @ 6:40PM
PHI,SLN,May 28 @ 7:05PM
BAL,DET,May 28 @ 7:05PM
FLO,SFN,May 28 @ 7:10PM
BOS,CLE,May 28 @ 7:10PM
TBA,TOR,May 28 @ 7:10PM
ATL,WAS,May 28 @ 7:20PM
MIN,MIL,May 28 @ 8:10PM
CHA,KCA,May 28 @ 8:10PM
HOU,CHN,May 28 @ 8:10PM
COL,ARI,May 28 @ 8:40PM
OAK,ANA,May 28 @ 10:07PM
SEA,TEX,May 28 @ 10:10PM
LAN,NYN,May 28 @ 10:10PM
