Home Team,Away Team,Game Time
KCA,TBA,May 1 @ 1:15PM
KCA,TBA,May 1 @ 11:33PM
CHA,BAL,May 1 @ 4:10PM
CHA,BAL,May 1 @ 11:33PM
BOS,OAK,May 1 @ 1:05PM
TEX,PIT,May 1 @ 2:05PM
ARI,NYA,May 1 @ 3:40PM
SEA,CHN,May 1 @ 6:40PM
WAS,SLN,May 1 @ 7:05PM
PHI,DET,May 1 @ 7:05PM
FLO,CLE,May 1 @ 7:10PM
NYN,CIN,May 1 @ 7:10PM
ATL,SDN,May 1 @ 7:20PM
MIL,COL,May 1 @ 7:40PM
MIN,HOU,May 1 @ 8:10PM
SFN,LAN,May 1 @ 9:45PM
ANA,TOR,May 1 @ 10:07PM
