Home Team,Away Team,Game Time
WAS,PHI,September 23 @ 7:05PM
TOR,BAL,September 23 @ 7:07PM
TBA,BOS,September 23 @ 7:10PM
NYN,FLO,September 23 @ 7:10PM
ARI,SLN,September 23 @ 9:40PM
