Home Team,Away Team,Game Time
CHN,NYN,June 21 @ 2:20PM
PHI,FLO,June 21 @ 7:05PM
WAS,ATL,June 21 @ 7:05PM
PIT,SDN,June 21 @ 7:05PM
NYA,HOU,June 21 @ 7:05PM
BOS,TOR,June 21 @ 7:10PM
CLE,DET,June 21 @ 7:10PM
TEX,CHA,June 21 @ 8:05PM
MIL,CIN,June 21 @ 8:10PM
KCA,MIN,June 21 @ 8:15PM
SLN,ANA,June 21 @ 8:15PM
ARI,SFN,June 21 @ 9:40PM
OAK,TBA,June 21 @ 10:07PM
SEA,BAL,June 21 @ 10:10PM
LAN,COL,June 21 @ 10:10PM
