Home Team,Away Team,Game Time
PHI,SLN,May 30 @ 1:05PM
FLO,SFN,May 30 @ 1:10PM
COL,ARI,May 30 @ 3:10PM
PIT,MIL,May 30 @ 7:05PM
NYA,BOS,May 30 @ 7:05PM
TBA,MIN,May 30 @ 7:10PM
TEX,KCA,May 30 @ 8:05PM
CHA,CLE,May 30 @ 8:10PM
SEA,ANA,May 30 @ 10:10PM
LAN,NYN,May 30 @ 10:10PM
