Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,team_game_num,date_game,team_homeORaway,opp_ID,game_result,IP,H,R,ER,UER,BB,SO,HR,HBP,earned_run_avg,batters_faced,pitches,strikes_total,inherited_runners,inherited_score,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GIDP,pitchers_number,umpire_hp,pitchers_number_desc,Unnamed: 75,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win,wonPrev,WHIP,KPercent,BBPercent,BABIP
20120620,TBA,AL,68,WAS,NL,66,2,3,51,WAS11,27485,32,6,1,0,1,2,0,0,0,2,0,12,1,0,1,0,5,3,1,1,1,0,24,9,1,0,1,0,27,3,1,0,0,2,0,0,0,1,0,10,0,0,1,0,1,3,2,2,0,0,27,9,0,0,1,0,stras001,archc001,clipt001,archc001,stras001,68,Jun 20,@,WSN,"L,2-3",8.0,3,3,1,2,1,10,0,0,3.46,28,101,65,0,0,0,0,27,1,0,0,0,0,0,1,3,Jeff Nelson,"C.Archer (99-64-L), B.Badenhop (3), J.Peralta (2)",,0.1875,0.1111111111111111,0.23529411764705882,0.14285714285714285,0.3125,0.14814814814814814,0.5477941176470589,0.291005291005291,0.0,1.0,0.5,0.35714285714285715,0.03571428571428571,0.17647058823529413
20120621,TBA,AL,69,WAS,NL,67,2,5,51,WAS11,29551,34,7,2,0,0,2,0,0,0,5,0,7,1,0,0,0,10,4,5,5,0,0,24,8,1,0,0,0,30,7,4,0,0,5,0,1,0,6,1,8,3,0,0,0,8,6,2,2,1,0,27,8,0,0,0,0,gonzg003,peraj002,clipt001,moorm003,gonzg003,69,Jun 21,@,WSN,"L,2-5",8.0,7,5,5,0,6,8,0,0,3.49,37,153,92,0,0,3,0,30,4,0,1,0,1,1,0,4,Cory Blaser,"M.Moore (5-55), J.Peralta (0-L), W.Davis (4), J.Howell (6)",,0.20588235294117646,0.23333333333333334,0.3076923076923077,0.35135135135135137,0.2647058823529412,0.36666666666666664,0.5723981900452488,0.718018018018018,0.0,0.0,1.625,0.21621621621621623,0.16216216216216217,0.30434782608695654
20120623,TBA,AL,70,PHI,NL,72,6,7,51,PHI13,44878,40,14,1,0,0,6,0,0,0,4,0,14,0,0,0,1,12,4,6,6,0,0,24,7,1,0,1,0,33,9,0,0,3,7,0,0,2,1,0,7,2,0,1,0,5,5,5,5,0,0,27,7,2,0,0,0,papej001,mcgej001,,shiej002,kendk001,70,Jun 23,@,PHI,"L,6-7",8.0,9,7,6,1,1,7,3,2,3.53,36,157,107,0,0,2,0,33,0,0,0,0,0,1,1,4,Jim Joyce,"J.Shields (6-39), J.Howell (1), B.Gomes (6), J.McGee (3-L)",,0.35,0.2727272727272727,0.4090909090909091,0.3333333333333333,0.375,0.5454545454545454,0.7840909090909092,0.8787878787878787,0.0,0.0,1.25,0.19444444444444445,0.027777777777777776,0.2608695652173913
20120624,TBA,AL,71,PHI,NL,73,3,2,54,PHI13,44785,28,4,0,0,1,3,0,0,0,6,0,7,1,2,1,0,4,4,2,2,0,0,27,7,0,0,0,0,34,8,2,0,1,2,0,0,1,4,2,11,2,1,0,0,10,4,3,3,0,0,27,13,0,0,1,0,pricd001,basta001,rodnf001,pricd001,hamec001,71,1,@,PHI,"W,3-2",9.0,8,2,2,0,4,11,1,1,3.51,39,151,103,3,0,2,1,34,2,0,2,0,0,0,0,4,Vic Carapazza,"D.Price (4-70-W), B.Badenhop (3-H), J.McGee (0-H), F.Rodney (4-Sv)",,0.14285714285714285,0.23529411764705882,0.29411764705882354,0.3333333333333333,0.25,0.38235294117647056,0.5441176470588236,0.7156862745098038,1.0,0.0,1.3333333333333333,0.28205128205128205,0.10256410256410256,0.3181818181818182
20120624,TBA,AL,72,PHI,NL,74,7,3,54,PHI13,44088,32,6,3,0,0,7,0,0,0,8,0,12,2,0,1,0,6,4,3,3,0,0,27,12,0,0,1,0,30,4,2,0,0,3,0,0,0,6,0,6,1,0,1,0,6,3,7,7,0,0,27,7,0,0,1,0,gomeb001,lee-c003,,ramoc001,lee-c003,72,1,@,PHI,"W,7-3",9.0,4,3,3,0,6,6,0,0,3.5,36,144,86,2,0,1,0,30,2,0,0,0,0,0,1,4,James Hoye,"C.Ramos (9-57), W.Davis (2), B.Gomes (0-W), J.Howell (0)",,0.1875,0.13333333333333333,0.35,0.2777777777777778,0.28125,0.2,0.63125,0.4777777777777778,1.0,1.0,1.1111111111111112,0.16666666666666666,0.16666666666666666,0.16666666666666666
20120625,TBA,AL,73,KCA,AL,71,0,8,51,KAN06,20200,32,7,0,0,0,0,0,0,0,1,0,8,2,0,2,0,6,1,8,8,1,0,24,21,1,0,1,0,34,13,3,0,1,8,0,1,0,0,0,1,2,0,1,0,3,1,0,0,0,0,27,9,0,0,2,0,hochl001,cobba001,,cobba001,hochl001,73,Jun 25,@,KCR,"L,0-8",8.0,13,8,8,0,0,1,1,0,3.57,35,113,74,1,1,2,0,34,3,0,0,0,1,1,1,1,Todd Tichenor,A.Cobb (7-25-L),,0.21875,0.38235294117647056,0.24242424242424243,0.37142857142857144,0.21875,0.5588235294117647,0.46117424242424243,0.9302521008403362,0.0,1.0,1.625,0.02857142857142857,0.0,0.36363636363636365
20120626,TBA,AL,74,KCA,AL,72,2,8,51,KAN06,25982,32,6,1,0,1,1,0,0,0,1,0,7,0,0,1,0,4,4,8,8,1,0,24,6,1,0,1,0,32,10,2,0,2,7,0,0,0,3,1,7,0,0,1,0,3,3,1,1,0,0,27,7,1,0,1,0,chenb001,archc001,,archc001,chenb001,74,Jun 26,@,KCR,"L,2-8",8.0,10,8,8,0,3,7,2,0,3.63,35,129,74,2,0,0,0,32,2,0,1,0,0,0,1,4,Larry Vanover,"C.Archer (5-49-L), J.Howell (1), B.Gomes (1), C.Ramos (1)",,0.1875,0.3125,0.21212121212121213,0.37142857142857144,0.3125,0.5625,0.5246212121212122,0.9339285714285714,0.0,0.0,1.625,0.2,0.08571428571428572,0.34782608695652173
20120627,TBA,AL,75,KCA,AL,73,4,5,51,KAN06,19228,32,9,2,1,0,4,0,0,0,6,0,10,1,1,4,0,7,3,5,5,0,0,24,12,0,0,2,0,31,11,3,0,3,5,0,0,1,2,0,5,0,1,2,0,5,6,3,3,0,1,27,14,1,0,4,0,crowa001,badeb001,broxj001,moorm003,teafe001,75,Jun 27,@,KCR,"L,4-5",8.0,11,5,5,0,2,5,3,1,3.66,34,110,77,0,0,0,1,31,3,0,0,0,0,0,2,3,Tony Randazzo,"M.Moore (5-45), B.Badenhop (2-L), J.McGee (2)",,0.28125,0.3548387096774194,0.39473684210526316,0.4117647058823529,0.40625,0.7419354838709677,0.8009868421052632,1.1537001897533208,0.0,0.0,1.625,0.14705882352941177,0.058823529411764705,0.34782608695652173
20120628,DET,AL,76,TBA,AL,76,5,2,54,STP01,20532,40,15,2,1,1,5,1,0,0,2,0,6,0,0,0,0,11,4,2,2,0,0,27,4,1,0,0,0,33,6,2,0,0,1,0,0,0,3,0,8,0,0,0,0,7,3,5,5,0,0,27,11,2,0,1,0,schem001,shiej002,valvj001,schem001,shiej002,76,Jun 28,1,DET,"L,2-5",9.0,15,5,5,0,2,6,1,0,3.68,43,146,95,1,0,0,0,40,2,1,0,1,0,1,0,3,Jerry Layne,"J.Shields (4-40-L), J.McGee (0), W.Davis (3)",,0.375,0.18181818181818182,0.40476190476190477,0.25,0.55,0.24242424242424243,0.9547619047619048,0.49242424242424243,0.0,0.0,1.8888888888888888,0.13953488372093023,0.046511627906976744,0.42424242424242425
20120629,DET,AL,77,TBA,AL,77,2,4,51,STP01,19557,28,5,1,0,1,2,0,0,0,1,0,10,0,1,3,0,0,2,4,4,1,0,24,5,0,0,0,0,31,7,1,0,3,4,0,0,0,1,0,11,2,0,0,0,4,3,2,2,0,0,27,11,0,0,3,0,pricd001,verlj001,rodnf001,verlj001,pricd001,77,Jun 29,1,DET,"W,4-2",9.0,5,2,2,0,1,10,1,0,3.65,29,106,75,0,0,0,1,28,1,0,0,0,0,0,3,3,Bob Davidson,"D.Price (4-65-W), J.McGee (0-H), F.Rodney (4-Sv)",,0.17857142857142858,0.22580645161290322,0.20689655172413793,0.25,0.32142857142857145,0.5483870967741935,0.5283251231527094,0.7983870967741935,1.0,0.0,0.6666666666666666,0.3448275862068966,0.034482758620689655,0.23529411764705882
20120630,DET,AL,78,TBA,AL,78,6,2,54,STP01,29443,37,11,1,0,1,6,0,0,1,7,0,8,0,0,1,0,12,3,2,2,0,0,27,9,0,0,0,0,34,7,1,0,2,2,0,0,0,0,0,6,0,0,0,0,5,6,6,6,0,0,27,12,0,0,1,0,porcr001,hellj001,,porcr001,hellj001,78,Jun 30,1,DET,"L,2-6",9.0,11,6,6,0,7,8,1,1,3.68,45,175,103,3,0,0,0,37,1,0,0,0,0,0,1,6,Dan Bellino,"J.Hellickson (15-46-L), J.Howell (3), W.Davis (1), K.Farnsworth (99), J.Peralta (8), B.Badenhop (2)",,0.2972972972972973,0.20588235294117646,0.4222222222222222,0.20588235294117646,0.40540540540540543,0.4117647058823529,0.8276276276276276,0.6176470588235294,0.0,1.0,2.0,0.17777777777777778,0.15555555555555556,0.35714285714285715
20120701,DET,AL,79,TBA,AL,79,5,3,54,STP01,21874,35,10,2,0,0,5,1,2,1,3,1,8,0,0,0,0,10,5,3,3,1,0,27,7,0,0,0,0,30,5,2,0,0,3,0,1,0,1,0,10,1,0,0,0,2,4,4,4,1,0,27,11,1,0,0,0,smyld001,cobba001,valvj001,smyld001,cobba001,79,Jul 1,1,DET,"L,3-5",9.0,10,5,4,1,3,8,0,1,3.69,42,158,104,1,1,0,0,35,2,0,1,1,2,1,0,4,Mike Muchlinski,"A.Cobb (5-35-L), J.McGee (1), W.Davis (0), F.Rodney (1)",,0.2857142857142857,0.16666666666666666,0.34146341463414637,0.1875,0.34285714285714286,0.23333333333333334,0.6843205574912892,0.42083333333333334,0.0,0.0,1.4444444444444444,0.19047619047619047,0.07142857142857142,0.3448275862068966
20120702,NYA,AL,79,TBA,AL,80,3,4,51,STP01,21742,32,9,2,0,0,3,0,1,0,3,0,4,1,0,2,0,6,6,3,3,1,0,24,8,1,0,2,0,30,7,1,0,2,3,0,0,0,1,0,6,0,0,1,0,3,3,3,3,1,0,27,10,0,0,3,0,moorm003,robed002,rodnf001,garcf002,moorm003,80,Jul 2,1,NYY,"W,4-3",9.0,9,3,3,0,3,4,0,0,3.68,36,139,85,0,0,1,0,32,2,0,0,0,1,0,2,3,Joe West,"M.Moore (4-47-W), J.Peralta (1-H), F.Rodney (0-Sv)",,0.28125,0.23333333333333334,0.3333333333333333,0.25806451612903225,0.34375,0.4666666666666667,0.6770833333333333,0.7247311827956989,1.0,0.0,1.3333333333333333,0.1111111111111111,0.08333333333333333,0.3103448275862069
20120703,NYA,AL,80,TBA,AL,81,4,7,51,STP01,26453,34,10,4,0,1,4,1,0,0,0,0,7,0,0,0,0,4,3,4,4,0,0,24,13,3,0,1,0,34,10,2,0,1,5,0,0,1,2,0,6,5,0,0,0,6,4,4,4,0,0,27,13,0,0,1,0,shiej002,novai001,rodnf001,novai001,shiej002,81,Jul 3,1,NYY,"W,7-4",9.0,10,4,4,0,0,7,1,0,3.68,35,121,75,0,0,0,0,34,4,0,0,1,0,0,0,4,Sam Holbrook,"J.Shields (4-46-W), B.Badenhop (2-H), J.Peralta (0-H), F.Rodney (0-Sv)",,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.35135135135135137,0.5,0.4411764705882353,0.7941176470588236,0.7925278219395866,1.0,1.0,1.1111111111111112,0.2,0.0,0.34615384615384615
20120704,NYA,AL,81,TBA,AL,82,4,3,54,STP01,28033,34,8,2,0,1,4,0,0,0,7,0,11,1,0,1,0,10,6,3,3,0,0,27,5,0,0,0,0,30,5,0,0,1,3,1,0,2,5,0,16,3,0,0,0,8,5,4,4,0,0,27,10,0,0,1,0,logab001,farnk001,sorir001,pheld001,pricd001,82,Jul 4,1,NYY,"L,3-4",9.0,8,4,4,0,7,11,1,0,3.69,41,181,111,5,2,1,0,34,2,0,0,0,0,0,1,5,Mike Estabrook,"D.Price (4-71), K.Farnsworth (3-L), J.McGee (2-BSv), J.Howell (3), B.Badenhop (0)",,0.23529411764705882,0.16666666666666666,0.36585365853658536,0.32432432432432434,0.38235294117647056,0.26666666666666666,0.7482065997130559,0.590990990990991,0.0,1.0,1.6666666666666667,0.2682926829268293,0.17073170731707318,0.3181818181818182
20120705,TBA,AL,83,CLE,AL,82,1,3,51,CLE08,26577,31,4,0,1,0,1,0,0,0,0,0,4,0,0,0,0,3,3,3,3,1,0,24,12,1,0,2,0,28,7,0,0,3,3,0,0,0,5,0,4,0,2,1,0,6,3,1,1,1,0,27,10,0,0,0,0,tomlj001,hellj001,perec002,hellj001,tomlj001,83,Jul 5,@,CLE,"L,1-3",8.0,7,3,3,0,5,4,3,0,3.68,33,140,74,0,0,0,2,28,0,0,0,0,0,0,1,3,Mike Muchlinski,"J.Hellickson (4-53-L), J.Howell (0), J.McGee (0)",,0.12903225806451613,0.25,0.12903225806451613,0.36363636363636365,0.1935483870967742,0.5714285714285714,0.3225806451612903,0.935064935064935,0.0,0.0,1.5,0.12121212121212122,0.15151515151515152,0.19047619047619047
20120706,TBA,AL,84,CLE,AL,83,10,3,54,CLE08,28734,38,13,2,0,2,10,0,1,0,8,0,9,0,0,1,0,10,4,3,3,0,1,27,11,1,0,2,0,34,9,2,0,0,1,0,0,0,2,0,6,0,1,2,0,6,5,10,10,2,0,27,8,0,0,1,0,cobba001,mastj001,,cobba001,mastj001,84,Jul 6,@,CLE,"W,10-3",9.0,9,3,3,0,2,6,0,0,3.68,36,147,87,0,0,0,1,34,2,0,0,0,0,1,2,4,Paul Emmel,"A.Cobb (4-50-W), K.Farnsworth (1), W.Davis (4), B.Badenhop (1)",,0.34210526315789475,0.2647058823529412,0.44680851063829785,0.3055555555555556,0.5526315789473685,0.3235294117647059,0.9994400895856663,0.6290849673202614,1.0,0.0,1.2222222222222223,0.16666666666666666,0.05555555555555555,0.32142857142857145
20120707,TBA,AL,85,CLE,AL,84,3,7,51,CLE08,20658,32,6,1,0,2,3,0,0,0,2,0,12,0,0,1,0,4,4,7,7,0,0,24,11,1,0,2,0,30,8,5,0,1,7,0,0,0,6,0,5,0,2,1,0,5,4,3,3,0,0,27,9,0,0,1,0,jimeu001,moorm003,,moorm003,jimeu001,85,Jul 7,@,CLE,"L,3-7",8.0,8,7,7,0,6,5,1,0,3.72,36,149,89,2,0,0,2,30,5,0,0,0,0,1,1,4,Scott Barry,"M.Moore (4-32-L), B.Badenhop (0), J.Howell (1), W.Davis (0)",,0.1875,0.26666666666666666,0.23529411764705882,0.3888888888888889,0.40625,0.5333333333333333,0.6415441176470589,0.9222222222222223,0.0,1.0,1.75,0.1388888888888889,0.16666666666666666,0.2916666666666667
20120708,TBA,AL,86,CLE,AL,85,7,6,54,CLE08,19163,37,9,3,1,1,7,0,0,0,4,0,15,1,0,0,0,7,3,5,5,0,0,27,13,2,0,1,0,40,13,2,1,2,4,0,0,1,2,0,6,1,0,1,0,10,5,3,3,0,0,27,5,1,0,0,0,peraj002,perec002,rodnf001,shiej002,mcalz001,86,Jul 8,@,CLE,"W,7-6",9.0,13,6,5,1,2,6,2,1,3.73,43,151,98,0,0,1,0,40,2,1,0,0,0,1,1,3,Jerry Meals,"J.Shields (4-42), J.Peralta (4-W), F.Rodney (4-Sv)",,0.24324324324324326,0.325,0.3170731707317073,0.37209302325581395,0.4594594594594595,0.575,0.7765326301911668,0.9470930232558139,1.0,0.0,1.6666666666666667,0.13953488372093023,0.046511627906976744,0.34375
20120713,BOS,AL,87,TBA,AL,87,3,1,54,STP01,29089,31,7,1,0,1,3,1,0,1,5,2,9,1,0,2,0,8,6,0,0,0,1,27,8,2,0,1,0,33,6,4,0,0,1,0,0,0,3,0,11,0,1,0,0,8,5,3,3,0,0,27,11,0,0,2,0,moraf001,hellj001,aceva001,moraf001,hellj001,87,Jul 13,1,BOS,"L,1-3",9.0,7,3,3,0,5,9,1,1,3.73,38,158,92,2,0,1,0,31,1,0,2,1,0,0,2,5,James Hoye,"J.Hellickson (7-51-L), J.Howell (5), K.Farnsworth (6), B.Badenhop (5), J.McGee (7)",,0.22580645161290322,0.18181818181818182,0.35135135135135137,0.25,0.3548387096774194,0.30303030303030304,0.7061900610287708,0.553030303030303,0.0,1.0,1.3333333333333333,0.23684210526315788,0.13157894736842105,0.2857142857142857
20120714,BOS,AL,88,TBA,AL,88,3,5,51,STP01,27311,33,7,1,0,1,2,0,0,0,3,0,10,0,0,0,0,6,4,5,5,0,0,24,7,1,0,0,0,26,5,2,0,1,5,2,2,1,3,1,10,0,0,0,0,5,3,2,2,0,0,27,6,1,1,1,0,pricd001,buchc001,rodnf001,buchc001,pricd001,88,Jul 14,1,BOS,"W,5-3",9.0,7,3,2,1,3,10,1,0,3.71,36,140,89,2,0,0,0,33,1,0,0,0,0,0,0,3,Jeff Nelson,"D.Price (9-61-W), J.Peralta (5-H), F.Rodney (5-Sv)",,0.21212121212121213,0.19230769230769232,0.2777777777777778,0.28125,0.3333333333333333,0.38461538461538464,0.6111111111111112,0.6658653846153846,1.0,0.0,1.1111111111111112,0.2777777777777778,0.08333333333333333,0.2727272727272727
20120715,BOS,AL,89,TBA,AL,89,7,3,54,STP01,26131,37,14,2,0,2,7,0,1,0,4,0,10,0,0,2,0,8,4,3,3,0,0,27,8,0,0,0,0,35,10,2,0,0,3,0,0,1,5,0,9,0,1,0,0,11,4,7,7,0,0,27,12,0,0,2,0,beckj002,shiej002,,beckj002,shiej002,89,Jul 15,1,BOS,"L,3-7",9.0,14,7,7,0,4,10,2,0,3.74,42,174,105,3,1,0,0,37,2,0,0,0,1,0,2,4,Mike DiMuro,"J.Shields (6-23-L), J.McGee (1), B.Badenhop (1), W.Davis (7)",,0.3783783783783784,0.2857142857142857,0.42857142857142855,0.3902439024390244,0.5945945945945946,0.34285714285714286,1.0231660231660231,0.7331010452961673,0.0,1.0,2.0,0.23809523809523808,0.09523809523809523,0.46153846153846156
20120716,CLE,AL,89,TBA,AL,90,3,2,54,STP01,14337,30,8,5,0,0,2,0,0,0,8,0,10,1,1,3,0,8,5,2,2,0,0,27,10,0,1,1,0,31,6,0,0,1,2,1,0,0,6,0,10,1,0,1,0,9,6,2,2,0,0,27,11,1,1,5,0,mcalz001,cobba001,perec002,mcalz001,cobba001,90,Jul 16,1,CLE,"L,2-3",9.0,8,3,2,1,8,10,0,0,3.72,38,170,94,3,0,1,1,30,5,0,0,0,0,0,3,6,Mark Wegner,"A.Cobb (9-38-L), J.Howell (2), K.Farnsworth (2), J.Peralta (1), J.McGee (0), F.Rodney (1)",,0.26666666666666666,0.1935483870967742,0.42105263157894735,0.32432432432432434,0.43333333333333335,0.2903225806451613,0.8543859649122807,0.6146469049694856,0.0,0.0,1.7777777777777777,0.2631578947368421,0.21052631578947367,0.4
20120717,CLE,AL,90,TBA,AL,91,2,4,51,STP01,15712,28,4,0,0,0,2,0,1,2,5,0,7,0,0,1,0,7,3,4,4,0,0,24,12,1,0,1,0,31,7,0,1,1,4,0,0,1,1,0,3,1,0,1,0,5,5,2,2,1,0,27,5,0,0,2,0,moorm003,tomlj001,rodnf001,tomlj001,moorm003,91,Jul 17,1,CLE,"W,4-2",9.0,4,2,2,0,5,7,0,2,3.71,36,139,85,1,0,0,0,28,0,0,0,0,1,0,1,5,Dale Scott,"M.Moore (9-51-W), W.Davis (1-H), J.Peralta (0-H), B.Badenhop (1-H), F.Rodney (0-Sv)",,0.14285714285714285,0.22580645161290322,0.3055555555555556,0.2727272727272727,0.14285714285714285,0.3870967741935484,0.44841269841269843,0.6598240469208211,1.0,0.0,1.0,0.19444444444444445,0.1388888888888889,0.18181818181818182
20120718,CLE,AL,91,TBA,AL,92,10,6,54,STP01,15143,40,14,2,1,1,10,0,0,1,1,0,4,0,0,1,0,5,6,6,6,0,0,27,13,0,0,1,0,34,10,1,0,0,6,0,1,0,10,0,5,4,1,1,0,12,5,10,10,0,0,27,12,0,0,1,0,rogee002,farnk001,,mastj001,hellj001,92,Jul 18,1,CLE,"L,6-10",9.0,14,10,10,0,1,4,1,1,3.77,42,152,100,2,2,0,0,40,2,1,0,0,0,0,1,5,Dan Iassogna,"J.Hellickson (4-51), K.Farnsworth (1-L), J.McGee (1-BSv), J.Howell (1), B.Badenhop (0)",,0.35,0.29411764705882354,0.38095238095238093,0.4444444444444444,0.525,0.3235294117647059,0.905952380952381,0.7679738562091503,0.0,1.0,1.6666666666666667,0.09523809523809523,0.023809523809523808,0.37142857142857144
20120719,CLE,AL,92,TBA,AL,93,0,6,51,STP01,27856,26,2,0,0,0,0,0,0,0,4,0,10,0,1,1,0,3,3,6,6,1,0,24,7,0,0,1,0,33,11,4,1,1,6,0,0,1,5,0,8,2,1,1,0,9,2,0,0,1,0,27,11,0,0,1,0,pricd001,jimeu001,,jimeu001,pricd001,93,Jul 19,1,CLE,"W,6-0",9.0,2,0,0,0,4,10,0,0,3.73,30,141,87,0,0,0,1,26,0,0,0,0,0,0,1,2,CB Bucknor,"D.Price (4-77-W), W.Davis (1)",,0.07692307692307693,0.3333333333333333,0.2,0.4358974358974359,0.07692307692307693,0.6060606060606061,0.27692307692307694,1.041958041958042,1.0,0.0,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.125
20120720,SEA,AL,95,TBA,AL,94,3,4,82,STP01,14143,48,5,1,1,1,3,0,0,1,3,0,17,1,1,0,0,7,7,4,4,1,0,40,10,0,0,2,0,48,11,2,1,1,4,1,0,1,7,1,15,3,0,2,0,13,7,3,3,0,0,42,12,3,0,0,0,mcgej001,wilht001,,iwakh001,shiej002,94,Jul 20,1,SEA,"W,4-3",14.0,5,3,3,0,3,17,1,1,3.7,52,186,125,3,0,1,1,48,1,1,0,0,0,2,0,7,Brian Runge,"J.Shields (4-67), J.Peralta (2), F.Rodney (2), K.Farnsworth (1), J.Howell (1), B.Badenhop (1), J.McGee (1-W)",,0.10416666666666667,0.22916666666666666,0.17307692307692307,0.3392857142857143,0.22916666666666666,0.375,0.40224358974358976,0.7142857142857143,1.0,1.0,0.5714285714285714,0.3269230769230769,0.057692307692307696,0.13333333333333333
20120721,SEA,AL,96,TBA,AL,95,2,1,54,STP01,18800,33,8,0,0,0,2,1,0,1,4,1,15,0,0,0,0,10,5,0,0,0,0,27,12,1,0,2,0,31,7,0,0,0,0,1,0,0,3,0,9,0,1,1,0,7,5,2,2,1,0,27,11,0,0,0,0,vargj001,cobba001,wilht001,vargj001,cobba001,95,Jul 21,1,SEA,"L,1-2",9.0,8,2,2,0,4,15,0,1,3.69,39,152,98,0,0,0,0,33,0,0,1,1,0,0,0,5,Tim McClelland,"A.Cobb (4-43-L), C.Ramos (24), B.Badenhop (0), J.Peralta (0), W.Davis (1)",,0.24242424242424243,0.22580645161290322,0.34210526315789475,0.29411764705882354,0.24242424242424243,0.22580645161290322,0.5845295055821371,0.5199240986717267,0.0,1.0,1.3333333333333333,0.38461538461538464,0.10256410256410256,0.4444444444444444
20120722,SEA,AL,97,TBA,AL,96,2,1,54,STP01,20908,32,5,3,0,0,2,0,0,0,0,0,8,3,0,0,0,3,2,1,1,0,0,27,13,1,0,1,0,32,5,2,0,0,1,0,0,0,1,0,6,0,0,1,0,5,2,2,2,0,0,27,8,0,0,0,0,beavb001,moorm003,wilht001,beavb001,moorm003,96,Jul 22,1,SEA,"L,1-2",9.0,5,2,2,0,0,8,0,0,3.67,32,117,81,0,0,3,0,32,3,0,0,0,0,0,0,2,Ted Barrett,"M.Moore (4-71-L), K.Farnsworth (1)",,0.15625,0.15625,0.15625,0.18181818181818182,0.25,0.21875,0.40625,0.4005681818181818,0.0,0.0,0.5555555555555556,0.25,0.0,0.20833333333333334
20120724,TBA,AL,97,BAL,AL,97,3,1,54,BAL12,17592,32,6,1,0,1,3,1,0,0,5,0,8,1,0,0,0,8,4,1,1,0,0,27,6,0,0,0,0,30,3,1,0,1,1,0,0,0,2,0,10,0,0,0,0,4,3,3,3,0,1,27,10,0,0,0,0,hellj001,chenw001,rodnf001,hellj001,chenw001,97,Jul 24,@,BAL,"W,3-1",9.0,3,1,1,0,2,10,1,0,3.64,32,152,98,0,0,0,0,30,1,0,0,0,0,0,0,4,Jerry Meals,"J.Hellickson (5-67-W), J.McGee (3-H), J.Peralta (2-H), F.Rodney (3-Sv)",,0.1875,0.1,0.2972972972972973,0.15625,0.3125,0.23333333333333334,0.6097972972972974,0.38958333333333334,1.0,0.0,0.5555555555555556,0.3125,0.0625,0.10526315789473684
20120725,TBA,AL,98,BAL,AL,98,10,1,54,BAL12,19582,34,11,0,0,3,10,0,0,4,7,0,7,0,0,2,0,8,3,1,1,1,0,27,10,0,0,1,0,33,7,0,0,0,1,0,0,0,0,0,13,0,0,1,0,5,6,10,10,1,0,27,12,0,0,3,0,pricd001,gonzm003,,pricd001,gonzm003,98,Jul 25,@,BAL,"W,10-1",9.0,7,1,1,0,0,13,0,0,3.61,33,125,82,0,0,0,0,33,0,0,0,0,0,0,1,3,Scott Barry,"D.Price (5-69-W), J.Howell (4), B.Badenhop (3)",,0.3235294117647059,0.21212121212121213,0.4888888888888889,0.21212121212121213,0.5882352941176471,0.21212121212121213,1.077124183006536,0.42424242424242425,1.0,1.0,0.7777777777777778,0.3939393939393939,0.0,0.35
20120726,TBA,AL,99,BAL,AL,99,2,6,51,BAL12,21301,32,7,3,0,0,2,0,0,0,4,0,8,1,1,3,0,7,2,6,6,0,0,24,5,0,0,0,0,31,7,1,0,1,6,0,0,1,5,0,11,0,0,0,0,7,4,2,2,0,0,27,11,2,0,4,0,tillc001,shiej002,,shiej002,tillc001,99,Jul 26,@,BAL,"L,2-6",8.0,7,6,6,0,5,11,1,1,3.64,37,128,84,0,0,0,0,31,1,0,0,0,0,0,0,2,Gary Darling,"J.Shields (5-45-L), B.Badenhop (0)",,0.21875,0.22580645161290322,0.3055555555555556,0.35135135135135137,0.3125,0.3548387096774194,0.6180555555555556,0.7061900610287708,0.0,1.0,1.5,0.2972972972972973,0.13513513513513514,0.3157894736842105
