Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Unnamed: 75,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win
20100512,LAN,NL,34,ARI,NL,35,6,3,54,PHO01,22714,34,8,1,0,1,6,1,0,0,4,1,10,2,0,0,0,6,4,2,2,0,0,27,8,1,0,0,0,33,7,1,0,0,3,0,1,0,4,0,12,0,0,0,0,8,3,6,6,0,0,27,4,0,0,0,0,kuroh001,jacke001,broxj001,kuroh001,jacke001,,0.2857142857142857,0.25,0.3157894736842105,0.2894736842105263,0.35294117647058826,0.24242424242424243,0.6687306501547987,0.5318979266347688,1.0
20100514,LAN,NL,35,SDN,NL,35,4,3,54,SAN02,42056,35,10,3,0,1,4,0,0,0,6,2,6,1,0,2,0,10,6,3,3,0,0,27,7,0,0,0,0,34,8,1,0,1,3,0,0,0,3,1,9,0,1,0,0,7,4,4,4,1,0,27,14,1,0,2,0,weavj002,gregl001,broxj001,ortir002,garlj001,,0.37037037037037035,0.26666666666666666,0.3902439024390244,0.2972972972972973,0.45714285714285713,0.35294117647058826,0.8473867595818816,0.6502384737678856,1.0
20100515,LAN,NL,36,SDN,NL,36,4,1,54,SAN02,42436,30,5,0,1,1,4,2,0,0,2,0,9,1,0,0,0,3,3,1,1,0,0,27,13,0,0,1,0,28,3,1,0,0,1,0,0,0,2,0,9,0,1,1,0,2,3,4,4,0,0,27,14,1,0,0,0,kersc001,corrk001,broxj001,kersc001,corrk001,,0.19230769230769232,0.11538461538461539,0.21875,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.5520833333333333,0.30952380952380953,1.0
20100516,LAN,NL,37,SDN,NL,37,1,0,54,SAN02,42327,25,2,0,0,0,1,2,0,0,3,0,6,0,1,0,0,2,3,0,0,0,0,27,11,0,0,2,0,29,4,0,0,0,0,0,0,1,1,0,6,0,0,2,0,4,3,1,1,0,0,27,10,0,0,1,0,billc001,leblw001,broxj001,billc001,leblw001,,0.1,0.14814814814814814,0.17857142857142858,0.1935483870967742,0.08,0.13793103448275862,0.25857142857142856,0.3314794215795328,1.0
20100517,HOU,NL,38,LAN,NL,38,2,6,51,LOS03,35282,32,6,0,0,0,2,0,0,0,0,0,9,0,0,1,0,3,3,3,3,0,0,24,19,1,0,0,0,30,9,3,2,0,6,0,2,0,3,1,2,0,1,0,0,5,4,2,2,1,0,27,9,0,0,1,0,ely-j001,rodrw002,,rodrw002,ely-j001,,0.1875,0.375,0.1875,0.34285714285714286,0.1875,0.5333333333333333,0.375,0.8761904761904762,1.0
20100518,HOU,NL,39,LAN,NL,39,3,7,51,LOS03,55662,33,8,0,0,1,3,1,0,0,1,0,4,0,0,1,0,5,4,7,7,0,0,24,15,0,0,2,0,28,9,1,0,1,7,1,1,0,5,0,5,1,1,1,0,4,4,3,3,0,0,27,15,0,0,1,0,kuroh001,norrb001,,norrb001,kuroh001,,0.25806451612903225,0.42857142857142855,0.2647058823529412,0.4117647058823529,0.3333333333333333,0.4642857142857143,0.5980392156862745,0.8760504201680672,1.0
20100519,SDN,NL,40,LAN,NL,40,10,5,54,LOS03,40138,39,14,4,1,2,10,2,0,1,8,2,5,4,0,0,0,13,4,5,5,1,0,27,14,0,0,1,0,37,12,3,0,1,4,1,0,1,2,0,5,0,0,1,0,9,5,10,10,1,1,27,14,0,0,0,0,garlj001,ortir002,,garlj001,ortir002,,0.5384615384615384,0.36363636363636365,0.4791666666666667,0.375,0.6666666666666666,0.4864864864864865,1.1458333333333333,0.8614864864864865,0.0
20100520,SDN,NL,41,LAN,NL,41,1,4,51,LOS03,38856,33,8,1,0,0,1,1,0,0,2,0,10,1,1,0,0,8,3,4,4,1,0,24,6,1,0,0,0,29,9,2,0,0,3,2,2,0,2,1,7,0,0,0,0,7,3,1,1,0,0,27,13,0,0,0,0,kersc001,corrk001,broxj001,corrk001,kersc001,,0.26666666666666666,0.4090909090909091,0.2857142857142857,0.3333333333333333,0.2727272727272727,0.3793103448275862,0.5584415584415584,0.7126436781609196,1.0
20100521,DET,AL,42,LAN,NL,42,1,4,51,LOS03,44282,30,4,2,0,0,1,0,1,0,3,0,9,0,0,0,0,6,3,4,4,2,0,24,14,1,0,2,0,31,8,2,0,0,3,0,0,2,3,0,4,0,0,2,0,8,3,1,1,0,0,27,10,0,0,0,0,billc001,willd003,broxj001,willd003,billc001,,0.15384615384615385,0.3076923076923077,0.20588235294117646,0.3611111111111111,0.2,0.3225806451612903,0.4058823529411765,0.6836917562724014,1.0
20100522,DET,AL,43,LAN,NL,43,4,6,51,LOS03,45117,38,12,3,0,1,4,0,0,1,3,0,5,0,0,2,0,11,3,5,5,0,0,24,11,1,0,2,0,30,10,1,1,2,6,0,1,0,2,0,6,0,1,2,0,3,5,4,4,0,0,27,12,2,0,2,0,ely-j001,galaa002,broxj001,galaa002,ely-j001,,0.35294117647058826,0.37037037037037035,0.38095238095238093,0.36363636363636365,0.47368421052631576,0.6333333333333333,0.8546365914786966,0.9969696969696971,1.0
20100523,DET,AL,44,LAN,NL,44,6,2,54,LOS03,46053,33,9,1,0,2,6,3,0,0,2,0,6,1,0,1,0,5,4,2,2,0,1,27,15,1,0,4,0,33,11,0,0,0,2,1,0,0,3,0,4,0,0,3,0,8,4,6,6,0,0,27,11,1,0,1,0,porcr001,kuroh001,,porcr001,kuroh001,,0.32142857142857145,0.3793103448275862,0.3142857142857143,0.3888888888888889,0.48484848484848486,0.3333333333333333,0.7991341991341991,0.7222222222222222,0.0
