Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID
20150521,CLE,AL,40,CHA,AL,38,5,2,54,CHI12,18321,410000000,2,36,11,2,0,2,4,1,0,0,6,1,4,1,0,1,0,11,4,2,2,0,0,27,7,1,0,2,0,33,7,2,0,1,2,0,0,0,3,0,11,0,0,1,0,7,3,5,5,1,0,27,11,2,0,1,0,salad001,dankj001,,salad001,dankj001
20150522,MIN,AL,41,CHA,AL,39,2,3,51,CHI12,21067,200000000,00020001x,28,3,1,0,0,2,1,1,0,1,0,11,1,0,0,0,2,3,3,3,0,0,24,9,0,1,1,0,31,9,1,0,0,3,0,1,1,2,0,4,1,0,1,0,8,2,2,2,0,0,27,6,0,0,0,0,samaj001,thoma003,robed002,hughp001,samaj001
20150523,MIN,AL,42,CHA,AL,40,4,3,54,CHI12,38714,22000000,12000000,31,6,1,0,2,4,1,0,1,2,1,10,0,0,2,0,4,4,3,3,0,0,27,8,1,0,0,0,33,6,1,1,0,3,0,0,1,1,0,11,1,1,0,0,5,2,3,3,0,0,27,14,1,0,2,0,may-t001,salec001,perkg001,may-t001,salec001
20150524,MIN,AL,43,CHA,AL,41,8,1,54,CHI12,30180,100400300,100000,37,9,2,0,2,7,0,0,0,2,0,7,0,0,0,0,4,2,1,1,0,0,27,14,0,0,1,0,30,4,0,0,1,1,0,0,1,0,0,8,0,0,1,0,3,3,7,7,0,0,27,10,1,0,0,0,gibsk002,quinj001,,gibsk002,quinj001
20150525,CHA,AL,42,TOR,AL,47,0,6,51,TOR02,15168,0,41000001x,29,4,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,2,6,6,0,0,24,15,0,0,1,0,30,7,1,0,2,6,0,0,0,4,0,4,0,0,1,0,4,1,0,0,0,0,27,10,0,0,2,0,hutcd001,noesh001,,noesh001,hutcd001
20150526,CHA,AL,43,TOR,AL,48,9,10,51,TOR02,17276,20031030,102030103,41,14,3,0,1,9,0,1,1,2,0,8,1,0,0,0,9,4,10,10,0,0,24,7,1,0,0,0,37,13,8,0,2,10,0,0,0,1,0,7,0,0,0,0,4,6,9,9,0,0,27,9,2,1,0,0,delas001,robed002,,dankj001,dickr001
20150527,CHA,AL,44,TOR,AL,49,5,3,60,TOR02,15463,20010002,1110,43,14,2,1,0,5,0,0,1,0,0,6,1,0,0,0,9,5,2,2,0,0,30,11,0,1,0,0,42,13,1,0,1,3,0,1,0,2,0,7,0,0,0,0,12,4,5,5,0,0,30,9,1,0,0,0,robed002,osunr001,,samaj001,estrm001
20150528,CHA,AL,45,BAL,AL,45,3,2,54,BAL12,0,2001,2,34,9,3,0,0,3,0,0,1,1,0,2,2,1,0,0,6,3,2,2,0,0,27,4,0,0,0,0,33,6,0,0,1,2,0,0,0,0,0,16,0,0,0,0,4,4,3,3,0,0,27,15,0,0,1,0,salec001,wilst004,petrj001,salec001,wilst004
20150528,CHA,AL,46,BAL,AL,46,3,6,51,BAL12,18441,102000000,20200110x,32,6,1,0,2,3,0,0,0,3,0,4,0,0,0,0,5,3,5,5,0,0,24,9,2,0,1,0,34,13,3,1,0,6,1,0,0,4,0,5,1,0,1,0,9,5,3,3,0,0,27,10,0,0,1,0,wrigm001,beckc002,britz001,beckc002,wrigm001
20150529,CHA,AL,47,HOU,AL,49,6,3,66,HOU03,25957,101001003,10200000,41,9,2,0,1,5,0,1,2,6,0,13,0,1,0,0,11,5,1,1,0,0,33,13,2,1,1,0,40,10,3,0,0,2,0,1,0,3,0,11,0,1,1,0,8,8,5,5,0,0,33,8,1,0,0,0,jennd003,fielj002,robed002,rodoc001,mccul002
20150530,CHA,AL,48,HOU,AL,50,0,3,51,HOU03,29720,0,00010002x,31,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,3,3,3,0,0,24,10,0,0,0,0,29,8,0,0,2,3,0,1,0,4,0,10,1,0,0,0,7,1,0,0,0,0,27,10,2,1,2,0,keucd001,quinj001,,quinj001,keucd001
20150531,CHA,AL,49,HOU,AL,51,6,0,54,HOU03,27423,13001100,0,38,10,2,0,1,6,0,0,0,1,0,3,2,0,0,0,6,1,0,0,0,0,27,16,0,0,3,0,32,10,4,1,0,0,0,0,0,1,0,6,0,0,3,0,6,4,5,5,0,0,27,11,1,0,0,0,dankj001,carmf001,,dankj001,carmf001
