Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20180424","CHN","NL",20,"CLE","AL",21,10,3,54,"CLE08",16408,"021200302","001000011",42,15,4,0,4,10,0,0,0,1,0,9,0,0,0,0,6,4,2,2,1,0,27,12,1,0,2,0,31,9,2,0,0,3,1,0,0,6,0,10,0,0,2,0,8,6,10,10,1,0,27,9,1,0,0,0,"chatt001","Tyler Chatwood","tomlj001","Josh Tomlin","","(none)","chatt001","Tyler Chatwood","tomlj001","Josh Tomlin",
"20180425","CHN","NL",21,"CLE","AL",22,1,4,51,"CLE08",15712,"000010000","00001201x",33,5,1,0,0,1,0,0,1,3,0,11,0,0,0,0,9,3,4,4,0,0,24,5,1,0,0,0,29,6,0,0,3,3,1,0,0,3,0,4,0,0,0,0,5,5,1,1,2,0,27,7,1,0,0,0,"bauet001","Trevor Bauer","lestj001","Jon Lester","allec002","Cody Allen","lestj001","Jon Lester","bauet001","Trevor Bauer",
"20180426","SEA","AL",24,"CLE","AL",23,5,4,54,"CLE08",12133,"003100010","000002200",35,10,4,1,0,5,0,0,0,2,1,6,0,0,2,0,5,6,4,4,2,0,27,5,0,0,0,0,34,7,2,0,1,4,0,0,1,4,0,14,1,0,0,0,8,5,5,5,0,0,27,13,0,0,2,0,"altad001","Dan Altavilla","goodn001","Nick Goody","diaze006","Edwin Diaz","paxtj001","James Paxton","clevm001","Mike Clevinger",
"20180427","SEA","AL",25,"CLE","AL",24,5,6,51,"CLE08",16335,"000000203","30100200x",32,6,1,0,2,5,0,0,0,3,0,10,0,0,1,0,3,3,6,6,0,0,24,5,0,0,0,0,36,13,4,1,5,6,0,1,1,0,0,9,0,0,0,0,8,2,5,5,0,0,27,8,0,0,1,0,"klubc001","Corey Kluber","ramie004","Erasmo Ramirez","","(none)","ramie004","Erasmo Ramirez","klubc001","Corey Kluber",
"20180428","SEA","AL",26,"CLE","AL",25,12,4,54,"CLE08",19172,"302500002","010201000",38,12,3,0,4,12,0,1,1,3,0,6,2,0,0,1,5,4,4,4,0,0,27,5,0,0,0,0,32,6,1,0,1,4,0,1,0,2,0,10,0,0,0,0,4,5,10,10,0,0,27,5,2,0,0,0,"leakm001","Mike Leake","carrc003","Carlos Carrasco","","(none)","leakm001","Mike Leake","carrc003","Carlos Carrasco",
"20180429","SEA","AL",27,"CLE","AL",26,10,4,54,"CLE08",17878,"050001031","020000200",42,14,2,1,4,10,0,0,1,1,0,7,0,0,0,0,7,5,4,4,1,0,27,12,0,0,1,0,34,8,3,0,1,4,0,0,1,3,0,9,0,0,0,0,7,4,10,10,0,0,27,9,1,0,0,0,"gonzm005","Marco Gonzales","tomlj001","Josh Tomlin","","(none)","gonzm005","Marco Gonzales","tomlj001","Josh Tomlin",
"20180430","TEX","AL",30,"CLE","AL",27,5,7,51,"CLE08",12851,"000100121","00011014x",35,9,3,0,1,5,0,0,1,5,1,14,0,1,0,0,9,6,6,6,3,0,24,7,1,0,1,0,35,12,2,0,0,6,1,0,1,4,0,11,1,0,1,0,10,4,5,5,1,0,27,10,0,0,1,0,"allec002","Cody Allen","martc007","Chris Martin","belij001","Jeff Beliveau","hamec001","Cole Hamels","bauet001","Trevor Bauer",
"20180501","TEX","AL",31,"CLE","AL",28,8,6,72,"CLE08",16356,"000020400002","000000204000",51,15,4,0,4,8,0,0,1,2,0,16,1,0,0,0,10,5,4,4,0,0,36,21,1,0,2,0,48,13,3,0,1,6,0,0,1,3,0,7,0,0,2,0,10,7,8,8,1,0,36,7,0,0,0,0,"claua001","Alex Claudio","goodn001","Nick Goody","","(none)","fistd001","Doug Fister","clevm001","Mike Clevinger",
"20180502","TEX","AL",32,"CLE","AL",29,4,12,51,"CLE08",15637,"011000110","45100002x",33,8,1,0,3,4,0,0,0,1,0,7,0,0,2,0,3,3,12,12,0,0,24,5,0,1,0,0,38,15,4,1,5,12,0,1,1,2,0,5,0,0,0,0,6,3,4,4,0,0,27,14,0,0,2,0,"klubc001","Corey Kluber","moorm003","Matt Moore","","(none)","moorm003","Matt Moore","klubc001","Corey Kluber",
"20180503","TOR","AL",31,"CLE","AL",30,13,11,66,"CLE08",0,"02030211004","00070002002",49,17,6,0,3,13,0,0,1,9,0,14,2,0,0,0,13,8,11,11,2,0,33,12,0,0,0,0,46,16,4,0,2,11,0,0,1,5,0,11,3,2,0,0,8,7,13,13,0,0,33,9,1,0,0,0,"mayzt001","Tim Mayza","olsot002","Tyler Olson","","(none)","garcj004","Jaime Garcia","carrc003","Carlos Carrasco",
