Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20130401","CHN","NL",1,"PIT","NL",1,3,1,54,"PIT08",39078,"200001000","000000001",33,6,2,0,1,3,0,0,1,1,0,15,2,0,0,0,5,4,1,1,0,0,27,14,1,0,0,0,31,3,1,0,0,1,0,0,1,2,0,10,1,0,0,0,6,4,3,3,0,0,27,10,1,0,0,0,"samaj001","Jeff Samardzija","burna001","A.J. Burnett","fujik001","Kyuji Fujikawa","samaj001","Jeff Samardzija","burna001","A.J. Burnett",
"20130403","CHN","NL",2,"PIT","NL",2,0,3,51,"PIT08",27667,"000000000","00020010x",28,2,0,0,0,0,1,0,2,1,0,9,0,0,0,0,5,5,3,3,0,0,24,9,1,0,0,0,29,6,2,0,0,3,1,0,0,3,1,7,1,1,0,0,6,3,0,0,0,0,27,6,0,0,0,0,"rodrw002","Wandy Rodriguez","jacke001","Edwin Jackson","grilj001","Jason Grilli","jacke001","Edwin Jackson","rodrw002","Wandy Rodriguez",
"20130404","CHN","NL",3,"PIT","NL",3,3,2,54,"PIT08",11634,"001000002","000000002",30,3,0,0,1,3,0,0,0,3,0,6,1,0,0,0,3,5,2,2,0,0,27,10,1,0,2,0,30,4,1,0,0,2,0,0,0,3,0,8,2,0,2,0,4,3,3,3,0,0,27,7,0,0,0,0,"woodt004","Travis Wood","mcdoj004","James McDonald","marmc001","Carlos Marmol","woodt004","Travis Wood","mcdoj004","James McDonald",
"20130405","CHN","NL",4,"ATL","NL",4,1,4,51,"ATL02",33443,"000010000","10102000x",29,5,1,0,1,1,0,0,0,0,0,9,0,1,2,0,1,3,4,4,2,0,24,9,1,0,0,0,30,6,0,0,1,4,0,1,2,4,0,6,3,0,0,0,9,3,1,1,0,0,27,10,0,0,2,0,"minom001","Mike Minor","felds001","Scott Feldman","kimbc001","Craig Kimbrel","felds001","Scott Feldman","minom001","Mike Minor",
"20130406","CHN","NL",5,"ATL","NL",5,5,6,52,"ATL02",38498,"100130000","100000032",41,13,2,0,2,5,0,0,0,3,0,4,1,0,0,0,12,4,6,6,1,0,25,6,0,0,1,0,35,12,2,0,3,6,0,0,1,3,0,7,0,1,1,0,8,5,5,5,0,0,27,16,1,0,0,0,"oflae001","Eric O'Flaherty","marmc001","Carlos Marmol","","(none)","villc001","Carlos Villanueva","tehej001","Julio Teheran",
"20130407","CHN","NL",6,"ATL","NL",6,1,5,51,"ATL02",45800,"100000000","00001301x",33,5,1,0,0,1,0,0,0,2,0,11,0,0,0,0,7,4,5,5,2,0,24,7,1,0,1,0,29,6,1,0,1,4,0,0,2,4,0,16,2,1,0,0,6,3,1,1,0,0,27,7,1,0,0,0,"hudst001","Tim Hudson","samaj001","Jeff Samardzija","","(none)","samaj001","Jeff Samardzija","hudst001","Tim Hudson",
"20130408","MIL","NL",7,"CHN","NL",7,7,4,54,"CHI11",40083,"410000200","020000002",37,12,6,0,0,7,0,1,0,8,3,10,0,0,1,0,12,4,4,4,0,0,27,6,1,0,0,0,37,9,2,1,1,4,0,0,0,1,0,10,0,0,0,0,7,4,7,7,1,0,27,11,0,1,1,0,"estrm001","Marco Estrada","jacke001","Edwin Jackson","hendj001","Jim Henderson","estrm001","Marco Estrada","jacke001","Edwin Jackson",
"20130409","MIL","NL",8,"CHN","NL",8,3,6,51,"CHI11",30065,"030000000","00001023x",37,9,2,1,0,2,0,0,0,3,0,8,2,0,1,0,10,4,5,5,1,0,24,12,1,0,0,0,32,9,3,0,0,6,1,1,0,4,1,5,0,0,0,0,8,4,2,2,0,0,27,8,3,0,1,0,"marmc001","Carlos Marmol","axfoj001","John Axford","fujik001","Kyuji Fujikawa","peraw001","Wily Peralta","woodt004","Travis Wood",
"20130411","SFN","NL",10,"CHN","NL",9,7,6,54,"CHI11",25460,"000430000","014000010",35,9,1,0,0,6,1,1,1,6,0,9,0,0,1,0,10,4,5,5,1,0,27,8,2,0,1,0,38,12,4,0,1,4,0,0,0,1,0,8,1,0,1,0,6,5,3,3,0,0,27,10,2,0,1,0,"voger001","Ryan Vogelsong","felds001","Scott Feldman","romos001","Sergio Romo","voger001","Ryan Vogelsong","felds001","Scott Feldman",
"20130412","SFN","NL",11,"CHN","NL",10,3,4,53,"CHI11",30996,"000000003","001010002",31,7,2,0,0,3,1,0,1,1,0,3,1,1,1,0,4,3,4,4,0,0,26,10,0,0,0,0,36,10,3,0,3,4,0,0,0,2,1,10,0,0,0,0,8,3,3,3,1,0,27,16,0,0,1,0,"fujik001","Kyuji Fujikawa","romos001","Sergio Romo","","(none)","cainm001","Matt Cain","villc001","Carlos Villanueva",
