Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20170403","MIA","NL",1,"WAS","NL",1,2,4,51,"WAS11",42744,"000200000","00000121x",33,6,2,0,0,2,0,0,0,0,0,5,0,0,0,0,4,4,4,4,0,0,24,7,0,0,2,0,31,9,2,0,2,4,0,0,0,3,0,9,2,0,2,0,6,3,2,2,0,0,27,12,0,0,0,0,"stras001","Stephen Strasburg","pheld001","David Phelps","treib001","Blake Treinen","volqe001","Edinson Volquez","stras001","Stephen Strasburg",
"20170405","MIA","NL",2,"WAS","NL",2,4,6,51,"WAS11",22715,"200000011","01041000x",33,9,1,0,1,4,1,0,3,2,0,10,0,0,1,0,8,5,6,6,0,0,24,11,0,1,1,0,31,11,3,0,1,6,1,0,0,4,0,5,0,1,1,0,6,5,4,4,1,0,27,12,0,0,1,0,"roart001","Tanner Roark","strad003","Dan Straily","treib001","Blake Treinen","strad003","Dan Straily","roart001","Tanner Roark",
"20170406","MIA","NL",3,"WAS","NL",3,4,3,60,"WAS11",19418,"0000000211","1000001100",40,14,1,0,1,4,0,0,0,4,1,9,1,0,4,0,10,6,3,3,0,0,30,8,0,0,2,0,36,8,1,0,3,3,0,0,0,6,3,7,1,0,1,0,9,6,4,4,1,0,30,13,0,1,4,0,"pheld001","David Phelps","blanj001","Joe Blanton","ramoa001","A.J. Ramos","koeht001","Tom Koehler","gonzg003","Gio Gonzalez",
"20170407","MIA","NL",4,"NYN","NL",4,7,2,54,"NYC20",27891,"032020000","100000010",37,11,0,1,1,7,0,0,0,6,0,8,1,0,1,0,9,3,2,2,0,0,27,10,0,0,1,0,35,9,2,0,1,2,0,0,0,2,0,8,0,0,1,0,8,4,7,7,0,0,27,11,0,0,1,0,"chenw001","Wei-Yin Chen","wheez001","Zack Wheeler","","(none)","chenw001","Wei-Yin Chen","wheez001","Zack Wheeler",
"20170408","MIA","NL",5,"NYN","NL",5,8,1,54,"NYC20",33936,"111000122","000010000",39,13,1,1,1,8,1,1,0,7,1,11,1,0,0,0,13,5,1,1,1,0,27,7,0,0,0,0,31,3,0,0,1,1,0,0,0,3,0,13,0,0,0,0,6,7,8,8,1,0,27,7,1,0,0,0,"conla001","Adam Conley","gselr001","Robert Gsellman","","(none)","conla001","Adam Conley","gselr001","Robert Gsellman",
"20170409","MIA","NL",6,"NYN","NL",6,2,5,51,"NYC20",27420,"002000000","30001100x",30,5,2,0,0,2,1,0,0,0,0,11,0,2,0,0,2,3,4,4,0,0,24,7,1,0,0,0,33,8,0,0,2,4,0,0,0,1,0,8,0,0,0,0,5,3,1,1,0,0,27,12,1,0,0,0,"syndn001","Noah Syndergaard","volqe001","Edinson Volquez","reeda001","Addison Reed","volqe001","Edinson Volquez","syndn001","Noah Syndergaard",
"20170411","ATL","NL",7,"MIA","NL",7,4,8,51,"MIA02",36519,"000121000","30302000x",34,7,2,0,1,3,0,0,1,3,0,12,3,0,1,0,7,4,8,8,0,0,24,7,0,0,2,0,30,10,0,0,2,8,0,2,0,3,0,7,1,0,2,0,3,5,3,3,1,0,27,9,1,0,1,0,"strad003","Dan Straily","colob001","Bartolo Colon","","(none)","colob001","Bartolo Colon","strad003","Dan Straily",
"20170412","ATL","NL",8,"MIA","NL",8,5,4,54,"MIA02",16808,"002100011","002020000",30,8,0,0,3,5,2,0,0,3,0,4,0,1,1,0,3,5,3,3,1,0,27,9,1,0,1,0,35,7,1,0,2,4,0,0,0,2,0,9,0,0,1,0,6,4,5,5,1,0,27,14,0,0,1,0,"vizca001","Arodys Vizcaino","ramoa001","A.J. Ramos","johnj010","Jim Johnson","garcj004","Jaime Garcia","koeht001","Tom Koehler",
"20170413","NYN","NL",10,"MIA","NL",9,9,8,96,"MIA02",23192,"0420100100000001","4000400000000000",62,16,1,1,4,9,1,0,0,3,0,11,0,0,1,0,9,8,4,4,0,0,48,14,1,0,0,0,57,12,1,0,1,8,2,1,0,9,2,16,0,0,0,0,13,9,9,9,2,0,48,15,0,0,1,0,"roblh001","Hansel Robles","conla001","Adam Conley","","(none)","gselr001","Robert Gsellman","chenw001","Wei-Yin Chen",
"20170414","NYN","NL",11,"MIA","NL",10,2,3,53,"MIA02",24194,"001010000","100010001",31,7,0,0,1,2,1,1,0,7,0,8,0,0,1,0,11,4,2,2,0,0,26,9,1,0,2,0,34,10,1,0,0,3,0,1,1,2,1,6,1,0,1,0,9,6,2,2,0,0,27,9,0,0,1,0,"ramoa001","A.J. Ramos","edgij001","Josh Edgin","","(none)","syndn001","Noah Syndergaard","volqe001","Edinson Volquez",
