,teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win
8854,CHA,AL,1,0,29,6,1,1,0,1,4,5,5,3,9,9,0,0.206896552,0.303030303,0.310344828,0.613375131,0
8855,CHA,AL,4,1,34,10,3,0,0,4,4,10,9,4,3,3,0,0.294117647,0.368421053,0.382352941,0.750773994,1
8856,CHA,AL,2,1,35,8,1,0,1,2,0,15,6,3,6,6,0,0.228571429,0.228571429,0.342857143,0.571428571,0
8857,CHA,AL,6,1,36,14,4,0,1,4,1,9,7,4,0,0,0,0.388888889,0.405405405,0.583333333,0.988738739,1
8858,CHA,AL,2,1,46,7,2,0,0,2,4,14,10,6,3,3,0,0.152173913,0.235294118,0.195652174,0.430946292,0
8859,CHA,AL,2,0,30,4,0,0,0,1,1,9,2,3,7,7,1,0.133333333,0.161290323,0.133333333,0.294623656,0
8860,CHA,AL,2,0,38,12,2,0,0,2,1,7,10,4,11,11,2,0.315789474,0.333333333,0.368421053,0.701754386,0
8861,CHA,AL,0,0,33,6,1,0,0,0,1,5,8,3,1,1,0,0.181818182,0.228571429,0.212121212,0.440692641,0
8862,CHA,AL,3,0,32,10,1,0,0,3,2,5,5,3,5,5,0,0.3125,0.371428571,0.34375,0.715178571,0
8863,CHA,AL,3,0,31,8,0,0,0,3,3,4,8,6,6,6,4,0.258064516,0.378378378,0.258064516,0.636442895,0
8864,CHA,AL,5,1,27,6,1,1,0,5,5,3,3,3,2,2,3,0.222222222,0.34375,0.333333333,0.677083333,1
8865,CHA,AL,7,1,36,12,1,0,2,6,5,3,11,4,6,6,0,0.333333333,0.404761905,0.527777778,0.932539683,1
8866,CHA,AL,1,1,31,5,0,0,0,1,2,7,5,4,4,4,0,0.161290323,0.212121212,0.161290323,0.373411535,0
8867,CHA,AL,4,1,32,6,2,0,2,4,2,7,4,5,9,9,2,0.1875,0.228571429,0.4375,0.666071429,0
8868,CHA,AL,8,1,35,14,1,0,3,8,2,1,6,4,2,2,0,0.4,0.421052632,0.685714286,1.106766917,1
8869,CHA,AL,7,0,40,14,2,0,1,7,1,7,7,4,8,8,2,0.35,0.365853659,0.475,0.840853659,0
8870,CHA,AL,4,0,35,9,2,0,0,4,3,7,9,2,2,2,1,0.257142857,0.307692308,0.314285714,0.621978022,1
8871,CHA,AL,4,0,32,9,1,0,2,4,4,5,7,3,2,2,0,0.28125,0.351351351,0.5,0.851351351,1
8872,CHA,AL,7,0,35,9,3,0,0,7,2,9,5,5,6,6,1,0.257142857,0.333333333,0.342857143,0.676190476,1
8873,CHA,AL,4,0,37,13,2,0,0,4,2,5,9,5,3,3,0,0.351351351,0.4,0.405405405,0.805405405,1
8874,CHA,AL,7,0,38,10,2,0,1,6,3,10,8,2,3,3,0,0.263157895,0.317073171,0.394736842,0.711810013,1
8875,CHA,AL,2,1,34,7,0,1,0,1,2,13,5,3,1,1,0,0.205882353,0.25,0.264705882,0.514705882,1
8876,CHA,AL,1,1,30,4,1,0,0,1,4,11,7,3,3,3,0,0.133333333,0.235294118,0.166666667,0.401960784,0
8877,CHA,AL,3,1,33,6,0,0,2,3,2,7,5,4,4,4,0,0.181818182,0.228571429,0.363636364,0.592207792,0
8878,CHA,AL,2,1,33,7,2,0,1,2,3,11,7,3,5,5,2,0.212121212,0.277777778,0.363636364,0.641414141,0
8879,CHA,AL,3,1,31,9,1,0,0,3,2,4,8,2,2,2,0,0.290322581,0.342857143,0.322580645,0.665437788,1
8880,CHA,AL,3,1,33,6,1,1,0,3,1,11,5,2,3,3,1,0.181818182,0.228571429,0.272727273,0.501298701,0
8881,CHA,AL,0,0,29,4,0,0,0,0,0,8,2,2,6,6,0,0.137931034,0.137931034,0.137931034,0.275862069,0
8882,CHA,AL,9,0,41,14,3,0,1,9,2,8,9,4,10,10,1,0.341463415,0.377777778,0.487804878,0.865582656,0
8883,CHA,AL,5,0,43,14,2,1,0,5,0,6,9,5,2,2,0,0.325581395,0.340909091,0.418604651,0.759513742,1
8884,CHA,AL,3,0,34,9,3,0,0,3,1,2,6,3,2,2,0,0.264705882,0.305555556,0.352941176,0.658496732,1
8885,CHA,AL,3,0,32,6,1,0,2,3,3,4,5,3,5,5,2,0.1875,0.257142857,0.40625,0.663392857,0
8886,CHA,AL,6,0,41,9,2,0,1,5,6,13,11,5,1,1,2,0.219512195,0.34,0.341463415,0.681463415,1
8887,CHA,AL,0,0,31,4,0,0,0,0,0,11,4,3,3,3,0,0.129032258,0.129032258,0.129032258,0.258064516,0
8888,CHA,AL,6,0,38,10,2,0,1,6,1,3,6,1,0,0,0,0.263157895,0.282051282,0.394736842,0.676788124,1
8889,CHA,AL,2,0,34,7,0,0,1,2,0,6,5,3,15,15,0,0.205882353,0.205882353,0.294117647,0.5,0
8890,CHA,AL,9,0,38,12,3,0,2,9,6,8,9,3,2,2,0,0.315789474,0.422222222,0.552631579,0.974853801,1
8891,CHA,AL,1,0,41,6,0,0,0,1,2,7,10,5,2,2,0,0.146341463,0.181818182,0.146341463,0.328159645,0
8892,CHA,AL,4,1,36,7,1,0,2,4,2,5,6,4,3,3,0,0.194444444,0.256410256,0.388888889,0.645299145,1
8893,CHA,AL,1,1,29,5,2,0,0,1,2,11,3,3,7,7,0,0.172413793,0.225806452,0.24137931,0.467185762,0
8894,CHA,AL,4,1,33,6,2,1,1,4,2,7,4,3,6,6,0,0.181818182,0.228571429,0.393939394,0.622510823,0
8895,CHA,AL,3,1,27,4,1,0,1,3,0,9,1,2,1,1,1,0.148148148,0.178571429,0.296296296,0.474867725,1
8896,CHA,AL,4,1,33,10,1,0,1,4,4,8,9,5,2,2,0,0.303030303,0.378378378,0.424242424,0.802620803,1
8897,CHA,AL,5,0,35,9,0,0,1,4,1,8,5,3,5,5,1,0.257142857,0.27027027,0.342857143,0.613127413,0
8898,CHA,AL,4,0,35,9,0,0,1,4,2,9,6,3,4,4,1,0.257142857,0.297297297,0.342857143,0.64015444,0
8899,CHA,AL,1,0,33,8,2,0,0,1,1,10,6,3,2,2,1,0.242424242,0.264705882,0.303030303,0.567736185,0
8900,CHA,AL,0,0,27,2,0,0,0,0,1,13,1,4,10,10,3,0.074074074,0.107142857,0.074074074,0.181216931,0
8901,CHA,AL,0,0,31,4,0,0,0,0,2,3,6,3,3,3,0,0.129032258,0.181818182,0.129032258,0.31085044,0
8902,CHA,AL,2,1,30,4,1,0,0,2,2,10,4,3,3,3,0,0.133333333,0.212121212,0.166666667,0.378787879,0
8903,CHA,AL,2,1,28,3,1,0,1,2,3,6,4,4,3,3,0,0.107142857,0.1875,0.25,0.4375,0
8904,CHA,AL,1,1,36,9,1,0,1,1,1,7,10,2,2,2,0,0.25,0.289473684,0.361111111,0.650584795,0
8905,CHA,AL,3,1,28,6,0,0,0,2,4,2,9,4,2,2,0,0.214285714,0.361111111,0.214285714,0.575396825,1
8906,CHA,AL,2,0,34,11,2,0,0,2,4,4,10,3,9,9,3,0.323529412,0.41025641,0.382352941,0.792609351,0
8907,CHA,AL,6,0,41,15,6,0,0,5,3,5,11,3,2,2,0,0.365853659,0.409090909,0.512195122,0.921286031,1
8908,CHA,AL,1,0,34,7,2,1,1,1,0,5,6,2,5,5,2,0.205882353,0.205882353,0.411764706,0.617647059,0
8909,CHA,AL,8,0,39,10,3,1,1,8,5,9,8,5,7,7,1,0.256410256,0.355555556,0.461538462,0.817094017,1
8910,CHA,AL,4,0,35,8,2,1,3,4,2,9,6,4,5,5,0,0.228571429,0.27027027,0.6,0.87027027,0
8911,CHA,AL,4,0,32,8,1,1,1,4,0,8,4,2,5,5,0,0.25,0.257142857,0.4375,0.694642857,0
8912,CHA,AL,2,0,42,9,0,0,1,2,2,14,9,5,1,1,0,0.214285714,0.25,0.285714286,0.535714286,1
8913,CHA,AL,7,0,37,12,2,0,2,6,2,8,7,5,1,1,0,0.324324324,0.390243902,0.540540541,0.930784443,1
8914,CHA,AL,1,1,29,7,1,0,1,1,2,5,6,3,0,0,1,0.24137931,0.290322581,0.379310345,0.669632925,1
8915,CHA,AL,3,1,33,11,3,1,0,3,2,8,10,3,2,2,0,0.333333333,0.361111111,0.484848485,0.845959596,1
8916,CHA,AL,1,1,30,5,2,0,0,1,2,8,5,4,6,6,4,0.166666667,0.242424242,0.233333333,0.475757576,0
8917,CHA,AL,4,1,31,9,2,0,0,3,0,2,3,1,2,2,0,0.290322581,0.290322581,0.35483871,0.64516129,1
8918,CHA,AL,1,1,33,7,1,0,0,1,1,8,8,2,2,2,1,0.212121212,0.257142857,0.242424242,0.4995671,0
8919,CHA,AL,7,1,41,16,3,0,1,7,3,12,9,5,6,6,0,0.390243902,0.434782609,0.536585366,0.971367975,1
8920,CHA,AL,1,0,27,5,0,0,0,1,0,5,5,4,0,0,0,0.185185185,0.233333333,0.185185185,0.418518519,1
8921,CHA,AL,5,0,35,9,3,1,0,5,1,9,4,3,1,1,0,0.257142857,0.277777778,0.4,0.677777778,1
8922,CHA,AL,1,0,28,2,1,0,0,1,0,9,1,2,3,3,0,0.071428571,0.071428571,0.107142857,0.178571429,0
8923,CHA,AL,2,1,31,7,1,0,2,2,5,6,7,3,4,4,0,0.225806452,0.333333333,0.451612903,0.784946237,0
8924,CHA,AL,2,1,30,9,1,1,0,1,3,5,8,4,0,0,0,0.3,0.363636364,0.4,0.763636364,1
8925,CHA,AL,6,1,51,14,3,0,1,6,4,12,12,6,7,7,1,0.274509804,0.333333333,0.392156863,0.725490196,0
8926,CHA,AL,1,1,30,6,1,0,1,1,1,6,4,2,4,4,0,0.2,0.225806452,0.333333333,0.559139785,0
8927,CHA,AL,5,1,34,8,0,0,2,5,4,12,7,4,8,8,0,0.235294118,0.307692308,0.411764706,0.719457014,0
8928,CHA,AL,8,0,35,10,1,0,4,8,2,11,3,2,1,1,0,0.285714286,0.315789474,0.657142857,0.972932331,1
8929,CHA,AL,6,0,37,10,3,0,1,5,2,8,6,1,0,0,0,0.27027027,0.307692308,0.432432432,0.74012474,1
8930,CHA,AL,10,0,42,16,2,0,1,10,2,11,7,3,3,3,0,0.380952381,0.409090909,0.5,0.909090909,1
8931,CHA,AL,2,0,34,8,0,0,1,2,4,12,9,4,1,1,0,0.235294118,0.315789474,0.323529412,0.639318885,1
8932,CHA,AL,10,0,40,15,7,2,0,8,4,8,9,5,7,7,2,0.375,0.444444444,0.65,1.094444444,1
8933,CHA,AL,9,0,39,14,7,1,2,9,4,9,9,2,4,4,0,0.358974359,0.444444444,0.743589744,1.188034188,1
8934,CHA,AL,9,0,44,17,4,0,2,8,3,10,12,3,2,2,1,0.386363636,0.4375,0.613636364,1.051136364,1
8935,CHA,AL,2,0,34,7,1,0,1,2,2,11,7,3,8,8,0,0.205882353,0.25,0.323529412,0.573529412,0
8936,CHA,AL,6,1,40,13,4,1,1,5,3,10,10,5,13,13,0,0.325,0.372093023,0.55,0.922093023,0
8937,CHA,AL,8,1,34,11,3,0,2,7,3,5,6,4,2,2,0,0.323529412,0.394736842,0.588235294,0.982972136,1
8938,CHA,AL,3,1,33,9,1,0,2,3,2,9,5,2,11,11,1,0.272727273,0.314285714,0.484848485,0.799134199,0
8939,CHA,AL,4,1,33,7,2,0,2,4,2,11,4,4,5,5,1,0.212121212,0.257142857,0.454545455,0.711688312,0
8940,CHA,AL,3,1,34,7,1,0,2,3,1,9,5,4,10,10,1,0.205882353,0.228571429,0.411764706,0.640336134,0
8941,CHA,AL,2,0,33,7,3,0,1,2,3,6,7,3,3,3,0,0.212121212,0.277777778,0.393939394,0.671717172,0
8942,CHA,AL,6,0,35,11,2,0,2,5,3,4,6,3,7,7,0,0.314285714,0.368421053,0.542857143,0.911278195,0
8943,CHA,AL,4,0,32,6,1,0,0,4,2,8,4,3,5,5,0,0.1875,0.257142857,0.21875,0.475892857,0
8944,CHA,AL,8,1,35,13,1,0,3,8,0,5,5,2,2,2,0,0.371428571,0.378378378,0.657142857,1.035521236,1
8945,CHA,AL,3,1,27,4,1,0,1,3,2,7,3,4,0,0,1,0.148148148,0.233333333,0.296296296,0.52962963,1
8946,CHA,AL,3,1,44,10,3,0,0,3,3,10,10,7,2,2,1,0.227272727,0.285714286,0.295454545,0.581168831,1
8947,CHA,AL,5,1,35,10,2,0,1,5,5,11,9,3,6,6,0,0.285714286,0.375,0.428571429,0.803571429,0
8948,CHA,AL,3,1,34,6,4,0,0,3,3,8,8,5,6,6,2,0.176470588,0.263157895,0.294117647,0.557275542,0
8949,CHA,AL,1,0,32,6,1,0,0,0,1,8,8,1,2,2,0,0.1875,0.277777778,0.21875,0.496527778,0
8950,CHA,AL,3,0,32,8,1,0,0,3,0,4,2,2,4,4,1,0.25,0.25,0.28125,0.53125,0
8951,CHA,AL,0,0,31,7,1,0,0,0,1,6,6,2,1,1,0,0.225806452,0.25,0.258064516,0.508064516,0
8952,CHA,AL,8,0,36,12,4,0,1,8,3,10,6,4,2,2,0,0.333333333,0.375,0.527777778,0.902777778,1
8953,CHA,AL,11,0,40,16,4,0,0,11,5,8,8,2,4,4,1,0.4,0.466666667,0.5,0.966666667,1
8954,CHA,AL,6,0,37,8,2,0,1,5,6,5,9,4,1,1,1,0.216216216,0.340909091,0.351351351,0.692260442,1
8955,CHA,AL,6,0,34,8,2,0,2,6,1,7,2,4,8,8,0,0.235294118,0.257142857,0.470588235,0.727731092,0
8956,CHA,AL,4,1,33,8,3,0,1,4,1,4,3,3,5,5,0,0.242424242,0.264705882,0.424242424,0.688948307,0
8957,CHA,AL,5,1,36,15,1,1,0,5,1,4,8,4,3,3,2,0.416666667,0.432432432,0.5,0.932432432,1
8958,CHA,AL,0,1,33,6,2,0,0,0,0,6,6,3,3,3,0,0.181818182,0.181818182,0.242424242,0.424242424,0
8959,CHA,AL,4,1,31,9,3,0,0,4,0,3,5,5,2,2,0,0.290322581,0.303030303,0.387096774,0.690127077,1
8960,CHA,AL,0,1,30,4,1,0,0,0,1,6,4,3,2,2,1,0.133333333,0.161290323,0.166666667,0.327956989,0
8961,CHA,AL,6,1,37,11,1,0,0,6,7,10,11,4,6,6,1,0.297297297,0.409090909,0.324324324,0.733415233,0
8962,CHA,AL,6,0,36,10,3,0,1,6,3,3,6,4,6,6,2,0.277777778,0.333333333,0.444444444,0.777777778,0
8963,CHA,AL,0,0,31,3,0,0,0,0,0,10,4,5,3,3,1,0.096774194,0.096774194,0.096774194,0.193548387,0
8964,CHA,AL,6,0,32,10,2,1,0,6,5,5,8,4,4,4,1,0.3125,0.384615385,0.4375,0.822115385,1
8965,CHA,AL,12,0,42,17,2,0,3,12,1,6,5,1,1,1,0,0.404761905,0.431818182,0.666666667,1.098484848,1
8966,CHA,AL,6,0,36,11,1,0,2,6,3,9,6,5,1,1,0,0.305555556,0.358974359,0.5,0.858974359,1
8967,CHA,AL,7,0,36,12,2,0,1,7,4,7,8,5,5,5,0,0.333333333,0.380952381,0.472222222,0.853174603,1
8968,CHA,AL,2,1,29,3,0,1,0,2,5,9,7,3,3,3,0,0.103448276,0.25,0.172413793,0.422413793,0
8969,CHA,AL,7,1,33,11,2,0,2,7,4,8,6,4,4,4,1,0.333333333,0.405405405,0.575757576,0.981162981,1
8970,CHA,AL,4,1,35,7,1,0,3,4,1,11,5,4,4,4,1,0.2,0.222222222,0.485714286,0.707936508,0
8971,CHA,AL,2,1,31,6,1,0,1,2,2,8,5,5,6,6,0,0.193548387,0.264705882,0.322580645,0.587286528,0
8972,CHA,AL,8,1,38,15,3,0,0,7,2,5,10,6,1,1,1,0.394736842,0.414634146,0.473684211,0.888318357,1
8973,CHA,AL,0,1,31,5,1,0,0,0,1,8,5,5,7,7,2,0.161290323,0.1875,0.193548387,0.381048387,0
8974,CHA,AL,8,1,55,16,2,0,2,8,10,19,18,7,5,5,1,0.290909091,0.409090909,0.436363636,0.845454545,1
8975,CHA,AL,6,1,36,12,0,0,2,6,4,10,8,7,15,15,2,0.333333333,0.414634146,0.5,0.914634146,0
8976,CHA,AL,9,1,32,8,2,1,3,9,6,3,5,3,4,4,0,0.25,0.368421053,0.65625,1.024671053,1
8977,CHA,AL,1,0,32,5,1,0,1,1,5,7,9,3,6,6,2,0.15625,0.27027027,0.28125,0.55152027,0
8978,CHA,AL,4,0,34,8,2,0,0,4,3,12,8,3,3,3,0,0.235294118,0.289473684,0.294117647,0.583591331,1
8979,CHA,AL,3,0,32,7,5,0,0,3,4,13,7,4,6,6,0,0.21875,0.324324324,0.375,0.699324324,0
8980,CHA,AL,2,0,31,8,1,0,1,2,1,4,3,1,0,0,0,0.258064516,0.28125,0.387096774,0.668346774,1
8981,CHA,AL,3,0,30,5,2,2,1,3,4,6,5,4,2,2,0,0.166666667,0.257142857,0.466666667,0.723809524,1
8982,CHA,AL,1,0,31,2,0,1,0,1,0,9,1,3,2,2,0,0.064516129,0.09375,0.129032258,0.222782258,0
8983,CHA,AL,4,0,31,6,2,0,1,4,4,9,4,5,7,7,1,0.193548387,0.285714286,0.35483871,0.640552995,0
8984,CHA,AL,2,0,36,11,0,0,1,2,3,10,10,3,3,3,0,0.305555556,0.358974359,0.388888889,0.747863248,0
8985,CHA,AL,5,0,35,9,1,0,2,5,3,6,7,4,2,2,0,0.257142857,0.333333333,0.457142857,0.79047619,1
8986,CHA,AL,1,0,29,3,0,0,0,1,3,8,4,4,2,2,0,0.103448276,0.1875,0.103448276,0.290948276,0
8987,CHA,AL,1,0,31,7,2,0,1,1,1,4,4,5,5,5,3,0.225806452,0.25,0.387096774,0.637096774,0
8988,CHA,AL,4,1,32,10,1,0,1,4,3,5,7,4,2,2,0,0.3125,0.371428571,0.4375,0.808928571,1
8989,CHA,AL,3,1,42,13,1,0,1,3,2,7,11,2,5,5,2,0.30952381,0.340909091,0.404761905,0.745670996,0
8990,CHA,AL,4,1,33,8,1,0,0,3,4,6,6,4,6,6,1,0.242424242,0.324324324,0.272727273,0.597051597,0
8991,CHA,AL,2,1,27,5,1,0,0,2,1,1,4,3,1,1,0,0.185185185,0.266666667,0.222222222,0.488888889,1
8992,CHA,AL,4,1,35,8,3,0,0,4,4,10,9,5,3,3,0,0.228571429,0.307692308,0.314285714,0.621978022,1
8993,CHA,AL,4,0,33,7,1,1,0,2,1,6,5,5,3,3,1,0.212121212,0.277777778,0.303030303,0.580808081,1
8994,CHA,AL,5,0,38,11,0,0,2,5,2,7,8,5,4,4,0,0.289473684,0.325,0.447368421,0.772368421,1
8995,CHA,AL,1,0,30,6,1,0,0,1,4,6,7,2,2,2,0,0.2,0.285714286,0.233333333,0.519047619,0
8996,CHA,AL,6,0,38,10,1,0,1,6,1,9,7,5,1,1,1,0.263157895,0.275,0.368421053,0.643421053,1
8997,CHA,AL,1,1,27,3,0,0,1,1,4,9,4,3,5,5,1,0.111111111,0.25,0.222222222,0.472222222,0
8998,CHA,AL,4,0,37,9,1,0,0,4,5,7,12,5,1,1,0,0.243243243,0.348837209,0.27027027,0.61910748,1
8999,CHA,AL,3,0,35,9,2,0,1,2,0,8,5,5,0,0,0,0.257142857,0.257142857,0.4,0.657142857,1
9000,CHA,AL,3,0,34,9,2,0,1,3,1,9,7,5,1,1,1,0.264705882,0.277777778,0.411764706,0.689542484,1
9001,CHA,AL,1,0,32,6,2,0,0,1,1,10,5,1,0,0,1,0.1875,0.212121212,0.25,0.462121212,1
9002,CHA,AL,2,0,33,7,1,0,1,2,0,6,5,4,7,7,0,0.212121212,0.235294118,0.333333333,0.568627451,0
9003,CHA,AL,2,0,32,5,1,0,0,2,1,12,5,3,2,2,1,0.15625,0.205882353,0.1875,0.393382353,0
9004,CHA,AL,0,1,30,3,2,0,0,0,3,10,6,5,7,7,1,0.1,0.181818182,0.166666667,0.348484848,0
9005,CHA,AL,5,1,32,9,1,1,2,5,2,5,6,3,0,0,0,0.28125,0.323529412,0.5625,0.886029412,1
9006,CHA,AL,2,1,26,5,1,0,1,1,4,7,6,3,0,0,1,0.192307692,0.3,0.346153846,0.646153846,1
9007,CHA,AL,2,1,30,5,1,0,2,2,4,5,5,3,3,3,0,0.166666667,0.264705882,0.4,0.664705882,0
9008,CHA,AL,5,1,29,7,4,0,0,4,4,4,6,3,0,0,0,0.24137931,0.323529412,0.379310345,0.702839757,1
9009,CHA,AL,4,1,39,11,0,0,2,4,7,7,13,6,3,3,1,0.282051282,0.416666667,0.435897436,0.852564103,1
9010,CHA,AL,7,0,36,11,4,0,0,7,5,9,8,5,5,5,0,0.305555556,0.380952381,0.416666667,0.797619048,1
9011,CHA,AL,10,0,39,15,3,0,3,10,3,5,7,2,1,1,0,0.384615385,0.409090909,0.692307692,1.101398601,1
9012,CHA,AL,4,0,33,7,1,2,0,4,6,5,8,4,0,0,0,0.212121212,0.333333333,0.363636364,0.696969697,1
9013,CHA,AL,2,0,37,10,1,0,1,2,2,7,11,4,9,9,1,0.27027027,0.325,0.378378378,0.703378378,0
9014,CHA,AL,3,0,31,6,1,1,1,3,2,10,4,2,4,4,2,0.193548387,0.264705882,0.387096774,0.651802657,0
9015,CHA,AL,8,0,37,10,1,0,2,7,4,8,6,6,5,5,2,0.27027027,0.341463415,0.459459459,0.800922874,1
9016,CHA,AL,7,0,37,13,3,0,1,7,6,8,12,5,1,1,0,0.351351351,0.456521739,0.513513514,0.970035253,1
9017,CHA,AL,4,1,28,5,1,1,0,4,7,8,7,2,1,1,0,0.178571429,0.342857143,0.285714286,0.628571429,1
9018,CHA,AL,2,1,28,3,0,0,1,2,3,7,2,4,5,5,0,0.107142857,0.193548387,0.214285714,0.407834101,0
9019,CHA,AL,3,1,32,8,0,0,1,2,9,8,11,4,7,7,0,0.25,0.414634146,0.34375,0.758384146,0
9020,CHA,AL,10,1,38,14,1,1,1,10,3,8,8,5,4,4,0,0.368421053,0.428571429,0.526315789,0.954887218,1
9021,CHA,AL,7,1,35,13,4,0,1,7,6,6,11,3,2,2,0,0.371428571,0.476190476,0.571428571,1.047619048,1
9022,CHA,AL,8,0,49,15,2,1,2,8,4,8,9,7,4,4,0,0.306122449,0.358490566,0.510204082,0.868694648,1
9023,CHA,AL,11,0,38,13,3,1,0,11,7,3,8,4,13,13,0,0.342105263,0.434782609,0.473684211,0.908466819,0
9024,CHA,AL,5,0,38,11,1,0,2,5,1,13,9,3,6,6,0,0.289473684,0.341463415,0.473684211,0.815147625,0
9025,CHA,AL,7,0,36,9,3,0,1,7,7,7,10,1,1,1,0,0.25,0.386363636,0.416666667,0.803030303,1
9026,CHA,AL,1,0,32,5,2,0,1,1,1,10,5,2,2,2,0,0.15625,0.181818182,0.3125,0.494318182,0
9027,CHA,AL,5,0,37,12,3,0,1,5,3,12,9,5,6,5,2,0.324324324,0.375,0.486486486,0.861486486,0
9028,CHA,AL,5,1,43,11,4,0,1,5,3,12,9,6,5,5,2,0.255813953,0.29787234,0.418604651,0.716476992,0
9029,CHA,AL,3,1,35,10,2,1,0,3,2,8,7,3,5,5,0,0.285714286,0.324324324,0.4,0.724324324,0
9030,CHA,AL,2,1,28,5,0,1,0,2,1,9,4,1,1,1,0,0.178571429,0.2,0.25,0.45,1
9031,CHA,AL,1,1,32,6,0,0,0,1,3,10,9,3,4,4,1,0.1875,0.27027027,0.1875,0.45777027,0
9032,CHA,AL,1,1,32,7,1,0,0,0,3,7,9,4,2,2,0,0.21875,0.305555556,0.25,0.555555556,0
9033,CHA,AL,3,1,29,7,2,0,1,3,4,6,7,5,2,2,0,0.24137931,0.333333333,0.413793103,0.747126437,1
9034,CHA,AL,7,1,34,10,2,0,2,7,8,7,12,5,6,6,0,0.294117647,0.428571429,0.529411765,0.957983193,1
9035,CHA,AL,1,1,33,6,1,1,0,1,1,11,6,2,5,5,0,0.181818182,0.205882353,0.272727273,0.478609626,0
9036,CHA,AL,2,1,32,6,3,0,1,2,1,7,4,5,6,6,0,0.1875,0.212121212,0.375,0.587121212,0
9037,CHA,AL,5,0,35,8,0,0,2,5,1,11,4,5,7,7,0,0.228571429,0.25,0.4,0.65,0
9038,CHA,AL,7,0,39,11,2,0,2,6,0,6,5,5,8,8,0,0.282051282,0.282051282,0.487179487,0.769230769,0
9039,CHA,AL,4,0,33,9,1,0,0,4,1,8,5,3,5,5,0,0.272727273,0.305555556,0.303030303,0.608585859,0
9040,CHA,AL,0,0,27,2,0,0,0,0,1,10,2,3,1,1,0,0.074074074,0.107142857,0.074074074,0.181216931,0
9041,CHA,AL,6,0,37,8,0,0,2,6,5,7,9,5,2,2,2,0.216216216,0.30952381,0.378378378,0.687902188,1
9042,CHA,AL,2,0,42,7,2,0,1,2,5,14,8,7,1,1,0,0.166666667,0.265306122,0.285714286,0.551020408,1
9043,CHA,AL,3,0,33,7,2,0,0,3,4,6,7,3,10,10,0,0.212121212,0.297297297,0.272727273,0.57002457,0
9044,CHA,AL,4,0,34,9,1,1,0,4,3,7,7,3,6,6,1,0.264705882,0.342105263,0.352941176,0.69504644,0
9045,CHA,AL,2,0,32,5,2,0,2,2,1,10,4,3,5,5,0,0.15625,0.181818182,0.40625,0.588068182,0
9046,CHA,AL,5,1,32,7,0,0,1,5,8,7,10,5,8,7,1,0.21875,0.380952381,0.3125,0.693452381,0
9047,CHA,AL,4,1,35,9,3,0,0,4,2,9,7,8,11,11,0,0.257142857,0.315789474,0.342857143,0.658646617,0
9048,CHA,AL,3,1,29,5,3,0,0,3,2,11,4,4,1,1,0,0.172413793,0.225806452,0.275862069,0.501668521,1
9049,CHA,AL,7,1,33,12,2,0,4,7,1,3,4,5,5,5,0,0.363636364,0.4,0.787878788,1.187878788,1
9050,CHA,AL,1,1,30,5,0,0,0,1,3,13,6,3,4,4,0,0.166666667,0.242424242,0.166666667,0.409090909,0
9051,CHA,AL,1,1,30,5,0,0,1,1,1,12,3,5,3,3,0,0.166666667,0.193548387,0.266666667,0.460215054,0
9052,CHA,AL,10,1,48,16,3,0,2,10,6,10,12,7,8,8,3,0.333333333,0.4,0.520833333,0.920833333,1
9053,CHA,AL,8,1,35,11,3,1,1,7,1,5,3,4,11,11,0,0.314285714,0.315789474,0.542857143,0.858646617,0
9054,CHA,AL,2,0,33,7,3,1,0,2,4,13,8,2,3,3,0,0.212121212,0.297297297,0.363636364,0.660933661,0
9055,CHA,AL,2,0,34,7,1,0,1,2,1,11,6,5,13,13,1,0.205882353,0.228571429,0.323529412,0.55210084,0
9056,CHA,AL,2,0,33,6,3,0,1,2,5,10,7,4,3,3,0,0.181818182,0.289473684,0.363636364,0.653110048,0
9057,CHA,AL,3,0,35,7,2,0,0,2,4,8,7,5,1,1,1,0.2,0.282051282,0.257142857,0.539194139,1
9058,CHA,AL,3,0,30,6,2,0,2,3,2,9,3,3,1,1,0,0.2,0.242424242,0.466666667,0.709090909,1
9059,CHA,AL,8,0,38,10,3,0,3,7,2,13,7,5,6,6,0,0.263157895,0.333333333,0.578947368,0.912280702,1
9060,CHA,AL,7,0,41,15,0,1,1,5,3,6,10,7,8,8,2,0.365853659,0.425531915,0.487804878,0.913336793,0
9061,CHA,AL,3,1,35,11,2,0,1,3,1,5,10,5,2,2,0,0.314285714,0.351351351,0.457142857,0.808494208,1
9062,CHA,AL,8,1,39,12,1,0,7,8,1,11,5,5,10,10,1,0.307692308,0.325,0.871794872,1.196794872,0
9063,CHA,AL,5,1,31,8,0,0,2,4,4,9,7,2,2,2,0,0.258064516,0.342857143,0.451612903,0.794470046,1
9064,CHA,AL,0,1,34,6,0,0,0,0,1,10,8,3,4,4,0,0.176470588,0.2,0.176470588,0.376470588,0
9065,CHA,AL,9,1,36,13,3,0,3,9,1,8,5,6,2,2,1,0.361111111,0.368421053,0.694444444,1.062865497,1
9066,CHA,AL,0,0,31,5,4,0,0,0,3,8,7,2,4,4,1,0.161290323,0.235294118,0.290322581,0.525616698,0
