teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win,wonPrev
BOS,AL,3,1,36,9,1,0,1,3,0,4,6,4,4,4,0,0.25,0.25,0.3611111111111111,0.6111111111111112,0.0,1.0
BOS,AL,5,1,36,10,2,0,1,5,2,7,6,6,12,12,1,0.2777777777777778,0.3157894736842105,0.4166666666666667,0.7324561403508771,0.0,0.0
BOS,AL,1,1,30,5,2,0,0,1,5,3,10,3,0,0,0,0.16666666666666666,0.2857142857142857,0.2333333333333333,0.519047619047619,1.0,0.0
BOS,AL,8,1,32,10,4,0,2,8,3,9,5,3,1,1,0,0.3125,0.3611111111111111,0.625,0.9861111111111112,1.0,1.0
BOS,AL,9,1,36,14,5,1,1,8,9,6,12,4,4,4,1,0.3888888888888889,0.5111111111111111,0.6666666666666666,1.1777777777777776,1.0,1.0
BOS,AL,6,1,34,10,4,1,1,6,4,3,8,3,4,4,0,0.29411764705882354,0.3684210526315789,0.5588235294117647,0.9272445820433436,1.0,1.0
BOS,AL,8,1,42,18,7,0,3,8,3,5,11,5,9,9,1,0.42857142857142855,0.4565217391304348,0.8095238095238095,1.2660455486542443,0.0,1.0
BOS,AL,11,0,42,16,3,0,3,11,4,10,8,1,0,0,0,0.3809523809523809,0.43478260869565216,0.6666666666666666,1.1014492753623188,1.0,0.0
BOS,AL,8,0,35,9,4,1,1,8,6,6,6,4,2,2,0,0.2571428571428571,0.36585365853658536,0.5142857142857142,0.8801393728222996,1.0,1.0
BOS,AL,3,0,36,8,0,0,1,3,6,9,11,5,4,4,2,0.2222222222222222,0.3555555555555556,0.3055555555555556,0.6611111111111112,0.0,1.0
BOS,AL,4,0,32,8,5,0,0,4,7,4,10,2,1,1,2,0.25,0.36585365853658536,0.40625,0.7721036585365854,1.0,0.0
BOS,AL,3,0,35,9,3,0,0,3,2,6,8,4,1,1,1,0.2571428571428571,0.3157894736842105,0.3428571428571429,0.6586466165413534,1.0,1.0
BOS,AL,0,0,27,2,0,0,0,0,2,6,2,3,11,11,0,0.07407407407407407,0.13793103448275862,0.07407407407407407,0.2120051085568327,0.0,1.0
BOS,AL,7,0,36,10,3,0,1,5,5,3,10,4,8,8,0,0.2777777777777778,0.372093023255814,0.4444444444444444,0.8165374677002584,0.0,0.0
BOS,AL,12,1,40,17,8,0,1,11,3,6,7,2,2,2,0,0.425,0.4651162790697674,0.7,1.1651162790697671,1.0,0.0
BOS,AL,10,1,39,16,4,0,2,9,4,10,10,5,2,2,0,0.41025641025641024,0.4772727272727273,0.6666666666666666,1.143939393939394,1.0,1.0
