Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20130401","MIA","NL",1,"WAS","NL",1,0,2,51,"WAS11",45274,"000000000","10010000x",29,3,1,0,0,0,0,0,0,1,0,6,0,0,0,0,3,3,2,2,0,0,24,8,0,0,1,0,26,5,0,0,2,2,2,0,0,2,0,5,0,0,1,0,4,3,0,0,0,0,27,12,0,0,1,0,"stras001","Stephen Strasburg","nolar001","Ricky Nolasco","sorir001","Rafael Soriano","nolar001","Ricky Nolasco","stras001","Stephen Strasburg",
"20130403","MIA","NL",2,"WAS","NL",2,0,3,51,"WAS11",26269,"000000000","00001011x",28,4,1,0,0,0,1,0,0,3,0,8,0,1,2,0,5,3,2,2,2,0,24,7,1,0,1,0,28,6,2,1,1,3,1,0,1,4,0,6,0,1,1,0,7,4,0,0,0,0,27,10,1,0,2,0,"gonzg003","Gio Gonzalez","slowk001","Kevin Slowey","sorir001","Rafael Soriano","slowk001","Kevin Slowey","gonzg003","Gio Gonzalez",
"20130404","MIA","NL",3,"WAS","NL",3,1,6,51,"WAS11",25123,"010000000","20100030x",33,8,0,0,1,1,0,0,0,3,0,3,0,0,2,0,8,4,5,5,1,0,24,7,2,0,0,0,31,9,1,0,1,6,1,0,0,3,0,8,0,1,0,0,5,4,1,1,0,0,27,12,0,0,2,0,"zimmj003","Jordan Zimmermann","leblw001","Wade LeBlanc","","(none)","leblw001","Wade LeBlanc","zimmj003","Jordan Zimmermann",
"20130405","MIA","NL",4,"NYN","NL",4,7,5,54,"NYC20",24935,"010000501","000000302",37,11,4,0,1,7,1,1,0,3,1,5,2,0,0,0,8,5,5,5,0,0,27,11,0,1,1,0,35,10,2,0,1,5,0,0,2,7,0,5,1,0,1,0,12,5,4,3,0,0,27,14,1,1,0,0,"sanaa001","Alex Sanabia","hefnj001","Jeremy Hefner","","(none)","sanaa001","Alex Sanabia","hefnj001","Jeremy Hefner",
"20130406","MIA","NL",5,"NYN","NL",5,3,7,51,"NYC20",28474,"100010100","10000231x",36,11,0,0,0,2,0,0,0,2,0,8,0,0,1,0,8,3,6,6,0,0,24,9,2,0,1,0,30,9,1,1,1,7,0,2,0,5,1,4,2,0,1,0,6,5,2,2,0,0,27,15,1,0,1,0,"lyonb003","Brandon Lyon","webbr001","Ryan Webb","","(none)","nolar001","Ricky Nolasco","niesj001","Jon Niese",
"20130407","MIA","NL",6,"NYN","NL",6,3,4,52,"NYC20",29780,"001200000","000011002",36,13,4,0,0,3,1,0,1,4,0,10,0,0,2,0,12,5,4,4,0,0,25,2,0,0,0,0,31,6,1,0,1,4,0,0,1,4,0,13,1,0,0,0,7,6,3,3,0,1,27,13,0,0,2,0,"rices001","Scott Rice","cishs001","Steve Cishek","","(none)","fernj003","Jose Fernandez","laffa001","Aaron Laffey",
"20130408","ATL","NL",7,"MIA","NL",7,2,0,54,"MIA02",34439,"000101000","000000000",36,10,1,0,1,2,1,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,27,14,1,0,1,0,29,2,0,0,0,0,0,0,1,4,0,8,0,0,1,0,7,3,2,2,0,0,27,8,0,0,0,0,"mahop002","Paul Maholm","slowk001","Kevin Slowey","kimbc001","Craig Kimbrel","mahop002","Paul Maholm","slowk001","Kevin Slowey",
"20130409","ATL","NL",8,"MIA","NL",8,3,2,54,"MIA02",14222,"200000010","010000010",35,8,3,0,1,3,0,0,0,1,0,9,0,0,0,0,6,3,1,1,0,0,27,16,1,0,2,0,29,4,1,0,0,2,0,1,0,5,1,2,1,0,1,0,6,3,3,3,0,0,27,5,1,0,0,0,"medlk001","Kris Medlen","leblw001","Wade LeBlanc","kimbc001","Craig Kimbrel","medlk001","Kris Medlen","leblw001","Wade LeBlanc",
"20130410","ATL","NL",9,"MIA","NL",9,8,0,54,"MIA02",13810,"000061001","000000000",37,13,1,0,2,8,1,1,0,5,0,6,1,0,2,0,9,3,0,0,0,0,27,9,0,0,1,0,33,7,2,0,0,0,0,0,0,2,0,6,0,0,1,0,8,4,8,8,0,0,27,12,2,0,2,0,"minom001","Mike Minor","sanaa001","Alex Sanabia","","(none)","minom001","Mike Minor","sanaa001","Alex Sanabia",
"20130412","PHI","NL",10,"MIA","NL",10,3,1,60,"MIA02",17923,"0000010002","0000010000",38,10,4,1,0,3,2,0,0,2,2,4,0,1,0,0,9,5,1,1,0,0,30,13,0,0,2,0,31,4,0,0,0,1,0,0,1,3,0,5,1,0,2,0,4,5,3,3,0,0,30,13,1,0,0,0,"aumop001","Phillippe Aumont","raucj001","Jon Rauch","papej001","Jonathan Papelbon","lannj001","John Lannan","nolar001","Ricky Nolasco",
