Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Unnamed: 75,team_game_num,date_game,team_homeORaway,opp_ID,game_result,IP,H,R,ER,UER,BB,SO,HR,HBP,earned_run_avg,batters_faced,pitches,strikes_total,inherited_runners,inherited_score,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GIDP,pitchers_number,umpire_hp,pitchers_number_desc
20180329,MIL,NL,1,SDN,NL,1,2,1,72,SAN02,44649,1000000001,1000,42,10,2,0,0,2,0,0,1,2,0,9,1,1,3,0,7,6,1,1,0,0,36,12,1,0,2,0,39,6,0,0,0,1,0,0,0,6,1,15,1,1,2,0,8,6,2,2,0,0,36,20,0,0,3,0,jeffj001,cimba001,barnj002,andec001,richc002,,1,Mar 29,1,MIL,"L,1-2",12,10,2,2,0,2,9,0,1,1.5,45,153,101,2,0,1,1,42,2,0,0,0,0,0,3,6,Gerry Davis,"C.Richard (99-64), K.Yates (99), K.McGrath (99), C.Stammen (99), B.Hand (99), A.Cimber (99-L)"
20180330,MIL,NL,2,SDN,NL,2,8,6,54,SAN02,31513,200010005,30100110,37,11,4,0,1,8,1,1,0,1,0,4,1,0,1,0,5,5,6,6,0,0,27,14,1,0,1,0,37,12,2,0,2,6,0,0,1,4,0,7,0,0,1,0,9,5,5,5,0,0,27,11,2,0,1,0,drako001,handb001,knebc001,chacj001,luccj001,,2,Mar 30,1,MIL,"L,6-8",9,11,8,5,3,1,4,1,0,3,40,136,100,2,0,1,0,37,4,0,0,1,1,2,1,5,Mark Carlson,"J.Lucchesi (99-39), K.Makita (99), C.Stammen (0-H), K.Yates (0-H), B.Hand (0-BL)"
20180331,MIL,NL,3,SDN,NL,3,7,3,54,SAN02,35106,102200020,21000000,39,12,3,0,0,7,0,0,0,6,1,9,3,0,0,0,11,4,3,3,0,0,27,7,0,0,1,0,31,6,2,1,1,3,0,0,0,1,0,8,0,0,1,0,2,4,7,7,0,0,27,7,0,0,0,0,suteb001,perdl002,,suteb001,perdl002,,3,Mar 31,1,MIL,"L,3-7",9,12,7,7,0,6,9,0,0,4.2,45,180,108,2,1,3,0,39,3,0,1,0,0,0,0,4,Brian Knight,"L.Perdomo (99-31-L), R.Erlin (99), A.Cimber (1), J.Lyles (99)"
20180402,COL,NL,4,SDN,NL,4,7,4,54,SAN02,16899,102020002,101000002,37,12,4,0,3,7,0,1,0,6,0,3,1,0,0,0,10,6,4,4,2,0,27,10,0,0,0,0,35,8,3,1,2,4,0,0,1,5,0,8,0,0,0,0,10,4,7,7,0,0,27,10,1,0,0,0,bettc001,mitcb001,daviw001,bettc001,mitcb001,,4,Apr 2,1,COL,"L,4-7",9,12,7,7,0,6,3,3,0,4.85,44,165,92,2,0,1,0,37,4,0,0,0,1,0,0,4,Alfonso Marquez,"B.Mitchell (99-28-L), J.Lyles (1), K.McGrath (3), A.Cimber (1)"
20180403,COL,NL,5,SDN,NL,5,4,8,51,SAN02,19283,2100001,01010330x,31,6,2,0,0,4,0,0,0,5,0,5,0,0,0,0,5,4,8,8,0,0,24,11,0,0,2,0,31,8,1,0,3,8,0,0,1,4,0,7,1,0,2,0,4,5,4,4,0,0,27,15,0,0,0,0,rosst001,freek001,handb001,freek001,rosst001,,5,Apr 3,1,COL,"W,8-4",9,6,4,4,0,5,5,0,0,4.69,36,133,78,2,0,0,0,31,2,0,0,0,0,0,0,5,Bruce Dreckman,"T.Ross (99-49-W), C.Stammen (3-H), K.Yates (3), K.Makita (3), B.Hand (3-Sv)"
20180404,COL,NL,6,SDN,NL,6,5,2,54,SAN02,19698,320000000,20,35,9,2,0,0,5,0,0,0,3,1,11,0,0,0,0,6,4,1,1,0,0,27,8,1,0,1,0,32,6,1,0,0,1,0,0,1,2,0,7,0,0,1,0,6,4,5,5,1,0,27,10,0,0,0,0,grayj003,richc002,daviw001,grayj003,richc002,,6,Apr 4,1,COL,"L,2-5",9,9,5,5,0,3,11,0,0,4.74,38,157,99,0,0,0,0,35,2,0,1,0,0,0,0,4,Chad Fairchild,"C.Richard (5-34-L), A.Cimber (1), R.Erlin (3), K.Makita (0)"
20180405,COL,NL,7,SDN,NL,7,3,1,54,SAN02,20509,3,1,31,4,0,0,0,3,1,0,0,7,1,11,1,1,0,0,9,3,1,1,0,0,27,7,0,0,0,0,31,6,0,0,1,1,0,0,0,0,0,8,0,1,0,0,3,5,0,0,0,0,27,12,3,0,0,0,ottaa001,handb001,daviw001,andet002,luccj001,,7,Apr 5,1,COL,"L,1-3",9,4,3,0,3,7,11,0,0,4.09,39,154,92,2,0,1,1,31,0,0,1,1,0,1,0,5,Mike Estabrook,"J.Lucchesi (5-69), P.Maton (99), C.Stammen (1), B.Hand (1-L), J.Lyles (2)"
20180406,SDN,NL,8,HOU,AL,8,4,1,54,HOU03,41138,100020001,1000000,38,13,5,0,0,3,0,0,1,3,0,11,0,1,0,0,11,4,1,1,0,0,27,4,0,0,0,0,30,4,0,0,0,1,0,1,0,4,0,12,0,0,0,0,7,4,3,3,1,0,27,14,1,1,1,0,perdl002,mccul002,handb001,perdl002,mccul002,,8,Apr 6,@,HOU,"W,4-1",9,4,1,1,0,4,12,0,0,3.72,35,157,104,0,0,0,0,30,0,0,0,0,1,0,0,4,D.J. Reyburn,"L.Perdomo (5-56-W), J.Lyles (0-H), K.Yates (2-H), B.Hand (0-Sv)"
20180407,SDN,NL,9,HOU,AL,9,0,1,59,HOU03,42306,0,1,35,6,3,0,0,0,1,0,0,1,0,14,0,0,0,0,7,6,1,1,0,0,29,12,1,0,3,0,32,6,0,0,0,1,0,0,0,6,0,8,2,0,2,0,8,4,0,0,1,0,30,11,0,0,0,0,devec001,erlir001,,mitcb001,coleg001,,9,Apr 7,@,HOU,"L,0-1",9.2,6,1,1,0,6,8,0,0,3.4,38,167,99,3,1,2,0,32,0,0,0,0,0,0,2,6,Sam Holbrook,"B.Mitchell (4-58), C.Stammen (1), K.Yates (0), K.Makita (2), R.Erlin (2-L), P.Maton (1)"
20180408,SDN,NL,10,HOU,AL,10,1,4,51,HOU03,37093,1000,00003100x,31,4,0,0,0,1,0,0,1,4,0,9,1,0,1,0,8,2,4,4,1,0,24,10,0,0,0,0,30,6,0,0,2,4,0,0,0,0,0,10,0,0,0,0,2,4,0,0,0,0,27,10,1,0,1,0,mortc002,rosst001,peacb001,rosst001,mortc002,,10,Apr 8,@,HOU,"L,1-4",8,6,4,4,0,0,10,2,0,3.5,30,133,89,0,0,0,0,30,0,0,0,0,0,0,0,2,Ryan Blakney,"T.Ross (4-51-L), A.Cimber (3)"
20180409,SDN,NL,11,COL,NL,11,7,6,54,DEN02,20291,10510000,10302000,38,13,2,1,2,7,1,0,0,1,1,10,1,0,1,0,6,4,6,6,0,0,27,15,1,0,1,0,33,7,1,0,3,6,0,0,0,5,0,8,0,0,1,0,5,5,7,7,1,0,27,12,0,0,1,0,richc002,grayj003,handb001,richc002,grayj003,,11,Apr 9,@,COL,"W,7-6",9,7,6,6,0,5,8,3,0,3.72,38,139,81,2,0,0,0,33,1,0,0,0,0,0,1,4,Adrian Johnson,"C.Richard (4-41-W), J.Lyles (2-H), C.Stammen (1-H), B.Hand (2-Sv)"
20180410,SDN,NL,12,COL,NL,12,5,2,54,DEN02,22446,1010300,200000000,35,10,2,0,2,5,0,0,1,3,0,10,0,0,1,0,7,5,0,0,0,0,27,9,1,0,3,0,30,5,0,1,1,2,0,0,0,1,0,10,1,0,3,0,2,4,5,5,0,0,27,7,0,0,1,0,luccj001,shawb001,handb001,luccj001,andet002,,12,Apr 10,@,COL,"W,5-2",9,5,2,0,2,1,10,1,0,3.42,31,111,79,2,0,1,0,30,0,1,0,0,0,1,3,5,Tripp Gibson,"J.Lucchesi (4-67-W), K.Makita (2-H), R.Erlin (2-H), A.Cimber (1-H), B.Hand (0-Sv)"
20180411,SDN,NL,13,COL,NL,13,4,6,51,DEN02,21248,3010,00500100x,33,6,1,0,2,3,0,0,1,1,0,13,0,0,0,0,4,4,3,3,0,0,24,9,2,0,1,0,30,9,1,0,0,5,2,1,1,3,0,11,1,0,1,0,7,5,3,3,0,0,27,11,0,1,0,0,senza001,baumb001,daviw001,perdl002,marqg001,,13,Apr 11,@,COL,"L,4-6",8,9,6,3,3,3,11,0,1,3.41,37,147,96,2,2,1,0,30,1,0,0,2,1,1,1,4,Brian Gorman,"L.Perdomo (4-48), B.Baumann (99-L), A.Cimber (0), P.Maton (3)"
20180412,SFN,NL,12,SDN,NL,14,7,0,54,SAN02,22288,300004000,0,36,10,2,0,0,5,1,0,1,8,0,7,0,0,0,0,12,2,0,0,0,0,27,7,0,0,1,0,27,1,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,4,3,3,0,0,27,10,1,0,1,0,strac001,mitcb001,,strac001,mitcb001,,14,Apr 12,1,SFG,"L,0-7",9,10,7,3,4,8,7,0,1,3.38,46,171,103,3,0,0,0,36,2,0,0,1,0,1,0,4,Mike Winters,"B.Mitchell (4-36-L), J.Lyles (2), C.Brewer (99), R.Erlin (1)"
20180413,SFN,NL,13,SDN,NL,15,1,5,51,SAN02,31675,100,00002210x,35,10,0,0,0,1,0,0,1,1,0,8,0,0,2,0,9,3,4,4,0,0,24,11,2,0,0,0,34,8,2,0,1,5,0,0,1,1,0,6,0,0,0,0,7,4,0,0,0,0,27,12,1,0,2,0,rosst001,blact002,handb001,blact002,rosst001,,15,Apr 13,1,SFG,"W,5-1",9,10,1,0,1,1,8,0,1,3.16,37,126,90,4,1,0,0,35,0,0,0,0,0,0,2,4,Tim Timmons,"T.Ross (4-60-W), C.Stammen (3-H), K.Makita (2), B.Hand (2-Sv)"
20180414,SFN,NL,14,SDN,NL,16,4,5,51,SAN02,41117,310000,20001020x,34,9,1,2,2,4,0,0,0,3,0,11,0,1,0,0,6,6,5,5,0,0,24,8,1,0,1,0,34,11,2,0,2,5,0,1,0,4,0,9,0,0,1,0,10,4,4,4,0,0,27,10,0,0,1,0,cimba001,gearc001,handb001,holld003,richc002,,16,Apr 14,1,SFG,"W,5-4",9,9,4,4,0,3,11,2,0,3.21,37,149,87,1,0,0,1,34,1,2,0,0,0,0,0,4,Rob Drake,"C.Richard (4-37), A.Cimber (2-W), P.Maton (2-H), B.Hand (0-Sv)"
