Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Unnamed: 75,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS
20120411,SEA,AL,7,TEX,AL,6,4,3,54,ARL02,32342,36,11,5,1,0,4,0,1,0,0,0,10,1,0,1,0,6,4,3,3,1,0,27,8,0,0,0,0,34,8,2,0,2,3,1,0,0,3,0,11,1,0,0,0,8,3,4,4,0,0,27,5,0,0,1,0,luetl001,nathj001,leagb001,millk004,lewic001,,0.3142857142857143,0.26666666666666666,0.2972972972972973,0.2972972972972973,0.5,0.47058823529411764,0.7972972972972974,0.7678855325914149
20120412,SEA,AL,8,TEX,AL,7,3,5,51,ARL02,31513,35,7,3,0,1,3,0,0,0,0,0,9,0,0,0,0,5,2,5,5,0,0,24,8,0,0,0,0,32,9,2,0,1,5,0,0,1,1,0,6,2,1,0,0,5,3,3,3,0,0,27,10,1,0,0,0,holld003,vargj001,adamm001,vargj001,holld003,,0.2,0.3,0.2,0.3235294117647059,0.37142857142857144,0.4375,0.5714285714285714,0.7610294117647058
20120413,OAK,AL,8,SEA,AL,9,4,0,54,SEA03,46026,33,9,2,0,1,4,0,1,0,4,1,7,1,0,2,0,7,3,0,0,0,0,27,7,0,0,1,0,29,3,0,0,0,0,0,0,0,3,0,6,0,0,1,0,5,4,3,3,0,0,27,10,0,1,2,0,colob001,hernf002,,colob001,hernf002,,0.3333333333333333,0.11538461538461539,0.34210526315789475,0.1875,0.42424242424242425,0.10344827586206896,0.766347687400319,0.29094827586206895
20120414,OAK,AL,9,SEA,AL,10,0,4,51,SEA03,21071,31,5,1,0,0,0,0,0,0,2,0,7,1,0,1,0,6,3,4,4,0,0,24,9,0,0,0,0,29,6,2,0,1,4,0,0,0,2,0,7,0,0,0,0,3,2,0,0,0,0,27,6,0,0,1,0,noesh001,milot001,,milot001,noesh001,,0.1724137931034483,0.2222222222222222,0.21212121212121213,0.25806451612903225,0.1935483870967742,0.3793103448275862,0.4056695992179863,0.6373748609566184
20120415,OAK,AL,10,SEA,AL,11,3,5,51,SEA03,19650,34,7,0,0,1,3,0,0,1,1,0,5,0,0,0,0,6,3,3,3,0,0,24,6,1,0,0,0,31,6,2,0,2,5,0,0,0,1,0,5,0,0,0,0,3,3,3,3,0,0,27,9,0,0,0,0,beavb001,godfg001,leagb001,godfg001,beavb001,,0.21875,0.2,0.25,0.21875,0.29411764705882354,0.45161290322580644,0.5441176470588236,0.6703629032258065
20120417,CLE,AL,9,SEA,AL,12,9,8,54,SEA03,12461,39,13,2,0,1,9,0,1,0,5,0,9,1,0,0,0,9,6,8,8,0,0,27,8,1,0,1,0,36,10,0,0,1,8,0,1,1,7,0,5,0,0,1,0,10,6,8,7,1,0,27,5,1,0,1,0,perer002,furbc001,perec002,mastj001,millk004,,0.3939393939393939,0.37037037037037035,0.4,0.4,0.46153846153846156,0.3611111111111111,0.8615384615384616,0.7611111111111111
20120418,CLE,AL,10,SEA,AL,13,1,4,51,SEA03,11343,29,4,1,0,0,1,1,1,0,4,0,9,0,0,0,0,7,4,4,4,0,0,24,11,0,0,2,0,29,8,1,0,2,4,0,0,0,7,0,3,0,1,1,0,8,3,1,1,0,0,27,9,1,0,0,0,vargj001,lowed001,leagb001,lowed001,vargj001,,0.17391304347826086,0.36363636363636365,0.23529411764705882,0.4166666666666667,0.1724137931034483,0.5172413793103449,0.4077079107505071,0.9339080459770115
20120419,CLE,AL,11,SEA,AL,14,2,1,54,SEA03,12942,33,7,2,0,0,2,1,0,0,4,1,13,0,0,0,0,9,2,1,1,0,0,27,10,1,0,1,0,31,5,4,0,0,1,1,0,0,0,0,8,0,0,1,0,4,3,2,2,0,0,27,5,0,0,0,0,tomlj001,leagb001,perec002,tomlj001,hernf002,,0.25925925925925924,0.16666666666666666,0.2972972972972973,0.16129032258064516,0.2727272727272727,0.2903225806451613,0.5700245700245701,0.4516129032258065
20120420,CHA,AL,13,SEA,AL,15,7,3,54,SEA03,19947,32,8,2,0,2,7,0,1,0,3,0,4,1,1,1,0,2,4,3,3,0,0,27,5,0,0,1,0,35,9,4,0,1,3,0,0,0,3,0,15,0,0,1,0,8,3,7,7,0,0,27,13,0,0,1,0,salec001,noesh001,,salec001,noesh001,,0.2857142857142857,0.28125,0.3055555555555556,0.3157894736842105,0.5,0.45714285714285713,0.8055555555555556,0.7729323308270677
20120421,CHA,AL,14,SEA,AL,16,4,0,54,SEA03,22472,36,9,0,0,1,4,0,0,1,1,0,7,1,0,0,0,7,1,0,0,0,0,27,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,4,4,0,0,27,8,0,0,0,0,humbp001,beavb001,,humbp001,beavb001,,0.2647058823529412,0.0,0.2894736842105263,0.0,0.3333333333333333,0.0,0.6228070175438596,0.0
20120422,CHA,AL,15,SEA,AL,17,7,4,54,SEA03,19975,35,12,3,1,0,7,0,1,1,2,0,6,2,0,2,0,5,4,4,4,0,0,27,9,1,1,1,0,35,8,1,0,0,3,1,0,0,4,0,11,1,0,1,0,9,5,7,7,1,0,27,14,0,0,2,0,dankj001,millk004,santh001,dankj001,millk004,,0.3870967741935484,0.26666666666666666,0.38461538461538464,0.3076923076923077,0.4857142857142857,0.2571428571428571,0.8703296703296703,0.5648351648351648
20120424,SEA,AL,18,DET,AL,17,7,4,54,DET05,30073,40,15,2,0,1,7,0,0,0,3,0,9,2,1,0,0,9,4,4,4,0,0,27,9,0,1,0,0,35,8,2,0,2,4,0,0,0,3,0,7,0,0,0,0,7,3,7,7,0,0,27,7,1,0,0,0,vargj001,schem001,leagb001,vargj001,schem001,,0.40540540540540543,0.25,0.4186046511627907,0.2894736842105263,0.5,0.45714285714285713,0.9186046511627908,0.7466165413533834
20120425,SEA,AL,19,DET,AL,18,9,1,54,DET05,28527,42,15,3,0,1,9,0,1,0,4,0,5,1,0,0,0,11,3,1,1,0,0,27,9,0,1,2,0,32,7,0,0,1,1,0,0,0,4,0,5,0,0,2,0,8,4,9,9,0,0,27,10,2,0,0,0,hernf002,wilka001,,hernf002,wilka001,,0.40540540540540543,0.25,0.40425531914893614,0.3055555555555556,0.5,0.3125,0.9042553191489362,0.6180555555555556
20120426,SEA,AL,20,DET,AL,19,5,4,54,DET05,31451,33,7,1,0,2,5,0,0,0,3,0,6,1,1,0,0,4,6,4,4,0,0,27,11,1,1,2,0,32,8,0,1,1,4,2,0,0,2,0,5,0,0,2,0,5,4,5,5,0,0,27,11,1,0,0,0,furbc001,porcr001,leagb001,noesh001,porcr001,,0.23333333333333334,0.2857142857142857,0.2777777777777778,0.29411764705882354,0.42424242424242425,0.40625,0.702020202020202,0.7003676470588236
20120427,SEA,AL,21,TOR,AL,20,9,5,60,TOR02,24303,41,11,2,0,3,8,0,0,0,4,1,6,0,1,0,0,6,7,5,5,0,0,30,15,2,0,0,0,38,11,2,1,2,5,1,1,2,2,2,7,0,0,0,0,9,7,7,7,0,0,30,13,3,0,0,0,furbc001,perel001,,beavb001,romer002,,0.3055555555555556,0.36666666666666664,0.3333333333333333,0.3488372093023256,0.5365853658536586,0.5526315789473685,0.8699186991869918,0.9014687882496941
20120428,SEA,AL,22,TOR,AL,21,0,7,51,TOR02,30765,34,6,2,0,0,0,0,0,0,1,0,13,0,0,0,0,8,2,5,5,0,0,24,11,1,0,2,0,31,10,3,0,1,7,0,1,0,3,1,6,0,1,1,0,4,4,0,0,0,0,27,7,1,0,0,0,morrb001,millk004,,millk004,morrb001,,0.18181818181818182,0.38461538461538464,0.2,0.37142857142857144,0.23529411764705882,0.5161290322580645,0.43529411764705883,0.8875576036866359
20120429,SEA,AL,23,TOR,AL,22,2,7,51,TOR02,22320,34,8,4,0,2,2,1,0,0,3,0,2,1,0,0,0,9,3,7,7,0,0,24,9,2,0,0,0,32,8,3,0,2,6,0,0,1,4,1,6,2,0,0,0,6,4,2,2,1,0,27,13,0,0,0,0,alvah001,vargj001,,vargj001,alvah001,,0.26666666666666666,0.3076923076923077,0.2972972972972973,0.35135135135135137,0.5294117647058824,0.53125,0.8267090620031796,0.8826013513513513
20120430,SEA,AL,24,TBA,AL,23,2,3,70,STP01,9458,47,11,0,0,2,2,0,0,0,1,0,12,0,0,0,0,10,3,3,3,1,0,34,12,0,0,2,0,42,10,3,0,0,3,0,0,0,6,0,10,1,1,1,0,11,5,2,2,0,0,36,12,0,0,0,0,howej003,leagb001,,hernf002,hellj001,,0.2391304347826087,0.2777777777777778,0.25,0.3333333333333333,0.3617021276595745,0.30952380952380953,0.6117021276595744,0.6428571428571428
20120501,SEA,AL,25,TBA,AL,24,1,3,51,STP01,9972,35,9,2,0,1,1,0,0,0,1,0,12,0,0,1,0,8,4,3,3,0,0,24,10,0,1,1,0,25,3,0,1,1,3,0,1,0,4,0,4,0,0,1,0,3,4,1,1,0,0,27,6,0,0,1,0,moorm003,noesh001,rodnf001,noesh001,moorm003,,0.2647058823529412,0.15,0.2777777777777778,0.23333333333333334,0.4,0.32,0.6777777777777778,0.5533333333333333
20120502,SEA,AL,26,TBA,AL,25,4,5,51,STP01,9837,32,6,0,0,2,4,0,0,0,5,0,14,0,0,1,0,6,3,5,5,0,0,24,7,1,1,0,0,33,8,1,0,2,5,0,0,0,2,0,3,1,0,0,0,6,4,1,1,1,0,27,8,1,0,1,0,shiej002,beavb001,peraj002,beavb001,shiej002,,0.2222222222222222,0.25806451612903225,0.2972972972972973,0.2857142857142857,0.375,0.45454545454545453,0.6722972972972974,0.7402597402597402
20120503,SEA,AL,27,TBA,AL,26,3,4,51,STP01,11575,33,7,4,0,0,3,0,0,0,2,0,8,1,0,2,0,5,2,4,4,0,0,24,7,0,0,0,0,31,7,0,1,1,4,0,0,0,3,0,6,2,0,0,0,6,3,3,3,1,0,27,12,1,0,2,0,niemj001,millk004,rodnf001,millk004,niemj001,,0.22580645161290322,0.25,0.2571428571428571,0.29411764705882354,0.3333333333333333,0.3870967741935484,0.5904761904761904,0.6812144212523719
20120504,MIN,AL,25,SEA,AL,28,3,2,54,SEA03,22492,33,5,1,0,0,3,0,0,1,5,0,7,1,0,0,0,9,4,2,2,0,0,27,10,0,0,2,0,32,8,3,0,0,2,0,0,0,0,0,7,0,1,2,0,3,5,1,1,0,0,27,11,1,0,0,0,pavac001,wilht001,cappm001,pavac001,vargj001,,0.18518518518518517,0.25,0.28205128205128205,0.25,0.18181818181818182,0.34375,0.46386946386946387,0.59375
20120505,MIN,AL,26,SEA,AL,29,0,7,51,SEA03,28437,27,1,0,0,0,0,1,0,0,2,0,10,0,0,0,0,3,5,7,7,0,0,24,14,0,0,3,0,26,7,0,1,1,7,1,1,0,8,0,2,0,0,3,0,5,2,0,0,0,0,27,14,0,0,0,0,hernf002,marqj001,,marqj001,hernf002,,0.041666666666666664,0.4375,0.10344827586206896,0.42857142857142855,0.037037037037037035,0.46153846153846156,0.14048531289910599,0.8901098901098901
20120506,MIN,AL,27,SEA,AL,30,2,5,51,SEA03,23913,30,5,0,0,2,2,0,0,0,5,0,6,0,1,1,0,6,3,5,5,0,0,24,6,0,0,1,0,29,7,1,1,1,5,0,1,0,4,0,8,0,0,1,0,5,3,2,2,0,0,27,9,0,0,1,0,noesh001,blacn001,,blacn001,noesh001,,0.2,0.2916666666666667,0.2857142857142857,0.3235294117647059,0.36666666666666664,0.4482758620689655,0.6523809523809523,0.7718052738336714
20120507,DET,AL,28,SEA,AL,31,2,3,53,SEA03,14462,35,9,2,0,0,2,0,0,0,1,0,9,1,0,1,0,7,4,3,3,1,0,26,11,0,1,0,0,29,5,3,0,0,2,1,1,0,2,0,5,0,0,0,0,4,5,2,2,0,0,27,8,0,0,1,0,delas001,doteo001,,fistd001,beavb001,,0.2647058823529412,0.2,0.2777777777777778,0.21875,0.3142857142857143,0.27586206896551724,0.5920634920634921,0.49461206896551724
20120508,DET,AL,29,SEA,AL,32,6,4,54,SEA03,13455,35,10,3,0,1,6,1,0,0,5,0,8,0,0,1,0,8,4,4,4,1,0,27,9,1,0,1,0,34,8,1,0,0,4,0,0,0,6,1,8,2,0,1,0,9,4,6,6,0,0,27,9,0,0,1,0,verlj001,millk004,valvj001,verlj001,millk004,,0.3448275862068966,0.2962962962962963,0.375,0.35,0.45714285714285713,0.2647058823529412,0.8321428571428571,0.6147058823529412
20120509,DET,AL,30,SEA,AL,33,1,2,51,SEA03,15655,28,5,1,0,0,1,0,1,0,1,0,6,0,0,3,0,2,3,2,2,0,0,24,9,0,0,0,0,26,4,2,0,0,2,1,0,0,2,0,7,1,0,0,0,3,2,1,1,0,0,27,14,0,0,3,0,vargj001,putkl001,leagb001,smyld001,vargj001,,0.19230769230769232,0.17391304347826086,0.2,0.21428571428571427,0.21428571428571427,0.23076923076923078,0.41428571428571426,0.44505494505494503
20120511,SEA,AL,34,NYA,AL,32,2,6,51,NYC21,37226,33,7,0,0,2,2,0,0,0,3,0,4,1,1,0,0,7,3,6,6,0,0,24,11,0,0,1,0,35,14,1,0,2,6,0,0,0,2,0,8,1,0,1,0,7,5,2,2,0,0,27,14,0,0,0,0,kuroh001,hernf002,,hernf002,kuroh001,,0.23333333333333334,0.42424242424242425,0.2777777777777778,0.43243243243243246,0.3939393939393939,0.6,0.6717171717171717,1.0324324324324325
20120512,SEA,AL,35,NYA,AL,33,2,6,51,NYC21,43954,34,8,1,0,1,2,0,0,0,1,0,8,0,0,1,0,6,2,6,6,0,0,24,9,0,0,0,0,32,8,3,0,2,6,0,0,0,0,0,6,1,0,0,0,2,2,2,2,0,0,27,5,0,0,1,0,hughp001,noesh001,logab001,noesh001,hughp001,,0.24242424242424243,0.25,0.2571428571428571,0.25,0.35294117647058826,0.53125,0.6100840336134454,0.78125
20120513,SEA,AL,36,NYA,AL,34,6,2,54,NYC21,41631,34,10,2,0,2,5,0,0,0,5,0,6,0,1,2,0,6,6,2,2,0,0,27,9,0,0,3,0,29,6,2,0,0,2,0,0,0,6,0,9,0,0,3,0,6,3,5,5,1,0,27,10,1,0,2,0,millk004,petta001,,millk004,petta001,,0.3448275862068966,0.2608695652173913,0.38461538461538464,0.34285714285714286,0.5294117647058824,0.27586206896551724,0.914027149321267,0.6187192118226601
20120514,SEA,AL,37,BOS,AL,35,1,6,51,BOS07,37334,34,8,1,0,0,1,0,0,0,0,0,6,0,0,0,0,6,2,6,6,0,0,24,7,0,0,0,0,31,9,3,0,2,6,0,1,0,4,1,4,0,1,0,0,6,1,1,1,0,0,27,11,0,0,1,0,lestj001,vargj001,,vargj001,lestj001,,0.23529411764705882,0.36,0.23529411764705882,0.3611111111111111,0.2647058823529412,0.5806451612903226,0.5,0.9417562724014337
20120515,SEA,AL,38,BOS,AL,36,0,5,51,BOS07,37292,31,4,0,0,0,0,0,0,0,2,0,10,2,0,0,0,6,4,5,5,1,0,24,7,0,0,0,0,33,9,3,0,1,5,0,0,1,3,0,8,1,0,0,0,8,3,0,0,0,0,27,5,0,0,0,0,beckj002,beavb001,,beavb001,beckj002,,0.13793103448275862,0.3103448275862069,0.18181818181818182,0.35135135135135137,0.12903225806451613,0.45454545454545453,0.31085043988269795,0.8058968058968059
20120516,SEA,AL,39,CLE,AL,37,3,9,51,CLE08,12092,31,6,0,0,1,3,0,0,0,2,0,6,1,0,1,0,3,3,7,7,1,0,24,16,2,1,1,0,36,14,5,0,1,6,0,0,1,6,0,7,1,0,1,0,10,4,3,3,1,0,27,12,0,0,2,0,jimeu001,hernf002,,hernf002,jimeu001,,0.20689655172413793,0.4827586206896552,0.24242424242424243,0.4883720930232558,0.2903225806451613,0.6111111111111112,0.5327468230694037,1.099483204134367
20120517,SEA,AL,40,CLE,AL,38,5,6,64,CLE08,12894,42,8,3,0,0,4,0,0,0,7,0,14,2,0,0,0,11,6,6,6,1,0,31,7,0,0,0,0,41,10,2,0,1,6,0,0,1,8,0,10,0,0,0,0,13,7,4,4,0,1,33,7,1,1,0,0,smitj002,leagb001,,noesh001,mcalz001,,0.22857142857142856,0.3125,0.30612244897959184,0.38,0.2619047619047619,0.36585365853658536,0.5680272108843538,0.7458536585365854
20120518,SEA,AL,41,COL,NL,38,4,0,54,DEN02,34887,31,8,1,2,1,4,0,2,1,0,0,10,1,1,1,0,3,1,0,0,0,0,27,13,0,0,0,0,28,2,0,0,0,0,0,0,1,1,0,7,1,0,0,0,3,3,3,3,0,0,27,10,1,0,1,0,millk004,whita001,,millk004,whita001,,0.2857142857142857,0.07692307692307693,0.2647058823529412,0.13333333333333333,0.5161290322580645,0.07142857142857142,0.7808349146110056,0.20476190476190476
20120519,SEA,AL,42,COL,NL,39,10,3,54,DEN02,30784,40,14,2,1,1,9,0,0,0,5,0,9,0,0,1,0,8,3,3,3,1,0,27,10,0,0,1,0,31,5,1,0,1,3,0,0,0,2,0,3,0,0,1,0,3,4,9,9,2,0,27,8,0,1,1,0,vargj001,friec001,,vargj001,friec001,,0.4,0.1724137931034483,0.4222222222222222,0.21212121212121213,0.525,0.2903225806451613,0.9472222222222222,0.5024437927663734
20120520,SEA,AL,43,COL,NL,40,6,4,54,DEN02,36662,34,9,2,1,3,5,1,0,0,2,0,5,2,0,1,0,4,5,4,4,1,0,27,5,0,0,0,0,39,12,3,0,2,4,0,0,1,1,0,13,2,0,0,0,10,4,6,6,0,0,27,9,1,0,1,0,beavb001,guthj001,,beavb001,guthj001,,0.2903225806451613,0.32432432432432434,0.3055555555555556,0.34146341463414637,0.6470588235294118,0.5384615384615384,0.9526143790849674,0.8799249530956847
20120521,TEX,AL,43,SEA,AL,44,1,6,51,SEA03,18672,31,6,1,0,1,1,0,0,0,2,0,8,1,0,2,0,5,4,5,5,0,0,24,7,1,1,0,0,28,5,1,1,0,5,0,1,0,7,0,10,0,0,0,0,6,2,1,1,0,0,27,11,0,0,2,0,hernf002,darvy001,,darvy001,hernf002,,0.20689655172413793,0.25,0.24242424242424243,0.3333333333333333,0.3225806451612903,0.2857142857142857,0.5650048875855327,0.6190476190476191
20120522,TEX,AL,44,SEA,AL,45,3,1,54,SEA03,15604,31,4,1,1,0,3,0,0,0,2,0,8,0,0,0,0,3,3,1,1,0,0,27,10,0,0,1,0,34,8,1,0,0,1,0,0,0,2,0,10,0,0,1,0,8,3,3,3,0,0,27,5,0,0,0,0,harrm001,noesh001,nathj001,harrm001,noesh001,,0.13793103448275862,0.25,0.18181818181818182,0.2777777777777778,0.22580645161290322,0.2647058823529412,0.407624633431085,0.542483660130719
20120523,TEX,AL,45,SEA,AL,46,3,5,51,SEA03,23097,34,6,2,0,1,3,0,0,0,2,0,8,2,0,0,0,6,4,5,5,0,0,24,7,1,0,1,0,26,4,2,0,1,5,0,1,0,6,1,5,1,0,0,0,4,6,3,3,1,0,27,11,1,0,0,0,millk004,felds001,leagb001,felds001,millk004,,0.1875,0.2222222222222222,0.2222222222222222,0.30303030303030304,0.3235294117647059,0.34615384615384615,0.5457516339869282,0.6491841491841492
20120524,ANA,AL,46,SEA,AL,47,3,0,54,SEA03,18048,34,7,0,0,1,3,1,0,0,0,0,9,1,0,0,0,5,1,0,0,0,0,27,5,0,0,0,0,31,4,1,0,0,0,0,0,0,0,0,14,2,0,0,0,4,2,3,3,1,0,27,8,1,0,0,0,hared001,vargj001,,hared001,vargj001,,0.21212121212121213,0.12903225806451613,0.20588235294117646,0.12903225806451613,0.29411764705882354,0.16129032258064516,0.5,0.29032258064516125
20120525,ANA,AL,47,SEA,AL,48,6,4,54,SEA03,23517,33,7,0,0,1,5,0,0,0,5,1,2,2,0,3,0,5,4,4,4,0,0,27,13,0,0,1,0,31,5,2,0,1,4,0,0,0,7,0,5,1,0,1,0,7,3,5,5,0,0,27,13,2,0,3,0,isrij001,leagb001,downs001,sante001,beavb001,,0.25925925925925924,0.20833333333333334,0.3157894736842105,0.3157894736842105,0.30303030303030304,0.3225806451612903,0.6188197767145136,0.6383701188455009
20120526,ANA,AL,48,SEA,AL,49,5,3,54,SEA03,29483,37,12,1,0,2,5,0,0,1,1,0,10,1,1,1,0,7,4,3,3,1,0,27,9,0,0,1,0,33,6,1,0,1,3,0,0,0,5,0,12,2,0,1,0,8,3,5,5,0,0,27,10,0,0,1,0,willj003,hernf002,friee001,willj003,hernf002,,0.34285714285714286,0.21428571428571427,0.358974358974359,0.2894736842105263,0.5135135135135135,0.30303030303030304,0.8724878724878724,0.5925039872408293
20120527,ANA,AL,49,SEA,AL,50,4,2,54,SEA03,24467,31,6,2,0,2,4,0,1,0,2,0,0,2,1,0,0,3,4,2,2,2,0,27,14,2,1,2,0,27,3,1,0,0,1,2,0,0,4,0,9,1,1,1,0,4,2,4,4,0,0,27,13,0,0,0,0,wilsc004,noesh001,downs001,wilsc004,noesh001,,0.21428571428571427,0.14285714285714285,0.23529411764705882,0.22580645161290322,0.45161290322580644,0.14814814814814814,0.6869070208728653,0.3739545997610514
20120528,SEA,AL,51,TEX,AL,49,2,4,51,ARL02,41384,32,7,1,1,0,2,0,0,0,0,0,5,0,0,1,0,3,4,4,4,0,0,24,11,0,0,0,0,30,7,1,0,2,4,0,0,0,3,0,8,1,1,0,0,5,2,2,2,0,0,27,18,1,0,1,0,harrm001,delas001,nathj001,millk004,harrm001,,0.21875,0.25925925925925924,0.21875,0.30303030303030304,0.3125,0.4666666666666667,0.53125,0.7696969696969698
20120529,SEA,AL,52,TEX,AL,50,10,3,54,ARL02,34531,40,14,3,0,1,6,0,1,0,4,1,6,2,0,1,0,8,4,3,3,1,0,27,9,0,0,1,0,33,7,2,0,1,3,0,0,0,4,0,3,1,0,1,0,7,6,6,6,1,0,27,9,2,0,2,0,vargj001,felds001,,vargj001,felds001,,0.4117647058823529,0.2413793103448276,0.4,0.2972972972972973,0.5,0.36363636363636365,0.9,0.6609336609336609
20120530,SEA,AL,53,TEX,AL,51,21,8,54,ARL02,43580,47,20,7,0,4,20,0,1,0,6,0,8,1,0,0,0,6,2,8,8,0,0,27,12,1,0,1,0,38,13,6,1,0,7,0,1,1,1,0,2,0,0,1,0,6,7,19,19,1,0,27,5,1,0,0,0,beavb001,holld003,iwakh001,beavb001,holld003,,0.5,0.37142857142857144,0.48148148148148145,0.36585365853658536,0.8297872340425532,0.5526315789473685,1.3112687155240346,0.9184852374839538
20120601,SEA,AL,54,CHA,AL,52,4,7,51,CHI12,19168,33,8,2,0,1,4,0,0,0,4,0,6,1,0,2,0,6,4,4,4,0,0,24,8,1,0,1,0,31,8,0,0,3,7,0,0,1,6,1,8,1,1,0,0,7,4,4,4,0,0,27,11,0,0,2,0,craij001,kells001,reeda001,hernf002,peavj001,,0.27586206896551724,0.34782608695652173,0.32432432432432434,0.39473684210526316,0.3939393939393939,0.5483870967741935,0.7182637182637183,0.9431239388794567
20120602,SEA,AL,55,CHA,AL,53,10,8,72,CHI12,26200,51,15,3,0,4,9,0,0,0,3,0,11,2,0,0,0,8,7,8,8,0,0,36,11,1,1,1,0,46,11,1,0,4,8,0,0,0,2,0,15,2,0,0,0,4,9,9,9,0,1,36,15,2,0,0,0,wilht001,reeda001,iwakh001,noesh001,floyg001,,0.3125,0.25,0.3333333333333333,0.2708333333333333,0.5882352941176471,0.5217391304347826,0.9215686274509804,0.792572463768116
20120603,SEA,AL,56,CHA,AL,54,2,4,51,CHI12,23062,31,5,1,0,1,2,0,0,0,2,0,8,0,0,1,0,4,4,4,4,1,0,24,10,0,0,1,0,32,9,0,0,0,4,0,0,1,7,1,8,0,0,1,0,12,1,2,2,0,0,27,9,0,0,1,0,salec001,millk004,,millk004,salec001,,0.1724137931034483,0.391304347826087,0.21212121212121213,0.425,0.2903225806451613,0.28125,0.5024437927663734,0.70625
20120604,SEA,AL,57,ANA,AL,56,8,6,54,ANA01,36079,36,10,3,0,1,8,0,0,0,8,1,3,0,1,0,0,9,4,5,5,0,0,27,6,0,1,1,0,37,12,2,0,2,6,0,2,1,4,0,14,0,1,0,0,11,4,8,8,1,0,27,12,0,0,0,0,vargj001,sante001,wilht001,vargj001,sante001,,0.37037037037037035,0.4,0.4090909090909091,0.38636363636363635,0.4444444444444444,0.5405405405405406,0.8535353535353536,0.9269041769041769
20120605,SEA,AL,58,ANA,AL,57,1,6,51,ANA01,35021,32,5,1,0,1,1,0,0,0,3,0,10,0,0,0,0,7,2,6,6,0,0,24,14,0,0,2,0,33,11,2,0,3,6,0,0,0,1,0,3,1,0,2,0,4,3,1,1,1,0,27,8,0,0,0,0,richg002,beavb001,,beavb001,richg002,,0.1724137931034483,0.34375,0.22857142857142856,0.35294117647058826,0.28125,0.6666666666666666,0.5098214285714285,1.0196078431372548
20120606,SEA,AL,59,ANA,AL,58,8,6,54,ANA01,37342,40,12,3,0,1,8,0,0,1,2,0,7,1,0,0,0,8,5,6,6,1,0,27,13,2,0,3,0,32,10,3,0,1,6,1,1,0,6,1,4,0,0,2,0,7,4,6,6,1,0,27,12,1,0,0,0,kells001,willj003,wilht001,noesh001,willj003,,0.32432432432432434,0.43478260869565216,0.3488372093023256,0.41025641025641024,0.45,0.5,0.7988372093023256,0.9102564102564102
20120608,LAN,NL,59,SEA,AL,60,0,1,51,SEA03,22028,26,0,0,0,0,0,1,0,0,3,0,9,0,0,1,0,3,3,1,1,0,0,24,5,0,0,0,0,32,8,0,0,0,1,0,0,0,3,0,9,1,0,0,0,10,6,0,0,0,0,27,9,1,0,1,0,pryos001,elbes001,wilht001,eovan001,millk004,,0.0,0.27586206896551724,0.10344827586206896,0.3142857142857143,0.0,0.25,0.10344827586206896,0.5642857142857143
20120609,LAN,NL,60,SEA,AL,61,8,3,54,SEA03,30287,37,14,2,0,1,8,0,1,0,2,1,5,4,1,3,0,5,3,3,3,0,0,27,4,0,0,0,0,30,4,1,0,1,3,0,0,1,4,0,14,0,1,0,0,5,5,8,8,0,0,27,11,0,0,3,0,kersc001,vargj001,,kersc001,vargj001,,0.42424242424242425,0.16,0.4,0.2571428571428571,0.5135135135135135,0.26666666666666666,0.9135135135135135,0.5238095238095237
20120610,LAN,NL,61,SEA,AL,62,8,2,54,SEA03,34807,35,11,2,0,1,8,0,0,0,5,0,6,0,1,2,0,5,4,2,2,0,0,27,4,0,0,0,0,32,5,1,0,1,2,0,0,0,4,0,10,0,0,0,0,7,5,8,8,1,0,27,10,0,0,2,0,billc001,beavb001,,billc001,beavb001,,0.36666666666666664,0.17857142857142858,0.4,0.25,0.45714285714285713,0.28125,0.8571428571428572,0.53125
