Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Unnamed: 75,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS
20130904,SEA,AL,139,KCA,AL,139,6,4,54,KAN06,13621,36,11,5,0,1,5,0,1,0,4,0,4,0,1,0,0,8,4,4,4,0,0,27,10,0,0,0,0,29,4,1,0,0,4,0,1,0,3,0,3,0,1,0,0,2,8,6,6,2,0,27,13,1,0,0,0,luetl001,crowa001,farqd001,walkt004,sante001,,0.3548387096774194,0.16,0.36585365853658536,0.21212121212121213,0.5277777777777778,0.1724137931034483,0.8936314363143631,0.38453500522466044
20130905,SEA,AL,140,KCA,AL,140,6,7,75,KAN06,14004,48,11,4,0,2,5,1,1,0,3,0,10,0,0,0,0,8,6,7,7,0,0,36,17,0,0,3,0,51,19,4,0,2,7,0,1,0,2,0,12,2,0,3,0,11,8,6,6,0,0,39,12,1,0,0,0,colel001,ruffc001,,saunj001,guthj001,,0.2558139534883721,0.3958333333333333,0.2692307692307692,0.3888888888888889,0.4375,0.5686274509803921,0.7067307692307692,0.957516339869281
20130906,TBA,AL,140,SEA,AL,141,4,6,51,SEA03,14796,37,12,2,0,1,3,0,0,0,6,1,6,0,0,1,0,12,3,4,4,0,0,24,7,1,0,1,0,30,8,2,0,1,6,0,1,0,3,0,8,2,0,1,0,4,5,4,4,1,0,27,14,1,0,1,0,cappc001,peraj002,farqd001,cobba001,iwakh001,,0.4,0.3076923076923077,0.4186046511627907,0.3235294117647059,0.4594594594594595,0.43333333333333335,0.8780641106222502,0.7568627450980392
20130907,TBA,AL,141,SEA,AL,142,2,6,51,SEA03,17773,32,5,0,0,1,2,0,0,0,4,0,6,0,0,1,0,7,5,5,5,0,0,24,9,1,0,0,0,32,11,3,0,2,6,2,0,0,3,0,7,1,1,0,0,7,5,1,1,1,0,27,14,1,0,1,0,paxtj001,archc001,,archc001,paxtj001,,0.17857142857142858,0.4074074074074074,0.25,0.4,0.25,0.625,0.5,1.025
20130908,TBA,AL,142,SEA,AL,143,4,1,54,SEA03,18645,33,10,3,0,0,3,0,0,1,8,1,6,1,1,2,0,11,4,1,1,1,0,27,7,0,0,1,0,30,5,0,0,1,1,1,0,0,5,1,7,0,0,1,0,8,5,4,4,0,0,27,7,1,0,2,0,mcgej001,mediy001,rodnf001,moorm003,ramie004,,0.43478260869565216,0.21739130434782608,0.4523809523809524,0.2857142857142857,0.3939393939393939,0.26666666666666666,0.8463203463203464,0.5523809523809524
20130909,HOU,AL,144,SEA,AL,144,6,4,54,SEA03,9808,35,8,3,0,0,5,0,1,0,4,0,12,2,0,0,0,7,5,3,3,0,0,27,9,1,0,1,0,31,5,1,0,2,3,0,0,0,8,0,5,0,0,1,0,8,7,5,5,0,0,27,10,3,0,0,0,chapk002,farqd001,fielj002,cosaj001,walkt004,,0.26666666666666666,0.21739130434782608,0.3,0.3333333333333333,0.3142857142857143,0.3870967741935484,0.6142857142857143,0.7204301075268817
20130910,HOU,AL,145,SEA,AL,145,13,2,54,SEA03,10245,44,17,8,0,2,13,0,0,1,6,0,12,5,0,0,0,11,3,1,1,0,0,27,5,1,0,0,0,33,5,1,0,0,2,0,0,1,4,0,7,0,0,0,0,9,5,13,13,1,0,27,7,1,0,0,0,lylej001,saunj001,,lylej001,saunj001,,0.4594594594594595,0.17857142857142858,0.47058823529411764,0.2631578947368421,0.7045454545454546,0.18181818181818182,1.1751336898395723,0.4449760765550239
20130911,HOU,AL,146,SEA,AL,146,6,1,54,SEA03,11656,37,11,3,0,0,6,0,0,0,1,0,10,1,1,0,0,5,3,1,1,1,0,27,6,1,0,0,0,33,5,0,0,1,1,0,0,0,3,0,5,1,0,0,0,8,5,6,6,0,0,27,12,0,0,0,0,peacb001,maurb001,zeidj001,peacb001,maurb001,,0.3055555555555556,0.16666666666666666,0.3157894736842105,0.2222222222222222,0.3783783783783784,0.24242424242424243,0.6941678520625889,0.46464646464646464
20130913,SEA,AL,147,SLN,NL,147,1,2,59,STL10,40506,36,10,0,0,1,1,0,0,0,2,0,7,1,2,1,0,7,5,0,0,0,0,29,17,1,1,0,0,33,4,2,0,0,1,0,0,0,5,0,5,1,1,0,0,7,3,1,1,0,0,30,13,0,0,2,0,siegk001,ruffc001,,iwakh001,waina001,,0.29411764705882354,0.14285714285714285,0.3157894736842105,0.23684210526315788,0.3611111111111111,0.18181818181818182,0.6769005847953216,0.41866028708133973
20130914,SEA,AL,148,SLN,NL,148,4,1,54,STL10,41374,31,7,1,0,1,4,2,1,0,5,0,10,0,0,0,0,8,4,1,1,1,0,27,9,0,0,0,0,30,3,1,0,0,0,0,0,0,4,0,6,0,0,0,0,6,5,4,4,1,0,27,9,0,0,0,0,paxtj001,wachm001,farqd001,paxtj001,wachm001,,0.30434782608695654,0.11538461538461539,0.32432432432432434,0.20588235294117646,0.3548387096774194,0.13333333333333333,0.6791630340017437,0.3392156862745098
20130915,SEA,AL,149,SLN,NL,149,2,12,51,STL10,40526,30,5,1,0,0,2,0,1,0,2,0,4,0,1,1,0,4,5,12,12,0,0,24,10,0,0,1,0,42,19,3,0,2,12,0,0,3,0,0,3,0,0,1,0,9,5,1,1,0,0,27,12,1,0,1,0,mills001,ramie004,,ramie004,mills001,,0.18518518518518517,0.48717948717948717,0.21212121212121213,0.4888888888888889,0.2,0.6666666666666666,0.4121212121212121,1.1555555555555554
20130916,SEA,AL,150,DET,AL,150,2,4,51,DET05,34063,34,7,1,0,1,2,0,0,0,3,0,13,0,0,1,0,8,3,4,4,1,0,24,18,1,0,3,0,30,9,1,0,0,3,1,0,0,2,0,3,0,0,3,0,5,4,2,2,1,0,27,7,1,0,1,0,porcr001,saunj001,benoj001,saunj001,porcr001,,0.22580645161290322,0.3333333333333333,0.2702702702702703,0.34375,0.3235294117647059,0.3333333333333333,0.5937996820349762,0.6770833333333333
20130917,SEA,AL,151,DET,AL,151,2,6,51,DET05,39076,33,6,3,1,1,2,0,0,0,5,0,12,0,0,1,0,9,5,6,6,1,0,24,6,1,0,0,0,33,10,0,1,2,6,0,1,2,4,1,10,2,0,0,0,10,5,2,2,0,0,27,9,1,0,1,0,albua001,mediy001,,maurb001,sanca004,,0.21428571428571427,0.4,0.2894736842105263,0.4,0.42424242424242425,0.5454545454545454,0.7137161084529506,0.9454545454545454
20130918,SEA,AL,152,DET,AL,152,8,0,54,DET05,36395,34,8,3,0,2,6,0,0,0,5,2,8,1,0,1,0,4,2,0,0,1,0,27,12,1,0,1,0,31,4,1,0,0,0,0,0,0,3,1,8,0,0,1,0,7,4,7,7,1,0,27,7,1,0,1,0,iwakh001,verlj001,,iwakh001,verlj001,,0.2962962962962963,0.14814814814814814,0.3333333333333333,0.20588235294117646,0.5,0.16129032258064516,0.8333333333333333,0.36717267552182165
20130919,SEA,AL,153,DET,AL,153,4,5,51,DET05,38431,36,9,1,0,1,4,0,0,0,1,0,12,0,0,0,0,6,4,5,5,0,0,24,9,0,0,1,0,32,9,5,0,1,5,0,0,1,5,2,6,0,0,1,0,9,3,4,4,0,0,27,14,0,0,0,0,fistd001,furbc001,benoj001,paxtj001,fistd001,,0.2571428571428571,0.375,0.2702702702702703,0.39473684210526316,0.3611111111111111,0.53125,0.6313813813813813,0.9259868421052632
20130920,SEA,AL,154,ANA,AL,153,2,3,65,ANA01,39469,40,7,2,0,0,2,0,0,0,5,0,12,1,0,0,0,10,6,1,1,0,0,32,19,1,0,3,0,38,10,1,0,0,3,2,0,0,4,2,6,0,0,3,0,9,7,2,2,1,0,33,7,1,0,0,0,rasmc002,lafrb001,,ramie004,shoem001,,0.2,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.225,0.2894736842105263,0.4916666666666667,0.6228070175438596
20130921,SEA,AL,155,ANA,AL,154,5,6,51,ANA01,41001,35,9,1,0,1,4,0,1,0,7,0,11,0,0,0,0,11,2,6,6,1,0,24,7,0,0,0,0,30,6,1,1,1,5,0,0,0,2,0,10,1,0,0,0,2,6,4,4,0,1,27,8,1,0,0,0,willj003,saunj001,friee001,saunj001,willj003,,0.3333333333333333,0.21428571428571427,0.37209302325581395,0.25,0.37142857142857144,0.4,0.7435215946843854,0.65
20130922,SEA,AL,156,ANA,AL,155,3,2,54,ANA01,39099,33,8,2,0,1,3,0,0,0,1,0,10,1,0,2,0,4,6,2,2,2,0,27,4,1,0,0,0,33,5,1,0,1,2,0,0,1,8,0,15,2,0,0,0,13,2,3,3,0,1,27,9,0,0,2,0,pereo002,wilsc004,farqd001,hernf002,wilsc004,,0.25,0.20833333333333334,0.2647058823529412,0.3333333333333333,0.3939393939393939,0.2727272727272727,0.6586452762923352,0.606060606060606
20130923,KCA,AL,156,SEA,AL,157,6,5,72,SEA03,12790,44,11,3,0,0,5,1,0,0,5,2,11,0,0,1,0,8,7,4,4,1,0,36,11,2,0,3,0,40,6,1,0,2,4,0,0,0,11,2,13,0,0,2,0,10,7,5,5,0,0,36,15,2,0,1,0,daviw001,luetl001,hollg001,venty001,maurb001,,0.3055555555555556,0.2222222222222222,0.32653061224489793,0.3333333333333333,0.3181818181818182,0.325,0.6447124304267161,0.6583333333333333
20130924,KCA,AL,157,SEA,AL,158,0,4,51,SEA03,12528,31,5,2,0,0,0,0,0,0,0,0,11,0,0,1,0,4,3,4,4,0,0,24,5,2,0,1,0,32,9,1,0,1,4,0,0,0,4,0,9,1,0,1,0,8,3,0,0,0,0,27,15,0,0,1,0,paxtj001,chenb001,,chenb001,paxtj001,,0.16129032258064516,0.32142857142857145,0.16129032258064516,0.3611111111111111,0.22580645161290322,0.40625,0.3870967741935484,0.7673611111111112
20130925,KCA,AL,158,SEA,AL,159,0,6,51,SEA03,15347,30,5,3,0,0,0,0,0,0,1,0,9,1,0,1,0,4,2,6,6,0,0,24,8,2,0,0,0,32,8,3,0,3,5,0,0,0,4,0,5,0,0,0,0,6,2,0,0,0,0,27,8,0,0,2,0,iwakh001,sante001,,sante001,iwakh001,,0.1724137931034483,0.2857142857142857,0.1935483870967742,0.3333333333333333,0.26666666666666666,0.625,0.46021505376344085,0.9583333333333333
20130927,OAK,AL,160,SEA,AL,160,8,2,54,SEA03,23014,38,11,3,0,2,8,0,0,0,3,0,11,1,0,1,0,6,4,2,2,0,0,27,2,1,0,0,0,32,4,0,0,2,2,0,0,0,2,0,13,0,0,0,0,5,5,7,7,1,0,27,11,1,0,1,0,colob001,hernf002,,colob001,hernf002,,0.3142857142857143,0.13333333333333333,0.34146341463414637,0.17647058823529413,0.5263157894736842,0.3125,0.8677792041078305,0.48897058823529416
20130928,OAK,AL,161,SEA,AL,161,5,7,51,SEA03,17751,36,10,3,0,2,5,0,1,0,5,0,11,2,0,0,0,10,5,7,7,0,0,24,9,0,0,1,0,29,7,1,0,3,7,0,0,0,3,0,5,0,0,1,0,1,6,5,5,1,0,27,8,0,0,0,0,maurb001,parkj001,farqd001,parkj001,maurb001,,0.3333333333333333,0.2692307692307692,0.35714285714285715,0.3125,0.5277777777777778,0.5862068965517241,0.8849206349206349,0.8987068965517241
20130929,OAK,AL,162,SEA,AL,162,9,0,54,SEA03,17081,37,10,5,0,0,9,0,0,0,6,0,9,0,0,0,0,7,6,0,0,0,0,27,8,0,0,0,0,32,5,0,0,0,0,0,0,0,4,0,10,0,0,0,0,9,5,9,9,1,0,27,10,0,0,0,0,grays001,ramie004,,grays001,ramie004,,0.3225806451612903,0.17857142857142858,0.37209302325581395,0.25,0.40540540540540543,0.15625,0.7774984286612194,0.40625
20140331,SEA,AL,1,ANA,AL,1,10,3,54,ANA01,44152,36,11,4,2,1,10,0,1,0,8,1,11,1,1,0,0,8,5,2,2,2,0,27,5,1,0,0,0,34,6,1,0,1,3,0,0,1,1,0,13,1,0,0,0,6,5,9,9,0,0,27,7,1,0,0,0,hernf002,weavj003,,hernf002,weavj003,,0.4230769230769231,0.1875,0.4222222222222222,0.2222222222222222,0.6111111111111112,0.29411764705882354,1.0333333333333334,0.5163398692810457
20140401,SEA,AL,2,ANA,AL,2,8,3,54,ANA01,43567,36,10,3,0,2,8,0,0,0,3,1,12,1,1,0,0,4,4,2,2,0,0,27,14,2,0,2,0,33,8,2,0,1,2,0,0,1,1,0,8,0,0,2,0,5,3,8,8,1,0,27,6,0,0,0,0,ramie004,wilsc004,,ramie004,wilsc004,,0.3125,0.25806451612903225,0.3333333333333333,0.2857142857142857,0.5277777777777778,0.3939393939393939,0.8611111111111112,0.6796536796536796
20140402,SEA,AL,3,ANA,AL,3,8,2,54,ANA01,38007,38,13,2,0,3,8,0,0,0,4,0,9,0,0,2,0,7,3,2,2,1,0,27,11,0,0,1,0,29,3,2,1,0,2,0,1,0,2,0,11,0,0,1,0,3,5,8,8,0,0,27,8,1,0,2,0,paxtj001,santh001,,paxtj001,santh001,,0.38235294117647056,0.11538461538461539,0.40476190476190477,0.15625,0.631578947368421,0.2413793103448276,1.036340852130326,0.3976293103448276
20140403,SEA,AL,4,OAK,AL,4,2,3,69,OAK01,11236,42,6,1,0,0,2,0,0,0,3,0,9,1,0,0,0,7,7,3,3,0,0,33,11,0,0,2,0,36,6,0,2,1,3,0,0,0,10,0,10,2,0,1,0,10,5,1,1,0,0,36,14,2,0,1,0,pomed001,noesh001,,eliar001,chavj001,,0.15384615384615385,0.23076923076923078,0.2,0.34782608695652173,0.16666666666666666,0.3611111111111111,0.3666666666666667,0.7089371980676329
20140405,SEA,AL,5,OAK,AL,5,3,1,54,OAK01,30290,34,7,2,0,2,3,0,0,0,1,1,9,0,0,0,0,5,2,1,1,1,0,27,7,0,0,0,0,33,6,1,1,1,1,0,0,0,1,0,10,0,0,0,0,6,4,3,3,1,0,27,6,0,0,0,0,hernf002,strad003,rodnf001,hernf002,strad003,,0.21875,0.1875,0.22857142857142856,0.20588235294117646,0.4411764705882353,0.36363636363636365,0.6697478991596638,0.5695187165775402
20140406,SEA,AL,6,OAK,AL,6,3,6,51,OAK01,32852,34,8,2,0,0,3,0,0,0,3,0,6,0,0,0,0,7,4,6,6,1,0,24,10,0,0,0,0,30,9,1,0,2,6,0,1,0,4,0,6,1,1,0,0,5,4,1,1,2,0,27,7,1,0,1,0,grays001,ramie004,johnj010,ramie004,grays001,,0.25806451612903225,0.36,0.2972972972972973,0.37142857142857144,0.29411764705882354,0.5333333333333333,0.5914149443561209,0.9047619047619048
20140408,ANA,AL,8,SEA,AL,7,3,5,51,SEA03,45661,30,4,0,0,2,3,0,0,0,4,0,9,0,0,1,0,4,5,5,5,1,0,24,6,1,0,1,0,32,8,2,0,2,5,0,0,1,5,0,9,0,1,1,0,9,5,3,3,1,0,27,10,0,0,1,0,paxtj001,santh001,rodnf001,santh001,paxtj001,,0.15384615384615385,0.3076923076923077,0.23529411764705882,0.3684210526315789,0.3333333333333333,0.5,0.5686274509803921,0.868421052631579
20140409,ANA,AL,9,SEA,AL,8,2,0,54,SEA03,16437,34,7,0,0,1,2,0,0,1,1,0,6,1,0,0,0,7,3,0,0,0,0,27,10,2,0,1,0,29,1,0,0,0,0,0,0,0,4,0,9,0,0,1,0,6,5,2,2,0,0,27,9,0,0,0,0,richg002,eliar001,friee001,richg002,eliar001,,0.21875,0.04,0.25,0.15151515151515152,0.29411764705882354,0.034482758620689655,0.5441176470588236,0.18599791013584116
20140411,OAK,AL,10,SEA,AL,9,4,6,51,SEA03,38968,34,6,2,0,0,3,0,0,1,2,0,14,0,0,0,0,6,3,4,4,0,0,24,4,3,0,0,0,37,11,2,0,2,4,0,0,1,0,0,12,0,0,0,0,8,5,4,4,1,0,27,3,1,0,0,0,hernf002,milot001,rodnf001,milot001,hernf002,,0.1935483870967742,0.3055555555555556,0.24324324324324326,0.3157894736842105,0.23529411764705882,0.5135135135135135,0.4785373608903021,0.829302987197724
20140412,OAK,AL,11,SEA,AL,10,3,1,54,SEA03,22061,31,6,1,0,1,3,0,1,0,5,0,4,1,0,1,0,7,3,1,1,0,0,27,11,1,0,0,0,34,7,1,0,0,1,0,0,0,2,0,11,0,0,0,0,8,3,3,3,0,0,27,9,0,0,1,0,grays001,ramie004,gregl001,grays001,ramie004,,0.24,0.21875,0.2972972972972973,0.25,0.3225806451612903,0.23529411764705882,0.6198779424585876,0.4852941176470588
20140413,OAK,AL,12,SEA,AL,11,3,0,54,SEA03,22628,35,8,0,0,2,3,0,0,0,5,0,5,1,0,0,0,10,5,0,0,0,0,27,7,1,0,0,0,31,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,4,3,3,1,0,27,6,0,0,0,0,oterd001,furbc001,dools001,kazms001,younc003,,0.26666666666666666,0.0967741935483871,0.325,0.0967741935483871,0.4,0.0967741935483871,0.7250000000000001,0.1935483870967742
20140414,SEA,AL,12,TEX,AL,13,7,1,54,ARL02,23081,39,12,1,1,1,6,0,1,1,1,0,7,0,1,0,0,8,3,1,1,0,0,27,13,0,0,4,0,30,7,1,0,0,1,0,0,0,4,0,6,0,0,4,0,6,4,4,4,0,0,27,11,3,0,0,0,eliar001,lewic001,,eliar001,lewic001,,0.3333333333333333,0.2692307692307692,0.3333333333333333,0.3235294117647059,0.46153846153846156,0.26666666666666666,0.7948717948717949,0.5901960784313726
20140415,SEA,AL,13,TEX,AL,14,0,5,51,ARL02,26628,34,7,0,0,0,0,0,0,2,0,0,2,0,0,0,0,9,4,5,5,0,0,24,10,0,0,1,0,31,11,3,0,2,5,1,0,0,2,1,5,0,2,1,0,5,3,0,0,0,0,27,13,0,0,0,0,rossr002,beavb001,,beavb001,rossr002,,0.21875,0.4074074074074074,0.25,0.3939393939393939,0.20588235294117646,0.6451612903225806,0.45588235294117646,1.0391006842619745
20140416,SEA,AL,14,TEX,AL,15,2,3,53,ARL02,27396,34,7,0,1,0,2,0,0,0,2,0,9,2,0,0,0,7,4,1,1,1,0,26,6,1,0,0,0,32,6,1,1,0,2,0,1,0,2,0,12,0,0,0,0,6,3,2,2,0,0,27,8,1,1,0,0,figup001,rodnf001,,hernf002,darvy001,,0.21875,0.20689655172413793,0.25,0.22857142857142856,0.2647058823529412,0.28125,0.5147058823529411,0.5098214285714285
20140417,SEA,AL,15,TEX,AL,16,6,8,51,ARL02,29024,36,10,3,0,2,6,0,0,0,5,0,5,0,0,0,0,8,5,8,8,1,0,24,11,2,0,1,0,34,12,4,0,1,7,2,0,0,5,2,6,3,0,1,0,9,6,6,6,0,0,27,9,0,0,1,0,figup001,beimj001,sorij001,ramie004,schet001,,0.3225806451612903,0.48,0.36585365853658536,0.4358974358974359,0.5277777777777778,0.5588235294117647,0.8936314363143631,0.9947209653092006
20140418,SEA,AL,16,MIA,NL,17,4,8,51,MIA02,21388,38,11,3,1,0,2,0,0,0,2,1,6,0,0,1,0,9,5,7,7,1,0,24,14,2,0,1,0,33,13,2,0,2,8,0,1,1,4,2,4,0,1,1,0,7,4,1,1,0,0,27,11,2,0,1,0,cishs001,mediy001,,younc003,eovan001,,0.3142857142857143,0.52,0.325,0.46153846153846156,0.42105263157894735,0.6363636363636364,0.7460526315789473,1.097902097902098
20140419,SEA,AL,17,MIA,NL,18,0,7,51,MIA02,24003,28,2,1,0,0,0,0,0,0,0,0,4,0,0,1,0,1,3,5,5,1,1,24,9,1,1,1,0,31,10,2,0,1,6,2,0,0,6,1,8,0,0,1,0,8,1,0,0,0,0,27,17,0,0,1,0,alvah001,eliar001,,eliar001,alvah001,,0.07142857142857142,0.45454545454545453,0.07142857142857142,0.43243243243243246,0.10714285714285714,0.4838709677419355,0.17857142857142855,0.916303400174368
20140420,SEA,AL,18,MIA,NL,19,2,3,51,MIA02,20228,29,6,3,0,0,2,1,2,0,3,0,9,0,1,0,0,6,6,3,3,0,0,24,11,0,0,1,0,27,4,1,0,0,3,0,1,0,6,1,6,0,0,1,0,7,6,2,2,0,0,27,7,0,0,0,0,dunnm002,wilht001,cishs001,maurb001,slowk001,,0.2608695652173913,0.21052631578947367,0.2647058823529412,0.29411764705882354,0.3103448275862069,0.18518518518518517,0.5750507099391481,0.4793028322440087
20140421,HOU,AL,20,SEA,AL,19,7,2,54,SEA03,14630,35,9,2,1,2,7,0,1,0,2,0,4,2,0,0,0,4,4,2,2,0,0,27,8,0,0,0,0,34,7,3,0,0,2,0,0,0,1,0,14,0,0,0,0,6,2,3,3,0,0,27,13,2,0,1,0,keucd001,hernf002,,keucd001,hernf002,,0.28125,0.21212121212121213,0.2894736842105263,0.22857142857142856,0.5428571428571428,0.29411764705882354,0.8323308270676691,0.5226890756302521
20140422,HOU,AL,21,SEA,AL,20,5,2,54,SEA03,10466,37,10,0,0,3,5,0,0,0,4,0,11,1,0,0,0,9,4,2,2,0,0,27,5,1,0,1,0,31,5,1,0,1,2,0,0,0,1,0,14,0,1,0,0,3,4,5,5,0,0,27,6,1,0,0,0,mchuc001,ramie004,fielj002,mchuc001,ramie004,,0.30303030303030304,0.16666666666666666,0.34146341463414637,0.1875,0.5135135135135135,0.2903225806451613,0.8549769281476598,0.4778225806451613
20140423,HOU,AL,22,SEA,AL,21,3,5,52,SEA03,13739,31,6,2,0,1,3,1,0,0,7,0,8,0,1,0,0,9,4,5,5,0,0,25,7,0,0,2,0,30,7,0,0,2,5,0,0,0,3,0,7,0,0,2,0,3,3,3,3,0,1,27,4,0,0,0,0,rodnf001,fielj002,,cosaj001,younc003,,0.2608695652173913,0.25925925925925924,0.34210526315789475,0.30303030303030304,0.3548387096774194,0.43333333333333335,0.6969439728353142,0.7363636363636363
20140425,TEX,AL,23,SEA,AL,22,5,6,51,SEA03,31145,31,8,3,0,0,3,1,0,1,6,0,7,1,0,2,0,7,4,6,6,1,0,24,9,0,1,2,0,33,11,3,0,0,5,0,0,4,0,0,7,0,1,1,0,7,4,5,5,2,0,27,13,0,0,3,0,mediy001,cottn001,rodnf001,rossr002,eliar001,,0.34782608695652173,0.3793103448275862,0.39473684210526316,0.40540540540540543,0.3548387096774194,0.42424242424242425,0.7495755517826825,0.8296478296478297
20140426,TEX,AL,24,SEA,AL,23,6,3,54,SEA03,30038,34,11,1,0,0,5,1,2,1,3,0,6,1,0,0,0,8,5,3,3,0,0,27,5,1,0,0,0,32,6,0,0,2,3,0,1,1,4,1,12,1,0,0,0,8,6,6,6,1,0,27,15,0,0,1,0,porea001,furbc001,sorij001,lewic001,hernf002,,0.4074074074074074,0.24,0.375,0.2894736842105263,0.35294117647058826,0.375,0.7279411764705883,0.6644736842105263
20140427,TEX,AL,25,SEA,AL,24,5,6,51,SEA03,26300,35,8,3,0,0,4,0,0,0,3,0,9,1,0,0,0,6,3,6,6,1,0,24,7,0,0,0,0,31,7,2,0,2,5,0,0,1,4,0,8,0,0,0,0,6,6,5,5,1,0,27,9,1,0,0,0,farqd001,ogana001,rodnf001,harrm001,maurb001,,0.25,0.2692307692307692,0.2894736842105263,0.3333333333333333,0.3142857142857143,0.4838709677419355,0.6037593984962406,0.8172043010752688
20140429,SEA,AL,25,NYA,AL,26,6,3,54,NYC21,37484,42,15,2,0,0,6,0,0,2,0,0,12,2,0,0,0,11,4,2,2,0,0,27,5,2,0,1,0,35,8,2,0,1,2,0,0,1,3,0,9,1,0,1,0,9,4,6,6,0,0,27,7,0,0,0,0,younc003,sabac001,,younc003,sabac001,,0.375,0.25806451612903225,0.38636363636363635,0.3076923076923077,0.40476190476190477,0.37142857142857144,0.7911255411255411,0.6791208791208792
20140501,SEA,AL,26,NYA,AL,27,4,2,54,NYC21,43121,34,8,2,0,0,4,0,0,0,1,0,8,0,2,0,0,4,3,2,2,0,0,27,6,0,0,2,0,33,7,0,0,1,2,0,0,0,2,0,12,0,0,2,0,6,4,3,3,0,0,27,9,1,0,1,0,eliar001,kuroh001,rodnf001,eliar001,kuroh001,,0.24242424242424243,0.22580645161290322,0.2571428571428571,0.2571428571428571,0.29411764705882354,0.30303030303030304,0.5512605042016807,0.5601731601731601
20140502,SEA,AL,27,HOU,AL,29,4,5,63,HOU03,15771,38,8,1,0,1,4,0,0,0,4,0,11,1,1,2,0,5,7,4,4,0,0,30,11,2,0,0,0,41,11,1,0,0,4,1,0,1,6,0,15,3,0,0,0,14,5,4,4,0,0,33,11,0,0,2,0,bassa001,furbc001,,hernf002,peacb001,,0.23529411764705882,0.3333333333333333,0.2857142857142857,0.375,0.3157894736842105,0.2926829268292683,0.6015037593984962,0.6676829268292683
20140503,SEA,AL,28,HOU,AL,30,9,8,54,HOU03,15798,35,9,3,1,1,9,0,0,0,5,0,5,0,0,0,1,5,5,7,7,0,0,27,9,1,0,1,0,35,11,2,2,2,7,0,1,2,3,0,5,1,1,1,0,6,5,9,9,0,0,27,15,2,0,0,0,iwakh001,keucd001,rodnf001,iwakh001,keucd001,,0.3,0.3793103448275862,0.35,0.3902439024390244,0.4857142857142857,0.6571428571428571,0.8357142857142856,1.0473867595818815
20140504,SEA,AL,29,HOU,AL,31,8,7,54,HOU03,24996,38,12,4,1,0,8,0,0,1,3,0,7,1,0,1,0,7,4,7,7,0,0,27,7,0,1,0,0,38,11,4,0,2,7,0,0,0,2,0,7,0,0,0,0,6,3,7,7,0,0,27,10,1,0,1,0,maurb001,mchuc001,farqd001,maurb001,mchuc001,,0.35294117647058826,0.3055555555555556,0.38095238095238093,0.325,0.47368421052631576,0.5526315789473685,0.8546365914786966,0.8776315789473685
20140505,SEA,AL,30,OAK,AL,32,4,2,54,OAK01,11019,35,9,1,0,1,4,0,0,1,2,0,5,2,0,0,0,7,6,2,2,0,0,27,13,0,0,2,0,29,4,0,0,1,2,0,0,0,3,0,3,0,0,2,0,3,3,4,4,1,0,27,11,0,0,0,0,younc003,kazms001,rodnf001,younc003,kazms001,,0.28125,0.15384615384615385,0.3157894736842105,0.21875,0.37142857142857144,0.2413793103448276,0.687218045112782,0.4601293103448276
20140506,SEA,AL,31,OAK,AL,33,8,3,54,OAK01,12106,36,11,3,0,0,7,0,1,1,5,2,9,1,0,1,0,8,4,3,3,1,0,27,11,1,0,1,0,34,7,0,0,1,3,0,0,0,5,0,9,0,0,1,0,9,5,8,8,1,0,27,10,1,0,1,0,eliar001,chavj001,,eliar001,chavj001,,0.4074074074074074,0.2413793103448276,0.3953488372093023,0.3076923076923077,0.3888888888888889,0.29411764705882354,0.7842377260981912,0.6018099547511313
