Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID
20160403,SLN,NL,1,PIT,NL,1,1,4,51,PIT08,39500,1,02000101x,32,5,0,0,0,1,0,0,1,5,0,14,0,0,1,0,10,3,4,4,0,0,24,11,0,0,2,0,28,9,2,1,0,4,1,1,1,5,0,5,0,1,1,0,8,4,1,1,0,0,27,8,1,0,1,0,lirif001,waina001,,waina001,lirif001
20160405,SLN,NL,2,PIT,NL,2,5,6,64,PIT08,26049,221000000,2102000001,38,8,2,1,1,4,2,0,2,3,0,13,0,0,2,0,7,7,5,5,0,0,31,13,1,0,1,0,41,12,1,1,0,6,0,1,0,2,0,12,0,0,1,0,7,6,4,4,0,0,33,11,2,0,2,0,lobsk001,manes001,,wachm001,niesj001
20160406,SLN,NL,3,PIT,NL,3,1,5,51,PIT08,14890,1000,10003100x,31,4,1,0,1,1,0,0,0,2,0,10,0,0,0,0,5,4,5,5,0,0,24,12,3,0,2,0,31,9,2,1,0,4,0,0,1,7,1,5,0,1,2,0,10,5,1,1,0,0,27,7,0,0,0,0,nicaj001,leakm001,melam001,leakm001,nicaj001
20160408,PIT,NL,4,CIN,NL,4,6,5,54,CIN09,17194,10010040,201001100,35,8,1,0,1,6,0,0,3,6,0,10,1,0,1,0,11,4,4,4,2,0,27,15,3,0,2,0,30,6,0,0,1,4,1,1,1,6,0,5,3,0,2,0,7,7,5,5,1,0,27,8,3,0,1,0,voger001,hoovj002,melam001,lirif001,simoa001
20160409,PIT,NL,5,CIN,NL,5,1,5,51,CIN09,22799,1000,20001020x,34,10,2,0,0,1,0,0,0,3,0,7,0,0,1,0,9,3,5,5,0,0,24,12,1,0,1,0,30,8,1,0,1,5,0,0,0,4,0,6,0,1,1,0,5,4,1,1,0,0,27,8,1,0,3,0,igler001,coleg001,,coleg001,igler001
20160410,PIT,NL,6,CIN,NL,6,1,2,52,CIN09,27207,10000000,1001,32,9,1,0,1,1,3,0,1,6,0,8,2,0,0,0,14,4,2,2,1,0,25,15,0,0,3,0,30,10,2,1,1,2,1,0,0,2,0,2,0,0,3,0,6,4,1,1,1,0,27,10,0,0,0,0,ohler001,camia001,,lockj001,melvt001
20160411,PIT,NL,7,DET,AL,5,7,4,54,DET05,26271,121120000,10012000,36,17,6,0,0,7,1,2,0,3,0,3,0,2,3,0,8,4,3,3,1,0,27,10,1,0,3,0,32,6,0,0,2,3,0,0,0,2,0,8,0,0,2,0,3,5,7,7,0,0,27,12,0,0,4,0,niesj001,verlj001,melam001,niesj001,verlj001
20160412,PIT,NL,8,DET,AL,6,2,8,51,DET05,26489,2000,22000310x,30,5,1,0,1,2,0,0,0,4,0,6,0,1,2,0,5,3,8,8,1,0,24,6,1,0,1,0,36,14,2,0,2,8,0,0,0,8,0,8,0,1,1,0,12,5,2,2,1,0,27,15,1,0,2,0,sanca004,nicaj001,,nicaj001,sanca004
20160413,DET,AL,7,PIT,NL,9,7,3,54,PIT08,21175,104002,200000010,35,10,2,0,2,7,0,1,0,5,0,9,0,0,0,0,7,4,3,3,0,0,27,10,0,0,2,0,29,4,1,0,0,3,0,0,0,5,0,10,0,0,1,0,4,5,7,7,0,0,27,6,0,0,0,0,grees005,camia001,,grees005,voger001
20160414,DET,AL,8,PIT,NL,10,7,4,54,PIT08,18751,200230,310,32,9,2,0,1,7,0,2,1,3,1,7,1,0,1,0,4,4,4,4,0,0,27,16,2,0,1,0,40,14,3,0,0,4,0,0,0,3,0,4,1,0,1,0,12,4,7,7,0,0,27,12,1,0,1,0,zimmj003,coleg001,rodrf003,zimmj003,coleg001
20160415,MIL,NL,10,PIT,NL,11,8,4,54,PIT08,24280,11102021,400,35,11,2,0,2,7,1,0,0,10,1,8,3,0,2,1,12,4,3,2,0,0,27,12,2,0,0,0,36,8,2,0,1,4,0,0,0,4,0,6,3,0,0,0,9,5,7,7,1,0,27,15,1,0,2,0,nelsj004,lockj001,,nelsj004,lockj001
20160416,MIL,NL,11,PIT,NL,12,0,5,51,PIT08,34957,0,00031001x,28,3,1,0,0,0,0,0,0,5,0,6,0,0,2,0,6,3,5,5,0,0,24,7,0,0,2,0,29,8,2,1,1,5,0,1,1,6,0,8,1,1,1,0,8,3,0,0,1,0,27,15,0,0,2,0,niesj001,jungt001,,jungt001,niesj001
20160417,MIL,NL,12,PIT,NL,13,3,9,51,PIT08,31124,300000,01501002x,32,6,0,0,0,3,0,0,0,4,0,9,0,1,0,0,6,6,8,8,0,0,24,10,1,0,1,0,39,17,3,0,2,8,0,1,0,7,1,2,0,1,1,0,14,4,3,3,0,0,27,11,0,0,0,0,nicaj001,daviz001,,daviz001,nicaj001
20160419,PIT,NL,14,SDN,NL,14,4,5,51,SAN02,19449,101100010,00023000x,37,11,2,0,0,3,0,0,2,2,0,11,3,0,2,0,10,5,5,5,1,0,24,12,0,1,0,0,31,9,1,0,3,5,1,0,0,10,0,9,1,1,0,0,13,6,4,4,0,1,27,10,2,0,2,0,rea-c001,lirif001,rodnf001,lirif001,rea-c001
20160420,PIT,NL,15,SDN,NL,15,2,8,51,SAN02,20681,110,04310000x,35,8,2,0,0,2,0,0,0,5,0,11,0,0,1,0,11,3,8,8,1,0,24,11,0,0,2,0,33,12,1,1,1,8,0,0,1,4,0,6,0,1,2,0,6,3,1,1,0,0,27,6,1,0,1,0,pomed001,lockj001,,lockj001,pomed001
20160421,PIT,NL,16,SDN,NL,16,11,1,54,SAN02,20387,10200800,10,38,11,4,0,0,10,0,0,2,5,1,7,2,0,1,0,7,4,1,1,0,0,27,8,0,0,0,0,31,5,0,0,0,1,1,0,1,0,0,10,1,0,0,0,5,4,9,8,2,0,27,9,0,1,1,0,coleg001,shiej002,,coleg001,shiej002
20160422,PIT,NL,17,ARI,NL,18,8,7,54,PHO01,27829,32000210,11200030,36,13,4,0,3,8,1,0,0,2,0,3,0,0,3,0,4,4,5,5,0,0,27,13,1,0,2,0,41,15,2,1,3,6,0,0,0,2,0,4,2,0,2,0,9,4,7,7,1,0,27,16,1,0,3,0,niesj001,corbp001,melam001,niesj001,corbp001
20160423,PIT,NL,18,ARI,NL,19,1,7,51,PHO01,32935,10000000,01100005x,30,4,1,0,1,1,0,0,2,2,0,7,0,1,0,0,6,4,6,6,0,0,24,11,1,0,0,0,32,7,1,0,2,6,0,0,0,5,0,7,0,0,0,0,6,4,1,1,0,0,27,15,0,1,0,0,delar003,nicaj001,,nicaj001,delar003
20160424,PIT,NL,19,ARI,NL,20,12,10,78,PHO01,27573,35000000022,1.03E+12,55,20,7,1,0,11,1,0,0,8,1,17,0,0,2,0,13,7,10,10,1,0,39,14,0,0,0,0,52,15,3,1,4,10,2,0,0,8,2,17,1,0,0,0,13,8,11,11,0,0,39,15,2,1,2,0,felin001,marse001,camia001,lirif001,ray-r002
20160425,PIT,NL,20,COL,NL,19,6,1,54,DEN02,20674,10410,100,34,9,1,0,1,5,1,0,1,2,0,5,1,0,1,0,5,3,1,1,0,0,27,9,0,0,0,0,35,9,1,1,0,1,1,0,0,3,0,9,1,0,0,0,11,3,6,6,3,0,27,18,0,0,1,0,lockj001,bettc001,schua001,lockj001,bettc001
20160426,PIT,NL,21,COL,NL,20,9,4,54,DEN02,20227,310004001,10111000,39,12,2,0,5,9,0,0,1,5,1,12,1,0,0,0,9,4,2,2,1,0,27,15,1,1,2,0,31,8,0,0,1,4,1,0,0,6,0,4,0,0,2,0,7,5,9,9,1,0,27,9,0,0,0,0,coleg001,delaj001,,coleg001,delaj001
20160427,PIT,NL,22,COL,NL,21,9,8,72,DEN02,21354,13300100001,401210000,49,15,5,0,1,9,0,1,0,4,0,11,1,0,1,0,9,6,8,8,0,0,36,14,0,0,2,0,51,18,4,1,4,8,1,0,0,4,0,11,1,0,2,0,12,7,9,9,1,0,36,13,0,0,1,0,lobsk001,estec001,melam001,niesj001,grayj003
20160429,CIN,NL,23,PIT,NL,23,1,4,51,PIT08,29938,1,00110020x,31,6,3,0,0,1,2,0,0,1,0,9,0,0,0,0,6,3,4,4,0,0,24,13,0,0,2,0,27,7,1,0,2,4,1,0,0,4,0,6,0,1,1,0,4,4,1,1,0,0,27,9,0,0,0,0,nicaj001,strad003,melam001,strad003,nicaj001
20160430,CIN,NL,24,PIT,NL,24,1,5,51,PIT08,34810,10000,10002002x,34,6,1,0,0,1,0,0,1,2,0,9,0,0,0,0,9,4,5,5,1,0,24,8,0,0,0,0,33,10,0,0,2,5,0,1,2,5,1,7,0,0,0,0,12,5,1,1,0,0,27,9,2,0,0,0,lirif001,simoa001,melam001,simoa001,lirif001
20160501,CIN,NL,25,PIT,NL,25,6,5,66,PIT08,28755,301101,1021100,40,8,5,1,0,5,1,0,0,5,2,7,2,1,1,0,7,5,5,5,0,0,33,9,0,0,0,0,41,9,0,1,2,5,0,0,0,5,2,12,1,0,0,0,8,4,5,5,0,0,33,23,4,0,2,0,woodb004,voger001,,adlet001,lockj001
20160502,CHN,NL,24,PIT,NL,26,7,2,54,PIT08,18376,2040100,100010000,37,11,4,0,0,5,0,1,2,5,0,9,3,1,0,0,11,5,2,2,0,0,27,13,0,0,1,0,32,7,1,0,1,2,0,0,1,3,0,9,0,1,1,0,7,4,6,6,1,0,27,4,2,0,0,0,hammj002,coleg001,,hammj002,coleg001
20160503,CHN,NL,25,PIT,NL,27,7,1,54,PIT08,22195,20400001,10,36,11,4,0,0,6,0,1,1,5,0,7,0,0,1,0,9,2,0,0,0,0,27,16,1,0,1,0,30,3,0,0,0,1,0,0,0,3,0,7,0,0,1,0,5,3,7,7,3,0,27,11,0,0,1,0,arrij001,niesj001,,arrij001,niesj001
20160504,CHN,NL,26,PIT,NL,28,6,2,54,PIT08,28782,3010101,200,37,13,2,0,2,6,1,0,0,5,0,4,0,1,0,0,10,4,2,2,0,0,27,8,0,0,0,0,37,11,1,0,1,2,0,0,0,2,0,8,0,0,0,0,10,5,6,6,0,0,27,14,0,0,0,0,lestj001,nicaj001,,lestj001,nicaj001
20160506,PIT,NL,29,SLN,NL,30,4,2,54,STL10,43093,10002010,200,34,8,0,0,2,4,0,0,0,3,0,10,2,0,1,0,6,3,2,2,1,0,27,8,1,0,1,0,33,7,1,0,0,1,0,1,1,2,0,12,0,0,1,0,8,4,4,4,0,0,27,10,0,0,1,0,lirif001,martc006,melam001,lirif001,martc006
20160507,PIT,NL,30,SLN,NL,31,4,6,52,STL10,42338,200000101,201000012,36,11,3,0,0,4,2,1,0,2,0,9,0,0,0,0,10,4,6,6,1,0,25,12,0,0,1,0,33,9,4,0,2,6,0,0,0,4,0,2,0,0,1,0,6,4,3,3,0,0,27,12,1,0,0,0,roset001,schua001,,lockj001,waina001
20160508,PIT,NL,31,SLN,NL,32,10,5,54,STL10,42441,31402,1001300,41,14,4,0,2,10,0,0,0,4,1,8,0,0,0,0,8,7,5,5,2,0,27,12,0,0,2,0,36,10,3,0,1,5,0,0,0,5,0,10,1,0,2,0,9,4,10,10,0,0,27,10,0,0,0,0,coleg001,wachm001,melam001,coleg001,wachm001
20160509,PIT,NL,32,CIN,NL,33,2,3,51,CIN09,12103,2000,10000110x,30,5,1,0,0,2,1,1,0,4,0,5,1,0,0,0,7,2,3,3,0,0,24,12,0,1,3,0,29,9,0,0,3,3,0,0,1,2,0,4,0,1,2,0,5,4,2,2,0,0,27,11,0,0,0,0,ramij002,niesj001,cingt001,niesj001,strad003
