Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win,wonPrev
20160905,ANA,AL,137,OAK,AL,137,10,7,54,OAK01,18149.0,38,14,3,0,1,9,0,2,3,3,0,5,1,0,1,0,9,6,7,7,0,0,27,5,0,0,0,0,38,11,5,0,2,7,0,0,0,7,0,7,0,0,0,0,11,4,8,8,0,1,27,7,2,0,1,0,valdj003,alcar001,baila001,weavj003,alcar001,0.3684210526315789,0.2894736842105263,0.43478260869565216,0.4,0.5263157894736842,0.5789473684210527,0.9610983981693364,0.9789473684210528,1.0,1.0
20160906,ANA,AL,138,OAK,AL,138,2,3,51,OAK01,12298.0,29,5,1,0,0,2,0,1,0,1,0,7,1,0,0,0,2,2,3,3,0,0,24,9,0,0,0,0,27,4,0,0,0,3,1,0,0,3,1,6,0,0,0,0,4,3,2,2,0,0,27,12,1,0,2,0,axfoj001,nolar001,madsr001,nolar001,nealz001,0.1724137931034483,0.14814814814814814,0.1935483870967742,0.23333333333333334,0.20689655172413793,0.14814814814814814,0.40044493882091214,0.3814814814814815,0.0,1.0
20160907,ANA,AL,139,OAK,AL,139,1,4,51,OAK01,11866.0,28,2,0,0,1,1,0,0,0,2,0,7,1,0,1,0,2,5,4,4,0,0,24,8,1,0,0,0,35,10,2,0,1,4,0,0,0,7,0,10,1,0,0,0,14,4,1,1,0,0,27,6,0,0,1,0,cottj001,meyea001,madsr001,meyea001,cottj001,0.07142857142857142,0.2857142857142857,0.13333333333333333,0.40476190476190477,0.17857142857142858,0.42857142857142855,0.3119047619047619,0.8333333333333333,0.0,0.0
20160909,TEX,AL,142,ANA,AL,140,2,1,54,ANA01,42139.0,34,8,2,0,1,2,0,0,0,4,0,9,1,0,1,0,9,3,1,1,1,0,27,11,0,0,0,0,31,4,0,1,0,1,0,0,1,2,0,12,2,0,0,0,6,6,2,2,0,0,27,13,0,0,1,0,bushm001,ramij002,dysos001,darvy001,skagt001,0.23529411764705882,0.12903225806451613,0.3157894736842105,0.20588235294117646,0.38235294117647056,0.1935483870967742,0.6981424148606811,0.39943074003795065,0.0,0.0
20160910,TEX,AL,143,ANA,AL,141,8,5,54,ANA01,39146.0,38,12,1,1,3,7,1,0,2,2,0,8,0,0,0,0,8,5,5,5,1,1,27,15,1,0,0,0,35,9,1,0,1,5,0,1,0,4,0,8,3,0,0,0,8,6,8,8,1,0,27,11,0,0,0,0,schet001,valdj003,dysos001,hamec001,wrigd003,0.3157894736842105,0.2571428571428571,0.38095238095238093,0.325,0.631578947368421,0.37142857142857144,1.012531328320802,0.6964285714285714,0.0,0.0
20160911,TEX,AL,144,ANA,AL,142,2,3,51,ANA01,35052.0,31,5,0,0,2,2,0,0,0,2,0,12,1,1,0,0,4,3,3,3,0,0,24,10,0,0,1,0,30,8,2,0,3,3,0,0,0,2,0,6,0,1,1,0,5,4,2,2,0,0,27,3,0,0,0,0,weavj003,lewic001,baila001,lewic001,weavj003,0.16129032258064516,0.26666666666666666,0.21212121212121213,0.3125,0.3548387096774194,0.6333333333333333,0.5669599217986315,0.9458333333333332,1.0,0.0
20160912,SEA,AL,144,ANA,AL,143,8,1,54,ANA01,29932.0,39,11,3,0,2,6,0,0,1,2,0,4,0,0,0,0,7,5,1,1,0,0,27,9,1,1,2,0,32,6,1,0,0,1,0,0,0,3,0,4,0,0,2,0,7,3,7,7,1,1,27,12,1,0,0,0,miraa002,nolar001,,miraa002,nolar001,0.28205128205128205,0.1875,0.3333333333333333,0.2571428571428571,0.5128205128205128,0.21875,0.8461538461538459,0.4758928571428571,0.0,1.0
20160913,SEA,AL,145,ANA,AL,144,8,0,54,ANA01,32139.0,36,10,2,0,3,8,0,1,0,3,0,5,1,0,1,0,5,1,0,0,0,0,27,13,1,0,1,0,30,3,0,0,0,0,0,0,0,0,0,11,0,0,1,0,3,5,4,4,0,0,27,10,1,0,1,0,walkt004,meyea001,,walkt004,meyea001,0.2777777777777778,0.1,0.325,0.1,0.5833333333333334,0.1,0.9083333333333334,0.2,0.0,0.0
20160914,SEA,AL,146,ANA,AL,145,2,1,54,ANA01,33501.0,33,6,0,0,2,2,0,0,1,0,0,7,1,0,0,0,5,4,1,1,1,0,27,12,0,0,1,0,29,5,0,0,0,0,2,0,0,3,0,4,0,0,1,0,6,5,2,2,0,0,27,11,0,0,0,0,iwakh001,valdj003,diaze006,iwakh001,chacj001,0.18181818181818182,0.1724137931034483,0.20588235294117646,0.25,0.36363636363636365,0.1724137931034483,0.5695187165775402,0.4224137931034483,0.0,0.0
20160915,TOR,AL,146,ANA,AL,146,7,2,54,ANA01,37559.0,33,10,3,0,1,7,0,1,0,6,0,8,0,1,2,0,6,4,1,1,0,0,27,11,1,0,0,0,34,6,0,0,1,2,0,0,0,3,0,5,0,0,0,0,8,6,7,7,2,0,27,12,1,0,3,0,happj001,wrigd003,,happj001,wrigd003,0.30303030303030304,0.17647058823529413,0.4,0.24324324324324326,0.48484848484848486,0.2647058823529412,0.8848484848484849,0.5079491255961844,0.0,0.0
20160916,TOR,AL,147,ANA,AL,147,5,0,54,ANA01,42159.0,33,10,1,0,2,5,0,1,0,7,0,5,0,0,2,0,9,5,0,0,1,0,27,4,0,0,0,0,35,8,1,0,0,0,0,0,0,5,0,10,1,0,0,0,13,5,5,5,0,0,27,12,0,0,2,0,dickr001,weavj003,osunr001,dickr001,weavj003,0.30303030303030304,0.22857142857142856,0.4146341463414634,0.325,0.5151515151515151,0.2571428571428571,0.9297856614929784,0.5821428571428571,0.0,0.0
20160917,TOR,AL,148,ANA,AL,148,1,6,51,ANA01,39195.0,35,10,1,0,0,1,0,1,1,3,0,9,2,0,1,0,12,3,2,2,1,0,24,14,3,0,3,0,32,8,1,0,1,6,0,0,0,2,0,4,3,0,3,0,4,7,1,1,0,0,27,7,0,0,1,0,nolar001,lirif001,,lirif001,nolar001,0.2857142857142857,0.25,0.35,0.29411764705882354,0.3142857142857143,0.375,0.6642857142857143,0.6691176470588236,1.0,0.0
20160918,TOR,AL,149,ANA,AL,149,0,4,51,ANA01,36270.0,29,4,2,0,0,0,0,0,0,5,0,12,0,0,2,0,7,6,4,4,0,0,24,10,1,0,0,0,32,10,1,0,0,4,1,1,0,4,0,6,2,0,0,1,11,5,0,0,0,0,27,13,0,0,2,0,meyea001,strom001,,strom001,meyea001,0.13793103448275862,0.3125,0.2647058823529412,0.3783783783783784,0.20689655172413793,0.34375,0.4716024340770792,0.7221283783783784,1.0,1.0
20160919,ANA,AL,150,TEX,AL,151,2,3,51,ARL02,29068.0,33,5,2,1,0,2,0,0,1,0,0,2,0,0,0,0,5,6,3,3,0,0,24,6,0,0,2,0,34,12,1,0,2,3,0,0,0,4,1,6,1,1,1,0,11,3,2,2,0,0,27,15,1,0,0,0,dysos001,alvaj003,,chacj001,perem004,0.15151515151515152,0.35294117647058826,0.17647058823529413,0.42105263157894735,0.2727272727272727,0.5588235294117647,0.4491978609625669,0.9798761609907121,0.0,1.0
20160920,ANA,AL,151,TEX,AL,152,4,5,51,ARL02,26520.0,33,8,2,0,0,4,0,0,1,8,1,4,1,1,1,0,11,5,5,5,0,0,24,11,0,0,1,0,34,12,3,0,1,4,0,0,3,1,1,2,1,0,1,0,9,7,3,3,0,0,27,12,1,0,2,0,martn002,wrigd003,dysos001,wrigd003,grifa002,0.24242424242424243,0.35294117647058826,0.40476190476190477,0.42105263157894735,0.30303030303030304,0.5294117647058824,0.7077922077922079,0.9504643962848296,0.0,0.0
20160921,ANA,AL,152,TEX,AL,153,5,4,54,ARL02,35609.0,34,8,1,0,1,5,0,0,0,4,0,6,0,1,0,0,6,4,4,4,0,1,27,7,0,0,1,0,34,8,1,1,1,4,0,0,1,2,0,7,1,0,1,0,6,5,4,4,0,0,27,11,2,0,0,0,weavj003,holld003,baila001,weavj003,holld003,0.23529411764705882,0.23529411764705882,0.3157894736842105,0.2972972972972973,0.35294117647058826,0.4117647058823529,0.6687306501547987,0.7090620031796502,1.0,0.0
20160922,ANA,AL,153,HOU,AL,153,2,0,54,HOU03,20022.0,31,5,1,0,1,2,0,0,0,3,0,12,1,0,0,0,5,3,0,0,0,0,27,11,1,0,3,0,31,8,1,0,0,0,0,0,0,1,0,6,1,1,3,0,5,3,2,2,0,0,27,12,1,0,0,0,nolar001,fierm001,baila001,nolar001,fierm001,0.16129032258064516,0.25806451612903225,0.23529411764705882,0.28125,0.2903225806451613,0.2903225806451613,0.5256166982922201,0.5715725806451613,1.0,1.0
20160923,ANA,AL,154,HOU,AL,154,10,6,54,HOU03,29429.0,38,12,5,0,1,10,0,0,0,7,1,9,1,1,0,0,8,7,4,4,1,0,27,13,2,1,2,0,32,8,1,0,0,4,0,1,0,5,0,5,0,0,2,0,5,6,10,10,2,0,27,12,0,0,0,0,ege-c001,gilek001,,meyea001,fistd001,0.3157894736842105,0.25,0.4222222222222222,0.34210526315789475,0.5263157894736842,0.28125,0.9485380116959063,0.6233552631578947,1.0,1.0
20160924,ANA,AL,155,HOU,AL,155,10,4,54,HOU03,27565.0,38,12,5,0,0,9,0,1,0,4,1,12,0,0,1,0,6,5,2,2,1,0,27,12,1,0,1,0,34,8,1,1,0,3,0,1,0,4,1,8,0,0,1,0,8,6,9,9,1,0,27,8,2,0,1,0,valdj003,gregl001,,chacj001,peacb001,0.3157894736842105,0.23529411764705882,0.37209302325581395,0.3076923076923077,0.4473684210526316,0.3235294117647059,0.8194614443084456,0.6312217194570136,1.0,1.0
20160925,ANA,AL,156,HOU,AL,156,1,4,51,HOU03,32958.0,32,7,4,0,0,1,0,0,0,2,0,6,1,0,1,0,6,2,4,4,1,0,24,12,0,0,4,0,28,9,0,0,3,4,0,0,0,2,0,5,0,0,2,0,2,3,1,1,0,0,27,11,0,0,1,0,musgj001,wrigd003,gilek001,wrigd003,musgj001,0.21875,0.32142857142857145,0.2647058823529412,0.36666666666666664,0.34375,0.6428571428571429,0.6084558823529411,1.0095238095238095,0.0,1.0
20160926,OAK,AL,156,ANA,AL,157,1,2,51,ANA01,29934.0,30,4,1,0,1,1,0,0,0,2,0,4,1,0,1,0,4,2,2,2,0,0,24,16,0,0,1,0,29,6,1,0,1,2,0,0,1,2,1,4,0,0,1,0,6,5,1,1,0,0,27,13,0,0,1,0,ramij002,dullr001,baila001,manas001,weavj003,0.13333333333333333,0.20689655172413793,0.1875,0.28125,0.26666666666666666,0.3448275862068966,0.4541666666666666,0.6260775862068966,1.0,0.0
20160927,OAK,AL,157,ANA,AL,158,1,8,51,ANA01,27531.0,30,6,1,0,0,1,0,0,0,3,0,4,0,1,3,0,5,3,8,8,0,0,24,17,1,0,1,0,34,12,5,1,1,8,0,0,0,1,0,3,0,1,1,0,3,2,0,0,0,0,27,11,1,0,3,0,nolar001,mengd001,,mengd001,nolar001,0.2,0.35294117647058826,0.2727272727272727,0.37142857142857144,0.23333333333333334,0.6470588235294118,0.5060606060606061,1.0184873949579831,1.0,1.0
20160928,OAK,AL,158,ANA,AL,159,6,8,51,ANA01,32524.0,36,9,3,1,2,6,0,0,0,2,0,10,0,0,0,0,5,5,7,7,0,0,24,10,2,0,0,0,36,10,5,0,1,7,0,0,1,4,0,6,2,0,0,0,9,7,6,6,1,0,27,4,0,1,0,0,achta001,detwr001,ramij002,grays001,meyea001,0.25,0.2777777777777778,0.2894736842105263,0.36585365853658536,0.5555555555555556,0.5,0.8450292397660819,0.8658536585365854,1.0,1.0
20160930,HOU,AL,160,ANA,AL,160,1,7,51,ANA01,30112.0,33,8,1,0,0,1,0,0,1,1,0,10,0,0,2,0,7,3,5,5,1,0,24,10,1,0,0,0,30,6,1,0,1,6,0,0,0,4,0,7,2,1,0,0,3,3,1,1,0,0,27,9,0,0,2,0,wrigd003,peacb001,,peacb001,wrigd003,0.24242424242424243,0.2,0.2857142857142857,0.29411764705882354,0.2727272727272727,0.3333333333333333,0.5584415584415584,0.6274509803921569,1.0,1.0
20161001,HOU,AL,161,ANA,AL,161,3,0,54,ANA01,32487.0,36,10,3,0,0,3,0,0,0,5,0,5,3,0,0,0,11,3,0,0,0,0,27,10,0,0,0,0,31,4,2,0,0,0,0,0,1,2,0,6,0,0,0,0,7,7,3,3,0,0,27,7,1,0,0,0,mchuc001,skagt001,gilek001,mchuc001,skagt001,0.2777777777777778,0.12903225806451613,0.36585365853658536,0.20588235294117646,0.3611111111111111,0.1935483870967742,0.7269647696476964,0.39943074003795065,0.0,1.0
20161002,HOU,AL,162,ANA,AL,162,1,8,51,ANA01,28083.0,32,7,1,0,0,1,0,1,0,1,0,8,0,0,1,0,6,5,8,8,0,0,24,5,0,1,0,0,32,9,3,0,1,8,0,1,0,6,0,5,2,0,0,0,7,3,1,1,0,0,27,12,0,0,1,0,chacj001,rodgb001,,rodgb001,chacj001,0.21875,0.28125,0.23529411764705882,0.38461538461538464,0.25,0.46875,0.4852941176470588,0.8533653846153846,1.0,0.0
20170403,ANA,AL,1,OAK,AL,1,2,4,51,OAK01,36067.0,32,7,1,0,1,2,0,0,0,4,1,11,0,0,2,0,7,4,4,4,0,1,24,8,0,0,1,0,32,9,0,0,3,4,0,0,0,5,1,6,0,0,1,0,9,5,2,2,1,0,27,9,0,0,2,0,gravk001,nolar001,garcj002,nolar001,gravk001,0.21875,0.28125,0.3055555555555556,0.3783783783783784,0.34375,0.5625,0.6493055555555556,0.9408783783783784,0.0,1.0
20170404,ANA,AL,2,OAK,AL,2,7,6,54,OAK01,11225.0,34,9,0,1,1,7,0,0,1,2,0,7,0,0,2,0,3,5,6,6,1,0,27,9,1,0,0,0,34,9,2,1,2,5,0,0,0,3,0,9,0,1,0,0,4,4,7,7,0,0,27,16,0,0,2,0,baila001,dullr001,bedrc001,shoem001,manas001,0.2647058823529412,0.2647058823529412,0.32432432432432434,0.32432432432432434,0.4117647058823529,0.5588235294117647,0.7360890302066773,0.8831478537360891,1.0,0.0
20170405,ANA,AL,3,OAK,AL,3,5,0,54,OAK01,13405.0,37,13,3,0,0,5,0,0,1,2,0,5,0,1,1,0,8,4,0,0,1,0,27,11,0,0,0,0,33,6,1,0,0,0,0,0,0,1,0,7,0,0,0,0,7,3,5,5,1,0,27,9,0,0,2,0,ramij002,cottj001,,richg002,cottj001,0.35135135135135137,0.18181818181818182,0.4,0.20588235294117646,0.43243243243243246,0.21212121212121213,0.8324324324324325,0.41800356506238856,1.0,1.0
20170406,ANA,AL,4,OAK,AL,4,1,5,51,OAK01,13292.0,32,5,0,0,0,1,0,0,0,3,0,7,0,0,0,0,7,3,5,5,1,0,24,5,1,0,0,0,28,5,1,0,1,4,0,1,0,4,0,11,1,0,0,0,4,4,0,0,0,0,27,9,2,0,0,0,triga001,skagt001,,skagt001,triga001,0.15625,0.17857142857142858,0.22857142857142856,0.2727272727272727,0.15625,0.32142857142857145,0.3848214285714285,0.5941558441558441,0.0,1.0
20170407,SEA,AL,5,ANA,AL,5,1,5,51,ANA01,43911.0,33,5,0,0,0,1,0,0,1,1,0,10,1,0,0,0,7,3,5,5,0,0,24,8,1,0,2,0,33,11,1,0,2,5,0,1,0,2,1,8,1,0,1,0,7,5,1,1,0,0,27,5,1,0,0,0,chavj001,gally001,,gally001,chavj001,0.15151515151515152,0.3333333333333333,0.2,0.3611111111111111,0.15151515151515152,0.5454545454545454,0.3515151515151516,0.9065656565656566,1.0,0.0
20170408,SEA,AL,6,ANA,AL,6,4,5,51,ANA01,42668.0,33,8,2,0,1,4,0,1,0,1,0,8,0,0,0,0,4,3,5,5,1,0,24,9,1,0,1,0,35,13,2,0,2,5,0,0,0,1,0,7,0,0,1,0,7,3,4,4,0,0,27,9,0,0,1,0,ramij002,scrie001,bedrc001,hernf002,nolar001,0.24242424242424243,0.37142857142857144,0.2571428571428571,0.3888888888888889,0.3939393939393939,0.6,0.651082251082251,0.9888888888888888,1.0,1.0
20170409,SEA,AL,7,ANA,AL,7,9,10,53,ANA01,37175.0,33,7,2,0,2,8,0,1,2,2,0,5,1,1,0,1,3,6,10,10,2,0,26,14,0,0,2,0,34,11,2,0,2,10,0,0,0,7,0,5,0,0,2,0,5,4,7,7,0,1,27,9,2,0,0,0,baila001,diaze006,,iwakh001,shoem001,0.21212121212121213,0.3235294117647059,0.2894736842105263,0.43902439024390244,0.45454545454545453,0.5588235294117647,0.7440191387559809,0.9978479196556672,1.0,1.0
20170411,TEX,AL,7,ANA,AL,8,5,6,58,ANA01,34044.0,39,10,1,0,2,5,0,0,1,2,0,9,0,1,1,0,7,4,6,6,0,0,28,12,2,0,2,0,39,12,4,0,2,6,0,0,1,5,0,7,0,1,2,0,11,4,5,5,0,0,30,9,1,0,1,0,bedrc001,jeffj001,,hamec001,skagt001,0.2564102564102564,0.3076923076923077,0.30952380952380953,0.4,0.4358974358974359,0.5641025641025641,0.7454212454212454,0.9641025641025641,1.0,1.0
20170412,TEX,AL,8,ANA,AL,9,8,3,54,ANA01,34599.0,37,11,0,2,3,8,0,0,0,5,1,8,0,0,1,0,7,4,3,3,0,0,27,8,1,0,0,0,32,6,3,0,1,3,0,2,0,1,0,7,0,0,0,0,5,5,8,8,0,0,27,10,0,0,1,0,grifa002,chavj001,leclj001,grifa002,chavj001,0.2972972972972973,0.1875,0.38095238095238093,0.2,0.6486486486486487,0.375,1.0296010296010296,0.575,0.0,1.0
20170413,TEX,AL,9,ANA,AL,10,8,3,54,ANA01,30255.0,37,11,2,0,2,8,0,0,0,3,0,7,2,1,1,1,6,2,3,3,1,0,27,10,0,0,1,0,33,7,0,0,1,3,0,0,0,3,0,11,2,0,1,0,6,2,8,8,2,0,27,7,3,0,1,0,darvy001,nolar001,,darvy001,nolar001,0.2972972972972973,0.21212121212121213,0.35,0.2777777777777778,0.5135135135135135,0.30303030303030304,0.8635135135135135,0.5808080808080809,0.0,0.0
20170414,ANA,AL,11,KCA,AL,10,1,7,51,KAN06,26838.0,30,4,0,0,0,1,0,0,1,3,0,6,0,0,0,0,6,3,7,7,1,0,24,9,0,0,1,0,29,8,1,0,2,5,1,1,0,3,0,4,0,0,1,0,3,2,1,1,0,0,27,11,0,0,0,0,duffd001,ramij002,,ramij002,duffd001,0.13333333333333333,0.27586206896551724,0.23529411764705882,0.3333333333333333,0.13333333333333333,0.5172413793103449,0.3686274509803922,0.8505747126436782,0.0,0.0
20170415,ANA,AL,12,KCA,AL,11,2,3,51,KAN06,24162.0,33,6,0,0,0,2,0,0,0,5,2,8,1,0,0,0,9,4,3,3,0,0,24,5,0,0,1,0,29,6,0,0,2,3,0,0,0,2,0,10,0,0,1,0,4,4,2,2,1,0,27,10,0,0,0,0,sorij001,alvaj003,herrk001,shoem001,karnn001,0.18181818181818182,0.20689655172413793,0.2894736842105263,0.25806451612903225,0.18181818181818182,0.41379310344827586,0.4712918660287082,0.671857619577308,0.0,0.0
20170416,ANA,AL,13,KCA,AL,12,0,1,52,KAN06,27950.0,28,2,1,0,0,0,0,0,0,2,0,11,0,0,1,0,3,4,1,1,2,0,25,6,0,0,0,0,31,6,0,0,0,1,0,0,0,3,0,11,1,0,0,0,8,2,0,0,0,0,27,8,0,0,1,0,herrk001,parkb001,,skagt001,kenni001,0.07142857142857142,0.1935483870967742,0.13333333333333333,0.2647058823529412,0.10714285714285714,0.1935483870967742,0.24047619047619045,0.4582542694497154,0.0,0.0
20170417,ANA,AL,14,HOU,AL,13,0,3,51,HOU03,23501.0,32,5,0,0,0,0,0,0,1,2,0,10,1,0,1,1,9,2,2,2,0,0,24,11,1,0,1,0,29,9,2,0,0,3,0,1,0,2,0,5,0,1,1,0,5,4,0,0,0,0,27,8,3,0,1,0,mortc002,chavj001,gilek001,chavj001,mortc002,0.15625,0.3103448275862069,0.22857142857142856,0.34375,0.15625,0.3793103448275862,0.3848214285714285,0.7230603448275862,0.0,0.0
20170418,ANA,AL,15,HOU,AL,14,5,2,54,HOU03,21760.0,35,9,1,0,2,5,0,0,0,3,0,11,0,0,1,0,6,4,2,2,0,0,27,13,0,0,2,0,35,11,1,0,2,2,0,0,0,1,0,7,0,0,2,0,7,4,5,5,0,0,27,6,0,0,1,0,nolar001,musgj001,bedrc001,nolar001,musgj001,0.2571428571428571,0.3142857142857143,0.3157894736842105,0.3333333333333333,0.45714285714285713,0.5142857142857142,0.7729323308270677,0.8476190476190475,1.0,0.0
20170419,ANA,AL,16,HOU,AL,15,1,5,51,HOU03,24028.0,32,8,3,0,0,1,0,0,0,1,0,7,0,0,3,0,5,5,5,5,0,0,24,7,0,0,2,0,29,9,2,1,1,5,1,0,1,2,0,9,1,0,2,0,4,3,1,1,0,0,27,13,0,0,3,0,keucd001,ramij002,,ramij002,keucd001,0.25,0.3103448275862069,0.2727272727272727,0.375,0.34375,0.5517241379310345,0.6164772727272727,0.9267241379310344,0.0,1.0
20170420,ANA,AL,17,HOU,AL,16,1,2,51,HOU03,23173.0,31,6,0,0,1,1,0,0,1,3,0,12,2,1,1,0,7,2,2,2,1,0,24,7,0,0,0,0,27,3,1,0,2,2,0,0,0,2,0,8,0,0,0,0,3,2,1,1,0,0,27,13,0,0,1,0,mccul002,shoem001,devec001,shoem001,mccul002,0.1935483870967742,0.1111111111111111,0.2857142857142857,0.1724137931034483,0.2903225806451613,0.37037037037037035,0.5760368663594471,0.5427841634738186,0.0,0.0
20170421,TOR,AL,16,ANA,AL,18,8,7,78,ANA01,40176.0,50,12,1,0,1,6,1,0,1,7,0,15,1,1,0,0,12,7,5,5,1,0,39,12,2,1,1,0,51,11,2,0,1,7,0,0,3,5,0,10,0,0,1,0,13,8,7,7,2,0,39,15,2,0,0,0,teper001,chavj001,biagj001,latom001,meyea001,0.24,0.21568627450980393,0.3448275862068966,0.3220338983050847,0.32,0.3137254901960784,0.6648275862068966,0.6357593885011632,0.0,0.0
20170422,TOR,AL,17,ANA,AL,19,4,5,51,ANA01,41345.0,33,10,1,0,2,4,0,0,0,2,0,6,0,0,4,0,4,2,4,4,0,0,24,16,1,0,2,0,32,9,2,0,1,5,0,0,0,3,1,4,1,0,2,0,6,3,4,4,0,0,27,12,0,0,4,0,skagt001,lawrc001,norrb001,lawrc001,skagt001,0.30303030303030304,0.28125,0.34285714285714286,0.34285714285714286,0.5151515151515151,0.4375,0.858008658008658,0.7803571428571429,1.0,0.0
20170423,TOR,AL,18,ANA,AL,20,6,2,54,ANA01,35034.0,33,9,1,1,3,6,0,0,0,4,0,10,0,1,0,0,4,1,1,1,0,0,27,12,1,0,3,0,31,7,1,0,0,1,0,0,1,1,0,5,1,0,3,0,4,5,6,6,0,0,27,12,1,0,0,0,strom001,guerd001,,strom001,wrigd003,0.2727272727272727,0.22580645161290322,0.35135135135135137,0.2727272727272727,0.6363636363636364,0.25806451612903225,0.9877149877149878,0.530791788856305,0.0,1.0
20170424,TOR,AL,19,ANA,AL,21,1,2,51,ANA01,25304.0,30,7,0,0,1,1,0,0,0,5,0,8,0,2,2,0,7,4,2,2,0,0,24,14,0,0,2,0,27,5,1,1,0,2,1,0,1,4,1,5,1,0,2,0,7,4,1,1,0,0,27,8,0,0,2,0,chavj001,lirif001,norrb001,lirif001,chavj001,0.23333333333333334,0.18518518518518517,0.34285714285714286,0.3125,0.3333333333333333,0.2962962962962963,0.6761904761904762,0.6087962962962963,1.0,0.0
20170425,OAK,AL,20,ANA,AL,22,1,2,65,ANA01,30124.0,35,5,0,0,1,1,1,0,0,3,0,11,0,1,1,0,5,4,2,2,0,0,32,16,0,0,0,0,35,5,0,0,1,2,1,0,0,2,0,8,1,1,0,0,4,5,1,1,0,0,33,5,0,0,1,0,pounb001,madsr001,,hahnj001,ramij002,0.14285714285714285,0.14285714285714285,0.21052631578947367,0.1891891891891892,0.22857142857142856,0.22857142857142856,0.4390977443609022,0.4177606177606178,1.0,1.0
20170426,OAK,AL,21,ANA,AL,23,5,8,51,ANA01,30248.0,37,11,2,0,2,5,0,0,0,3,0,13,0,0,1,0,8,5,6,6,1,0,24,9,1,1,0,0,39,14,3,0,0,7,0,0,1,2,0,8,1,0,0,0,10,4,5,5,0,0,27,7,2,0,1,0,shoem001,manas001,norrb001,manas001,shoem001,0.2972972972972973,0.358974358974359,0.35,0.40476190476190477,0.5135135135135135,0.4358974358974359,0.8635135135135135,0.8406593406593407,1.0,1.0
20170427,OAK,AL,22,ANA,AL,24,1,2,51,ANA01,37603.0,31,3,1,0,0,1,0,0,0,3,0,8,0,0,0,0,6,3,2,2,0,0,24,8,0,0,2,0,29,7,3,0,0,2,0,0,0,0,0,4,0,0,1,0,3,5,1,1,0,0,27,11,1,0,0,0,nolar001,gravk001,norrb001,gravk001,nolar001,0.0967741935483871,0.2413793103448276,0.17647058823529413,0.2413793103448276,0.12903225806451613,0.3448275862068966,0.3055028462998103,0.5862068965517242,1.0,1.0
20170428,ANA,AL,25,TEX,AL,23,6,3,54,ARL02,28968.0,37,10,0,0,3,6,0,0,0,3,1,7,0,0,0,0,7,5,3,3,0,0,27,10,1,0,0,0,32,7,2,0,0,3,0,1,0,0,0,11,0,0,0,0,3,4,6,6,0,0,27,8,2,0,0,0,guerd001,jeffj001,alvaj003,skagt001,martn002,0.2702702702702703,0.21875,0.325,0.21212121212121213,0.5135135135135135,0.28125,0.8385135135135136,0.4933712121212122,1.0,1.0
20170429,ANA,AL,26,TEX,AL,24,3,6,51,ARL02,44597.0,32,6,1,0,0,3,0,2,0,4,0,13,1,0,0,0,8,3,6,6,0,0,24,6,1,0,1,0,33,10,2,1,2,6,0,0,0,3,0,5,0,0,1,0,6,4,2,2,1,0,27,4,3,0,0,0,darvy001,chavj001,,chavj001,darvy001,0.1875,0.30303030303030304,0.2631578947368421,0.3611111111111111,0.21875,0.6060606060606061,0.4819078947368421,0.9671717171717172,0.0,1.0
20170430,ANA,AL,27,TEX,AL,25,5,2,54,ARL02,39804.0,36,10,2,0,2,5,0,0,0,6,1,2,0,0,1,0,10,4,2,2,0,0,27,7,1,0,0,0,31,5,0,0,1,1,0,0,0,4,0,15,4,0,0,0,6,3,5,5,0,0,27,13,1,0,2,0,ramij002,perem004,norrb001,ramij002,perem004,0.2777777777777778,0.16129032258064516,0.38095238095238093,0.2571428571428571,0.5,0.25806451612903225,0.8809523809523809,0.5152073732718894,1.0,0.0
