Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20180330","WAS","NL",1,"CIN","NL",1,2,0,54,"CIN09",43878,"100000001","000000000",32,6,1,0,0,2,0,1,0,4,0,6,1,0,0,0,8,4,0,0,0,0,27,6,0,0,0,0,34,7,1,0,0,0,0,0,0,2,0,14,1,0,0,0,9,5,2,2,0,0,27,9,0,0,0,0,"schem001","Max Scherzer","bailh001","Homer Bailey","dools001","Sean Doolittle","schem001","Max Scherzer","bailh001","Homer Bailey",
"20180331","WAS","NL",2,"CIN","NL",2,13,7,54,"CIN09",27341,"301110124","000102022",38,14,2,0,4,13,0,2,1,4,1,8,0,1,0,0,5,5,5,5,0,0,27,8,1,0,0,0,39,12,1,0,3,7,0,1,0,2,0,11,0,0,0,0,8,5,13,13,0,0,27,8,0,0,0,0,"stras001","Stephen Strasburg","castl003","Luis Castillo","","(none)","stras001","Stephen Strasburg","castl003","Luis Castillo",
"20180401","WAS","NL",3,"CIN","NL",3,6,5,54,"CIN09",10355,"200001201","000001022",34,8,0,0,4,6,0,0,1,6,1,6,2,0,1,0,8,5,5,5,0,0,27,5,0,0,2,0,32,7,3,0,1,4,0,0,2,3,0,8,0,0,2,0,5,4,6,6,0,0,27,14,0,0,1,0,"gonzg003","Gio Gonzalez","romas001","Sal Romano","dools001","Sean Doolittle","gonzg003","Gio Gonzalez","romas001","Sal Romano",
"20180402","CHN","NL",5,"CIN","NL",4,0,1,51,"CIN09",18963,"000000000","00010000x",27,2,0,1,0,0,0,0,1,5,0,11,0,1,1,0,6,3,1,1,1,0,24,9,1,0,1,0,28,5,1,1,0,1,1,0,0,6,0,7,0,0,1,0,10,4,0,0,0,0,27,8,0,0,1,0,"mahlt001","Tyler Mahle","chatt001","Tyler Chatwood","igler001","Raisel Iglesias","chatt001","Tyler Chatwood","mahlt001","Tyler Mahle",
"20180405","CIN","NL",5,"PIT","NL",6,2,5,51,"PIT08",9227,"010000010","00104000x",31,5,0,0,1,1,0,0,0,5,0,7,0,0,1,0,7,4,4,4,0,0,24,11,1,0,0,0,33,9,3,1,1,4,0,1,0,4,1,4,0,0,0,0,9,5,2,2,2,0,27,9,0,0,1,0,"braus002","Steven Brault","bailh001","Homer Bailey","rivef001","Felipe Vazquez","bailh001","Homer Bailey","braus002","Steven Brault",
"20180406","CIN","NL",6,"PIT","NL",7,3,14,51,"PIT08",11115,"002000001","02200640x",37,13,1,0,0,3,0,0,0,3,0,6,0,0,2,0,10,4,13,13,0,0,24,13,1,0,1,0,38,15,6,1,0,13,0,0,1,6,0,5,2,0,0,0,7,4,3,3,1,0,27,12,1,0,3,0,"willt002","Trevor Williams","castl003","Luis Castillo","","(none)","castl003","Luis Castillo","willt002","Trevor Williams",
"20180407","CIN","NL",7,"PIT","NL",8,7,4,54,"PIT08",14336,"001012030","220000000",34,11,2,0,1,7,2,1,1,5,0,10,1,0,1,0,9,4,4,4,0,0,27,10,1,0,0,0,33,8,1,0,0,4,1,1,0,1,0,5,0,1,0,0,5,5,7,7,1,0,27,7,0,0,1,0,"peraw002","Wandy Peralta","kontg001","George Kontos","igler001","Raisel Iglesias","romas001","Sal Romano","kuhlc001","Chad Kuhl",
"20180408","CIN","NL",8,"PIT","NL",9,0,5,51,"PIT08",11251,"000000000","01004000x",27,1,0,0,0,0,0,0,1,2,0,7,0,0,1,0,3,3,5,5,0,0,24,13,0,0,1,0,33,11,2,0,2,5,0,0,0,2,0,4,0,0,0,0,6,1,0,0,0,0,27,10,0,0,1,0,"tailj001","Jameson Taillon","mahlt001","Tyler Mahle","","(none)","mahlt001","Tyler Mahle","tailj001","Jameson Taillon",
"20180409","CIN","NL",9,"PHI","NL",9,5,6,51,"PHI13",18127,"102101000","21200001x",36,11,1,0,1,5,0,0,0,5,1,11,3,0,1,0,9,5,4,4,2,0,24,7,1,0,0,0,30,6,1,0,3,6,0,1,0,4,0,6,0,0,0,0,5,5,5,5,1,0,27,11,0,0,1,0,"garcl005","Luis Garcia","quack001","Kevin Quackenbush","nerih001","Hector Neris","reedc002","Cody Reed","liveb001","Ben Lively",
"20180410","CIN","NL",10,"PHI","NL",10,1,6,51,"PHI13",20895,"000010000","00000114x",29,3,0,0,0,1,0,0,0,3,0,8,2,0,1,0,4,3,6,6,0,0,24,7,1,0,0,0,30,6,3,0,1,6,1,0,1,2,1,11,1,0,0,0,4,2,1,1,0,0,27,10,0,0,1,0,"nolaa001","Aaron Nola","hughj001","Jared Hughes","","(none)","bailh001","Homer Bailey","nolaa001","Aaron Nola",
"20180411","CIN","NL",11,"PHI","NL",11,3,4,71,"PHI13",19099,"000200001000","020010000001",44,11,2,0,0,3,2,0,0,1,0,13,1,1,0,0,8,7,3,3,0,1,35,15,1,0,0,0,39,6,0,0,2,4,1,1,0,6,2,12,0,1,0,0,8,7,3,3,0,0,36,14,1,0,0,0,"riosy001","Yacksel Rios","brica001","Austin Brice","","(none)","castl003","Luis Castillo","piven001","Nick Pivetta",
"20180412","SLN","NL",13,"CIN","NL",12,13,4,54,"CIN09",11128,"201011701","202000000",39,13,2,0,4,13,0,1,1,11,0,8,0,0,1,0,12,3,3,3,0,0,27,8,1,0,0,0,34,7,2,0,0,3,0,0,0,4,0,9,1,0,0,0,7,7,13,13,0,0,27,9,2,0,1,0,"wachm001","Michael Wacha","brica001","Austin Brice","mayem001","Mike Mayers","wachm001","Michael Wacha","romas001","Sal Romano",
