teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win,wonPrev,WHIP,KPercent,BBPercent,FIP,BABIP,ERA,HAllowed,defensiveSO
LAN,NL,5,0,37,12,4,0,0,5,2,5,10,6,11,11,2,0.32432432432432434,0.375,0.4324324324324325,0.8074324324324325,0.0,,1.75,0.07317073170731707,0.0975609756097561,9.454,0.25,12.38,10,3
LAN,NL,3,0,34,5,2,0,1,3,9,3,12,6,3,3,1,0.14705882352941174,0.32558139534883723,0.29411764705882354,0.6196990424076607,0.0,0.0,1.978021978021978,0.15555555555555556,0.2,5.936142857142857,0.2962962962962963,7.27,9,7
LAN,NL,10,0,38,16,5,1,1,10,2,4,6,5,2,2,2,0.42105263157894735,0.42857142857142855,0.6842105263157895,1.112781954887218,1.0,0.0,1.4444444444444444,0.225,0.125,2.7456666666666667,0.3076923076923077,5.47,8,9
LAN,NL,7,0,35,8,5,0,0,5,5,5,7,3,2,2,2,0.2285714285714285,0.325,0.3714285714285713,0.6964285714285714,1.0,1.0,1.1111111111111112,0.2631578947368421,0.07894736842105263,1.8567777777777776,0.2916666666666667,4.58,7,10
LAN,NL,6,0,36,12,3,0,1,6,4,10,9,5,7,7,0,0.3333333333333333,0.3902439024390244,0.5,0.8902439024390244,0.0,1.0,1.7283950617283952,0.225,0.1,4.313567901234569,0.36,5.15,10,9
LAN,NL,5,0,35,11,0,1,0,3,2,9,8,3,5,5,1,0.3142857142857143,0.34210526315789475,0.3714285714285713,0.7135338345864661,0.0,0.0,1.25,0.3611111111111111,0.1388888888888889,3.329,0.2352941176470588,5.23,5,13
LAN,NL,9,1,31,10,3,0,4,9,7,4,7,5,5,5,0,0.3225806451612903,0.45,0.8064516129032258,1.2564516129032255,1.0,0.0,1.6666666666666667,0.2380952380952381,0.16666666666666666,4.967888888888889,0.3043478260869565,5.19,8,10
LAN,NL,7,1,48,19,4,0,1,6,3,9,13,8,9,9,0,0.3958333333333333,0.4150943396226415,0.5416666666666666,0.9567610062893082,0.0,1.0,2.090909090909091,0.16666666666666666,0.16666666666666666,6.260818181818182,0.35294117647058826,5.53,14,9
LAN,NL,6,1,41,13,1,0,1,5,6,8,14,5,4,4,2,0.3170731707317073,0.40425531914893614,0.4146341463414634,0.8188894654903995,1.0,0.0,1.4,0.18181818181818185,0.045454545454545456,3.379,0.3548387096774194,5.29,12,8
LAN,NL,10,1,34,12,0,0,3,9,8,4,8,3,8,8,0,0.35294117647058826,0.4761904761904762,0.6176470588235294,1.0938375350140055,1.0,1.0,1.2222222222222223,0.2631578947368421,0.07894736842105263,5.0790000000000015,0.2727272727272727,5.56,8,10
LAN,NL,0,1,35,8,1,0,0,0,2,8,10,5,7,7,2,0.2285714285714285,0.2702702702702703,0.2571428571428571,0.5274131274131274,0.0,1.0,2.0,0.15217391304347827,0.13043478260869565,3.8567777777777774,0.3870967741935484,5.69,12,7
LAN,NL,2,1,28,5,0,0,1,2,1,4,3,5,1,1,0,0.17857142857142858,0.206896551724138,0.2857142857142857,0.4926108374384236,1.0,0.0,1.0,0.2777777777777778,0.1388888888888889,4.301222222222221,0.17647058823529413,5.3,4,10
LAN,NL,9,0,39,13,3,1,1,9,5,10,8,4,8,8,2,0.3333333333333333,0.4090909090909091,0.5384615384615384,0.9475524475524476,0.0,1.0,1.75,0.08108108108108109,0.08108108108108109,6.7040000000000015,0.32142857142857145,5.55,11,3
LAN,NL,14,0,43,18,2,1,2,14,6,5,10,5,3,3,2,0.4186046511627907,0.5,0.6511627906976745,1.1511627906976745,1.0,0.0,1.4444444444444444,0.125,0.1,6.190111111111111,0.2413793103448276,5.37,9,5
LAN,NL,5,0,35,9,0,0,2,5,2,8,5,5,6,6,2,0.2571428571428571,0.2972972972972973,0.42857142857142855,0.7258687258687259,0.0,1.0,1.875,0.24390243902439024,0.07317073170731707,3.329,0.4230769230769231,5.45,12,10
LAN,NL,1,0,33,5,2,0,0,1,2,5,8,2,4,4,1,0.15151515151515152,0.2222222222222222,0.21212121212121213,0.4343434343434344,0.0,0.0,1.5,0.08823529411764706,0.17647058823529413,7.8290000000000015,0.17391304347826084,5.4,6,3
LAN,NL,4,0,47,11,0,1,2,4,2,8,6,7,2,2,2,0.2340425531914893,0.2653061224489796,0.40425531914893614,0.6695614415979158,1.0,0.0,1.3076923076923077,0.19298245614035087,0.05263157894736842,2.309769230769231,0.3333333333333333,5.06,14,11
LAN,NL,0,0,33,7,2,0,0,0,1,9,7,2,1,1,0,0.21212121212121213,0.2352941176470588,0.2727272727272727,0.5080213903743316,0.0,1.0,0.875,0.2333333333333333,0.1,2.454,0.21052631578947367,4.87,4,7
LAN,NL,0,0,31,5,1,1,0,0,5,10,9,5,4,4,0,0.16129032258064516,0.2777777777777778,0.25806451612903225,0.53584229390681,0.0,0.0,1.625,0.1388888888888889,0.1388888888888889,5.3290000000000015,0.28,4.85,8,5
LAN,NL,5,0,33,7,2,0,0,5,6,7,8,5,6,6,1,0.21212121212121213,0.325,0.2727272727272727,0.5977272727272727,0.0,0.0,2.125,0.125,0.15,4.0790000000000015,0.3928571428571429,4.94,11,5
LAN,NL,3,0,31,5,2,0,1,2,4,13,6,2,7,7,0,0.16129032258064516,0.2571428571428571,0.3225806451612903,0.5797235023041474,0.0,0.0,1.625,0.13513513513513514,0.08108108108108109,3.329,0.3703703703703704,5.06,10,5
