teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win,wonPrev,WHIP,KPercent,BBPercent,FIP,BABIP,ERA,HAllowed,defensiveSO
KCA,AL,4,1,35,9,0,0,1,4,2,8,7,6,7,7,1,0.2571428571428571,0.2972972972972973,0.3428571428571429,0.6401544401544401,0.0,,1.5555555555555556,0.2195121951219512,0.04878048780487805,1.745666666666667,0.4,7.0,12,9
KCA,AL,3,1,33,7,1,0,1,2,5,3,8,5,2,2,0,0.21212121212121213,0.35,0.3333333333333333,0.6833333333333333,1.0,0.0,1.181818181818182,0.13953488372093026,0.04651162790697674,3.715363636363637,0.30303030303030304,4.05,11,6
KCA,AL,3,1,34,11,1,0,0,3,3,5,8,4,7,7,1,0.3235294117647059,0.3684210526315789,0.35294117647058826,0.7213622291021672,0.0,1.0,1.7777777777777777,0.13953488372093026,0.09302325581395347,6.301222222222222,0.3333333333333333,4.97,12,6
KCA,AL,4,1,30,8,3,0,2,4,2,7,5,6,3,3,1,0.26666666666666666,0.3125,0.5666666666666667,0.8791666666666667,1.0,0.0,1.4444444444444444,0.21052631578947367,0.10526315789473684,4.0790000000000015,0.3333333333333333,4.5,9,8
KCA,AL,3,1,34,9,4,0,0,2,1,4,5,4,8,8,0,0.2647058823529412,0.2857142857142857,0.38235294117647056,0.6680672268907563,0.0,1.0,1.3333333333333333,0.15,0.0,9.634555555555558,0.25925925925925924,5.17,12,6
KCA,AL,6,1,35,10,1,0,2,5,3,2,6,5,8,8,1,0.2857142857142857,0.34210526315789475,0.4857142857142857,0.8278195488721805,0.0,0.0,2.0,0.16279069767441862,0.13953488372093026,4.967888888888889,0.3793103448275862,5.62,12,7
KCA,AL,10,0,41,15,4,0,1,9,5,6,9,4,4,4,1,0.36585365853658536,0.43478260869565216,0.5365853658536586,0.9713679745493108,1.0,0.0,1.3333333333333333,0.15,0.1,5.190111111111111,0.25925925925925924,5.4,8,6
KCA,AL,5,0,41,13,1,0,2,5,3,5,12,5,6,6,0,0.3170731707317073,0.3636363636363637,0.4878048780487805,0.8514412416851441,0.0,1.0,1.875,0.10256410256410256,0.15384615384615385,4.3290000000000015,0.32142857142857145,5.55,9,4
KCA,AL,7,0,39,17,1,0,1,6,3,3,11,3,3,3,0,0.4358974358974359,0.4545454545454545,0.5384615384615384,0.9930069930069928,1.0,0.0,1.4444444444444444,0.20512820512820512,0.15384615384615385,5.0790000000000015,0.2608695652173913,5.27,7,8
KCA,AL,3,0,35,9,0,1,1,3,0,7,6,5,8,8,1,0.2571428571428571,0.2777777777777778,0.4,0.6777777777777778,0.0,1.0,2.5,0.1590909090909091,0.20454545454545456,5.0790000000000015,0.4074074074074074,5.6,11,7
KCA,AL,5,0,32,9,3,0,2,5,3,5,5,3,6,6,0,0.28125,0.3428571428571429,0.5625,0.9053571428571427,0.0,0.0,1.75,0.05555555555555555,0.1388888888888889,7.7040000000000015,0.25925925925925924,5.69,9,2
KCA,AL,10,0,41,16,3,0,2,10,1,9,6,4,3,3,2,0.3902439024390244,0.4047619047619048,0.6097560975609756,1.0145180023228804,1.0,0.0,1.7777777777777777,0.16279069767441862,0.18604651162790686,4.190111111111111,0.2857142857142857,5.47,8,7
KCA,AL,1,0,30,5,1,0,0,1,2,9,4,4,8,8,1,0.16666666666666666,0.21875,0.2,0.41875,0.0,1.0,2.125,0.18604651162790686,0.13953488372093026,8.204,0.32,5.71,11,8
KCA,AL,3,0,35,11,1,0,0,3,3,6,9,3,4,4,0,0.3142857142857143,0.35897435897435903,0.3428571428571429,0.7018315018315018,0.0,0.0,1.25,0.1875,0.0625,3.9539999999999997,0.3043478260869565,5.63,8,6
KCA,AL,4,0,35,8,1,0,2,4,1,7,2,5,3,3,1,0.2285714285714285,0.25,0.42857142857142855,0.6785714285714286,1.0,0.0,0.5,0.3333333333333333,0.027777777777777776,2.5789999999999997,0.15,5.41,4,12
