team_game_num,team_homeORaway,opp_ID,game_result,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GIDP,SB,CS,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,LOB,batters_number,opposing_starter_throws,opposing_starter,team_game_num,team_homeORaway,opp_ID,game_result,IP,H,R,ER,UER,BB,SO,HR,HBP,earned_run_avg,batters_faced,pitches,strikes_total,inherited_runners,inherited_score,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GIDP,pitchers_number,umpire_hp,pitchers_number_desc
162,1,CLE,"W,8-2",37,8,14,3,0,1,8,2,0,8,0,0,0,0,1,5,0,.265,.342,.454,.796,7,18,R,M.Clevinger(33),162,1,CLE,"W,8-2",9.0,6,2,2,0,4,8,1,0,4.27,36,131,76,0,0,0,0,32,1,0,0,0,0,0,1,3,Cory Blaser,"J.Ross (4-66-W), A.Barrett (16), E.Fedde (4)"
