Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Unnamed: 75,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win
20100417,HOU,NL,11,CHN,NL,11,4,3,54,CHI11,40471,33,6,0,0,1,4,1,0,0,1,0,3,0,0,0,0,4,4,3,3,1,0,27,8,2,0,0,0,38,9,4,0,0,3,0,0,0,0,0,9,0,0,0,0,8,5,4,4,0,0,27,13,1,0,0,0,oswar001,gorzt001,lindm001,oswar001,gorzt001,,0.1935483870967742,0.23684210526315788,0.20588235294117646,0.23684210526315788,0.2727272727272727,0.34210526315789475,0.47860962566844917,0.5789473684210527,1.0
20100418,HOU,NL,12,CHN,NL,12,3,2,60,CHI11,39506,35,8,2,0,0,3,1,1,0,3,1,10,1,1,0,0,7,4,2,2,0,0,30,15,1,0,2,0,34,7,1,0,0,2,2,0,0,3,0,7,0,0,1,0,7,3,3,3,0,0,30,10,0,0,0,0,byrdt001,marss002,lindm001,rodrw002,dempr002,,0.27586206896551724,0.2413793103448276,0.28205128205128205,0.2702702702702703,0.2857142857142857,0.23529411764705882,0.5677655677655677,0.505564387917329,1.0
20100420,FLO,NL,14,HOU,NL,13,5,7,51,HOU03,24135,35,10,1,0,1,5,1,0,0,0,0,3,1,0,1,0,4,2,7,7,0,0,24,9,1,0,0,0,31,9,3,0,1,7,3,0,0,3,0,2,2,0,0,0,6,3,5,5,1,0,27,14,1,0,1,0,lyonb003,woodt003,lindm001,volsc001,myerb001,,0.29411764705882354,0.36,0.2857142857142857,0.35294117647058826,0.4,0.4838709677419355,0.6857142857142857,0.8368121442125238,1.0
20100421,FLO,NL,15,HOU,NL,14,4,5,51,HOU03,22607,30,5,0,1,0,3,1,0,0,2,0,9,0,0,2,0,2,3,4,4,1,0,24,14,1,0,0,0,29,8,1,1,1,5,1,0,0,3,0,6,1,2,0,0,4,4,3,3,0,0,27,6,1,0,2,0,lopew001,badeb001,lindm001,johnj009,norrb001,,0.18518518518518517,0.32,0.21875,0.34375,0.23333333333333334,0.4827586206896552,0.45208333333333334,0.8265086206896552,1.0
20100422,FLO,NL,16,HOU,NL,15,5,1,54,HOU03,21802,32,6,2,0,0,3,0,0,1,3,0,8,0,1,0,0,4,4,1,1,1,0,27,14,0,0,1,0,34,9,0,0,0,1,1,0,1,0,0,5,1,0,1,0,8,3,2,2,1,0,27,15,2,0,0,0,sanca004,paulf001,,sanca004,paulf001,,0.21428571428571427,0.28125,0.2777777777777778,0.2857142857142857,0.25,0.2647058823529412,0.5277777777777778,0.5504201680672269,0.0
20100423,PIT,NL,16,HOU,NL,16,3,4,51,HOU03,30018,32,4,0,0,2,3,0,0,0,1,0,5,0,0,0,0,3,2,2,2,0,0,24,14,1,0,1,0,29,6,3,0,0,4,0,0,0,2,0,4,0,0,1,0,3,3,2,2,0,0,27,8,1,0,0,0,oswar001,mahop002,lindm001,mahop002,oswar001,,0.12903225806451613,0.2222222222222222,0.15151515151515152,0.25806451612903225,0.3125,0.3103448275862069,0.4640151515151515,0.5684093437152391,1.0
20100424,PIT,NL,17,HOU,NL,17,2,5,51,HOU03,30562,34,7,0,0,1,2,0,0,0,2,0,10,1,0,0,0,7,6,5,5,1,0,24,11,1,0,2,0,34,13,3,0,1,5,1,0,0,2,0,5,0,0,2,0,8,3,1,1,0,0,27,8,1,0,0,0,rodrw002,jakuc001,lindm001,jakuc001,rodrw002,,0.21875,0.41935483870967744,0.25,0.4166666666666667,0.29411764705882354,0.5588235294117647,0.5441176470588236,0.9754901960784315,1.0
20100425,PIT,NL,18,HOU,NL,18,3,10,51,HOU03,27210,38,14,1,0,0,3,0,0,0,1,0,8,1,1,1,0,9,4,9,9,1,0,24,8,1,0,1,0,33,10,2,1,1,9,0,0,1,8,0,7,6,0,1,0,8,4,3,3,0,0,27,14,0,0,2,0,myerb001,mortc002,,mortc002,myerb001,,0.3783783783783784,0.4166666666666667,0.38461538461538464,0.4523809523809524,0.39473684210526316,0.5151515151515151,0.7793522267206479,0.9675324675324675,1.0
20100427,CIN,NL,20,HOU,NL,19,6,2,54,HOU03,22467,33,9,0,0,0,5,1,1,1,6,0,8,1,0,0,0,9,4,2,2,0,0,27,9,1,0,1,0,33,9,2,0,0,2,0,1,1,1,0,11,1,2,0,0,7,5,6,6,0,1,27,9,0,0,0,0,haraa001,norrb001,,haraa001,norrb001,,0.375,0.3,0.3902439024390244,0.3055555555555556,0.2727272727272727,0.3333333333333333,0.6629711751662971,0.6388888888888888,0.0
20100428,CIN,NL,21,HOU,NL,20,6,4,54,HOU03,21035,35,8,3,1,0,3,0,0,0,5,0,5,1,0,0,0,7,4,4,4,0,0,27,12,0,0,2,0,33,8,1,0,1,4,0,0,0,4,0,8,0,0,2,0,6,4,2,2,0,0,27,9,1,0,0,0,leakm001,paulf001,,leakm001,paulf001,,0.26666666666666666,0.27586206896551724,0.325,0.32432432432432434,0.37142857142857144,0.36363636363636365,0.6964285714285714,0.687960687960688,0.0
20100429,CIN,NL,22,HOU,NL,21,4,2,54,HOU03,21493,34,10,1,1,2,3,0,0,0,6,1,9,3,0,3,0,9,4,2,2,0,0,27,11,0,0,2,0,32,7,2,0,1,2,0,0,0,3,0,7,0,0,2,0,6,4,4,4,0,0,27,12,0,0,3,0,arrob001,oswar001,cordf002,arrob001,oswar001,,0.37037037037037035,0.2413793103448276,0.4,0.2857142857142857,0.5588235294117647,0.375,0.9588235294117647,0.6607142857142857,0.0
20100430,HOU,NL,22,ATL,NL,23,2,4,51,ATL02,30082,29,4,0,0,0,2,0,0,1,1,0,7,0,0,2,0,2,3,3,3,0,0,24,11,2,0,1,0,29,6,0,0,2,3,0,0,0,5,0,7,1,2,1,0,6,2,2,2,0,0,27,10,1,0,2,0,hanst001,myerb001,wagnb001,myerb001,hanst001,,0.14814814814814814,0.25,0.1935483870967742,0.3235294117647059,0.13793103448275862,0.41379310344827586,0.3314794215795328,0.7373225152129818,0.0
20100501,HOU,NL,23,ATL,NL,24,1,10,51,ATL02,27035,31,6,0,0,0,1,0,0,0,4,0,4,1,2,0,0,7,4,7,7,0,0,24,11,2,0,2,0,37,15,2,0,1,10,0,0,1,5,0,5,1,1,2,0,9,4,1,1,0,0,27,15,0,0,0,0,hudst001,rodrw002,,rodrw002,hudst001,,0.2222222222222222,0.4838709677419355,0.2857142857142857,0.4883720930232558,0.1935483870967742,0.5405405405405406,0.4792626728110599,1.0289126335637964,0.0
20100502,HOU,NL,24,ATL,NL,25,1,7,51,ATL02,25665,36,9,2,0,0,1,0,0,0,1,0,7,0,0,1,0,9,4,7,7,1,0,24,5,0,0,1,0,30,9,2,0,0,7,0,1,1,4,0,8,0,0,1,0,5,4,1,1,0,0,27,11,1,0,1,0,lowed001,norrb001,,norrb001,lowed001,,0.2571428571428571,0.375,0.2702702702702703,0.3888888888888889,0.3055555555555556,0.36666666666666664,0.5758258258258259,0.7555555555555555,0.0
20100503,ARI,NL,26,HOU,NL,25,9,1,54,HOU03,20370,38,12,2,0,1,9,0,0,1,6,2,10,0,1,0,0,9,4,1,1,0,0,27,9,0,0,1,0,34,8,3,0,0,1,0,0,1,3,0,6,1,0,1,0,10,4,9,9,0,0,27,8,0,0,0,0,valdc003,paulf001,,valdc003,paulf001,,0.41379310344827586,0.26666666666666666,0.4222222222222222,0.3157894736842105,0.4473684210526316,0.3235294117647059,0.8695906432748538,0.6393188854489165,0.0
20100504,ARI,NL,27,HOU,NL,26,1,0,54,HOU03,22661,31,5,1,0,1,1,0,0,0,3,1,8,2,0,0,0,6,3,0,0,0,0,27,12,0,0,0,0,32,8,1,0,0,0,2,0,0,2,1,6,0,1,0,0,9,3,1,1,0,0,27,9,0,0,0,0,kenni001,oswar001,qualc001,kenni001,oswar001,,0.18518518518518517,0.2962962962962963,0.23529411764705882,0.29411764705882354,0.2903225806451613,0.28125,0.5256166982922201,0.5753676470588236,0.0
20100505,ARI,NL,28,HOU,NL,27,2,4,51,HOU03,21030,33,8,4,1,0,2,1,0,0,3,1,6,0,0,1,0,8,3,4,4,0,0,24,11,1,0,1,0,28,4,0,0,2,4,0,0,0,2,0,5,0,0,1,0,2,3,2,2,0,0,27,12,0,0,1,0,lindm001,gutij002,,loper001,myerb001,,0.2857142857142857,0.15384615384615385,0.3055555555555556,0.2,0.42424242424242425,0.35714285714285715,0.7297979797979799,0.5571428571428572,1.0
20100506,ARI,NL,29,HOU,NL,28,6,3,54,HOU03,21019,36,13,2,1,1,6,0,1,1,2,0,8,1,0,1,0,7,1,2,2,0,0,27,15,1,0,2,0,33,7,2,0,0,2,0,0,0,1,0,9,0,0,2,0,4,5,6,6,0,0,27,11,0,1,2,0,hared001,rodrw002,,hared001,rodrw002,,0.40625,0.21875,0.4,0.23529411764705882,0.5555555555555556,0.2727272727272727,0.9555555555555556,0.5080213903743316,0.0
20100507,SDN,NL,29,HOU,NL,29,7,0,54,HOU03,25586,39,11,3,0,3,7,0,0,0,4,0,11,2,0,0,0,9,2,0,0,0,0,27,11,1,0,0,0,30,3,1,0,0,0,0,0,0,0,0,9,0,0,0,0,3,5,6,6,1,0,27,9,1,1,0,0,latom001,norrb001,,latom001,norrb001,,0.3142857142857143,0.1,0.3488372093023256,0.1,0.5897435897435898,0.13333333333333333,0.9385807990459154,0.23333333333333334,0.0
20100508,SDN,NL,30,HOU,NL,30,2,1,54,HOU03,27038,32,6,0,0,0,2,0,1,1,2,0,13,2,0,0,0,7,3,1,1,0,0,27,15,0,0,1,0,28,3,0,0,0,1,0,0,0,3,0,3,2,1,1,0,3,3,1,1,0,0,27,5,1,0,0,0,garlj001,paulf001,bellh001,garlj001,paulf001,,0.21428571428571427,0.12,0.25,0.1935483870967742,0.1875,0.10714285714285714,0.4375,0.30069124423963134,0.0
20100509,SDN,NL,31,HOU,NL,31,3,4,64,HOU03,23526,39,8,2,0,0,3,1,0,0,1,0,9,2,1,0,0,5,6,3,3,0,0,31,16,2,0,1,0,39,10,2,0,2,4,1,1,0,0,0,4,0,1,1,0,6,3,3,3,0,0,33,14,0,0,0,0,lyonb003,webbr001,,staut001,oswar001,,0.21621621621621623,0.2702702702702703,0.225,0.25,0.2564102564102564,0.46153846153846156,0.48141025641025637,0.7115384615384616,1.0
20100511,HOU,NL,32,SLN,NL,33,6,3,54,STL10,35875,34,9,1,0,2,6,0,1,2,0,0,5,0,1,2,0,4,5,3,3,1,0,27,15,0,0,2,0,35,11,1,0,0,3,0,0,0,3,0,4,0,0,2,0,8,3,2,2,0,0,27,13,3,0,2,0,myerb001,pennb002,lindm001,myerb001,pennb002,,0.2903225806451613,0.34375,0.2972972972972973,0.3684210526315789,0.47058823529411764,0.34285714285714286,0.7678855325914149,0.7112781954887217,1.0
20100512,HOU,NL,33,SLN,NL,34,9,6,54,STL10,36342,35,11,2,0,1,9,1,3,0,6,1,3,0,0,0,0,9,4,5,5,0,0,27,12,1,0,0,0,37,9,4,0,0,6,0,0,0,3,0,5,0,0,0,0,7,5,4,4,0,0,27,12,2,0,0,0,rodrw002,lohsk001,lindm001,rodrw002,lohsk001,,0.4583333333333333,0.2647058823529412,0.38636363636363635,0.3,0.45714285714285713,0.35135135135135137,0.8435064935064935,0.6513513513513514,1.0
20100513,HOU,NL,34,SLN,NL,35,4,1,54,STL10,39026,33,7,1,0,1,4,0,0,0,3,0,5,0,0,1,0,5,2,1,1,1,0,27,12,0,0,3,0,29,6,1,0,0,1,1,0,1,1,0,9,0,0,1,0,4,2,4,4,0,0,27,14,0,0,1,0,norrb001,carpc002,lindm001,norrb001,carpc002,,0.23333333333333334,0.23076923076923078,0.2777777777777778,0.25806451612903225,0.3333333333333333,0.2413793103448276,0.6111111111111112,0.4994438264738599,1.0
20100514,HOU,NL,35,SFN,NL,34,2,8,51,SFO03,38650,33,7,1,0,1,2,0,0,0,2,0,5,0,0,1,0,6,4,8,8,3,0,24,7,0,0,1,0,34,12,3,1,0,6,1,0,1,5,0,9,1,0,1,0,9,3,2,2,0,0,27,7,0,0,1,0,wellt002,paulf001,,paulf001,wellt002,,0.22580645161290322,0.4444444444444444,0.2571428571428571,0.45,0.3333333333333333,0.5,0.5904761904761904,0.95,0.0
20100515,HOU,NL,36,SFN,NL,35,1,2,51,SFO03,40060,30,5,1,0,0,0,1,0,0,7,0,6,3,0,1,0,10,2,2,2,0,0,24,12,0,0,0,0,30,7,1,0,1,2,0,0,1,0,0,8,0,0,0,0,5,2,1,1,1,0,27,11,0,0,1,0,linct001,oswar001,wilsb001,oswar001,linct001,,0.22727272727272727,0.2413793103448276,0.32432432432432434,0.25806451612903225,0.2,0.36666666666666664,0.5243243243243243,0.624731182795699,0.0
20100516,HOU,NL,37,SFN,NL,36,3,4,51,SFO03,40582,34,9,2,0,1,3,1,0,0,1,0,6,0,0,1,0,6,1,4,4,1,0,24,9,0,0,1,0,28,5,1,0,2,3,0,0,0,3,0,7,1,0,1,0,3,3,3,3,0,0,27,9,0,0,1,0,zitob001,myerb001,wilsb001,myerb001,zitob001,,0.28125,0.2,0.2857142857142857,0.25806451612903225,0.4117647058823529,0.42857142857142855,0.6974789915966386,0.6866359447004609,0.0
20100517,HOU,NL,38,LAN,NL,38,2,6,51,LOS03,35282,32,6,0,0,0,2,0,0,0,0,0,9,0,0,1,0,3,3,3,3,0,0,24,19,1,0,0,0,30,9,3,2,0,6,0,2,0,3,1,2,0,1,0,0,5,4,2,2,1,0,27,9,0,0,1,0,ely-j001,rodrw002,,rodrw002,ely-j001,,0.1875,0.375,0.1875,0.34285714285714286,0.1875,0.5333333333333333,0.375,0.8761904761904762,0.0
20100518,HOU,NL,39,LAN,NL,39,3,7,51,LOS03,55662,33,8,0,0,1,3,1,0,0,1,0,4,0,0,1,0,5,4,7,7,0,0,24,15,0,0,2,0,28,9,1,0,1,7,1,1,0,5,0,5,1,1,1,0,4,4,3,3,0,0,27,15,0,0,1,0,kuroh001,norrb001,,norrb001,kuroh001,,0.25806451612903225,0.42857142857142855,0.2647058823529412,0.4117647058823529,0.3333333333333333,0.4642857142857143,0.5980392156862745,0.8760504201680672,0.0
20100519,COL,NL,40,HOU,NL,40,3,7,51,HOU03,25200,32,6,1,0,1,3,0,0,0,6,0,6,0,0,1,0,8,3,3,3,0,0,24,12,2,0,0,0,36,13,2,0,1,7,1,0,0,2,1,6,0,0,0,0,8,4,3,3,1,0,27,10,0,0,1,0,lyonb003,rogee002,,smitg002,paulf001,,0.23076923076923078,0.40625,0.3157894736842105,0.39473684210526316,0.3125,0.5,0.6282894736842105,0.8947368421052632,1.0
20100520,COL,NL,41,HOU,NL,41,4,0,54,HOU03,25932,34,6,2,0,1,4,0,0,0,6,0,11,2,1,0,0,9,3,0,0,0,0,27,13,0,0,1,0,28,3,0,0,0,0,1,0,0,2,0,6,0,0,1,0,4,4,3,3,0,0,27,10,2,0,0,0,jimeu001,oswar001,,jimeu001,oswar001,,0.21428571428571427,0.12,0.3,0.16666666666666666,0.3235294117647059,0.10714285714285714,0.6235294117647059,0.2738095238095238,0.0
20100521,TBA,AL,42,HOU,NL,42,1,2,51,HOU03,27601,33,9,4,0,0,0,1,0,1,4,0,9,2,1,0,0,11,1,2,2,0,0,24,9,0,0,0,0,30,6,2,0,0,2,0,0,0,3,0,6,1,0,0,0,7,3,0,0,0,0,27,11,1,0,0,0,myerb001,garzm001,lindm001,garzm001,myerb001,,0.3333333333333333,0.2222222222222222,0.3684210526315789,0.2727272727272727,0.3939393939393939,0.26666666666666666,0.7623604465709728,0.5393939393939393,1.0
20100522,TBA,AL,43,HOU,NL,43,4,2,54,HOU03,33778,34,10,3,0,0,4,0,0,1,7,1,5,1,1,0,0,11,3,2,2,0,0,27,7,2,0,1,0,33,5,0,0,1,2,0,0,0,1,0,7,0,0,1,0,5,3,4,4,0,0,27,9,0,0,1,0,niemj001,rodrw002,sorir001,niemj001,rodrw002,,0.4,0.15625,0.42857142857142855,0.17647058823529413,0.38235294117647056,0.24242424242424243,0.8109243697478992,0.4188948306595366,0.0
20100523,TBA,AL,44,HOU,NL,44,10,6,54,HOU03,28801,42,15,2,1,3,10,0,0,0,5,0,12,3,0,2,0,10,6,6,6,0,0,27,9,1,0,1,0,35,10,2,0,2,6,0,1,0,3,0,6,0,1,1,0,6,6,9,9,1,0,27,11,2,0,2,0,pricd001,moehb001,sorir001,pricd001,norrb001,,0.40540540540540543,0.3225806451612903,0.425531914893617,0.3333333333333333,0.6666666666666666,0.5142857142857142,1.0921985815602837,0.8476190476190475,0.0
20100525,HOU,NL,45,MIL,NL,45,1,6,51,MIL06,27363,33,7,2,0,0,1,0,0,0,3,0,7,0,0,1,0,8,3,6,6,0,0,24,12,0,0,1,0,34,12,1,0,2,6,0,0,1,3,0,5,0,1,1,0,8,3,1,1,0,0,27,8,0,0,1,0,wolfr001,paulf001,,paulf001,wolfr001,,0.23333333333333334,0.4,0.2777777777777778,0.42105263157894735,0.2727272727272727,0.5588235294117647,0.5505050505050505,0.9798761609907121,0.0
20100526,HOU,NL,46,MIL,NL,46,5,0,54,MIL06,30151,35,12,3,0,0,5,2,0,0,4,0,5,1,1,0,0,9,2,0,0,0,0,27,5,0,0,0,0,32,5,3,0,0,0,0,0,0,1,0,9,0,0,0,0,6,4,5,5,1,0,27,11,1,0,0,0,oswar001,narvc001,,oswar001,narvc001,,0.41379310344827586,0.16129032258064516,0.41025641025641024,0.18181818181818182,0.42857142857142855,0.25,0.8388278388278387,0.4318181818181818,1.0
20100527,HOU,NL,47,MIL,NL,47,3,4,59,MIL06,34355,37,7,1,0,0,2,2,0,0,5,0,9,3,0,0,0,11,4,4,4,1,0,29,5,0,0,1,0,39,12,1,0,0,4,1,0,0,6,0,8,0,0,1,0,13,6,0,0,0,0,30,8,2,0,0,0,axfoj001,lindm001,,myerb001,bushd001,,0.23333333333333334,0.375,0.2857142857142857,0.4,0.21621621621621623,0.3333333333333333,0.5019305019305019,0.7333333333333334,0.0
20100528,HOU,NL,48,CIN,NL,49,6,15,51,CIN09,30813,37,12,3,0,1,6,1,0,0,5,1,9,0,0,1,0,10,6,15,15,0,0,24,9,0,0,0,0,43,19,3,1,3,15,0,0,0,5,0,8,1,0,0,0,9,3,6,6,1,0,27,11,0,0,1,0,lecus001,rodrw002,,rodrw002,lecus001,,0.4,0.5,0.40476190476190477,0.5,0.4864864864864865,0.7674418604651163,0.8912483912483913,1.2674418604651163,0.0
20100529,HOU,NL,49,CIN,NL,50,2,12,51,CIN09,36918,31,6,3,0,0,2,0,1,0,3,0,6,0,0,1,0,6,3,12,12,0,0,24,12,0,0,3,0,39,18,2,1,6,12,0,0,0,2,0,3,1,0,3,0,5,3,2,2,0,0,27,11,1,0,1,0,haraa001,moehb001,,moehb001,haraa001,,0.2222222222222222,0.4864864864864865,0.2571428571428571,0.4878048780487805,0.2903225806451613,1.0256410256410255,0.5474654377880184,1.513445903689806,0.0
20100530,HOU,NL,50,CIN,NL,51,2,0,60,CIN09,36038,34,8,2,0,0,2,0,0,1,5,0,4,1,1,2,0,8,3,0,0,1,0,30,13,0,0,0,0,34,6,1,0,0,0,1,0,0,6,1,6,0,1,0,0,11,6,2,2,0,0,30,16,0,0,3,0,lyonb003,owinm001,lindm001,paulf001,leakm001,,0.2857142857142857,0.23076923076923078,0.35,0.3,0.29411764705882354,0.20588235294117646,0.6441176470588235,0.5058823529411764,1.0
20100531,WAS,NL,52,HOU,NL,51,14,4,54,HOU03,34704,39,14,3,0,2,14,1,1,0,6,0,9,2,0,0,0,6,2,3,3,0,0,27,12,1,0,0,0,34,7,0,1,1,3,0,0,1,4,0,2,0,1,0,0,8,6,14,14,0,0,27,10,1,0,0,0,atill001,oswar001,,atill001,oswar001,,0.45161290322580644,0.2413793103448276,0.43478260869565216,0.3076923076923077,0.5897435897435898,0.35294117647058826,1.024526198439242,0.660633484162896,0.0
