teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win
MIL,NL,11,0,41,15,2,1,2,11,3,7,8,4,6,6,0,0.36585365853658536,0.43478260869565216,0.6097560975609756,1.0445387062566278,1.0
MIL,NL,11,0,39,13,2,1,0,10,7,5,10,5,3,3,0,0.3333333333333333,0.44680851063829785,0.4358974358974359,0.8827059465357338,1.0
MIL,NL,3,0,35,8,0,0,0,3,0,12,5,4,5,5,1,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.4571428571428571,0.0
MIL,NL,3,0,31,6,2,0,2,2,4,8,5,4,2,2,0,0.1935483870967742,0.2857142857142857,0.45161290322580644,0.7373271889400921,1.0
MIL,NL,17,0,46,17,4,1,2,16,7,11,9,3,3,3,1,0.3695652173913043,0.4528301886792453,0.6304347826086957,1.083264971287941,1.0
MIL,NL,6,0,38,11,1,1,3,6,2,7,7,5,1,1,0,0.2894736842105263,0.325,0.6052631578947368,0.9302631578947368,1.0
MIL,NL,2,1,32,6,1,0,1,2,1,10,5,3,5,4,2,0.1875,0.23529411764705882,0.3125,0.5477941176470589,0.0
MIL,NL,3,1,35,10,3,0,0,3,6,5,11,5,11,11,0,0.2857142857142857,0.3902439024390244,0.37142857142857144,0.7616724738675958,0.0
MIL,NL,2,1,31,7,1,0,0,2,4,5,6,4,9,9,1,0.22580645161290322,0.3142857142857143,0.25806451612903225,0.5723502304147465,0.0
MIL,NL,5,1,35,8,0,0,3,4,3,5,6,5,7,7,2,0.22857142857142856,0.2894736842105263,0.4857142857142857,0.7751879699248121,0.0
MIL,NL,6,1,36,10,3,0,3,6,2,8,5,6,10,10,0,0.2777777777777778,0.3157894736842105,0.6111111111111112,0.9269005847953216,0.0
MIL,NL,3,0,38,12,2,1,2,3,1,8,9,3,6,6,0,0.3157894736842105,0.3333333333333333,0.5789473684210527,0.912280701754386,0.0
MIL,NL,4,0,33,7,2,0,1,3,4,6,7,3,5,5,1,0.21212121212121213,0.3157894736842105,0.36363636363636365,0.6794258373205742,0.0
MIL,NL,4,0,36,10,3,0,1,4,3,9,10,3,6,6,0,0.2777777777777778,0.35,0.4444444444444444,0.7944444444444444,0.0
MIL,NL,4,0,31,5,1,1,0,4,3,8,3,3,3,3,0,0.16129032258064516,0.23529411764705882,0.25806451612903225,0.4933586337760911,1.0
MIL,NL,3,0,34,8,2,0,1,3,1,3,5,5,15,15,1,0.23529411764705882,0.2571428571428571,0.38235294117647056,0.6394957983193277,0.0
MIL,NL,7,0,45,13,4,0,1,7,6,9,9,7,8,8,1,0.28888888888888886,0.38461538461538464,0.4444444444444444,0.8290598290598291,0.0
MIL,NL,4,0,33,6,2,0,2,4,1,6,4,5,3,3,0,0.18181818181818182,0.22857142857142856,0.42424242424242425,0.6528138528138528,1.0
MIL,NL,6,1,34,12,1,0,2,6,3,5,8,3,1,1,0,0.35294117647058826,0.42105263157894735,0.5588235294117647,0.9798761609907121,1.0
MIL,NL,0,1,32,5,3,0,0,0,1,9,6,4,5,5,1,0.15625,0.18181818181818182,0.25,0.4318181818181818,0.0
MIL,NL,4,1,39,12,1,0,0,4,6,8,13,6,0,0,2,0.3076923076923077,0.4,0.3333333333333333,0.7333333333333334,1.0
MIL,NL,2,1,31,5,1,0,1,2,2,5,5,1,0,0,0,0.16129032258064516,0.21212121212121213,0.2903225806451613,0.5024437927663734,1.0
MIL,NL,8,1,32,9,1,2,3,7,6,8,6,5,6,6,1,0.28125,0.39473684210526316,0.71875,1.1134868421052633,1.0
MIL,NL,5,0,35,9,2,0,1,5,3,4,7,4,12,12,2,0.2571428571428571,0.3157894736842105,0.4,0.7157894736842105,0.0
MIL,NL,4,0,37,9,1,0,2,4,3,11,9,3,6,6,0,0.24324324324324326,0.3,0.43243243243243246,0.7324324324324325,0.0
MIL,NL,7,0,38,12,1,0,3,7,6,8,11,3,3,3,1,0.3157894736842105,0.4222222222222222,0.5789473684210527,1.0011695906432752,1.0
MIL,NL,2,0,35,11,1,0,0,2,4,10,12,4,3,3,1,0.3142857142857143,0.3902439024390244,0.34285714285714286,0.7331010452961673,0.0
MIL,NL,0,0,29,2,2,0,0,0,1,8,3,2,8,8,0,0.06896551724137931,0.1,0.13793103448275862,0.23793103448275865,0.0
MIL,NL,4,0,40,8,3,0,1,4,4,8,9,4,5,5,0,0.2,0.26666666666666666,0.35,0.6166666666666667,0.0
MIL,NL,4,0,38,10,0,0,1,3,3,7,9,6,3,3,1,0.2631578947368421,0.3023255813953488,0.34210526315789475,0.6444308445532436,1.0
MIL,NL,3,1,30,5,0,0,1,3,1,8,3,3,2,2,0,0.16666666666666666,0.21875,0.26666666666666666,0.4854166666666666,1.0
MIL,NL,4,1,33,7,3,0,0,4,5,5,9,5,9,9,1,0.21212121212121213,0.325,0.30303030303030304,0.6280303030303029,0.0
MIL,NL,5,1,34,7,3,0,1,3,9,7,12,5,4,4,0,0.20588235294117646,0.38636363636363635,0.38235294117647056,0.7687165775401069,1.0
MIL,NL,6,1,31,7,0,0,4,6,3,5,4,2,2,2,0,0.22580645161290322,0.29411764705882354,0.6129032258064516,0.9070208728652752,1.0
MIL,NL,3,1,33,9,5,0,0,3,5,8,9,4,4,4,0,0.2727272727272727,0.38461538461538464,0.42424242424242425,0.8088578088578089,0.0
MIL,NL,12,0,38,12,3,0,2,10,5,4,6,3,2,2,0,0.3157894736842105,0.4222222222222222,0.5526315789473685,0.9748538011695906,1.0
MIL,NL,7,0,39,12,2,0,1,6,3,12,10,3,1,1,1,0.3076923076923077,0.37209302325581395,0.4358974358974359,0.8079904591532499,1.0
MIL,NL,1,0,30,3,1,0,1,1,2,6,4,5,5,5,1,0.1,0.15625,0.23333333333333334,0.3895833333333333,0.0
MIL,NL,0,0,34,10,1,0,0,0,2,6,10,3,2,2,0,0.29411764705882354,0.3333333333333333,0.3235294117647059,0.6568627450980392,0.0
MIL,NL,7,0,39,15,4,0,1,6,2,7,8,4,7,7,2,0.38461538461538464,0.4146341463414634,0.5641025641025641,0.9787367104440274,0.0
MIL,NL,6,0,35,8,4,0,0,6,6,10,10,3,1,1,0,0.22857142857142856,0.35714285714285715,0.34285714285714286,0.7,1.0
