Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20100405","PHI","NL",1,"WAS","NL",1,11,1,54,"WAS11",41290,"000502400","100000000",39,13,0,1,2,11,0,1,0,9,1,4,1,0,0,0,11,4,1,1,0,0,27,9,1,0,2,0,34,9,4,0,0,1,0,0,0,3,0,11,1,0,2,0,9,6,11,11,0,0,27,11,1,0,0,0,"hallr001","Roy Halladay","lannj001","John Lannan","","(none)","hallr001","Roy Halladay","lannj001","John Lannan",
"20100407","PHI","NL",2,"WAS","NL",2,8,4,54,"WAS11",27240,"200130101","002100010",35,11,3,0,1,6,0,1,1,8,1,6,0,0,3,0,10,5,3,3,0,0,27,15,1,0,1,0,36,10,2,1,1,4,0,1,0,5,0,9,2,0,1,0,11,5,7,7,1,0,27,10,1,0,3,0,"hamec001","Cole Hamels","marqj001","Jason Marquis","madsr001","Ryan Madson","hamec001","Cole Hamels","marqj001","Jason Marquis",
"20100408","PHI","NL",3,"WAS","NL",3,5,6,51,"WAS11",20217,"011021000","30020010x",36,12,6,0,0,4,1,1,1,4,1,2,0,0,0,0,11,5,6,6,0,0,24,11,0,0,0,0,31,9,4,1,1,6,1,1,0,3,1,3,1,0,0,0,6,5,5,5,0,0,27,18,1,0,0,0,"clipt001","Tyler Clippard","figun001","Nelson Figueroa","cappm001","Matt Capps","kendk001","Kyle Kendrick","stamc001","Craig Stammen",
"20100409","WAS","NL",4,"NYN","NL",4,2,8,51,"NYC20",28055,"020000000","01010132x",31,4,1,1,0,2,0,0,0,5,0,6,0,0,0,0,7,5,8,8,0,0,24,7,0,0,1,0,35,12,1,0,4,8,0,0,0,6,0,6,0,0,1,0,9,4,2,2,0,0,27,11,0,0,0,0,"pelfm001","Mike Pelfrey","batim001","Miguel Batista","","(none)","mockg001","Garrett Mock","pelfm001","Mike Pelfrey",
"20100410","WAS","NL",5,"NYN","NL",5,4,3,54,"NYC20",33044,"020200000","020010000",31,5,0,1,0,4,0,0,0,6,1,8,0,0,2,0,6,3,3,3,0,0,27,8,2,0,1,0,33,8,1,0,0,3,2,1,1,5,0,10,0,0,1,0,12,4,4,4,2,0,27,12,2,0,3,0,"lannj001","John Lannan","pereo002","Oliver Perez","cappm001","Matt Capps","lannj001","John Lannan","pereo002","Oliver Perez",
"20100411","WAS","NL",6,"NYN","NL",6,5,2,54,"NYC20",33672,"401000000","000000020",32,7,1,1,1,5,1,0,1,5,0,6,0,0,0,0,7,4,2,2,0,0,27,7,1,0,1,0,33,7,2,1,1,2,0,0,0,4,0,3,1,0,1,0,8,4,5,5,0,0,27,7,0,0,1,0,"hernl003","Livan Hernandez","santj003","Johan Santana","cappm001","Matt Capps","hernl003","Livan Hernandez","santj003","Johan Santana",
"20100412","WAS","NL",7,"PHI","NL",7,4,7,51,"PHI13",44791,"010300000","00025000x",34,6,3,0,1,4,0,0,1,2,0,9,0,0,0,0,6,5,6,6,0,0,24,10,1,0,1,0,32,8,2,0,1,7,0,0,0,3,1,3,0,0,1,0,4,5,4,4,0,0,27,11,1,0,0,0,"hamec001","Cole Hamels","marqj001","Jason Marquis","madsr001","Ryan Madson","marqj001","Jason Marquis","hamec001","Cole Hamels",
"20100414","WAS","NL",8,"PHI","NL",8,7,14,51,"PHI13",45438,"331000000","43002140x",34,10,4,0,0,7,1,0,1,6,0,5,3,0,1,0,8,7,14,14,0,0,24,7,0,0,0,0,36,14,3,1,3,14,0,2,0,5,0,4,0,0,0,0,5,5,7,7,0,0,27,12,0,0,1,0,"figun001","Nelson Figueroa","bergj001","Jason Bergmann","","(none)","stamc001","Craig Stammen","kendk001","Kyle Kendrick",
"20100415","WAS","NL",9,"PHI","NL",9,7,5,54,"PHI13",44157,"001000132","100003001",33,9,1,0,2,7,1,0,0,9,0,6,4,1,2,0,9,4,5,5,0,0,27,11,0,0,0,0,35,9,2,0,2,5,1,0,0,5,1,7,0,0,0,0,9,5,6,6,0,0,27,8,1,0,2,0,"clipt001","Tyler Clippard","baezd001","Danys Baez","cappm001","Matt Capps","olses001","Scott Olsen","happj001","J.A. Happ",
"20100416","MIL","NL",10,"WAS","NL",10,3,5,51,"WAS11",17234,"010010010","00100103x",33,8,1,0,1,3,1,1,0,3,0,6,3,0,0,0,8,4,5,5,1,0,24,12,0,0,3,0,29,10,0,1,1,5,1,0,2,4,0,6,2,1,3,0,7,4,2,2,0,0,27,14,1,0,1,0,"brunb001","Brian Bruney","hawkl001","LaTroy Hawkins","cappm001","Matt Capps","gally001","Yovani Gallardo","lannj001","John Lannan",
