teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win,wonPrev
TOR,AL,5,0,35,9,2,0,3,5,0,8,3,4,3,3,0,0.2571428571428571,0.2571428571428571,0.5714285714285714,0.8285714285714285,1.0,1.0
TOR,AL,5,0,37,13,0,1,2,5,1,9,6,3,6,6,0,0.35135135135135137,0.3684210526315789,0.5675675675675675,0.9359886201991465,0.0,1.0
TOR,AL,9,1,36,13,4,0,3,9,1,5,5,3,5,5,0,0.3611111111111111,0.39473684210526316,0.7222222222222222,1.1169590643274854,1.0,0.0
TOR,AL,8,1,36,12,1,0,2,8,5,7,9,2,2,2,0,0.3333333333333333,0.4146341463414634,0.5277777777777778,0.9424119241192412,1.0,1.0
TOR,AL,5,1,33,9,2,1,1,4,2,4,6,4,0,0,0,0.2727272727272727,0.3142857142857143,0.48484848484848486,0.7991341991341991,1.0,1.0
TOR,AL,8,1,38,14,2,0,2,7,3,6,10,3,1,1,1,0.3684210526315789,0.42857142857142855,0.5789473684210527,1.0075187969924813,1.0,1.0
TOR,AL,1,1,30,5,0,0,1,1,4,7,8,4,2,2,0,0.16666666666666666,0.2857142857142857,0.26666666666666666,0.5523809523809524,0.0,1.0
TOR,AL,4,1,35,9,2,0,3,4,2,7,8,4,5,5,1,0.2571428571428571,0.3157894736842105,0.5714285714285714,0.8872180451127819,0.0,0.0
TOR,AL,8,0,35,10,6,0,2,8,5,9,6,5,6,6,0,0.2857142857142857,0.3902439024390244,0.6285714285714286,1.0188153310104529,1.0,0.0
TOR,AL,8,0,38,12,3,0,4,8,1,4,5,1,2,2,0,0.3157894736842105,0.35,0.7105263157894737,1.0605263157894735,1.0,1.0
TOR,AL,1,0,32,5,1,0,0,1,3,8,9,3,5,5,0,0.15625,0.2702702702702703,0.1875,0.4577702702702703,0.0,1.0
TOR,AL,2,1,28,4,2,0,0,1,0,4,2,3,1,1,0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.3571428571428571,1.0,0.0
TOR,AL,17,1,43,20,4,0,8,17,6,4,8,5,9,9,2,0.46511627906976744,0.5306122448979592,1.1162790697674418,1.646891314665401,1.0,1.0
TOR,AL,1,1,28,5,1,0,0,1,5,5,8,1,0,0,1,0.17857142857142858,0.30303030303030304,0.21428571428571427,0.5173160173160173,1.0,1.0
TOR,AL,5,1,37,8,3,0,3,5,3,10,8,4,7,7,1,0.21621621621621623,0.275,0.5405405405405406,0.8155405405405406,0.0,1.0
TOR,AL,1,1,31,7,0,0,0,1,2,6,7,4,10,10,0,0.22580645161290322,0.2647058823529412,0.22580645161290322,0.49051233396584437,0.0,0.0
TOR,AL,6,1,34,12,5,0,1,4,2,5,5,5,5,5,0,0.35294117647058826,0.3783783783783784,0.5882352941176471,0.9666136724960255,1.0,0.0
TOR,AL,3,0,33,7,1,1,0,3,5,7,9,3,0,0,0,0.21212121212121213,0.3076923076923077,0.30303030303030304,0.6107226107226107,1.0,1.0
TOR,AL,2,0,30,4,2,0,1,2,4,5,7,3,7,7,0,0.13333333333333333,0.2571428571428571,0.3,0.5571428571428572,0.0,1.0
TOR,AL,4,0,34,9,0,0,1,4,5,5,9,3,1,1,1,0.2647058823529412,0.35,0.35294117647058826,0.7029411764705882,1.0,0.0
TOR,AL,3,0,35,11,0,0,2,3,1,8,7,1,1,1,1,0.3142857142857143,0.35135135135135137,0.4857142857142857,0.8370656370656371,1.0,1.0
TOR,AL,2,0,31,4,2,0,0,2,2,8,4,4,5,5,2,0.12903225806451613,0.18181818181818182,0.1935483870967742,0.375366568914956,0.0,1.0
TOR,AL,4,0,31,5,2,0,0,4,7,8,7,4,4,4,0,0.16129032258064516,0.3157894736842105,0.22580645161290322,0.5415959252971138,0.0,0.0
TOR,AL,16,0,44,20,3,0,4,16,3,5,5,3,2,2,0,0.45454545454545453,0.4791666666666667,0.7954545454545454,1.2746212121212122,1.0,0.0
TOR,AL,4,0,37,7,3,0,1,4,3,10,4,6,5,5,2,0.1891891891891892,0.24390243902439024,0.35135135135135137,0.5952537903757416,0.0,1.0
TOR,AL,0,0,32,6,0,0,0,0,4,11,10,2,5,5,0,0.1875,0.2972972972972973,0.1875,0.4847972972972973,0.0,0.0
TOR,AL,3,1,30,7,1,0,2,3,3,7,6,4,2,2,1,0.23333333333333334,0.30303030303030304,0.4666666666666667,0.7696969696969698,1.0,0.0
TOR,AL,5,1,35,8,1,0,0,5,6,6,9,4,11,11,0,0.22857142857142856,0.34146341463414637,0.2571428571428571,0.5986062717770035,0.0,1.0
TOR,AL,6,1,31,8,0,1,2,5,6,8,8,3,3,3,0,0.25806451612903225,0.3783783783783784,0.5161290322580645,0.8945074106364429,1.0,0.0
TOR,AL,1,1,31,7,2,0,1,1,1,8,4,4,4,4,1,0.22580645161290322,0.25,0.3870967741935484,0.6370967741935484,0.0,1.0
TOR,AL,3,1,39,8,2,0,2,3,5,12,10,6,2,2,1,0.20512820512820512,0.29545454545454547,0.41025641025641024,0.7057109557109558,1.0,0.0
TOR,AL,5,1,34,12,5,1,0,5,2,5,7,5,4,4,1,0.35294117647058826,0.3888888888888889,0.5588235294117647,0.9477124183006536,1.0,1.0
TOR,AL,4,1,34,7,0,0,2,4,0,5,3,4,9,9,1,0.20588235294117646,0.20588235294117646,0.38235294117647056,0.588235294117647,0.0,1.0
TOR,AL,2,0,33,6,1,1,1,2,0,5,4,2,2,2,3,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.0,0.0
TOR,AL,13,0,41,15,5,0,3,13,3,5,5,3,4,4,1,0.36585365853658536,0.4222222222222222,0.7073170731707317,1.129539295392954,1.0,0.0
TOR,AL,1,0,31,5,1,1,1,1,2,8,5,3,2,2,1,0.16129032258064516,0.21212121212121213,0.3548387096774194,0.5669599217986315,0.0,1.0
TOR,AL,3,0,32,6,2,0,1,3,6,5,9,4,7,7,0,0.1875,0.3076923076923077,0.34375,0.6514423076923077,0.0,0.0
TOR,AL,5,0,33,7,1,0,2,5,4,11,6,4,7,7,0,0.21212121212121213,0.3157894736842105,0.42424242424242425,0.7400318979266347,0.0,0.0
TOR,AL,7,0,35,11,3,0,3,7,3,6,6,5,3,3,1,0.3142857142857143,0.375,0.6571428571428571,1.032142857142857,1.0,0.0
TOR,AL,7,1,32,9,2,0,3,6,2,6,4,3,2,2,1,0.28125,0.3235294117647059,0.625,0.9485294117647058,1.0,1.0
TOR,AL,8,1,35,11,2,0,4,8,4,9,7,4,5,5,1,0.3142857142857143,0.38461538461538464,0.7142857142857143,1.098901098901099,1.0,1.0
TOR,AL,1,1,31,5,0,0,1,1,3,10,6,5,7,7,2,0.16129032258064516,0.23529411764705882,0.25806451612903225,0.49335863377609107,0.0,1.0
TOR,AL,2,1,32,6,0,0,2,2,2,9,5,4,3,3,1,0.1875,0.23529411764705882,0.375,0.6102941176470589,0.0,0.0
TOR,AL,8,1,36,9,1,0,4,8,1,10,2,7,8,8,2,0.25,0.2702702702702703,0.6111111111111112,0.8813813813813814,0.0,0.0
TOR,AL,1,1,33,7,1,0,1,1,3,6,8,4,13,13,0,0.21212121212121213,0.2777777777777778,0.3333333333333333,0.6111111111111112,0.0,0.0
TOR,AL,5,1,28,5,1,0,1,4,5,8,5,5,4,4,0,0.17857142857142858,0.29411764705882354,0.32142857142857145,0.615546218487395,1.0,0.0
TOR,AL,3,0,39,7,1,0,1,3,1,9,4,6,4,4,0,0.1794871794871795,0.2,0.28205128205128205,0.48205128205128206,0.0,1.0
TOR,AL,3,0,33,7,2,0,1,3,2,7,7,4,9,9,2,0.21212121212121213,0.2777777777777778,0.36363636363636365,0.6414141414141414,0.0,0.0
TOR,AL,1,0,32,7,1,0,1,1,0,3,4,3,3,3,0,0.21875,0.21875,0.34375,0.5625,0.0,0.0
TOR,AL,11,0,40,17,4,0,1,10,3,6,9,6,9,9,0,0.425,0.48936170212765956,0.6,1.0893617021276596,1.0,0.0
