teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win,wonPrev,WHIP,KPercent,BBPercent,FIP,BABIP,ERA,HAllowed,defensiveSO
DET,AL,8,0,39,12,4,0,0,7,2,9,6,5,4,4,1,0.3076923076923077,0.34146341463414637,0.41025641025641024,0.7517198248905566,1.0,,1.2222222222222223,0.21052631578947367,0.05263157894736842,3.4123333333333337,0.3076923076923077,4.0,9,8
DET,AL,2,0,40,11,0,1,1,2,2,6,8,6,2,2,1,0.275,0.30952380952380953,0.4,0.7095238095238096,0.0,1.0,1.2,0.07317073170731707,0.12195121951219512,5.879,0.20689655172413793,2.84,7,3
DET,AL,7,0,38,12,4,0,2,7,4,6,9,4,3,3,0,0.3157894736842105,0.3953488372093023,0.5789473684210527,0.974296205630355,1.0,0.0,1.5555555555555556,0.13157894736842105,0.07894736842105263,2.967888888888889,0.36666666666666664,2.89,11,5
DET,AL,5,1,32,7,2,0,0,2,3,2,6,4,2,2,0,0.21875,0.2857142857142857,0.28125,0.5669642857142857,1.0,1.0,1.2222222222222223,0.17647058823529413,0.11764705882352941,4.523444444444444,0.2608695652173913,2.68,7,6
DET,AL,4,1,26,6,0,0,1,4,9,5,9,4,2,2,0,0.23076923076923078,0.43243243243243246,0.34615384615384615,0.7785862785862786,1.0,1.0,0.6666666666666666,0.2571428571428571,0.08571428571428572,2.7456666666666667,0.14285714285714285,2.54,3,9
DET,AL,9,1,42,18,2,0,0,7,9,7,18,3,8,8,0,0.42857142857142855,0.5471698113207547,0.47619047619047616,1.0233602875112309,1.0,1.0,1.4444444444444444,0.07894736842105263,0.07894736842105263,7.745666666666667,0.2413793103448276,3.44,10,3
DET,AL,5,1,34,8,3,0,1,4,4,6,8,3,6,6,4,0.23529411764705882,0.35,0.4117647058823529,0.7617647058823529,0.0,1.0,2.2222222222222223,0.13043478260869565,0.10869565217391304,4.856777777777777,0.4117647058823529,3.8,15,6
DET,AL,6,1,32,9,4,0,0,6,6,4,9,4,4,4,1,0.28125,0.39473684210526316,0.40625,0.8009868421052632,1.0,0.0,1.7777777777777777,0.11363636363636363,0.06818181818181818,5.856777777777777,0.3235294117647059,3.82,13,5
DET,AL,3,1,32,7,4,0,1,2,6,8,9,4,6,6,1,0.21875,0.358974358974359,0.4375,0.796474358974359,0.0,1.0,2.2222222222222223,0.06666666666666667,0.06666666666666667,4.856777777777777,0.43243243243243246,4.06,17,3
DET,AL,3,0,34,8,3,0,0,3,2,10,6,3,9,9,3,0.23529411764705882,0.2777777777777778,0.3235294117647059,0.6013071895424837,0.0,0.0,2.25,0.13636363636363635,0.13636363636363635,3.829,0.3870967741935484,4.6,12,6
DET,AL,2,0,32,7,1,0,1,2,4,5,8,3,4,4,1,0.21875,0.3055555555555556,0.34375,0.6493055555555556,0.0,0.0,1.25,0.21875,0.0625,2.079,0.34782608695652173,4.59,8,7
DET,AL,4,0,34,9,3,1,1,4,9,6,12,4,2,2,0,0.2647058823529412,0.4186046511627907,0.5,0.9186046511627908,1.0,0.0,1.2222222222222223,0.2,0.11428571428571428,4.301222222222222,0.2727272727272727,4.37,7,7
DET,AL,0,0,34,9,1,0,0,0,0,5,8,2,2,2,1,0.2647058823529412,0.2857142857142857,0.29411764705882354,0.5798319327731092,0.0,1.0,0.875,0.06666666666666667,0.1,4.079000000000001,0.16666666666666666,4.23,4,2
DET,AL,5,0,38,11,2,1,0,5,4,13,10,3,6,6,1,0.2894736842105263,0.35714285714285715,0.39473684210526316,0.7518796992481203,0.0,0.0,1.625,0.2222222222222222,0.08333333333333333,2.579,0.4166666666666667,4.39,10,8
DET,AL,4,0,32,8,1,0,2,4,4,9,5,4,3,3,2,0.25,0.3333333333333333,0.46875,0.8020833333333333,1.0,0.0,0.6666666666666666,0.20588235294117646,0.058823529411764705,3.634555555555556,0.125,4.3,4,7
DET,AL,5,0,34,11,7,0,0,5,7,5,11,5,4,4,0,0.3235294117647059,0.42857142857142855,0.5294117647058824,0.9579831932773109,1.0,1.0,1.5555555555555556,0.225,0.125,4.523444444444444,0.3333333333333333,4.28,9,9
DET,AL,4,0,36,10,3,0,0,4,4,9,9,4,4,4,1,0.2777777777777778,0.35,0.3611111111111111,0.711111111111111,0.0,1.0,1.6049382716049383,0.21621621621621623,0.1891891891891892,5.671592592592592,0.2777777777777778,4.28,6,8
DET,AL,8,0,36,11,4,0,0,6,7,4,8,4,4,4,1,0.3055555555555556,0.4186046511627907,0.4166666666666667,0.8352713178294574,1.0,0.0,1.5555555555555556,0.15384615384615385,0.07692307692307693,2.7456666666666667,0.3793103448275862,4.26,11,6
DET,AL,4,0,33,8,2,0,1,4,2,10,4,4,8,8,0,0.24242424242424243,0.2857142857142857,0.3939393939393939,0.6796536796536796,0.0,1.0,2.25,0.24390243902439024,0.17073170731707318,5.204000000000001,0.45454545454545453,4.49,11,10
DET,AL,8,0,39,13,4,0,3,8,4,7,8,4,6,6,0,0.3333333333333333,0.3953488372093023,0.6666666666666666,1.0620155038759689,1.0,0.0,1.3333333333333333,0.15384615384615385,0.02564102564102564,3.5234444444444444,0.3225806451612903,4.57,11,6
DET,AL,0,1,31,5,2,0,0,0,1,12,5,4,0,0,3,0.16129032258064516,0.1875,0.22580645161290322,0.41330645161290325,0.0,1.0,1.3333333333333333,0.24390243902439024,0.17073170731707318,3.5234444444444444,0.21739130434782608,4.35,5,10
DET,AL,11,1,37,13,6,0,1,11,4,8,7,4,6,6,0,0.35135135135135137,0.42857142857142855,0.5945945945945946,1.0231660231660231,1.0,0.0,1.5555555555555556,0.20512820512820512,0.02564102564102564,4.523444444444444,0.39285714285714285,4.42,13,8
DET,AL,3,1,30,7,2,0,0,3,2,5,6,3,0,0,0,0.23333333333333334,0.2727272727272727,0.3,0.5727272727272728,1.0,1.0,0.7777777777777778,0.2903225806451613,0.0967741935483871,2.079,0.21052631578947367,4.23,4,9
DET,AL,10,1,41,16,2,1,3,10,2,4,10,4,6,6,0,0.3902439024390244,0.4090909090909091,0.7073170731707317,1.1164079822616408,1.0,1.0,1.3333333333333333,0.1794871794871795,0.05128205128205128,3.634555555555556,0.3103448275862069,4.3,10,7
DET,AL,3,1,32,7,2,0,1,3,5,7,10,4,1,1,3,0.21875,0.3157894736842105,0.375,0.6907894736842105,1.0,1.0,1.2222222222222223,0.20588235294117646,0.0,1.5234444444444446,0.4074074074074074,4.17,11,7
DET,AL,5,1,35,11,3,0,0,4,2,9,9,2,1,1,0,0.3142857142857143,0.35135135135135137,0.4,0.7513513513513514,1.0,1.0,0.4444444444444444,0.22580645161290322,0.0,1.5234444444444446,0.16666666666666666,4.04,4,7
DET,AL,4,0,35,9,3,1,0,4,3,8,7,2,10,10,0,0.2571428571428571,0.3157894736842105,0.4,0.7157894736842105,0.0,1.0,2.0,0.05128205128205128,0.10256410256410256,5.704000000000001,0.34375,4.29,12,2
DET,AL,3,0,35,11,2,0,1,3,1,2,6,4,4,4,0,0.3142857142857143,0.3333333333333333,0.45714285714285713,0.7904761904761904,0.0,0.0,1.3580246913580247,0.23529411764705882,0.08823529411764706,2.214802469135803,0.34782608695652173,4.29,8,8
DET,AL,4,0,34,8,0,0,4,4,3,5,6,4,3,3,1,0.23529411764705882,0.2972972972972973,0.5882352941176471,0.8855325914149443,0.0,0.0,1.5,0.13157894736842105,0.13157894736842105,4.079000000000001,0.25925925925925924,4.26,7,5
DET,AL,6,0,35,9,3,0,0,5,8,11,10,3,4,4,1,0.2571428571428571,0.3953488372093023,0.34285714285714286,0.7382059800664451,1.0,0.0,1.2222222222222223,0.40540540540540543,0.10810810810810811,1.0790000000000002,0.3888888888888889,4.25,7,15
DET,AL,4,0,33,8,2,0,0,4,5,8,8,5,7,7,2,0.24242424242424243,0.3333333333333333,0.30303030303030304,0.6363636363636364,0.0,1.0,2.0,0.14634146341463414,0.14634146341463414,4.204000000000001,0.37037037037037035,4.36,10,6
DET,AL,5,1,30,8,1,1,1,5,5,9,7,6,4,4,0,0.26666666666666666,0.37142857142857144,0.4666666666666667,0.8380952380952381,1.0,0.0,1.6666666666666667,0.125,0.175,5.745666666666667,0.25925925925925924,4.34,8,5
DET,AL,2,1,28,5,0,0,0,2,2,8,4,3,0,0,1,0.17857142857142858,0.23333333333333334,0.17857142857142858,0.4119047619047619,1.0,1.0,0.8888888888888888,0.11764705882352941,0.11764705882352941,3.5234444444444444,0.15384615384615385,4.21,4,4
DET,AL,0,1,32,6,1,0,0,0,1,10,6,3,8,8,1,0.1875,0.21212121212121213,0.21875,0.43087121212121215,0.0,1.0,1.5555555555555556,0.20930232558139536,0.09302325581395349,2.7456666666666667,0.3448275862068966,4.32,10,9
DET,AL,6,1,34,11,3,0,2,6,0,5,4,3,0,0,2,0.3235294117647059,0.3235294117647059,0.5882352941176471,0.911764705882353,1.0,0.0,1.0,0.13157894736842105,0.13157894736842105,3.967888888888889,0.14814814814814814,4.2,4,5
DET,AL,2,1,30,5,0,0,0,2,6,6,9,3,7,7,0,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.48245614035087714,0.0,1.0,1.3333333333333333,0.10810810810810811,0.05405405405405406,8.634555555555556,0.2222222222222222,4.28,10,4
DET,AL,7,1,43,10,3,1,1,7,8,15,11,6,6,6,1,0.23255813953488372,0.34615384615384615,0.4186046511627907,0.7647584973166368,1.0,0.0,1.75,0.18181818181818182,0.21818181818181817,5.495666666666667,0.25806451612903225,4.28,9,10
DET,AL,5,1,31,9,0,0,1,5,4,5,6,5,1,1,0,0.2903225806451613,0.37142857142857144,0.3870967741935484,0.7585253456221198,1.0,1.0,1.3333333333333333,0.23684210526315788,0.13157894736842105,2.7456666666666667,0.2916666666666667,4.2,7,9
DET,AL,2,1,34,7,2,0,1,2,4,7,9,4,5,5,1,0.20588235294117646,0.2894736842105263,0.35294117647058826,0.6424148606811146,0.0,1.0,1.4444444444444444,0.07692307692307693,0.07692307692307693,3.4123333333333337,0.30303030303030304,4.22,10,3
DET,AL,5,0,36,10,1,0,1,5,2,6,8,1,1,1,0,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.7222222222222222,1.0,0.0,0.5555555555555556,0.16666666666666666,0.03333333333333333,2.3012222222222225,0.16666666666666666,4.14,4,5
DET,AL,5,0,37,12,1,0,1,5,2,8,7,4,2,2,0,0.32432432432432434,0.358974358974359,0.43243243243243246,0.7914067914067915,1.0,1.0,1.2222222222222223,0.3076923076923077,0.15384615384615385,2.7456666666666667,0.25,4.08,5,12
DET,AL,1,0,30,4,2,0,0,1,3,9,6,3,4,4,1,0.13333333333333333,0.20588235294117646,0.2,0.40588235294117647,0.0,1.0,1.375,0.1111111111111111,0.08333333333333333,3.954,0.2962962962962963,4.09,8,4
DET,AL,4,0,38,12,3,0,1,4,3,5,11,3,5,5,1,0.3157894736842105,0.38095238095238093,0.47368421052631576,0.8546365914786966,0.0,0.0,1.5,0.18181818181818182,0.06060606060606061,5.579000000000001,0.34782608695652173,4.12,10,6
DET,AL,6,0,33,9,1,0,2,6,2,6,5,4,2,2,1,0.2727272727272727,0.3142857142857143,0.48484848484848486,0.7991341991341991,1.0,0.0,1.5555555555555556,0.10810810810810811,0.08108108108108109,3.1901111111111113,0.3793103448275862,4.08,11,4
DET,AL,3,0,36,9,1,0,1,3,1,3,7,2,5,5,0,0.25,0.2702702702702703,0.3611111111111111,0.6313813813813813,0.0,1.0,1.125,0.24242424242424243,0.06060606060606061,5.079000000000001,0.23809523809523808,4.11,7,8
DET,AL,4,0,37,10,3,0,1,4,2,7,8,3,4,4,1,0.2702702702702703,0.3076923076923077,0.43243243243243246,0.7401247401247402,0.0,0.0,1.5,0.24324324324324326,0.05405405405405406,3.579,0.375,4.11,10,9
DET,AL,4,1,33,7,2,0,3,4,1,6,3,6,5,5,1,0.21212121212121213,0.23529411764705882,0.5454545454545454,0.7807486631016043,0.0,0.0,2.111111111111111,0.1111111111111111,0.1111111111111111,5.412333333333334,0.41935483870967744,4.13,14,5
DET,AL,0,1,31,5,2,0,0,0,0,6,4,4,6,6,0,0.16129032258064516,0.16129032258064516,0.22580645161290322,0.3870967741935484,0.0,0.0,1.7777777777777777,0.07142857142857142,0.14285714285714285,5.856777777777777,0.28125,4.17,10,3
DET,AL,10,1,35,15,4,0,3,9,4,6,8,3,2,2,0,0.42857142857142855,0.48717948717948717,0.8,1.2871794871794873,1.0,0.0,1.0,0.4594594594594595,0.13513513513513514,2.7456666666666667,0.23076923076923078,4.13,4,17
DET,AL,1,1,30,7,0,0,0,1,6,6,9,3,4,4,0,0.23333333333333334,0.3611111111111111,0.23333333333333334,0.5944444444444444,0.0,1.0,1.1111111111111112,0.22857142857142856,0.05714285714285714,1.967888888888889,0.32,4.13,8,8
DET,AL,2,1,32,6,2,0,0,2,2,2,7,2,3,3,0,0.1875,0.2777777777777778,0.25,0.5277777777777778,0.0,0.0,1.3333333333333333,0.07692307692307693,0.07692307692307693,6.634555555555556,0.23333333333333334,4.1,9,3
DET,AL,3,1,31,9,0,0,1,2,0,3,4,1,0,0,0,0.2903225806451613,0.2903225806451613,0.3870967741935484,0.6774193548387097,1.0,0.0,0.1111111111111111,0.10714285714285714,0.0,2.4123333333333337,0.04,4.02,1,3
DET,AL,12,1,38,17,6,2,2,11,5,7,10,6,3,3,4,0.4473684210526316,0.5111111111111111,0.868421052631579,1.37953216374269,1.0,1.0,1.0,0.12195121951219512,0.04878048780487805,2.967888888888889,0.21212121212121213,4.0,7,5
DET,AL,3,0,36,8,2,0,1,3,3,10,9,4,7,7,0,0.2222222222222222,0.28205128205128205,0.3611111111111111,0.6431623931623931,0.0,1.0,1.875,0.08333333333333333,0.05555555555555555,3.079,0.41935483870967744,4.07,13,3
DET,AL,4,0,36,10,1,0,1,4,3,10,8,4,2,2,2,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.7222222222222222,1.0,0.0,1.1111111111111112,0.10526315789473684,0.10526315789473684,3.5234444444444444,0.2,4.03,6,4
DET,AL,2,0,32,6,2,0,0,1,2,6,5,3,7,7,0,0.1875,0.23529411764705882,0.25,0.4852941176470588,0.0,1.0,2.0,0.05263157894736842,0.02631578947368421,4.579000000000001,0.4117647058823529,4.09,15,2
DET,AL,7,0,39,13,2,0,2,6,4,10,9,4,2,2,1,0.3333333333333333,0.3953488372093023,0.5384615384615384,0.9338103756708407,1.0,0.0,1.1111111111111112,0.05555555555555555,0.05555555555555555,4.745666666666667,0.22580645161290322,4.05,8,2
DET,AL,3,0,33,8,0,1,2,3,1,6,5,3,15,15,1,0.24242424242424243,0.2571428571428571,0.48484848484848486,0.741991341991342,0.0,1.0,2.25,0.12195121951219512,0.04878048780487805,7.454000000000001,0.41935483870967744,4.26,16,5
DET,AL,0,0,29,3,0,0,0,0,6,7,8,2,3,3,0,0.10344827586206896,0.2571428571428571,0.10344827586206896,0.36059113300492607,0.0,0.0,0.875,0.23333333333333334,0.06666666666666667,5.329000000000001,0.1875,4.24,5,7
DET,AL,6,1,36,12,3,0,2,6,1,8,7,3,2,2,0,0.3333333333333333,0.35135135135135137,0.5833333333333334,0.9346846846846848,1.0,0.0,1.1111111111111112,0.16666666666666666,0.1388888888888889,3.4123333333333337,0.20833333333333334,4.2,5,6
DET,AL,4,1,37,13,1,0,1,2,4,5,11,4,3,3,0,0.35135135135135137,0.40476190476190477,0.4594594594594595,0.8642213642213643,1.0,1.0,1.1,0.2564102564102564,0.05128205128205128,2.979,0.3076923076923077,4.18,9,10
DET,AL,4,1,30,7,0,0,2,4,2,4,4,3,3,3,0,0.23333333333333334,0.28125,0.43333333333333335,0.7145833333333333,1.0,1.0,0.8888888888888888,0.0,0.02857142857142857,4.856777777777777,0.18181818181818182,4.16,7,0
DET,AL,7,1,37,12,3,0,1,7,4,3,11,4,3,3,1,0.32432432432432434,0.38095238095238093,0.4864864864864865,0.8674388674388674,1.0,1.0,1.1111111111111112,0.34210526315789475,0.07894736842105263,2.967888888888889,0.3,4.14,7,13
DET,AL,8,1,30,7,1,0,1,8,6,3,6,2,3,3,0,0.23333333333333334,0.35135135135135137,0.36666666666666664,0.718018018018018,1.0,1.0,0.7777777777777778,0.3333333333333333,0.0,3.856777777777778,0.2631578947368421,4.12,7,11
DET,AL,8,1,40,19,4,0,0,8,1,4,10,4,3,3,1,0.475,0.4878048780487805,0.575,1.0628048780487804,1.0,1.0,0.8888888888888888,0.2222222222222222,0.0,2.7456666666666667,0.25925925925925924,4.1,8,8
DET,AL,7,1,30,9,2,1,1,7,5,5,6,5,5,5,2,0.3,0.3783783783783784,0.5333333333333333,0.9117117117117117,1.0,1.0,1.4444444444444444,0.14634146341463414,0.07317073170731707,4.190111111111111,0.2903225806451613,4.12,10,6
DET,AL,5,1,37,11,3,0,0,5,2,6,8,3,5,5,1,0.2972972972972973,0.3333333333333333,0.3783783783783784,0.7117117117117118,0.0,1.0,1.5555555555555556,0.15384615384615385,0.10256410256410256,5.967888888888889,0.2962962962962963,4.13,10,6
DET,AL,3,1,32,7,1,0,2,3,0,6,5,3,1,1,0,0.21875,0.21875,0.4375,0.65625,1.0,0.0,0.6666666666666666,0.3125,0.0625,1.5234444444444446,0.2,4.08,4,10
DET,AL,6,0,33,8,3,0,1,6,5,10,7,5,14,14,0,0.24242424242424243,0.375,0.42424242424242425,0.7992424242424243,0.0,1.0,2.875,0.12244897959183673,0.14285714285714285,4.954000000000001,0.48484848484848486,4.24,16,6
DET,AL,0,0,30,5,0,0,0,0,2,5,6,4,5,5,0,0.16666666666666666,0.21875,0.16666666666666666,0.38541666666666663,0.0,0.0,1.5,0.08571428571428572,0.11428571428571428,5.454000000000001,0.25925925925925924,4.25,8,3
