Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,team_game_num,date_game,team_homeORaway,opp_ID,game_result,IP,H,R,ER,UER,BB,SO,HR,HBP,earned_run_avg,batters_faced,pitches,strikes_total,inherited_runners,inherited_score,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GIDP,pitchers_number,umpire_hp,pitchers_number_desc,Unnamed: 75,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win,wonPrev,WHIP,KPercent,BBPercent,BABIP
20110925,BOS,AL,158,NYA,AL,158,2,6,51,NYC21,49541,30,6,1,0,2,2,0,0,0,2,0,9,0,1,2,0,3,4,4,4,1,0,24,11,2,1,1,0,29,8,1,0,1,4,1,0,0,7,0,8,2,1,1,0,7,2,2,2,0,0,27,13,0,0,2,0,burna001,waket001,,waket001,burna001,158,1,@,NYY,"L,2-6",8.0,8,6,4,2,7,8,1,0,4.19,37,151,91,2,0,2,1,29,1,0,0,1,0,0,1,4,Brian Runge,"T.Wakefield (6-35-L), M.Albers (4), S.Atchison (0), A.Miller (6)",,0.2,0.27586206896551724,0.25,0.4166666666666667,0.43333333333333335,0.41379310344827586,0.6833333333333333,0.8304597701149425,0.0,0.0,1.875,0.21621621621621623,0.1891891891891892,0.35
20110925,BOS,AL,159,NYA,AL,159,7,4,84,NYC21,49072,52,15,2,1,1,7,1,0,1,2,1,9,0,2,1,0,7,6,3,3,0,0,42,15,1,0,2,0,45,6,2,0,0,3,0,1,0,8,2,12,2,0,2,0,8,8,7,7,0,0,42,16,0,0,1,0,moraf001,procs001,doubf001,lackj001,novai001,159,1,@,NYY,"W,7-4",14.0,6,4,3,1,8,12,0,0,4.17,54,220,141,4,1,2,0,45,2,0,2,0,1,0,2,6,Ted Barrett,"J.Lackey (5-49), A.Aceves (3-BSv), D.Bard (4), J.Papelbon (4), F.Morales (5-W), F.Doubront (4-Sv)",,0.28846153846153844,0.13333333333333333,0.32727272727272727,0.25925925925925924,0.4230769230769231,0.17777777777777778,0.7503496503496503,0.437037037037037,1.0,0.0,1.0,0.2222222222222222,0.14814814814814814,0.17647058823529413
20110926,BOS,AL,160,BAL,AL,160,3,6,51,BAL12,21786,37,11,2,0,1,2,0,0,1,4,1,7,0,1,0,0,12,3,6,6,0,0,24,11,0,0,1,0,30,8,2,0,2,6,1,0,0,4,0,8,2,0,1,0,5,6,2,2,0,1,27,7,1,0,1,0,pattt001,beckj002,,beckj002,huntt002,160,Sep 26,@,BAL,"L,3-6",8.0,8,6,6,0,4,8,2,0,4.18,35,141,94,0,0,2,0,30,2,0,0,1,0,0,1,3,Laz Diaz,"J.Beckett (4-35-L), A.Aceves (0), K.Weiland (6)",,0.2972972972972973,0.26666666666666666,0.38095238095238093,0.35294117647058826,0.43243243243243246,0.5333333333333333,0.8133848133848134,0.8862745098039215,0.0,1.0,1.5,0.22857142857142856,0.11428571428571428,0.3
20110927,BOS,AL,161,BAL,AL,161,8,7,54,BAL12,22123,37,11,2,1,4,8,0,0,0,3,0,6,0,0,1,0,5,4,7,7,0,0,27,9,0,0,0,0,39,13,3,1,2,7,0,0,0,3,0,8,0,1,0,0,8,5,8,8,1,0,27,9,0,0,1,0,aceva001,britz001,papej001,bedae001,britz001,161,Sep 27,@,BAL,"W,8-7",9.0,13,7,7,0,3,8,2,0,4.2,42,173,114,2,0,0,1,39,3,1,0,0,0,0,0,4,Wally Bell,"E.Bedard (6-41), A.Aceves (0-W), D.Bard (1), J.Papelbon (1-Sv)",,0.2972972972972973,0.3333333333333333,0.35,0.38095238095238093,0.7297297297297297,0.6153846153846154,1.0797297297297297,0.9963369963369964,1.0,0.0,1.7777777777777777,0.19047619047619047,0.07142857142857142,0.3793103448275862
20110928,BOS,AL,162,BAL,AL,162,3,4,53,BAL12,29749,35,11,2,0,1,2,0,0,0,6,3,2,1,1,2,0,11,4,4,4,0,0,26,15,0,0,2,0,31,7,4,0,1,4,0,0,2,4,0,8,0,0,2,0,7,5,3,3,0,1,27,18,2,0,2,0,johnj010,papej001,,lestj001,simoa001,162,Sep 28,@,BAL,"L,3-4",8.2,7,4,4,0,4,8,1,2,4.2,37,132,79,0,0,0,0,31,4,0,0,0,0,0,2,4,John Hirschbeck,"J.Lester (3-57), A.Aceves (0-H), D.Bard (0-H), J.Papelbon (0-BL)",,0.3142857142857143,0.22580645161290322,0.4146341463414634,0.35135135135135137,0.45714285714285713,0.45161290322580644,0.8717770034843205,0.8029642545771578,0.0,1.0,1.3414634146341464,0.21621621621621623,0.10810810810810811,0.2727272727272727
20120405,BOS,AL,1,DET,AL,1,2,3,52,DET05,45027,32,5,2,1,0,2,0,1,0,1,0,8,1,0,0,0,5,5,3,3,0,0,25,7,0,0,3,0,31,10,2,1,0,3,0,1,1,4,1,4,0,0,3,0,9,2,2,2,0,0,27,6,1,0,0,0,valvj001,melam001,,lestj001,verlj001,1,Apr 5,@,DET,"L,2-3",8.1,10,3,3,0,4,4,0,1,3.24,37,139,83,4,2,0,0,31,2,1,1,0,1,0,3,5,Dale Scott,"J.Lester (99-62), V.Padilla (99), F.Morales (99), M.Melancon (99-L), A.Aceves (99)",,0.15625,0.3225806451612903,0.17647058823529413,0.40540540540540543,0.28125,0.45161290322580644,0.45772058823529416,0.8570183086312119,0.0,0.0,1.7283950617283952,0.10810810810810811,0.10810810810810811,0.35714285714285715
20120407,BOS,AL,2,DET,AL,2,0,10,51,DET05,44710,32,7,1,0,0,0,0,0,0,2,0,11,0,0,2,0,7,5,9,9,0,0,24,13,2,0,1,0,36,12,1,0,5,9,0,0,1,2,0,4,0,0,1,0,5,5,0,0,0,0,27,10,0,0,2,0,belod001,beckj002,,beckj002,fistd001,2,Apr 7,@,DET,"L,0-10",8.0,12,10,9,1,2,4,5,1,6.61,39,138,91,3,1,0,0,36,1,0,0,0,0,1,1,5,Bill Miller,"J.Beckett (99-24-L), S.Atchison (99), M.Albers (99), J.Thomas (99), M.Bowden (99)",,0.21875,0.3333333333333333,0.2647058823529412,0.38461538461538464,0.25,0.7777777777777778,0.5147058823529411,1.1623931623931625,0.0,0.0,1.75,0.10256410256410256,0.05128205128205128,0.25925925925925924
20120408,BOS,AL,3,DET,AL,3,12,13,65,DET05,30788,49,18,4,0,1,11,1,1,3,4,0,11,1,0,0,0,13,5,13,13,2,0,32,11,0,0,1,0,46,17,2,0,2,12,0,2,1,2,0,9,0,0,1,0,6,8,12,12,1,1,33,9,0,0,0,0,belod001,melam001,,buchc001,schem001,3,Apr 8,@,DET,"L,12-13",10.2,17,13,13,0,2,9,2,1,8.33,51,185,125,0,0,0,0,46,2,0,0,0,2,0,1,5,Dan Iassogna,"C.Buchholz (99-18), V.Padilla (2), A.Aceves (2-BSv), F.Morales (2), M.Melancon (2-BL)",,0.3673469387755102,0.3695652173913043,0.43859649122807015,0.39215686274509803,0.5102040816326531,0.5434782608695652,0.9488005728607232,0.9356351236146632,0.0,0.0,1.8627450980392157,0.17647058823529413,0.0392156862745098,0.40540540540540543
20120409,BOS,AL,4,TOR,AL,4,4,2,54,TOR02,48473,31,7,2,0,1,3,0,1,0,4,0,6,0,1,1,0,5,3,2,2,0,0,27,9,0,0,1,0,32,5,0,1,0,2,0,0,0,3,0,10,0,0,1,0,6,5,4,4,1,0,27,12,0,1,1,0,atchs001,sants001,aceva001,doubf001,alvah001,4,Apr 9,@,TOR,"W,4-2",9.0,5,2,2,0,3,10,0,0,6.75,35,147,96,0,0,0,0,32,0,1,0,0,0,0,1,3,Marvin Hudson,"F.Doubront (99-54), S.Atchison (1-W), A.Aceves (0-Sv)",,0.22580645161290322,0.15625,0.3055555555555556,0.22857142857142856,0.3870967741935484,0.21875,0.692652329749104,0.44732142857142854,1.0,0.0,0.8888888888888888,0.2857142857142857,0.08571428571428572,0.22727272727272727
20120410,BOS,AL,5,TOR,AL,5,3,7,51,TOR02,26351,34,9,5,0,0,3,0,1,0,5,0,9,0,0,1,0,10,3,7,7,0,0,24,5,0,0,0,0,34,11,1,0,1,7,0,1,0,2,0,9,3,0,0,0,6,4,3,3,0,0,27,8,0,0,1,0,drabk001,bardd001,,bardd001,drabk001,5,Apr 10,@,TOR,"L,3-7",8.0,11,7,7,0,2,9,1,0,6.95,37,144,97,2,2,3,0,34,1,0,0,0,1,0,0,3,Tim McClelland,"D.Bard (99-36-L), J.Thomas (2), M.Bowden (2)",,0.2647058823529412,0.3235294117647059,0.35,0.35135135135135137,0.4117647058823529,0.4411764705882353,0.7617647058823529,0.7925278219395866,0.0,1.0,1.625,0.24324324324324326,0.05405405405405406,0.4
20120411,BOS,AL,6,TOR,AL,6,1,3,51,TOR02,25285,30,3,0,0,0,1,0,0,0,2,0,6,0,0,0,0,4,1,3,3,1,0,24,8,0,1,0,0,26,3,0,1,0,3,0,1,0,2,0,6,1,0,0,0,2,2,1,1,0,0,27,13,0,0,0,0,romer002,lestj001,sants001,lestj001,romer002,6,Apr 11,@,TOR,"L,1-3",8.0,3,3,3,0,2,6,0,0,6.4,29,116,74,1,1,1,0,26,0,1,0,0,1,0,0,1,Ted Barrett,J.Lester (5-68-L),,0.1,0.11538461538461539,0.15625,0.1724137931034483,0.1,0.19230769230769232,0.25625,0.3647214854111406,0.0,0.0,0.625,0.20689655172413793,0.06896551724137931,0.14285714285714285
20120413,TBA,AL,7,BOS,AL,7,2,12,51,BOS07,37032,33,6,2,0,1,2,0,0,0,1,0,2,0,0,0,0,5,5,12,12,1,0,24,9,1,0,2,0,37,16,5,0,0,12,0,2,1,6,0,6,1,0,2,0,10,2,2,2,0,0,27,8,0,0,0,0,beckj002,pricd001,,pricd001,beckj002,7,Apr 13,1,TBR,"W,12-2",9.0,6,2,2,0,1,2,1,0,5.75,34,109,72,0,0,0,0,33,2,0,0,0,0,0,0,2,Tony Randazzo,"J.Beckett (5-68-W), M.Melancon (4)",,0.18181818181818182,0.43243243243243246,0.20588235294117646,0.5,0.3333333333333333,0.5675675675675675,0.5392156862745098,1.0675675675675675,1.0,0.0,0.7777777777777778,0.058823529411764705,0.029411764705882353,0.16666666666666666
20120414,TBA,AL,8,BOS,AL,8,5,13,51,BOS07,38024,32,6,2,0,1,5,1,0,0,3,0,8,0,0,0,0,4,4,13,13,0,0,24,10,0,0,1,0,37,15,5,0,5,13,0,0,0,6,0,4,0,0,1,0,6,3,5,5,0,1,27,11,0,0,0,0,buchc001,badeb001,,hellj001,buchc001,8,Apr 14,1,TBR,"W,13-5",9.0,6,5,5,0,3,8,1,0,5.66,36,129,84,0,0,0,0,32,2,0,0,1,0,0,0,3,Todd Tichenor,"C.Buchholz (5-47-W), F.Morales (5-H), A.Aceves (4)",,0.1875,0.40540540540540543,0.2571428571428571,0.4883720930232558,0.34375,0.9459459459459459,0.6008928571428571,1.4343180389692018,1.0,1.0,1.0,0.2222222222222222,0.08333333333333333,0.21739130434782608
20120415,TBA,AL,9,BOS,AL,9,4,6,51,BOS07,38024,39,13,4,0,1,4,0,0,0,2,0,11,0,0,0,0,10,3,6,6,0,0,24,6,0,0,0,0,31,8,3,0,2,6,0,0,0,4,2,6,0,0,0,0,5,5,4,4,1,0,27,7,0,0,0,0,padiv001,moorm003,aceva001,moorm003,doubf001,9,Apr 15,1,TBR,"W,6-4",9.0,13,4,4,0,2,11,1,0,5.47,41,153,97,2,0,0,0,39,4,0,0,0,0,0,0,5,Brian Gorman,"F.Doubront (5-39), S.Atchison (5), V.Padilla (6-W), F.Morales (0-H), A.Aceves (0-Sv)",,0.3333333333333333,0.25806451612903225,0.36585365853658536,0.34285714285714286,0.5128205128205128,0.5483870967741935,0.8786741713570981,0.8912442396313364,1.0,1.0,1.6666666666666667,0.2682926829268293,0.04878048780487805,0.4444444444444444
20120416,TBA,AL,10,BOS,AL,10,1,0,54,BOS07,38108,31,7,1,0,0,1,0,0,1,7,0,8,1,1,2,0,11,2,0,0,1,0,27,15,0,0,2,0,29,4,0,0,0,0,0,0,0,3,1,6,0,1,1,0,5,3,1,1,0,0,27,13,0,0,2,0,shiej002,bardd001,rodnf001,shiej002,bardd001,10,Apr 16,1,TBR,"L,0-1",9.0,7,1,1,0,7,8,0,1,5.01,39,147,87,3,0,1,1,31,1,0,0,0,0,0,2,3,Larry Vanover,"D.Bard (5-62-L), J.Thomas (5), M.Albers (8)",,0.22580645161290322,0.13793103448275862,0.38461538461538464,0.21875,0.25806451612903225,0.13793103448275862,0.6426799007444168,0.3566810344827586,0.0,1.0,1.5555555555555556,0.20512820512820512,0.1794871794871795,0.30434782608695654
20120417,TEX,AL,11,BOS,AL,11,18,3,54,BOS07,38229,46,21,3,0,6,18,0,1,0,8,0,8,0,0,1,0,10,3,3,3,0,0,27,5,0,0,0,0,36,10,2,0,2,3,0,0,0,0,0,11,0,0,0,0,6,6,18,18,1,0,27,10,0,0,1,0,lewic001,lestj001,,lewic001,lestj001,11,Apr 17,1,TEX,"L,3-18",9.0,21,18,18,0,8,8,6,0,6.22,55,218,133,3,3,0,0,46,3,0,0,0,1,0,1,6,Ron Kulpa,"J.Lester (5-10-L), S.Atchison (1), M.Albers (0), M.Melancon (3), J.Thomas (0), V.Padilla (1)",,0.45652173913043476,0.2777777777777778,0.5272727272727272,0.2777777777777778,0.9130434782608695,0.5,1.4403162055335967,0.7777777777777778,0.0,0.0,3.2222222222222223,0.14545454545454545,0.14545454545454545,0.45454545454545453
20120418,TEX,AL,12,BOS,AL,12,6,3,54,BOS07,37967,34,10,1,0,1,6,0,0,1,5,2,8,0,0,1,0,7,3,2,2,0,0,27,8,1,0,1,0,31,5,2,0,1,3,0,0,0,4,0,8,1,1,0,0,5,3,6,6,0,0,27,11,0,1,1,0,holld003,beckj002,,holld003,beckj002,12,Apr 18,1,TEX,"L,3-6",9.0,10,6,6,0,5,8,1,1,6.2,40,164,92,3,0,0,0,34,1,0,2,0,0,0,1,3,Jim Wolf,"J.Beckett (4-57-L), F.Morales (2), M.Albers (0)",,0.29411764705882354,0.16129032258064516,0.4,0.2571428571428571,0.4117647058823529,0.3225806451612903,0.8117647058823529,0.5797235023041474,0.0,0.0,1.6666666666666667,0.2,0.125,0.36
20120420,NYA,AL,14,BOS,AL,13,6,2,54,BOS07,36770,37,11,1,0,5,6,0,0,0,2,0,4,0,0,1,0,6,5,2,2,0,0,27,9,0,0,1,0,36,10,4,0,1,2,0,0,1,0,0,10,0,0,1,0,8,4,5,5,2,0,27,15,1,0,1,0,novai001,buchc001,,novai001,buchc001,13,Apr 20,1,NYY,"L,2-6",9.0,11,6,5,1,2,4,5,0,6.1,39,143,94,4,0,0,0,37,1,0,0,0,0,1,1,4,Jeff Nelson,"C.Buchholz (5-32-L), S.Atchison (2), J.Thomas (2), J.Tazawa (99)",,0.2972972972972973,0.2777777777777778,0.3333333333333333,0.2972972972972973,0.7297297297297297,0.4722222222222222,1.063063063063063,0.7695195195195195,0.0,0.0,1.4444444444444444,0.10256410256410256,0.05128205128205128,0.21428571428571427
20120421,NYA,AL,15,BOS,AL,14,15,9,54,BOS07,37839,42,16,4,0,3,15,0,0,0,8,2,9,1,0,1,0,8,6,9,9,1,0,27,5,0,0,2,0,40,17,6,0,1,9,0,2,1,1,0,5,1,0,1,0,8,7,14,14,0,0,27,12,1,1,2,0,sorir001,aceva001,,garcf002,doubf001,14,Apr 21,1,NYY,"L,9-15",9.0,16,15,14,1,8,9,3,0,6.68,50,190,112,7,5,1,0,42,4,0,2,0,0,1,1,7,Bill Welke,"F.Doubront (5-64), V.Padilla (3), M.Albers (2), F.Morales (2-H), A.Aceves (5-BL), J.Thomas (0), J.Tazawa (0)",,0.38095238095238093,0.425,0.48,0.4318181818181818,0.6904761904761905,0.65,1.1704761904761904,1.0818181818181818,0.0,0.0,2.6666666666666665,0.18,0.16,0.43333333333333335
20120423,BOS,AL,15,MIN,AL,17,6,5,54,MIN04,32351,35,12,1,0,3,6,0,1,0,0,0,5,0,1,2,0,3,4,5,5,0,0,27,15,2,0,3,0,32,8,1,0,1,4,0,0,0,5,1,4,0,0,3,0,5,4,6,6,0,0,27,13,0,0,2,0,bardd001,cappm001,aceva001,lestj001,marqj001,15,Apr 23,@,MIN,"W,6-5",9.0,8,5,5,0,5,4,1,0,6.56,37,148,92,1,0,0,0,32,1,0,1,0,0,0,3,4,Fieldin Culbreth,"J.Lester (5-45), F.Morales (1), D.Bard (6-W), A.Aceves (1-Sv)",,0.34285714285714286,0.25,0.3333333333333333,0.35135135135135137,0.6285714285714286,0.375,0.9619047619047618,0.7263513513513513,1.0,0.0,1.4444444444444444,0.10810810810810811,0.13513513513513514,0.25925925925925924
20120424,BOS,AL,16,MIN,AL,18,11,2,54,MIN04,33651,44,18,6,0,2,11,1,0,0,3,0,9,0,0,0,0,10,3,2,2,0,0,27,9,0,0,0,0,33,6,4,0,0,2,0,0,0,3,0,8,0,0,0,0,7,4,11,11,0,0,27,12,0,0,0,0,beckj002,blacn001,,beckj002,blacn001,16,Apr 24,@,MIN,"W,11-2",9.0,6,2,2,0,3,8,0,0,6.27,36,138,93,0,0,0,0,33,4,0,0,0,0,0,0,3,Adrian Johnson,"J.Beckett (5-56-W), S.Atchison (3), M.Albers (2)",,0.4090909090909091,0.18181818181818182,0.44680851063829785,0.25,0.6818181818181818,0.30303030303030304,1.1286266924564796,0.553030303030303,1.0,1.0,1.0,0.2222222222222222,0.08333333333333333,0.24
20120425,BOS,AL,17,MIN,AL,19,7,6,54,MIN04,32254,34,10,1,1,1,7,0,0,0,2,0,8,0,0,2,0,2,7,6,6,0,0,27,15,0,0,1,0,40,14,3,0,0,6,0,0,2,4,0,5,1,0,1,0,13,4,7,7,0,0,27,11,0,0,2,0,buchc001,hendl001,aceva001,buchc001,hendl001,17,Apr 25,@,MIN,"W,7-6",9.0,14,6,6,0,4,5,0,2,6.26,46,171,111,8,4,1,0,40,3,0,0,0,0,0,1,7,Gary Cederstrom,"C.Buchholz (4-27-W), S.Atchison (0), J.Thomas (3), M.Albers (0-H), V.Padilla (3-H), F.Morales (1-H), A.Aceves (1-Sv)",,0.29411764705882354,0.35,0.3333333333333333,0.43478260869565216,0.47058823529411764,0.425,0.803921568627451,0.8597826086956522,1.0,1.0,2.0,0.10869565217391304,0.08695652173913043,0.4
20120426,BOS,AL,18,CHA,AL,19,10,3,54,CHI12,20266,37,12,3,0,3,10,0,0,0,3,0,5,1,0,2,0,3,2,3,3,1,0,27,9,1,0,0,0,35,7,2,0,1,3,0,0,2,3,0,6,0,0,0,0,10,3,10,10,0,0,27,13,0,0,2,0,doubf001,humbp001,tazaj001,doubf001,humbp001,18,Apr 26,@,CHW,"W,10-3",9.0,7,3,3,0,3,6,1,2,6.08,40,161,103,0,0,0,0,35,2,0,0,0,0,1,0,2,Brian O'Nora,"F.Doubront (4-49-W), J.Tazawa (4-Sv)",,0.32432432432432434,0.2,0.375,0.3,0.6486486486486487,0.34285714285714286,1.0236486486486487,0.6428571428571428,1.0,1.0,1.1111111111111112,0.15,0.075,0.21428571428571427
20120427,BOS,AL,19,CHA,AL,20,10,3,54,CHI12,20414,40,13,1,0,2,10,0,0,0,6,0,8,0,0,0,0,9,2,2,2,0,0,27,8,1,1,0,0,34,6,2,0,1,2,0,0,0,1,0,7,1,0,0,0,5,3,10,10,1,0,27,5,0,0,0,0,bardd001,dankj001,,bardd001,dankj001,19,Apr 27,@,CHW,"W,10-3",9.0,6,3,2,1,1,7,1,0,5.86,35,114,75,0,0,1,0,34,2,0,0,0,0,1,0,2,Alfonso Marquez,"D.Bard (3-60-W), M.Albers (1)",,0.325,0.17647058823529413,0.41304347826086957,0.2,0.5,0.3235294117647059,0.9130434782608696,0.5235294117647059,1.0,1.0,0.7777777777777778,0.2,0.02857142857142857,0.19230769230769232
20120428,BOS,AL,20,CHA,AL,21,1,0,54,CHI12,20057,31,4,1,0,0,1,0,0,0,1,0,7,0,0,0,0,4,4,0,0,0,0,27,11,0,0,0,0,33,6,2,0,0,0,0,0,0,2,0,9,0,0,0,0,8,1,1,1,0,0,27,4,0,0,0,0,lestj001,peavj001,aceva001,lestj001,peavj001,20,Apr 28,@,CHW,"W,1-0",9.0,6,0,0,0,2,9,0,0,5.56,35,161,104,1,0,0,0,33,2,0,0,0,0,0,0,4,D.J. Reyburn,"J.Lester (4-73-W), F.Morales (2-H), V.Padilla (2-H), A.Aceves (2-Sv)",,0.12903225806451613,0.18181818181818182,0.15625,0.22857142857142856,0.16129032258064516,0.24242424242424243,0.31754032258064513,0.47099567099567097,1.0,1.0,0.8888888888888888,0.2571428571428571,0.05714285714285714,0.25
20120429,BOS,AL,21,CHA,AL,22,1,4,51,CHI12,22811,30,3,1,0,0,1,0,0,0,2,0,12,0,0,0,0,4,4,4,4,0,0,24,4,0,0,1,0,30,8,0,0,1,4,1,0,0,5,0,8,1,0,1,0,8,3,1,1,0,0,27,5,0,0,0,0,floyg001,beckj002,thorm001,beckj002,floyg001,21,Apr 29,@,CHW,"L,1-4",8.0,8,4,4,0,5,8,1,0,5.52,36,156,101,5,1,1,0,30,0,0,0,1,0,0,1,4,Tom Hallion,"J.Beckett (4-55-L), S.Atchison (3), R.Hill (99), J.Tazawa (2)",,0.1,0.26666666666666666,0.15625,0.37142857142857144,0.13333333333333333,0.36666666666666664,0.2895833333333333,0.7380952380952381,0.0,1.0,1.625,0.2222222222222222,0.1388888888888889,0.3333333333333333
20120430,OAK,AL,24,BOS,AL,22,6,11,51,BOS07,37359,35,11,1,0,1,5,0,0,2,6,0,9,0,0,3,0,10,4,10,10,0,0,24,9,2,0,1,0,36,11,3,0,4,10,0,0,0,4,1,6,1,0,1,0,5,6,6,6,0,0,27,16,1,0,3,0,buchc001,milot001,,milot001,buchc001,22,Apr 30,1,OAK,"W,11-6",9.0,11,6,6,0,6,9,1,2,5.54,43,155,96,6,0,0,0,35,1,0,0,0,0,1,3,6,Phil Cuzzi,"C.Buchholz (4-36-W), J.Tazawa (0), V.Padilla (1-H), S.Atchison (0), F.Morales (1-H), A.Aceves (1)",,0.3142857142857143,0.3055555555555556,0.4418604651162791,0.375,0.42857142857142855,0.7222222222222222,0.8704318936877076,1.0972222222222223,1.0,0.0,1.8888888888888888,0.20930232558139536,0.13953488372093023,0.4
20120501,OAK,AL,25,BOS,AL,23,5,3,54,BOS07,37225,37,10,3,0,0,4,0,0,0,2,0,14,4,0,0,0,7,5,3,3,1,0,27,8,0,0,0,0,34,7,2,0,0,3,0,0,1,4,0,8,0,0,0,0,9,4,5,5,2,0,27,5,0,0,0,0,parkj001,doubf001,norbj001,parkj001,doubf001,23,May 1,1,OAK,"L,3-5",9.0,10,5,5,0,2,14,0,0,5.51,39,176,112,0,0,4,0,37,3,0,0,0,0,0,0,4,Greg Gibson,"F.Doubront (4-36-L), S.Atchison (0), R.Hill (1), M.Albers (3)",,0.2702702702702703,0.20588235294117646,0.3076923076923077,0.3076923076923077,0.35135135135135137,0.2647058823529412,0.659043659043659,0.5723981900452488,0.0,1.0,1.3333333333333333,0.358974358974359,0.05128205128205128,0.43478260869565216
20120502,OAK,AL,26,BOS,AL,24,4,2,54,BOS07,37434,35,9,4,0,0,4,0,0,1,2,0,8,0,0,1,0,7,3,2,2,0,0,27,10,1,0,0,0,35,8,5,0,0,2,0,1,0,4,0,7,1,0,0,0,11,3,4,4,1,0,27,9,0,0,1,0,mccab001,bardd001,fuenb001,mccab001,bardd001,24,May 2,1,OAK,"L,2-4",9.0,9,4,4,0,2,8,0,1,5.45,38,156,99,2,0,0,0,35,4,0,0,0,0,0,1,3,Manny Gonzalez,"D.Bard (4-35-L), M.Albers (0), C.Mortensen (99)",,0.2571428571428571,0.22857142857142856,0.3157894736842105,0.3,0.37142857142857144,0.37142857142857144,0.687218045112782,0.6714285714285715,0.0,0.0,1.2222222222222223,0.21052631578947367,0.05263157894736842,0.3333333333333333
20120504,BAL,AL,26,BOS,AL,25,6,4,78,BOS07,37223,46,10,1,1,1,5,1,1,0,6,0,8,0,0,2,0,9,6,3,3,0,0,39,21,3,1,1,0,45,8,2,1,0,3,1,1,1,5,0,6,0,1,0,0,10,7,6,6,0,0,39,17,0,0,2,0,pattt001,moraf001,johnj010,chenw001,lestj001,25,May 4,1,BAL,"L,4-6",13.0,10,6,6,0,6,8,1,0,5.38,54,210,134,4,1,0,0,46,1,1,0,1,1,0,2,7,Jim Reynolds,"J.Lester (5-49), V.Padilla (3-BSv), R.Hill (2), M.Albers (1), A.Aceves (3), F.Morales (3-L), S.Atchison (2)",,0.21739130434782608,0.17777777777777778,0.3018867924528302,0.2692307692307692,0.34782608695652173,0.26666666666666666,0.6497128794093519,0.5358974358974359,0.0,0.0,1.2307692307692308,0.14814814814814814,0.1111111111111111,0.23684210526315788
20120505,BAL,AL,27,BOS,AL,26,8,2,54,BOS07,37581,36,10,2,0,2,7,0,0,0,2,0,6,0,1,0,0,3,5,2,2,0,0,27,11,1,0,1,0,34,8,4,0,0,2,0,0,0,1,0,9,0,0,1,0,6,3,7,7,1,0,27,13,0,1,0,0,hammj002,cooka002,,hammj002,cooka002,26,May 5,1,BAL,"L,2-8",9.0,10,8,7,1,2,6,2,0,5.44,38,140,89,2,2,0,1,36,2,0,0,0,0,0,0,3,Mike Estabrook,"A.Cook (99-15-L), C.Mortensen (2), S.Atchison (0)",,0.2777777777777778,0.23529411764705882,0.3157894736842105,0.2571428571428571,0.5,0.35294117647058826,0.8157894736842105,0.6100840336134454,0.0,0.0,1.3333333333333333,0.15789473684210525,0.05263157894736842,0.2857142857142857
20120506,BAL,AL,28,BOS,AL,27,9,6,102,BOS07,37394,59,15,4,0,4,9,0,0,0,10,0,15,2,1,6,0,9,9,6,6,0,0,51,21,2,0,3,0,63,16,4,0,1,6,0,1,0,4,0,18,0,2,2,0,11,9,8,8,0,0,51,25,3,0,6,0,davic003,mcdod002,,huntt002,buchc001,27,May 6,1,BAL,"L,6-9",17.0,15,9,8,1,10,15,4,0,5.36,69,297,176,5,0,2,1,59,4,0,0,0,0,1,6,9,James Hoye,"C.Buchholz (5-27), A.Miller (99), M.Albers (1), V.Padilla (1), A.Aceves (1), F.Morales (1), R.Hill (1), S.Atchison (0), D.McDonald (99-L)",,0.2542372881355932,0.25396825396825395,0.36231884057971014,0.29411764705882354,0.5254237288135594,0.36507936507936506,0.8877425693932695,0.6591970121381886,0.0,0.0,1.4705882352941178,0.21739130434782608,0.14492753623188406,0.275
