team_game_num,team_homeORaway,opp_ID,game_result,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GIDP,SB,CS,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,LOB,batters_number,opposing_starter_throws,opposing_starter,team_game_num,team_homeORaway,opp_ID,game_result,IP,H,R,ER,UER,BB,SO,HR,HBP,earned_run_avg,batters_faced,pitches,strikes_total,inherited_runners,inherited_score,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GIDP,pitchers_number,umpire_hp,pitchers_number_desc
162,@,STL,"L,0-9",27,0,3,0,0,0,0,1,0,7,0,0,0,0,2,0,0,.252,.331,.452,.783,1,15,R,J.Flaherty(78),162,@,STL,"L,0-9",8.0,9,9,9,0,8,7,3,1,4.10,41,170,99,2,2,1,0,32,0,0,0,0,0,0,1,5,Doug Eddings,"D.Holland (4-14-L), D.Underwood (2), J.Norwood (2), D.Maples (2), B.Zobrist (99)"
