,Date,Visiting Team Game Number,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Unnamed: 75,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win,wonPrev
count,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,0.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1457.0
mean,20140669.327846363,81.24279835390946,81.26611796982168,4.176268861454047,4.4122085048010975,53.637174211248286,24809.87379972565,34.74554183813443,8.427297668038408,1.6392318244170097,0.13031550068587106,1.03360768175583,3.972565157750343,0.15637860082304528,0.24279835390946503,0.29766803840877915,3.0260631001371743,0.1337448559670782,7.710562414266118,0.5685871056241426,0.21604938271604937,0.789437585733882,0.004801097393689987,6.717421124828532,3.8641975308641974,4.064471879286694,4.058984910836763,0.3737997256515775,0.027434842249657063,26.05761316872428,9.065843621399177,0.6248285322359396,0.08710562414266118,0.8305898491083676,0.0006858710562414266,33.27846364883402,8.429355281207133,1.681755829903978,0.16049382716049382,1.0397805212620028,4.208504801097393,0.1748971193415638,0.2812071330589849,0.2832647462277092,3.159122085048011,0.15569272976680384,7.076131687242798,0.5473251028806584,0.18518518518518517,0.7078189300411523,0.009602194787379973,6.716735253772291,4.095336076817558,3.843621399176955,3.836076817558299,0.36968449931412894,0.024691358024691357,27.579561042524006,9.594650205761317,0.6275720164609053,0.05692729766803841,0.9197530864197531,0.0013717421124828531,,0.23627343133111028,0.24878439780908618,0.298901075649976,0.31432861656948385,0.37618836400977546,0.4002161985703967,0.6750894396597514,0.7145448151398807,0.5089163237311386,0.5092656142759094
std,25827.48571724435,46.95943758061772,46.89350912982591,3.0708516166943824,3.063642339564655,5.076698295671923,10310.077859051182,4.378191728937677,3.4728868001573248,1.364878593720329,0.37714388755691175,1.0437752947280703,2.9774838643037915,0.4210860219652757,0.5039646403884634,0.5744575020319274,2.0005163372945205,0.38406823587139705,2.8979269018790634,0.8867364336162858,0.46933739157164783,0.8603032692282526,0.06914713465342168,2.5536894465826796,1.3796021407099275,2.9488826965643797,2.945970492008684,0.6272682379659762,0.1634028297493189,2.8745398000964393,3.134776157815071,0.7919382784530902,0.3031945966557399,0.8764264547760265,0.026189140043946204,4.2248849150419385,3.2787688310298893,1.3912992464064284,0.40792126197020007,1.0883083438601318,2.979524559880016,0.4449065316905415,0.5437011090498427,0.5432632656882198,2.0729793605215066,0.417248027558755,2.7896452054855847,0.8590567075791979,0.4430505098627427,0.8021637109816647,0.1043513456766494,2.609050777067208,1.3642529803727672,2.8972741406588782,2.892944860392029,0.6164859649685589,0.15959607367907155,2.3817642421807754,3.169371076571099,0.8508430172716905,0.24614395335773126,0.9126620581213644,0.03702432482213124,,0.07673146824334004,0.07923004928144187,0.08007508866105188,0.08318729127345352,0.1472304377857566,0.15934227035485138,0.213232940733646,0.22818002533345103,0.500092021587961,0.500085785365648
min,20100405.0,1.0,1.0,0.0,0.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.034482758620689655,0.0,0.06666666666666667,0.0,0.034482758620689655,0.0,0.10114942528735632,0.0,0.0
25%,20120519.25,40.0,41.0,2.0,2.0,51.0,16384.5,32.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,31.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,,0.18181818181818182,0.1935483870967742,0.24324324324324326,0.2571428571428571,0.2727272727272727,0.28125,0.5336754643206256,0.5473393324199776,0.0,0.0
50%,20140629.5,81.0,81.0,4.0,4.0,54.0,22920.0,34.0,8.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,7.0,4.0,4.0,4.0,0.0,0.0,27.0,9.0,0.0,0.0,1.0,0.0,33.0,8.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,6.5,4.0,3.0,3.0,0.0,0.0,27.0,10.0,0.0,0.0,1.0,0.0,,0.23529411764705882,0.25,0.3,0.3157894736842105,0.36666666666666664,0.3939393939393939,0.6725457074721781,0.702913752913753,1.0,1.0
75%,20160818.5,122.0,122.0,6.0,6.0,54.0,33649.25,37.0,10.75,2.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,10.0,1.0,0.0,1.0,0.0,8.0,5.0,6.0,6.0,1.0,0.0,27.0,11.0,1.0,0.0,1.0,0.0,35.0,10.75,2.75,0.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,1.0,0.0,8.0,5.0,5.0,5.0,1.0,0.0,27.0,12.0,1.0,0.0,1.0,0.0,,0.2894736842105263,0.3023255813953488,0.35135135135135137,0.375,0.4722222222222222,0.5,0.8216255252100841,0.8687000921375923,1.0,1.0
max,20180930.0,162.0,162.0,18.0,22.0,113.0,56310.0,70.0,22.0,11.0,4.0,5.0,18.0,3.0,4.0,5.0,11.0,4.0,20.0,7.0,3.0,5.0,1.0,16.0,12.0,22.0,22.0,3.0,1.0,56.0,25.0,4.0,2.0,5.0,1.0,71.0,26.0,8.0,3.0,6.0,22.0,4.0,3.0,3.0,13.0,3.0,21.0,6.0,3.0,5.0,2.0,18.0,10.0,16.0,16.0,3.0,2.0,57.0,21.0,5.0,2.0,6.0,1.0,,0.46808510638297873,0.5416666666666666,0.5208333333333334,0.603448275862069,0.8571428571428571,0.9375,1.3392211963067042,1.5336808340016037,1.0,1.0
