,Date,Visiting Team Game Number,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win
Visting Team Triples,-0.027801904570421122,0.032989548679635015,0.03236765034126744,0.19511635828285867,-0.027058994963976995,0.024388016361229455,-0.05026037262381721,0.14646035840536192,0.1868520973118782,0.04352389566635868,1.0,0.02578625704405326,0.19960291669199567,0.013305031096144435,0.07461954159985157,0.04089129343237203,0.06509283942744505,0.08771853576679199,-0.03777375031623791,0.059727157393127686,-0.0663889121881512,-0.027958756929574856,-0.013579810327775778,0.10410667245546952,0.03545420286324813,-0.014829019194932456,-0.014316599687162652,0.03614358553548054,0.003483232020079384,0.05685332216134841,-0.002492419930613486,0.014663376971430206,-0.02463787791288167,0.026281978951297757,-0.00979970361008804,0.016596481036436943,-0.02562840245516502,0.006144321242386187,-0.030897137003986025,-0.017419150190963417,-0.022409918864923148,0.006426024681272846,0.027730038263527837,-0.01673411798971543,0.015427504998983918,-0.024637874018648184,0.025317933989567606,-0.0407296496499743,-0.01943933357175043,0.03245579266566132,0.011121484212725935,0.009710579051093399,0.10065092057362399,0.1926417831764464,0.19170956768679379,0.032380759920535206,-0.022898630369373847,-0.01730237606852161,-0.003350571153554571,0.043467450761848075,0.039898994918940514,-0.018300451543479656,-0.009799703610088091,0.1840658505121994,-0.030512025745014864,0.17229781307515027,-0.030197769597861943,0.24221561349010795,-0.03468809987174595,0.230322821897853,-0.03521356691279892,0.0003354424472586584
Visting Team Home-Runs,0.07444948675099522,-0.012236135589429528,-0.011864735017661922,0.5405482541872008,0.02480243292751151,0.09243176805407644,-0.001074381393150785,0.3208461992453817,0.39242781740284133,0.10405250225096455,0.02578625704405326,1.0,0.5655628303392325,0.018685602232646505,-0.004270134277589212,0.03744570052430859,0.08746768631976716,0.02076955695607333,-0.025212447275643424,-0.06545551945470388,0.034088723971195556,-0.010786471370708916,-0.004873505685035972,-0.026102946324643328,0.15396770900350057,0.02590057794092716,0.026711873710136506,0.024699779355050286,0.02561220060335446,0.1623817073654871,0.05125269333866373,-0.008154660431946457,-0.018225898701040057,0.06440361336936656,-0.0014015391206990868,0.1679198131028121,0.055881118916041424,0.0350420631832318,-0.02167800556538814,0.06887664140177781,0.026271337920975205,-0.09108315189806167,-0.010738497344725215,-0.013266361886817466,0.03732486546724354,-0.04802045188265404,0.05652748581446805,0.021068617553496375,-0.06259375721674114,0.07711973976555583,0.00026677471890654416,0.05987051275858474,0.1711665932537663,0.5657158978576634,0.5664394675795438,-0.001794390343278282,0.008914371487997846,-0.0005780564401462816,0.03941209492373642,0.029231061026166356,-0.044624000055629484,-0.019897845248868645,-0.0014015391206990881,0.34459004212278543,-0.005937622170311924,0.34861607302590913,-0.0001733585542109215,0.7728917760171535,0.0237055812642085,0.6594745887705636,0.01646931377893244,-0.025038265533580045
Visting Team RBI,0.019648732970341757,-0.029329067237700887,-0.03001039544962592,0.9867100870093095,0.027452005252682172,0.16710133390558773,-0.02610269514494845,0.6123434853406978,0.7868354564658883,0.48509731878299,0.19960291669199567,0.5655628303392325,1.0,0.13142786468794893,0.3022106735716867,0.12613775062251717,0.36163484541906726,0.18634532018306849,-0.12197736442106921,0.12360803069164257,0.00045243437951054445,-0.0016715690664982222,0.02256821376099151,0.24420763898050007,0.25120067154776143,0.02991103788699893,0.030596827677985116,0.03025066137590295,0.011026959035957169,0.292365683858362,0.059488999173361416,-0.006049613152121172,0.0028343753046579673,0.035485867435199145,-0.0009843022034128224,0.2871595646014506,0.07584584185362557,0.043461247993738766,0.015396581028988669,0.03560322514855159,0.03374793509900002,-0.13364300381385816,0.016494130520150977,-0.038028557378046016,0.05739005519653712,-0.07682989307027333,0.11478647602672847,-0.03133063505924435,-0.07371307277124038,0.04193553228965394,0.015606253204457911,0.10688376822115835,0.39674228677095125,0.9729271488124578,0.9707184099294544,0.16327839723774182,0.04036346786679561,0.00041611880454373685,0.058517260075724775,0.23180385047426183,0.014087099466678282,0.004162204873017574,0.016954605453785812,0.7806192873030374,-0.029638291837125682,0.7627874460217634,-0.030308696610662877,0.8072908631705098,-0.017028600335649586,0.8383775395646811,-0.022938084277181952,0.02851706437365028
Visiting Team Sac Hits,-0.12560590987552947,-0.018329389466199743,-0.02003289676219402,0.1453412376210259,-0.058668505930387436,0.18876474116296849,0.010774400269327035,0.08658898837990843,0.13881368838102182,0.09357707827481064,0.013305031096144435,0.018685602232646505,0.13142786468794893,1.0,0.060154613791294304,0.049382971437457054,0.08914838699430343,0.13438230481036664,-0.029168063542882726,0.11087803468825927,7.038820336802854e-05,-0.0026094154522384597,-0.036211072153335806,0.10944412994700374,0.08269239921159356,-0.05097278833912313,-0.051019211689333294,-0.03787803542728235,-0.005842165183977899,0.21143898168508932,0.0672264897431085,-0.02686514256693853,-0.0045301763097665955,-0.01923857903449153,-0.010413701656528147,0.1398467193735025,-0.0054848119071781,-0.006104514085508894,-0.004308266536240563,-0.02589588204140114,-0.04834356095325936,0.06200828869475437,-0.003243352586541193,-0.01768338826011585,-0.0016308833329200711,0.014362833604385051,0.008432862810873012,-0.011721932863245604,0.002070405441683695,-0.02582544617125772,-0.015228477270101029,0.05919013335847874,0.10338383648489362,0.12937383724482615,0.12881026027792455,0.0200648739997876,-0.03468864141933148,0.1459407001238593,0.14394807353699673,0.11642526512671912,0.03272609797408561,0.0044219159866014345,-0.010413701656528053,0.21901855398928907,-0.055826696386880675,0.1690423202781358,-0.06025243805759055,0.11397722315712709,-0.056766697721931714,0.14138040697153728,-0.061580870792841594,-0.015957157690481942
Visting Team Sac Flys,0.030414537877796237,0.026571486348807197,0.02619560094588483,0.30832060666796396,-0.015917417735649742,0.11395337349012159,0.04236916543707188,0.09916698255887325,0.23649796034503648,0.15957951566837494,0.07461954159985157,-0.004270134277589212,0.3022106735716867,0.060154613791294304,1.0,0.0874676292251237,0.17687868221550346,0.11962842772471122,-0.07562644214381677,0.0939750034031104,0.00891872321557752,-0.005904006758537902,0.0076853807449910674,0.1335251431555435,0.1387672483769098,-0.019412232568418755,-0.01912825389394607,0.01867161630575767,-0.005377910233588654,0.15935157196922603,0.02718811957536792,0.010546874346533095,0.008601398132926113,-0.018917112126727958,-0.013821919389068049,0.12350355425781395,0.004093485839946499,-0.006582886507024979,0.044862111319853584,-0.031170987915940227,-0.014445588316241006,0.005348540312503666,0.015587865149400085,-0.016773961459917674,0.026911657077138922,-0.015758120051227655,0.07000514492345818,-0.012677108974732594,-0.019600607961639,-0.014682802822740107,0.0013435199780859508,0.05629013331937561,0.17943813826519123,0.2800015532081578,0.278842695152474,0.05850980966086957,0.02137716387358654,0.049281897211088124,-0.0388277714072304,0.1661197704356612,0.019362522989292807,0.03197249128485983,-0.013821919389067868,0.3639689055674654,-0.03995023777458061,0.25685796446876025,-0.03839058970210348,0.18611014821790053,-0.05307775262871365,0.2236659335206991,-0.051028981949920185,0.02384602168562447
Visting Team HBP,0.09394844774206469,0.010332379466580907,0.009737304152345897,0.1269125777556215,-0.01064112818811294,0.03649692246557008,0.0010430162748876616,0.050204521350366835,0.07501242648557449,0.03260633860560185,0.04089129343237203,0.03744570052430859,0.12613775062251717,0.049382971437457054,0.0874676292251237,1.0,-0.006084030283762568,0.02251570558984095,-0.004799022961324184,0.06624827899439001,-0.008883826610508119,0.013059763962822308,0.0265677786085174,0.17387445168666948,0.07413155440157174,-4.906322916893383e-05,0.0007378585232125282,0.023326286193663913,-0.028635917173849782,0.05295331476495431,0.004010007697289724,-0.03702333654296694,0.06436326485722495,0.029437823548977587,-0.014288244859507835,0.008832751657730177,-0.030289189893825886,-0.005402029316625868,-0.016703143501902377,0.03517885249473101,-0.0027093095107172532,-0.038885926529371645,-0.029349127574500165,0.039842735998815,0.018785746327271424,-0.0010566823684692148,-0.03031117611856388,-0.06297499773145826,0.07196893876461426,0.019157895845631948,-0.03784636096584731,-0.02333138596527782,0.12815763538802305,0.1287364847134742,0.12908949767489022,0.06944755184558662,0.02757274246777006,0.013438075460935362,-0.017181811008665605,0.028888681060578347,-0.0029673195107259346,0.005573602409932599,-0.014288244859507906,0.1434023992330859,-0.028361209730763216,0.18466621513631867,-0.016859682556946153,0.07602156117523957,-0.0007220258650981373,0.12127808319812737,-0.006657022213745748,-0.00308202842867983
Visting Team Walks,0.008890679286018742,-0.06871234347548086,-0.06980064307110084,0.3662192916494755,-0.03538355367495093,0.22028349371797543,0.03250188913504112,0.1921441138547539,0.19681398874376113,0.14210004387677033,0.06509283942744505,0.08746768631976716,0.36163484541906726,0.08914838699430343,0.17687868221550346,-0.006084030283762568,1.0,0.3346032020915678,0.038504205232706,0.1793777170400898,0.0480635517527009,0.10110937564029304,-0.0118654540488568,0.5676939202838336,0.17674570755812855,-0.03255266982797347,-0.032726443916639286,0.03368119119178775,-0.01565695281841544,0.2628027617810183,0.05566208001682583,0.0024277362135910812,0.021832178796783303,0.01185993001269081,0.02616252363093911,0.20659713355664097,0.024912334588084527,-0.024339156840076627,0.04220624329734667,-0.00920889623158853,-0.03351036139652103,-0.04953114097687653,0.008747426725713393,0.00815389257286442,0.059234114186866166,-0.0040365535159839795,0.12662402427995054,0.02473044348030579,-0.021099572673561242,0.0009133471122928998,0.09243992356799823,0.11729490259137226,0.38090399368093936,0.3508606418711917,0.3496474548051027,0.19838082841176002,0.020124511667977636,0.15064959227565178,0.032479640968511005,0.12666945452551007,0.056549097801651876,0.10808135929552205,-0.026414953218005372,0.38840245584404715,-0.04291198024415591,0.56015030255365,-0.03321201615334791,0.1794455621985756,-0.05159830567696944,0.33288419587595314,-0.04810711263234138,0.017762915960505558
Visting Team Int Walks,0.01362663615749102,-0.0005625057996770047,-0.001213740326667971,0.185650874937262,-0.10561153635151138,0.24975576163262436,-0.004802354152362624,0.22935978184300673,0.180718490913456,0.17274204179024039,0.08771853576679199,0.02076955695607333,0.18634532018306849,0.13438230481036664,0.11962842772471122,0.02251570558984095,0.3346032020915678,1.0,0.0354164070559328,0.13698777409320692,-0.027204203697991532,0.003926484492450208,0.06266331394143093,0.3014772422433366,0.15185942033561017,-0.1095901818920459,-0.11239659756704362,0.0043340466467163925,-0.0182734873756118,0.2809237652705175,0.10634024775461047,0.0052344007742598,0.012419062222914489,0.012026539076028823,0.04727984627099486,0.14564072743482354,-0.05980799777650655,-0.08579342129380899,0.015602295328631307,-0.03991739982086566,-0.10739564403966743,0.024089874723486445,-0.06122947639300035,-0.05938850156871825,0.03191332183138105,0.011533661630934324,0.13192630375288225,0.04167598901694407,0.03939589366500719,0.019757013975953933,0.02476421759122421,0.04539027039799442,0.22213295350498677,0.17544039770891295,0.17613434191601968,0.09781779671824334,-0.005442563058449272,0.19166567099313225,0.06120179262332969,0.07461006312447283,-0.00291378551942972,0.023837631067493457,-0.011237994020270368,0.26292512271421514,-0.12141282395080452,0.24630604855853852,-0.10908159251263065,0.1284184377297756,-0.11743175947323323,0.18024361584833262,-0.121711225407787,0.009094939108724182
Visting Team Strikeouts,0.11602161328133048,0.012627464004979353,0.01519803379445333,-0.1262848953532149,0.028554382995085396,0.21725393448602204,0.07217224314167815,0.09718926366372481,-0.13765787899825943,-0.07841525416943446,-0.03777375031623791,-0.025212447275643424,-0.12197736442106921,-0.029168063542882726,-0.07562644214381677,-0.004799022961324184,0.038504205232706,0.0354164070559328,1.0,0.019969944246573897,-0.02506163682915692,-0.19788978663964382,0.00886979621019083,0.08599538223055621,0.10932155480479681,0.018564551717400266,0.01712918063621631,0.0576723817817395,-0.041363233118788534,0.1685515287523715,0.0437459450474398,0.03929673902986789,0.010242581180922925,0.04751634591490197,-0.006498038035354604,0.1396903802299434,0.033471563962521905,-0.005147033412309285,-0.038807474318120365,0.04014433389141185,0.024485647751270052,0.011949341514835692,-0.019213798310084903,0.0744633349637882,0.04552167270846423,0.08680278962308047,0.08677004099239065,0.00346723555482118,0.04557897605521756,0.04612271016189506,0.026023191365476067,0.050125955388016646,0.17261626939551497,-0.1255870093604478,-0.12674481861251044,0.0702502468476789,0.0008982514173074287,0.2595349128760715,-0.3614031931589418,-0.02647525331852733,0.056466044096386024,-0.2003400372381209,0.0025508057617294566,-0.1989284712318335,0.006215518976213721,-0.1643451853971447,0.012967924890712752,-0.15181666820706047,0.003363737348205335,-0.16550230003109423,0.007078967347275186,-0.01259895769604233
Visting Team Stolen Bases,-0.13723299103953615,0.009092407865823326,0.006232471385605859,0.126257155217666,-0.10600366849412889,0.132972837742084,-0.03525203482389981,0.15687574169400992,0.15279171403732,0.04228972550282549,0.059727157393127686,-0.06545551945470388,0.12360803069164257,0.11087803468825927,0.0939750034031104,0.06624827899439001,0.1793777170400898,0.13698777409320692,0.019969944246573897,1.0,0.022520265079425762,-0.06800211309832373,0.0353850877569894,0.22706367949500136,0.016683823301725936,-0.100838050793933,-0.10313532791635137,-0.030955304436003653,0.009313467955220237,0.16352075231049867,0.06800981402480738,-0.03798412455814537,-0.020771182414697015,0.04824852550968331,-0.01797724306193238,0.06267067651795741,-0.04963539400466509,-0.020796992916907515,-0.012297875064645953,-0.06364519531204216,-0.10203717243526703,0.0010218267770269894,-0.03519656589916788,-0.017122605561194448,-0.034215648167453726,-0.009062924929287711,0.0018849340744720704,-0.02873842185774011,-0.027865566336458827,0.049507652285660377,-0.012738374232831088,0.005024586399328946,0.16469406575726223,0.1228410630803309,0.11925614579780598,0.09275593921226902,0.0867365213839317,0.08496294894943313,0.0052579888908271056,0.09993918074271799,-0.026822924376087416,-0.062455815071978546,-0.017977243061932213,0.1822593905683928,-0.08884974700482924,0.1921333392509425,-0.09408480938045893,0.04822486543580908,-0.0936644404063807,0.10506504194761705,-0.09966203417696944,0.006032447618618976
Visting Team Caught Stealing,-0.09328007329393899,-0.038582321101484386,-0.03942804696798356,0.005142636085027912,-0.0639929336379167,0.06893606899895381,0.003385729870079826,-0.05876798832146323,0.0319955429787634,-0.029489153256858056,-0.0663889121881512,0.034088723971195556,0.00045243437951054445,7.038820336802854e-05,0.00891872321557752,-0.008883826610508119,0.0480635517527009,-0.027204203697991532,-0.02506163682915692,0.022520265079425762,1.0,-0.01127885584004755,0.04463409766581035,-0.11176621676699247,-0.006945077564940359,-0.05322588875344855,-0.05257922550036811,-0.027881769297099405,0.012522409959284404,0.07654617637279262,0.050532539277584124,-0.04392157184630568,-0.016109880336673217,0.046966020973886496,-0.013523022047900464,0.022795835314586853,-0.027898049609997463,0.01937843056218251,-0.01591695207355317,-0.03447386383488075,-0.05999544121535225,0.028515594416824393,-0.04980156089261357,0.017252433244436566,0.015032684774256266,0.04132918217121651,0.006286916233652382,0.03936189651358389,-0.01496967591719007,0.0582413215641871,-0.01749512889611805,0.03673007010506178,-0.008412858322594403,0.0025314591014409184,0.0020938431421459063,-0.011435268146727453,0.011126370609301559,0.054117647579448785,0.1295480158533028,0.02180165369679259,-0.06806839075045512,0.04720776242732386,-0.013523022047900596,0.07888833286724005,-0.03656681977364125,0.09015945905111249,-0.027829090624483507,0.05443555885180992,-0.042129113412666216,0.07105894690148928,-0.039538504393583716,0.023785109108011772
Visting Team G Double Play,0.03019022145844011,-0.028067185777734826,-0.029337949261934986,0.00831144372641966,0.017568401240976406,-0.0020086372812669726,0.007446462246965613,-0.07576663674316436,0.13858478982088154,-0.008141002637668187,-0.027958756929574856,-0.010786471370708916,-0.0016715690664982222,-0.0026094154522384597,-0.005904006758537902,0.013059763962822308,0.10110937564029304,0.003926484492450208,-0.19788978663964382,-0.06800211309832373,-0.01127885584004755,1.0,-0.009642462063683625,-0.05355243350915992,0.009468504689601346,0.016068351841852003,0.016534065725658294,0.009772290543603629,-0.014393889958940833,-0.0014078565998763676,0.0013585483239311616,0.0010869323667735873,0.005593638283108197,0.008509335584382978,0.007514649758416058,-0.0028817837250703963,0.00035062359222635584,-0.021328963851584365,0.04018751801567628,0.016659331473874238,0.01716794433480555,0.006591685690184309,0.016623147175279775,-0.013512236690824618,0.0134353403706967,-0.032050851767280744,0.017451018834982616,0.027916660335238732,0.00820962516186596,0.010220950661624385,0.023628417067541443,-0.011228191770951974,-0.0618532530780096,0.005570081319895367,0.0058918296780555626,0.010312344219878587,0.008749415032034412,-0.0025837892337004504,0.37406757364266074,0.0007804554364250219,-0.02532117790882608,0.9199607957738349,0.0075146497584160496,0.21919473522873137,0.007030287616038277,0.23715509353898787,0.00572174988395276,0.10658085911163574,0.013668251937244184,0.16187278375838937,0.011620752699315007,0.025241286313971798
Visting Team Awarded First on Interference,-0.008960835491985073,-0.024079191061124265,-0.023833763394558317,0.029963664931970706,0.024677955643383667,-0.0014701294223009645,-0.007536112393236117,0.033179289973407515,0.0325789514376226,0.04533779868887151,-0.013579810327775778,-0.004873505685035972,0.02256821376099151,-0.036211072153335806,0.0076853807449910674,0.0265677786085174,-0.0118654540488568,0.06266331394143093,0.00886979621019083,0.0353850877569894,0.04463409766581035,-0.009642462063683625,1.0,0.04754109989204725,0.024529507114570165,0.020644270770591843,0.020813814320011576,0.01643148646693889,-0.016127557339977717,-0.0013763864187543106,-0.006208250680702851,0.017400424766953342,0.005460704901727427,0.00070071787480111,-0.0023865838677501277,0.020665425231354607,0.02812744169346006,0.016944502751238818,-0.03395452290561851,0.014392849976430087,0.029757049404601516,-0.010025350414792222,-0.029900282982116198,-0.014242086013975376,0.01673043380483388,0.02433164944396668,0.030949970243781235,0.014558554696881458,0.06805438212757532,0.0070157687460972095,-0.009894616056618377,0.005971318968987399,0.022340934839683146,0.021213034887486732,0.021539610358913473,0.005893681496764466,0.026450567316524176,-0.0014675499197448305,-0.028592228960560278,0.15763733643530656,-0.02271880259051522,-0.005761457793926987,-0.002386583867750077,0.022132526882418447,0.021418441266063754,0.019964633649399995,0.028307936633395734,0.0162545020289505,0.014328285292567489,0.0186083884044449,0.020324608462851307,-0.0026252974138196
Visiting Team LOB,-0.052553290073267825,-0.04999471999471569,-0.04961428801221734,0.24816495400212416,0.03067003175911969,0.26198693901539544,0.02332577726240728,0.5919953135384733,0.5336580348996398,0.28302978765020487,0.10410667245546952,-0.026102946324643328,0.24420763898050007,0.10944412994700374,0.1335251431555435,0.17387445168666948,0.5676939202838336,0.3014772422433366,0.08599538223055621,0.22706367949500136,-0.11176621676699247,-0.05355243350915992,0.04754109989204725,1.0,0.15664581135098787,0.022728698813850187,0.021971640723109333,-0.006420035543219954,-0.0005680186893101242,0.27216047196595927,0.06539867456553491,0.03990433405579287,0.04359993651993715,-0.017453837861500576,0.022842752689499774,0.24809658273840432,0.0702526211147524,0.041209308841816075,0.032643665879802636,-0.00234909598644071,0.03349717933256285,0.019454474089348004,0.002866545689116615,0.0069611415948075015,0.050892807265033584,0.016909592485714917,0.1038741095864218,0.04553634160228498,0.0022249627858421956,-0.04264206132090888,0.06542615553657478,0.09830589379483495,0.43704115084667644,0.23046327682185466,0.22993209512409707,0.17924938219009673,0.0025319810041635796,0.2286219264812151,-0.07146124105019884,0.19174871769921759,0.03848902383787393,-0.06698712920119199,-0.03718380198990663,0.54931723832282,-0.0037418875201420117,0.6198619031542967,-0.00470971672343072,0.25563869575816167,-0.017585667083486207,0.4074041406348602,-0.013983436566836741,0.0033793829210017655
Visting Team Pitchers Used,0.20636789117578083,0.11306057988407361,0.11227979630659297,0.25130572278398894,0.29588491029064384,0.3910851136198639,-0.04381559315125384,0.3580006281470164,0.2264844174770153,0.13082907396074497,0.03545420286324813,0.15396770900350057,0.25120067154776143,0.08269239921159356,0.1387672483769098,0.07413155440157174,0.17674570755812855,0.15185942033561017,0.10932155480479681,0.016683823301725936,-0.006945077564940359,0.009468504689601346,0.024529507114570165,0.15664581135098787,1.0,0.2873111751003305,0.2868651968903879,0.14044924038280962,0.0450957484990977,0.3756134871076037,0.05550990607508404,0.11161334921211183,0.05217799743688157,0.03582796414186797,0.0024831058484676843,0.5307508689870375,0.33975635197284065,0.14983904031098258,0.02895176476153591,0.1475881499229032,0.2911146380576861,0.06728920137596182,0.06840156358140438,0.10394865734620555,0.42379449073895725,0.16592938343832822,0.24180941625840163,0.16462825479736165,0.03427674615710785,0.02212206023205238,0.054887194235151024,0.4396041135334088,0.4177344675822542,0.24584907195036737,0.24548198944319344,0.0838030525036946,0.07181774074920175,0.3788107243834999,0.0920774244162959,0.057200950966217724,0.029375838567338084,0.016380615281997506,0.07562185993060538,0.1914080751960876,0.2821554975873448,0.19905172508909008,0.34574795888420917,0.18862038925279395,0.18831638414758967,0.20369761199759814,0.2575259412868751,-0.016424316626704495
Visting Team Ind ER,0.022645345818918493,0.03294691144885236,0.03224845842629576,0.026516663885346518,0.9656358829732904,-0.16001745418150448,0.007410599266832031,0.05382426000014624,0.04884666524980811,0.02569171567891492,-0.014829019194932456,0.02590057794092716,0.02991103788699893,-0.05097278833912313,-0.019412232568418755,-4.906322916893383e-05,-0.03255266982797347,-0.1095901818920459,0.018564551717400266,-0.100838050793933,-0.05322588875344855,0.016068351841852003,0.020644270770591843,0.022728698813850187,0.2873111751003305,1.0,0.999497668195139,0.1359676713092433,0.04657407234922117,-0.27799090097482015,-0.04495866564310032,0.09563166650056779,0.04028121096208012,-0.027810943535279565,-0.018515229755805808,0.3991940879277641,0.7541586507285356,0.43325151605832174,0.17335675037676979,0.557702688496353,0.9668908387692056,0.05245277000192795,0.20456301872297647,0.0683011669184878,0.3105987741720636,0.14210412194425714,-0.132491266723929,0.16927666115973133,0.035614975228698956,-0.03901706910538106,0.008214955080524349,0.09595603401675444,0.0798458992378688,0.023539546357516657,0.02253787215419599,-0.017406089089841845,0.016121824097936444,-0.0028231265242366433,-0.005263317933908227,-0.015521156085201653,0.017507984746862448,0.014332401915105349,0.03650217170607898,0.014715710301366156,0.7731669515134609,0.017505540903815474,0.7548752870608296,0.03206881563456041,0.7950928065919307,0.028503625279481394,0.8300237529938507,-0.008839482910573137
Visting Team Team ER,0.02211927684511044,0.03167842051778828,0.03098534114983842,0.027274294638104393,0.9641358578224279,-0.15955764484376894,0.007444026703294904,0.05401496776146731,0.049334593408107426,0.025926108096753307,-0.014316599687162652,0.026711873710136506,0.030596827677985116,-0.051019211689333294,-0.01912825389394607,0.0007378585232125282,-0.032726443916639286,-0.11239659756704362,0.01712918063621631,-0.10313532791635137,-0.05257922550036811,0.016534065725658294,0.020813814320011576,0.021971640723109333,0.2868651968903879,0.999497668195139,1.0,0.1359582449445166,0.043035560356598536,-0.2774565590257735,-0.04434584847487393,0.09267273647555198,0.040716250783480665,-0.028258669975529636,-0.01851158517504342,0.39860702813973736,0.753690875447441,0.4331578690288809,0.1722924050612198,0.5586178690877919,0.9659265974802096,0.0532095148325442,0.20419743706791182,0.06925520797176289,0.31147115437301776,0.14295142297423327,-0.1333150730169418,0.16949021322557076,0.036370942015011294,-0.03948445232351205,0.008386846111424652,0.09717353861022764,0.07955459801240683,0.024589663911698596,0.023585029925346664,-0.01771904916789846,0.016398031640416467,-0.0024912595323079317,-0.004054560201125186,-0.015906763606136944,0.017900161406618535,0.014971922928466079,0.036607321261743445,0.015076785612319355,0.7733907088838123,0.017906390412285898,0.755278783416656,0.0328474381011435,0.7954968343716055,0.029186614795409193,0.8304527960153575,-0.009776619457039086
Visting Team Wild Pitches,0.03962018576072701,-0.061013403014954136,-0.062056190795154585,0.03236143866256563,0.14359754188085636,0.05468801173526783,-0.007157740998755735,0.03996080556691116,-0.003122905017919791,0.018212493115253726,0.03614358553548054,0.024699779355050286,0.03025066137590295,-0.03787803542728235,0.01867161630575767,0.023326286193663913,0.03368119119178775,0.0043340466467163925,0.0576723817817395,-0.030955304436003653,-0.027881769297099405,0.009772290543603629,0.01643148646693889,-0.006420035543219954,0.14044924038280962,0.1359676713092433,0.1359582449445166,1.0,0.043276898357923865,0.037204806175529875,0.020152902104010346,0.0510332465547426,0.0019372297590093195,-0.029834687188872597,-0.015419798181232099,0.12094197294045084,0.10081565184361838,0.03786666050124936,-0.000208141658438563,0.0073231352886314995,0.1049337772950938,0.0758999688544776,0.027720444402525708,0.012786702890771542,0.1672248920441304,0.08697261549208911,0.11203887629177323,0.06341330614161148,-0.028942317095724045,-0.01576129551249912,0.0736341048540717,0.13109206161204123,0.06965652260605819,0.028113206138757573,0.02952452036677019,0.024100291838449302,0.010377108158607628,0.07172590309876306,0.005369008592606686,-0.0033217921620910034,0.017587375694370837,0.015412692176420774,0.024870642227793758,-0.008843825037068992,0.10929110278801728,0.002771361187358857,0.11860698552047567,0.014956327507792142,0.031387577449296766,0.011270487301523857,0.06517946488911842,-0.02118312635227371
Visting Team Balks,-0.016873107855965592,0.03261785400443521,0.032766867639813034,0.008628032585015228,0.050421199131787095,0.027067672560572652,0.0216565169122223,0.04039535926422997,0.023864122605109703,-0.01738856338892557,0.003483232020079384,0.02561220060335446,0.011026959035957169,-0.005842165183977899,-0.005377910233588654,-0.028635917173849782,-0.01565695281841544,-0.0182734873756118,-0.041363233118788534,0.009313467955220237,0.012522409959284404,-0.014393889958940833,-0.016127557339977717,-0.0005680186893101242,0.0450957484990977,0.04657407234922117,0.043035560356598536,0.043276898357923865,1.0,0.014361027378743037,0.026872751373268156,0.03381547495436588,-0.030538223213516215,-0.041971220855160855,0.13624175128271712,0.06701177790348739,0.053550321033316375,0.030192836549939546,-0.007035295895436537,0.0034458677947029914,0.03751464156912704,0.011259639573907765,-0.0357181965540908,0.02159465163001157,0.040206486274705994,0.04728541362584919,0.03145135078693603,0.08086710236288437,-0.014953602498489732,-0.060475026478055215,-0.019228906531126702,0.0594729911735864,0.059008237908798354,0.015485776565557979,0.01604257986032632,0.01720407602429904,-0.009827093144699778,0.040462657147574556,0.015994118814600937,-0.008715749050143282,-0.014676586755739674,-0.011196648032477198,-0.0046380170649435865,0.005074760142384258,0.041754577900578974,5.287292540223103e-05,0.043454980607172525,0.008847409029576887,0.018203299466633408,0.0060718826731733415,0.028555485139576623,-0.019861068940597044
