,Date,Visiting Team Game Number,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Unnamed: 75,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win
Visting Team Home-Runs,0.07387228105925174,-0.02976332474744394,-0.029722210285221765,0.4938615810801264,0.025016063066830845,0.05729464879831699,0.5199969133508899,0.6125810079217024,0.02652992418048092,0.04736811581063373,1.0,0.5148006610391689,-0.031130045588491008,-0.0013327839710056506,0.0031503707773408054,0.04813309697457521,-0.0031884929792790387,-0.04838509435935884,-0.018240238849945262,-0.0272930517280797,-0.06126859282769614,0.49833780938862815,-0.08266791694637672,0.09137769988417895,0.01630740962025009,0.01680838051491245,-0.023192602367279845,0.16490828374412125,0.009164025626763174,-0.04919125336276425,0.0036266720759483635,0.0035026798373639367,0.3309000570257097,0.5137075072497704,0.011311310665839739,-0.013534515731733324,-0.03334540288880616,-0.002677985267965548,0.32171281878024105,0.03323055868118915,-0.07626388258454257,-0.008106909857836558,-8.314595258476963e-05,-0.018744293244906306,-0.07043747381225518,0.06475049716496824,-0.054941981619667714,0.048370624019933,0.038328468986433765,0.45980654091617595,-0.05771498092909982,0.13677476149443582,0.5016098036795053,0.5017762833959608,0.15535079434352292,0.1298043850915679,-0.15817940556339177,-0.09718119255607152,0.048107536282085375,0.012962559780835891,0.25468338779133004,0.5134561946542643,,0.24384952108084543,-0.07856943312240389,0.2297780307788177,-9.839692670027598e-06,0.6486239962467505,0.5158607303977386,0.5422913255313152,0.5133145723130382,-0.04401070575408556
Visting Team RBI,0.03611641297358531,-0.0205988788573184,-0.02120000573213021,0.990188400844238,0.03779757726737217,0.1825120178901228,-0.012375250583676386,0.5069713010703404,0.4094597122282248,0.14617011619900014,0.5148006610391689,1.0,0.10103892211984616,0.23811321152155354,0.09785135848097606,0.3538389361315306,0.18480232940971125,-0.049253309962717845,0.16000580742088163,-0.02254962575348612,-0.05538736348695184,-0.02195351386577706,0.19461240847415512,0.21293038716436596,0.03006745585193094,0.03068091717673739,-0.0309293653674248,-0.06071898217907321,0.3003037258261215,0.03411196046142375,0.027737306002054908,-0.013978199016631306,0.009954112481390612,-0.020222267553021804,0.2820832051204875,0.05539027426696816,0.005395509120424143,0.021823775758491145,0.030141907258188032,0.03425659914129429,-0.11363032024565314,-0.006893118505535118,-0.008479892650582355,0.0035239402770393985,-0.12651205080053632,0.1544552274392577,-0.0994851874157056,-0.047821174511240634,0.036629799450801206,-0.019550336535594758,0.038651269317440534,0.42464920527673733,0.9707326333410066,0.9671932350045476,0.1564290249897782,0.0379378791093519,0.027972277542951673,-0.014845450984367509,0.23372304206048658,0.087028236593555,-0.06488282146274152,-0.01884474622765246,,0.7484443386852496,-0.08126567916822151,0.7237539872010994,-0.07500665466457837,0.7987493694397361,-0.021173203447513493,0.8295907043504467,-0.02394525216728054,-0.023344630816752532
Visiting Team Sac Hits,-0.06008399843853042,0.0020826754606328587,0.003128261556879001,0.09939219861938671,-0.11290381129189982,0.2077146341367098,-0.015473132011723496,0.08392503540958865,0.04089340306167231,-0.01933021132068347,-0.031130045588491008,0.10103892211984616,1.0,0.05546646963136114,0.05158296159159181,0.10011314509066427,0.11191837085052696,-0.08854206142408895,0.03265603698340276,0.04839832031350418,-0.022909386163865838,-0.0020442923623080803,0.17610921898149925,0.06767253572422155,-0.10720709211178321,-0.10676733338287557,-0.015963903089178166,-0.002646219092660261,0.2213785286175715,0.09273569452552306,0.006677903525418336,-0.00795570255480467,0.0225587206285388,-0.017463061185765228,0.0818398963046056,-0.07057725617020655,-0.04685234918413589,0.00990464674732325,-0.06206208170873488,-0.10855806595743916,0.0862980983690573,-0.019116119159918107,-0.0017999228772498765,0.018394900873377723,0.03209961613692534,0.07325392572318257,-0.038736414236545176,0.0571412267446546,0.03636108570090172,-0.014436938674626702,0.03510850657718444,0.12601215100931476,0.08793010790700999,0.08712805658603152,0.005430908319940753,0.02768878991404995,0.1721248070804914,0.19818331730018007,0.10221346094965811,0.01186494715749461,-0.01740687273024036,-0.013226388952273136,,0.25037773362777616,-0.09487214776217354,0.18530712723779633,-0.09597237503036254,0.066927852657357,-0.024469912439208374,0.11526735895395714,-0.028029736617142205,0.022063507666792166
Visting Team Sac Flys,0.03539278447434805,-0.009216450344661264,-0.009667174834519333,0.24233554326759962,0.02786009411673226,0.0634152092041501,-0.012075301445178396,0.12837437428139437,0.1401446299900265,0.06476632664538925,-0.0013327839710056506,0.23811321152155354,0.05546646963136114,1.0,0.057404648479396476,0.10631581527485744,0.04681766045237188,-0.06228948786400582,0.05587637370300887,-0.019087407915526527,-0.03503726171916551,-0.011950210171984261,0.10065710612788104,0.07307717790642207,0.031060563173613713,0.02853493223318743,-0.0022248142050014606,-0.04246503012158966,0.09315437051613708,-0.004903753818875883,-0.0014113743520949376,-0.0012409680643259723,-0.02543433960953354,-0.01373020350984443,0.11161471656990035,0.04626348128240955,0.008994543826020612,2.814729204467827e-05,0.030824485034051177,0.02674199062264928,-0.012812160880937548,-0.01366855713982171,0.006767844375824295,0.06460330816366387,-0.010791607610775555,0.03276210543091263,-0.006378059158461954,0.04326636859768236,-0.0043267143748188614,-0.0006108627966538867,0.0857012739371329,0.11939296396915557,0.22654126335701957,0.22827619304694322,0.07440105247857354,0.042246336636228704,0.026203286445781866,-0.04984909778654531,0.10046747464194165,0.0145487187565925,-0.030511429532863208,-0.01412135648116755,,0.3148038606170319,0.00847871266863258,0.20221846751326944,0.021628894780294217,0.15948527424605857,-0.011584224788689597,0.18682375170022972,-0.010697578654975018,-0.053435651854740966
Visting Team HBP,0.011960265508974223,0.009585917470703758,0.00819794827083701,0.10383678242289673,-0.04064368141346231,0.10549339266014128,-0.015147120599305576,0.022726766793382244,-0.057980221340227324,0.024028704315928365,0.0031503707773408054,0.09785135848097606,0.05158296159159181,0.057404648479396476,1.0,0.06018215652770017,0.032969564429663506,-0.010435260140459948,0.00150131211922311,0.028349421378208832,0.07436275427084539,-0.005614854472551572,0.19677795444427176,0.05283569749270845,-0.045893524540501836,-0.045742703621475755,0.011346341157774848,-0.008982929133317344,0.11631233266468191,0.06232140029089046,-0.012044234337606687,0.0040334425736474125,0.025910761818316953,-0.01684356376083994,0.0564046115325018,-0.026883990606852547,-0.04240559329586627,0.029027663227019298,-0.001155373208616486,-0.03344989501138073,0.016854550403093395,-0.0048845531836381965,0.028411937977404565,-0.02587525552344717,-0.018343019885495745,-0.00634580150317553,-0.03016620145207156,-0.001588097524220733,0.05400672601361756,-0.007129051988734047,-0.006716805024620981,0.11255485758838145,0.10523809999262167,0.10419474803073692,0.08168907399408695,0.019373848876024797,0.08661915740259048,0.10929473528407942,0.04612342359126717,0.02719805412609813,0.05466273725861578,-0.017323411711234762,,0.13402011444741735,-0.05252283923555982,0.20011619066840264,-0.06084183473199909,0.016151068497883836,-0.018092373293661045,0.08485221865331972,-0.02033639876814124,-0.006479490356748342
Visting Team Walks,0.02042193878929887,-0.05218612453960148,-0.05334767583622655,0.3618861436910583,0.009513954424773968,0.22502864362534122,-0.038297521054896526,0.08835304248470906,0.14844062963800148,0.03578778670434575,0.04813309697457521,0.3538389361315306,0.10011314509066427,0.10631581527485744,0.06018215652770017,1.0,0.33865442896094683,0.0553622473181832,0.17896175103182957,-0.016191844841837996,0.08417752361367462,-0.027089711480098765,0.5750161892521135,0.18217806931669223,0.011260136054921176,0.011025372174237092,0.031014271321698286,-0.06453353259809888,0.2621488224995054,0.05978335026125994,0.016567259699895344,-0.025733176803499902,-0.048902427796546216,-0.04036765871571696,0.2237859578909104,0.03994776417854497,0.022517709681598504,0.01738487915496988,-0.0029202543117702205,0.011248245381068745,-0.01653484283553846,-0.005550961058551972,0.03517883657316492,0.049179866206241624,0.00473805015025307,0.08739722606233902,-0.04680018541327537,0.007312357548788499,-0.03588059660246123,-0.03570657434586424,0.08760910292081522,0.3700916653872759,0.3541549122489667,0.35201988993794325,0.18544638881620812,0.05855587493518812,0.17161852904556008,0.016875419372755943,0.11568206495327277,0.0902135907533437,0.048520058234077734,-0.04454196484545308,,0.3978436459847177,-0.03910821490967064,0.579647958963521,-0.03378682865557803,0.15756301431726366,-0.04228064834110882,0.32399496374526177,-0.04336773269879411,-0.013442494570837248
Visting Team Int Walks,-0.0014891316920735943,-0.02260510344800695,-0.022049121660442424,0.19398077243456754,-0.0797128764041055,0.2451815123134588,-0.009484980547546373,0.14097104395659948,0.2502241145062051,0.09471281636758626,-0.0031884929792790387,0.18480232940971125,0.11191837085052696,0.04681766045237188,0.032969564429663506,0.33865442896094683,1.0,0.017019148764022485,0.1438899478413149,0.008699629252444831,0.01767097839921833,-0.007531780951002135,0.34102027273334024,0.12468836871390958,-0.08040628005096609,-0.08040155248394501,-0.013518300785486225,0.006896143209551143,0.26587209464808437,0.11708708133600185,0.013276595826853919,-0.031156340759126107,0.015497609748441806,-0.013300128016282083,0.16907936366582485,-0.007175481499701991,-0.0024821334066280425,0.029221992767894518,-0.05096908647020156,-0.07939877037174381,0.01530395944511882,0.02756210716027518,0.008219238640353135,0.02910216252017922,0.027028647754767085,0.10664374117039449,-0.009594647259443471,-0.011232908596320127,0.031242946948966777,-0.0010641229487763967,0.0903573088187617,0.21031510883806298,0.17902036919975686,0.1773419252606524,0.06455446474502541,0.09739267649376357,0.1942646714078833,0.09264416801480124,0.09837361809328547,0.04605041046954232,-0.004071721158159924,-0.013679028779755157,,0.29761515250427145,-0.060934756560432464,0.2820302411553988,-0.06694230598819222,0.1397066788771374,-0.018366871442538926,0.20215265071961663,-0.020843498069967832,0.03883114340573788
Visting Team Strikeouts,0.0736115052511451,0.01414697044183279,0.014316628826543106,-0.055662158297288315,0.012346306381606675,0.23645102918416075,-0.07427861557325173,-0.10027792764914455,-0.01818705848620091,0.020770482610594554,-0.04838509435935884,-0.049253309962717845,-0.08854206142408895,-0.06228948786400582,-0.010435260140459948,0.0553622473181832,0.017019148764022485,1.0,0.05805975158136007,-0.043638424713818846,-0.17318982206290726,-0.08497055552487023,0.10188695608150171,0.14174475159082225,0.004064283941955636,0.002928528603108626,0.04985108523597543,0.0077379426546608275,0.21099993110843535,0.048774567015107725,0.019503356355706877,-0.007588643830205043,-0.06725318523402897,-0.0758612848331871,0.16107205130352711,0.02032909666561849,-0.020376361427502356,0.0009575949063821175,-0.035108182120657354,0.006198803904774079,0.020340393597775903,0.022263367271222755,0.016212886006108047,0.05725464578470841,0.086344877686506,0.08890903288817133,0.060605355067083186,0.05679074255915202,-0.033710872015809745,-0.06488558348391295,0.05881598148443977,0.17486349195876807,-0.06019825581990667,-0.06136525845484906,-0.02728575652060416,0.010665452389094316,0.27412623983341167,-0.3026457204964845,0.0013473791123335107,0.06537089409187731,-0.18797020058554503,-0.07877087506882369,,-0.14012502503426671,-0.0207774161620505,-0.10627953078169584,-0.01909359667529149,-0.08988505403591499,-0.07824337850213234,-0.10247050595898145,-0.07858949419835393,0.013192456047534848
Visting Team Stolen Bases,0.03554595970093674,-0.029813698965355136,-0.03097302933453271,0.17030495275612126,-0.07845649542503004,0.15237140235043334,-0.014673960538487196,0.10528167191202611,0.03417085408941956,0.050703365291006545,-0.018240238849945262,0.16000580742088163,0.03265603698340276,0.05587637370300887,0.00150131211922311,0.17896175103182957,0.1438899478413149,0.05805975158136007,1.0,0.03848542169957878,-0.03852352476730818,-0.0066664061318017056,0.18536355825840614,0.0756558831769279,-0.07403008517863746,-0.07325761331547502,0.009764054686795975,0.006849164832180823,0.180694250690625,0.04856954667270827,-0.033547124516301166,-0.02620305266697772,0.0072007090641799465,-0.018015137357078197,0.10807825118624771,-0.02426531389951709,-0.03401871022386909,-0.024067543272581232,-0.023222132909237497,-0.07323955562781373,-0.019526062552814923,-0.009120670979962142,-0.01682748992202717,0.02278809197782038,-0.023710299628564767,0.09472450648065091,-0.05726011717876026,-0.003962373461775032,0.021612844026217378,-0.013479597611800977,0.06322223648785188,0.1993546694886166,0.151247353990735,0.15174163296861823,0.047861237709938345,0.01947309680884793,0.10702220981864081,0.05305499910845102,0.1694490726897529,-0.007626617362848465,-0.04338865748724771,-0.015418930747051193,,0.17654032453309246,-0.07510416461750317,0.19760218034883412,-0.06225110143545894,0.06658518622763554,-0.02168379548869895,0.11953809053056702,-0.023964143248191606,0.00957367263189695
Visting Team Caught Stealing,-0.009404387191432731,-0.034980769651427136,-0.03540308419906924,-0.019893055082691517,-0.09044801423566017,0.014515885306635064,-0.013972837669604657,0.008533479162371033,-0.016926735170595855,-0.021361546738347868,-0.0272930517280797,-0.02254962575348612,0.04839832031350418,-0.019087407915526527,0.028349421378208832,-0.016191844841837996,0.008699629252444831,-0.043638424713818846,0.03848542169957878,1.0,-0.054463988064871856,-0.012695720677336736,-0.08635478825582042,-0.027972763199805663,-0.09406684205507107,-0.09313181810114272,-0.00344954208152577,-0.019924217931806484,0.022925768925045976,0.0012510684219962775,-0.014708109274858175,-0.010524682496679082,-0.005385052547903407,-0.014260310191674369,-0.04092342892497229,-0.08335808755599597,-0.07314308670831425,0.017682270346063,-0.04813888698743853,-0.08692561643603683,-0.031988482867177065,-0.03227823734231373,-0.016945534047433108,-0.007432341561861823,-0.002116965996311996,-0.00913787909420126,-0.004965832784518149,0.01155366543657439,0.014476122023012312,0.017480652411701797,-0.009343768008085758,0.01129871280382078,-0.03548935427100657,-0.035877122248397716,0.030074361460080752,-0.02301059256287432,0.009402632472168961,0.10660038487136507,0.035053732237115845,0.004849977121508292,-0.014932977531260489,-0.014666565109853036,,0.059413981094911916,-0.07799301127909404,0.061924116306808795,-0.0719024653316089,0.016575516886581234,-0.01911555658364229,0.034431090890344525,-0.021778712771142898,0.016990026459414886
Visting Team G Double Play,0.009090851529647923,0.020908925660234133,0.021626627279014647,-0.048792717517695774,0.052386176903727655,0.022703470565799414,-0.024132752906079573,0.03414249410650434,-0.05331668319747787,0.0798145560364315,-0.06126859282769614,-0.05538736348695184,-0.022909386163865838,-0.03503726171916551,0.07436275427084539,0.08417752361367462,0.01767097839921833,-0.17318982206290726,-0.03852352476730818,-0.054463988064871856,1.0,-0.016756250041113536,-0.052353747315892915,-0.0037470794091966947,0.05344528797160458,0.05359500041154857,0.0699745110451439,-0.013949585731044087,0.008304964442193814,0.023611569426240913,0.0456185098930752,0.001482213294109208,0.0012376789711160527,-0.022457953637897606,0.04526947607525704,0.051746608831521164,0.040776081457843,-0.00240869373779812,-0.004563653553218549,0.04739513539631921,0.023834905751332243,0.01086803949683665,-0.07031631219247585,0.05886332155804709,0.01160925254953242,-0.021884236220456574,0.012735280605327684,-0.026784930283968677,0.015615068697700267,-0.007661961450344151,0.040416957570501844,-0.0016300514049148696,-0.04754497819592904,-0.047648687269359315,0.008916320133508026,-0.021956922831783136,0.04867171879148586,0.34037401456785876,0.009538122151546343,-0.027649109898895005,0.7101652725506913,-0.025640474114120418,,0.15254637764178292,0.05867278974946624,0.18619218693303125,0.054703180545243146,0.04026010308373703,-0.02068658891176908,0.09676365922669204,-0.018486608793723183,-0.007561403845798149
Visting Team Awarded First on Interference,-0.010915160482406717,-0.03399720688929924,-0.0340954294245726,-0.03758316880330368,-0.0361365940644584,-0.017317705231584837,0.9732681147502305,0.7076129052416271,-0.034523647066924706,0.05175751476225675,0.49833780938862815,-0.02195351386577706,-0.0020442923623080803,-0.011950210171984261,-0.005614854472551572,-0.027089711480098765,-0.007531780951002135,-0.08497055552487023,-0.0066664061318017056,-0.012695720677336736,-0.016756250041113536,1.0,-0.05642667071281482,-0.05344654603676742,-0.04246214718683149,-0.042651184703469826,0.02430537718987415,0.3377905297931372,-0.21882857150353988,-0.0787575918249761,-0.02297333300437933,-0.008923619509114104,0.5619962093083337,0.9705267401066574,-0.1949700532683534,-0.06821029073306169,-0.036808063640908904,-0.017279120875507734,0.5149863109824546,-0.008659110546394339,-0.014360035169003995,-0.013881788973163922,-0.022358590560111958,-0.01803547883866718,0.03617584957727917,-0.06131097053177414,-0.019261619539698755,0.13942559253369138,-0.017409908134577688,0.846907290957352,-0.05388453980474957,-0.08401538366415048,-0.037124138896666284,-0.03708326328758522,0.27326750513971265,0.2379991686143354,-0.2747556040410628,-0.07907122772649523,0.0019613134995502524,0.007689710707088352,0.5968671109037945,0.9674245666048686,,-0.07179925248499949,-0.07124170828463405,-0.09184466009491146,0.0564540603122986,-0.0700093144805537,0.9705091852115374,-0.08313935601047541,0.9678847457909153,0.03574834870858124
Visiting Team LOB,-0.04045387761305946,-0.013722403049659744,-0.01403797284953153,0.20056508553685404,0.02891012326285484,0.3029660323466242,-0.06391176581073696,0.29977183239412664,0.25546567219297706,0.05425710366477442,-0.08266791694637672,0.19461240847415512,0.17610921898149925,0.10065710612788104,0.19677795444427176,0.5750161892521135,0.34102027273334024,0.10188695608150171,0.18536355825840614,-0.08635478825582042,-0.052353747315892915,-0.05642667071281482,1.0,0.21136001256306483,0.023358704207871832,0.020673565146028815,0.020939094240829983,-0.044917663125364805,0.3116285385753164,0.11003510376306573,0.04218067339035936,-0.02588409961763379,-0.036726806952568844,-0.07288522676580846,0.2682334322516616,0.07707103305569499,0.031636082403743875,0.0225787934589593,-0.030411738525026304,0.031065782421854243,0.036196706290169876,0.034809500327215574,0.04819459971698427,0.08548884562969532,0.05335300739090054,0.032181622973534364,-0.031209781476411298,0.02334107109484461,-0.013476550658614753,-0.05481742967762553,0.13058077201131374,0.44393125885270124,0.18976801887160155,0.19186573404565552,0.12784400996890502,0.07005168041857882,0.28815822375979155,0.013569644473993453,0.19707876702032823,0.07402718500336698,-0.08421853465297534,-0.0718294494268047,,0.557800758430995,0.006736438518148507,0.6325106417298514,0.0060186982433788,0.20561428983445282,-0.0711056652846741,0.3773234249450469,-0.07052393794662633,0.03149517172175939
Visting Team Pitchers Used,0.0830044953473936,0.08614850020503517,0.086676599815676,0.21258030561399718,0.3209879864426318,0.4240387567524586,-0.052334154734672476,0.10403168777240206,0.10544651820292278,0.004306021542964507,0.09137769988417895,0.21293038716436596,0.06767253572422155,0.07307717790642207,0.05283569749270845,0.18217806931669223,0.12468836871390958,0.14174475159082225,0.0756558831769279,-0.027972763199805663,-0.0037470794091966947,-0.05344654603676742,0.21136001256306483,1.0,0.3101338399506198,0.31010413638942086,0.15608677238210547,0.01179264972085204,0.3990071577656686,0.08291790117758911,0.10204552626471097,0.01345333500896687,-0.03446899155852419,-0.056526071584710444,0.5701243623481959,0.4018343791287746,0.1732467570813105,0.057367611926863675,0.08861366698643418,0.3139899797111419,0.09026341252713074,0.09801607473597249,0.09126148439935688,0.3988818811687395,0.18361614388357972,0.25315608009937346,0.10787467619311494,0.03664326325604886,-0.017027242464552825,-0.038955144060165155,0.45181052218890544,0.41935094993482186,0.19724504702294177,0.19755692708024689,0.02416807648853906,0.03437127501807325,0.42627802840391227,0.15712235004680547,0.10237763341694471,-0.0007251897519097322,-0.030456940902385578,-0.05633471123593219,,0.14518806369014356,0.3184302895354271,0.16132372571589082,0.3709259948773112,0.14609432358810961,-0.04059872757078482,0.16235953452813973,-0.026173194146625486,-0.06496130379668186
Visting Team Ind ER,0.07525409170538024,-0.052402325737908484,-0.053089828091050686,0.03136157639384879,0.9710471616945994,-0.1545134989496212,-0.036453493681824996,0.00715049422404021,0.006561069171622439,0.0014970352222936302,0.01630740962025009,0.03006745585193094,-0.10720709211178321,0.031060563173613713,-0.045893524540501836,0.011260136054921176,-0.08040628005096609,0.004064283941955636,-0.07403008517863746,-0.09406684205507107,0.05344528797160458,-0.04246214718683149,0.023358704207871832,0.3101338399506198,1.0,0.9986040788119227,0.17288693572327934,0.04947280330252247,-0.24055144823372607,-0.10759326872524043,0.09305564059372592,0.03255898382725619,-0.0819531213437827,-0.03681471226733032,0.3804738813544047,0.7431569780822379,0.4024029265108743,0.12886163274923806,0.4890164908645815,0.973016347653256,0.07307366096182374,0.26572667489680546,0.08230336147191299,0.37468960903028004,0.13199453568641573,-0.07655261236604693,0.1738949694831855,-0.02617358271520871,-0.07973007121861807,-0.04782422644668019,0.146754808258979,0.03186466929302746,0.032796269220049724,0.034167728978438755,-0.01005465226259743,-0.02936889533356073,-0.012878661961483781,-0.005500978402643217,-0.023186596110784618,2.0191292595946587e-05,0.01383293679049276,-0.03576078301172459,,0.03218850840288546,0.7630711367897955,0.03395759758031089,0.7515459534819942,0.049131765331678776,0.022671257116082522,0.04715257557286213,0.05138149810553972,-0.011598764361087652
Visting Team Team ER,0.07666252157661639,-0.05118187662244938,-0.05179858159063724,0.03215007569139303,0.9683787288504142,-0.15422471253251066,-0.036656779220317376,0.006014355402034753,0.006444082260794583,-0.00035050288930564083,0.01680838051491245,0.03068091717673739,-0.10676733338287557,0.02853493223318743,-0.045742703621475755,0.011025372174237092,-0.08040155248394501,0.002928528603108626,-0.07325761331547502,-0.09313181810114272,0.05359500041154857,-0.042651184703469826,0.020673565146028815,0.31010413638942086,0.9986040788119227,1.0,0.17279344884306203,0.04836889360202562,-0.2405500222165371,-0.10638366715491564,0.090829522005063,0.03349986354258871,-0.08269693308585709,-0.03700733564916747,0.37826136998623355,0.7414330307366976,0.40382498883383744,0.1295030674301862,0.4878358673166835,0.969863704796206,0.07358708477131304,0.2664440195773741,0.08183424594701626,0.37486654766322014,0.13102904396319892,-0.07677995625394875,0.17176030625771482,-0.02471645649288759,-0.08108359211612962,-0.04799938831389467,0.14655728857310568,0.03349106028795402,0.03328324808531967,0.03465508506826356,-0.011497555393304985,-0.02890878259419018,-0.012185181539392253,-0.004273547203120713,-0.02136173485036731,0.0008084810735792337,0.013983933886508164,-0.03594260793482452,,0.030460599257523382,0.7631164315771206,0.032365528370157305,0.7517856185042235,0.04839581564522136,0.022494577829611635,0.046048625267758374,0.051214881995063945,-0.013226419662612838
Visting Team Wild Pitches,0.017102160107668123,0.05969696189227244,0.05998667009998981,-0.02940109688332654,0.17205979417314315,0.03223382404007023,0.0308480846458292,0.01741496857451716,-0.0021836163829270323,0.02111776737908575,-0.023192602367279845,-0.0309293653674248,-0.015963903089178166,-0.0022248142050014606,0.011346341157774848,0.031014271321698286,-0.013518300785486225,0.04985108523597543,0.009764054686795975,-0.00344954208152577,0.0699745110451439,0.02430537718987415,0.020939094240829983,0.15608677238210547,0.17288693572327934,0.17279344884306203,1.0,0.007000341226413577,0.006974207349192539,0.021580541579945364,0.08152144989057632,-0.02554470285455646,0.029253652494766396,0.029552379280783213,0.11675996437040628,0.15197138620907086,0.08650505564855218,-0.01165130914429925,0.037124515096701075,0.13837028771850954,0.02483001658204955,0.0838919691663366,0.013902041827852261,0.194623531942167,0.06254667350557626,0.031169502974430083,0.03712040801593981,0.012063769812237907,-0.013378768040061611,0.022550757633389994,0.1550997869216982,0.04458170185075686,-0.026118954167530493,-0.025602508000077937,0.07832699760954205,0.02279859756807763,0.04216788207626207,0.03641378242555375,0.0013868483661562175,0.023059729680341545,0.07034516169583474,0.033947241401559566,,-0.003186609015413119,0.16473489405781236,1.2300207718351148e-05,0.18953416354341598,-0.032220682427932704,0.036939495208273096,-0.022744632075177542,0.04402591830487188,-0.018783234414058395
Visting Team Balks,-0.017073806134966986,-0.05544432318115504,-0.056032471413638124,-0.06728943526749104,0.057653260151270966,0.06706304149586925,0.35051350607618886,0.2294878921022358,-0.023374706664290888,0.01633303710418331,0.16490828374412125,-0.06071898217907321,-0.002646219092660261,-0.04246503012158966,-0.008982929133317344,-0.06453353259809888,0.006896143209551143,0.0077379426546608275,0.006849164832180823,-0.019924217931806484,-0.013949585731044087,0.3377905297931372,-0.044917663125364805,0.01179264972085204,0.04947280330252247,0.04836889360202562,0.007000341226413577,1.0,-0.026139625442515,-0.009399918808417725,0.02060664103894529,-0.027370021356614045,0.18184947125873235,0.35789877264756176,0.026615837370154927,0.05592577861503035,-0.025654877586976425,0.01875860722095932,0.22821702318195883,0.06041084729299405,0.04467298123832852,0.0272581291745493,0.021564584775763795,0.04442717372379586,0.03117512905848046,-0.007304684431327818,-0.025534838039432704,0.06574507854448189,-0.050418984319496166,0.29821959142308013,0.05647400684274639,-0.016618714648639916,-0.06337646240793728,-0.06291037212770538,0.03282968551767847,0.06473794998041797,-0.010751017692306566,0.025848834212505563,-0.007316633114915486,-0.00700580675594483,0.20665152105664575,0.34754305084220427,,-0.09370251483453954,0.03459073755970292,-0.1092573972572995,0.08145990522066052,-0.07095097493200052,0.3530140867756555,-0.090195225806534,0.354395980624605,0.026178791801591307
Visting Team Put-outs,-0.028860883937915038,-0.0012768275733156076,-0.0005251473445255503,0.30760897413169225,-0.2508300214612826,0.953493399235842,-0.21365671061816735,0.061718086141835306,0.17389633168640728,0.10447339586106888,0.009164025626763174,0.3003037258261215,0.2213785286175715,0.09315437051613708,0.11631233266468191,0.2621488224995054,0.26587209464808437,0.21099993110843535,0.180694250690625,0.022925768925045976,0.008304964442193814,-0.21882857150353988,0.3116285385753164,0.3990071577656686,-0.24055144823372607,-0.2405500222165371,0.006974207349192539,-0.026139625442515,1.0,0.35833925980952297,-0.026884190401543107,-0.0012324510304061347,-0.0802016699939555,-0.22196422121118287,0.6325099919403019,-0.05973659725125868,-0.06652818061619477,-0.013894509191507387,-0.23380088729017592,-0.2536998925684971,0.1194006068638227,-0.06850382336681647,0.0704637654913013,0.07530343690169869,0.11112569759111177,0.3419968542267442,-0.0636572873230356,-0.0036985666203957026,0.05002471556930461,-0.17350230043672465,0.24104135445654515,0.4996481583524818,0.2892740327002019,0.2885715598058388,0.022157641406461967,-0.014152744546869364,0.8845133618595963,0.3029678259469401,0.17435651391291018,0.03504273030368159,-0.11202874959373497,-0.22187202041774165,,0.2122026840738131,-0.2762809563420808,0.22102868818627483,-0.2846981606431513,0.1795813625898283,-0.24396921544803082,0.20791636714621187,-0.25368352557580004,-0.03543849052621539
